candidate=69 m=256 n=352 k=32 stages=3 legal=0 smem=116736 mma_size=128
candidate=70 m=288 n=64 k=32 stages=3 legal=1 smem=67584 mma_size=128
candidate=71 m=288 n=96 k=32 stages=3 legal=1 smem=73728 mma_size=128
candidate=72 m=288 n=128 k=32 stages=3 legal=1 smem=79872 mma_size=128
candidate=73 m=288 n=160 k=32 stages=3 legal=1 smem=86016 mma_size=128
candidate=74 m=288 n=192 k=32 stages=3 legal=1 smem=92160 mma_size=128
candidate=75 m=288 n=224 k=32 stages=3 legal=1 smem=98304 mma_size=128
candidate=76 m=288 n=256 k=32 stages=3 legal=0 smem=104448 mma_size=128
candidate=77 m=288 n=288 k=32 stages=3 legal=0 smem=110592 mma_size=128
candidate=78 m=288 n=320 k=32 stages=3 legal=0 smem=116736 mma_size=128
candidate=79 m=288 n=352 k=32 stages=3 legal=0 smem=122880 mma_size=128
candidate=80 m=320 n=64 k=32 stages=3 legal=1 smem=73728 mma_size=128
candidate=81 m=320 n=96 k=32 stages=3 legal=1 smem=79872 mma_size=128
candidate=82 m=320 n=128 k=32 stages=3 legal=1 smem=86016 mma_size=128
candidate=83 m=320 n=160 k=32 stages=3 legal=1 smem=92160 mma_size=128
candidate=84 m=320 n=192 k=32 stages=3 legal=1 smem=98304 mma_size=128
candidate=85 m=320 n=224 k=32 stages=3 legal=0 smem=104448 mma_size=128
candidate=86 m=320 n=256 k=32 stages=3 legal=0 smem=110592 mma_size=128
candidate=87 m=320 n=288 k=32 stages=3 legal=0 smem=116736 mma_size=128
candidate=88 m=320 n=320 k=32 stages=3 legal=0 smem=122880 mma_size=128
candidate=89 m=320 n=352 k=32 stages=3 legal=0 smem=129024 mma_size=128
candidate=90 m=352 n=64 k=32 stages=3 legal=1 smem=79872 mma_size=128
candidate=91 m=352 n=96 k=32 stages=3 legal=1 smem=86016 mma_size=128
candidate=92 m=352 n=128 k=32 stages=3 legal=1 smem=92160 mma_size=128
candidate=93 m=352 n=160 k=32 stages=3 legal=1 smem=98304 mma_size=128
candidate=94 m=352 n=192 k=32 stages=3 legal=0 smem=104448 mma_size=128
candidate=95 m=352 n=224 k=32 stages=3 legal=0 smem=110592 mma_size=128
candidate=96 m=352 n=256 k=32 stages=3 legal=0 smem=116736 mma_size=128
candidate=97 m=352 n=288 k=32 stages=3 legal=0 smem=122880 mma_size=128
candidate=98 m=352 n=320 k=32 stages=3 legal=0 smem=129024 mma_size=128
candidate=99 m=352 n=352 k=32 stages=3 legal=0 smem=135168 mma_size=128
