model	config	input_equal	legacy_total	bound_cg_total
gqa2	16x64x16s2k2	1	199126.59501313418	199126.59501313418
gqa2	16x64x16s2k4	1	128329.02233811561	128329.02233811561
gqa2	16x64x16s2k8	1	93002.144953328941	93002.144953328941
gqa2	16x64x16s2k16	1	79910.36866493299	79910.36866493299
gqa2	16x64x16s3k1	1	327962.03912299761	327962.03912299761
gqa2	16x64x16s3k2	1	200919.53614614444	200919.53614614444
gqa2	16x64x16s3k4	1	130121.9634711259	130121.9634711259
gqa2	16x64x16s3k8	1	94795.08608633923	94795.08608633923
gqa2	16x64x16s3k16	1	81703.309797943279	81703.309797943279
gqa2	16x64x16s4k1	1	329754.98025600781	329754.98025600781
gqa2	16x64x16s4k2	1	202712.47727915473	202712.47727915473
gqa2	16x64x16s4k4	1	131914.90460413613	131914.90460413613
gqa2	16x64x16s4k8	1	96588.027219349489	96588.027219349489
gqa2	16x64x16s4k16	1	83496.250930953538	83496.250930953538
gqa2	16x64x16s5k1	1	331547.92138901801	331547.92138901801
gqa2	16x64x16s5k2	1	204505.41841216502	204505.41841216502
gqa2	16x64x16s5k4	1	133707.84573714642	133707.84573714642
gqa2	16x64x16s5k8	1	98380.968352359778	98380.968352359778
gqa2	16x64x16s5k16	1	85289.192063963827	85289.192063963827
gqa2	16x64x32s2k1	1	329754.98025600781	329754.98025600781
gqa2	16x64x32s2k2	1	202712.47727915473	202712.47727915473
gqa2	16x64x32s2k4	1	131914.90460413613	131914.90460413613
gqa2	16x64x32s2k8	1	96588.027219349489	96588.027219349489
gqa2	16x64x32s2k16	1	83496.250930953538	83496.250930953538
gqa2	16x64x32s3k1	1	333340.86252202839	333340.86252202839
gqa2	16x64x32s3k2	1	206298.35954517528	206298.35954517528
gqa2	16x64x32s3k4	1	135500.78687015668	135500.78687015668
gqa2	16x64x32s3k8	1	100173.90948537004	100173.90948537004
gqa2	16x64x32s3k16	1	87082.1331969741	87082.1331969741
gqa2	16x64x32s4k1	1	336926.74478804891	336926.74478804891
gqa2	16x64x32s4k2	1	209884.24181119585	209884.24181119585
gqa2	16x64x32s4k4	1	139086.66913617725	139086.66913617725
gqa2	16x64x32s4k8	1	103759.79175139058	103759.79175139058
gqa2	16x64x32s4k16	1	90668.015462994634	90668.015462994634
gqa2	16x64x32s5k1	1	340465.75127406948	340465.75127406948
gqa2	16x64x32s5k2	1	213401.37293321639	213401.37293321639
gqa2	16x64x32s5k4	1	142603.80025819782	142603.80025819782
gqa2	16x64x32s5k8	1	107276.92287341115	107276.92287341115
gqa2	16x64x32s5k16	1	99443.795575023832	99443.795575023832
gqa2	16x128x16s2k1	1	556565.76696469437	556565.76696469437
gqa2	16x128x16s2k2	1	316170.44482490735	316170.44482490735
gqa2	16x128x16s2k4	1	188696.46256842194	188696.46256842194
gqa2	16x128x16s2k8	1	125031.38039290177	125031.38039290177
gqa2	16x128x16s2k16	1	93342.657210587	93342.657210587
gqa2	16x128x16s3k1	1	559793.06100411294	559793.06100411294
gqa2	16x128x16s3k2	1	319397.7388643258	319397.7388643258
gqa2	16x128x16s3k4	1	191923.75660784039	191923.75660784039
gqa2	16x128x16s3k8	1	128258.67443232026	128258.67443232026
gqa2	16x128x16s3k16	1	96569.951250005484	96569.951250005484
gqa2	16x128x16s4k1	1	563020.35504353163	563020.35504353163
gqa2	16x128x16s4k2	1	322625.03290374443	322625.03290374443
gqa2	16x128x16s4k4	1	195151.05064725893	195151.05064725893
gqa2	16x128x16s4k8	1	131485.96847173877	131485.96847173877
gqa2	16x128x16s4k16	1	99797.245289423998	99797.245289423998
gqa2	16x128x16s5k1	1	566247.64908294985	566247.64908294985
gqa2	16x128x16s5k2	1	325852.32694316289	325852.32694316289
gqa2	16x128x16s5k4	1	198378.34468667736	198378.34468667736
gqa2	16x128x16s5k8	1	134713.26251115726	134713.26251115726
gqa2	16x128x16s5k16	1	103024.53932884248	103024.53932884248
gqa2	16x128x32s2k1	1	563020.35504353163	563020.35504353163
gqa2	16x128x32s2k2	1	322625.03290374443	322625.03290374443
gqa2	16x128x32s2k4	1	195151.05064725893	195151.05064725893
gqa2	16x128x32s2k8	1	131485.96847173877	131485.96847173877
gqa2	16x128x32s2k16	1	99797.245289423998	99797.245289423998
gqa2	16x128x32s3k1	1	569428.06734236854	569428.06734236854
gqa2	16x128x32s3k2	1	329010.86983858136	329010.86983858136
gqa2	16x128x32s3k4	1	201536.88758209592	201536.88758209592
gqa2	16x128x32s3k8	1	137871.80540657576	137871.80540657576
gqa2	16x128x32s3k16	1	106183.08222426099	106183.08222426099
gqa2	16x128x32s4k1	1	575882.65542120545	575882.65542120545
gqa2	16x128x32s4k2	1	335465.45791741845	335465.45791741845
gqa2	16x128x32s4k4	1	207991.47566093292	207991.47566093292
gqa2	16x128x32s4k8	1	144326.39348541279	144326.39348541279
gqa2	16x128x32s4k16	1	112637.67030309798	112637.67030309798
gqa2	16x128x32s5k1	1	582337.24350004224	582337.24350004224
gqa2	16x128x32s5k2	1	341920.04599625536	341920.04599625536
gqa2	16x128x32s5k4	1	214446.06373976989	214446.06373976989
gqa2	16x128x32s5k8	1	150780.98156424973	150780.98156424973
gqa2	16x128x32s5k16	1	119092.25838193498	119092.25838193498
gqa2	16x256x16s2k1	1	1017359.1049141084	1017359.1049141084
gqa2	16x256x16s2k2	1	550258.14444845391	550258.14444845391
gqa2	16x256x16s2k4	1	309431.34302903444	309431.34302903444
gqa2	16x256x16s2k8	1	189089.8512720475	189089.8512720475
gqa2	16x256x16s2k16	1	129062.9232989992	129062.9232989992
gqa2	16x256x16s3k1	1	1023408.2289863436	1023408.2289863436
gqa2	16x256x16s3k2	1	556285.39315668901	556285.39315668901
gqa2	16x256x16s3k4	1	315458.59173726942	315458.59173726942
gqa2	16x256x16s3k8	1	195117.09998028245	195117.09998028245
gqa2	16x256x16s3k16	1	135090.17200723416	135090.17200723416
gqa2	16x256x16s4k1	1	1029504.2288385788	1029504.2288385788
gqa2	16x256x16s4k2	1	562381.39300892386	562381.39300892386
gqa2	16x256x16s4k4	1	321554.59158950445	321554.59158950445
gqa2	16x256x16s4k8	1	201213.09983251736	201213.09983251736
gqa2	16x256x16s4k16	1	141186.17185946909	141186.17185946909
gqa2	16x256x16s5k1	1	1035600.2286908139	1035600.2286908139
gqa2	16x256x16s5k2	1	568477.39286115859	568477.39286115859
gqa2	16x256x16s5k4	1	327650.59144173941	327650.59144173941
gqa2	16x256x16s5k8	1	207309.09968475232	207309.09968475232
gqa2	16x256x16s5k16	1	147282.171711704	147282.171711704
gqa2	16x256x32s2k1	1	1029504.2288385788	1029504.2288385788
gqa2	16x256x32s2k2	1	562381.39300892386	562381.39300892386
gqa2	16x256x32s2k4	1	321554.59158950445	321554.59158950445
gqa2	16x256x32s2k8	1	201213.09983251736	201213.09983251736
gqa2	16x256x32s2k16	1	141186.17185946909	141186.17185946909
gqa2	32x16x16s2k1	1	225383.88955263374	225383.88955263374
gqa2	32x16x16s2k2	1	161743.92164724757	161743.92164724757
gqa2	32x16x16s2k4	1	129911.3805594875	129911.3805594875
gqa2	32x16x16s2k8	1	125327.0535010061	125327.0535010061
gqa2	32x16x16s2k16	1	127101.83004864384	127101.83004864384
gqa2	32x16x16s3k1	1	226459.65423243993	226459.65423243993
gqa2	32x16x16s3k2	1	162819.68632705376	162819.68632705376
gqa2	32x16x16s3k4	1	130987.14523929366	130987.14523929366
gqa2	32x16x16s3k8	1	126710.17951789976	126710.17951789976
gqa2	32x16x16s3k16	1	129253.35940825616	129253.35940825616
gqa2	32x16x16s4k1	1	227535.41891224612	227535.41891224612
gqa2	32x16x16s4k2	1	163895.45100685989	163895.45100685989
gqa2	32x16x16s4k4	1	132062.90991909982	132062.90991909982
gqa2	32x16x16s4k8	1	128093.30553479338	128093.30553479338
gqa2	32x16x16s4k16	1	131404.88876786851	131404.88876786851
gqa2	32x16x16s5k1	1	228611.18359205226	228611.18359205226
gqa2	32x16x16s5k2	1	164971.21568666608	164971.21568666608
gqa2	32x16x16s5k4	1	133138.67459890601	133138.67459890601
gqa2	32x16x16s5k8	1	129476.43155168704	129476.43155168704
gqa2	32x16x16s5k16	1	133556.41812748084	133556.41812748084
gqa2	32x16x32s2k1	1	227535.41891224612	227535.41891224612
gqa2	32x16x32s2k2	1	163895.45100685989	163895.45100685989
gqa2	32x16x32s2k4	1	132062.90991909982	132062.90991909982
gqa2	32x16x32s2k8	1	128093.30553479338	128093.30553479338
gqa2	32x16x32s2k16	1	131404.88876786851	131404.88876786851
gqa2	32x16x32s3k1	1	229686.94827185839	229686.94827185839
gqa2	32x16x32s3k2	1	166046.98036647221	166046.98036647221
gqa2	32x16x32s3k4	1	134214.43927871215	134214.43927871215
gqa2	32x16x32s3k8	1	130859.55756858067	130859.55756858067
gqa2	32x16x32s3k16	1	135707.94748709316	135707.94748709316
gqa2	32x16x32s4k1	1	231838.47763147077	231838.47763147077
gqa2	32x16x32s4k2	1	168198.50972608454	168198.50972608454
gqa2	32x16x32s4k4	1	136365.96863832447	136365.96863832447
gqa2	32x16x32s4k8	1	133625.80960236795	133625.80960236795
gqa2	32x16x32s4k16	1	140011.0062063178	140011.0062063178
gqa2	32x16x32s5k1	1	233990.00699108309	233990.00699108309
gqa2	32x16x32s5k2	1	170350.03908569689	170350.03908569689
gqa2	32x16x32s5k4	1	138517.49799793682	138517.49799793682
gqa2	32x16x32s5k8	1	136392.06163615524	136392.06163615524
gqa2	32x16x32s5k16	1	144314.06492554251	144314.06492554251
gqa2	32x32x8s2k1	1	281754.285098908	281754.285098908
gqa2	32x32x8s2k2	1	189776.11240278836	189776.11240278836
gqa2	32x32x8s2k4	1	133147.64212313652	133147.64212313652
gqa2	32x32x8s2k8	1	111989.86713371662	111989.86713371662
gqa2	32x32x8s2k16	1	109185.12389680263	109185.12389680263
gqa2	32x32x8s3k1	1	282471.46155211219	282471.46155211219
gqa2	32x32x8s3k2	1	190493.28885599249	190493.28885599249
gqa2	32x32x8s3k4	1	133864.81857634065	133864.81857634065
gqa2	32x32x8s3k8	1	112707.04358692073	112707.04358692073
gqa2	32x32x8s3k16	1	110107.20790806506	110107.20790806506
gqa2	32x32x8s4k1	1	283188.63800531626	283188.63800531626
gqa2	32x32x8s4k2	1	191210.46530919662	191210.46530919662
gqa2	32x32x8s4k4	1	134581.99502954475	134581.99502954475
gqa2	32x32x8s4k8	1	113424.22004012484	113424.22004012484
gqa2	32x32x8s4k16	1	111029.29191932749	111029.29191932749
gqa2	32x32x8s5k1	1	283905.81445852033	283905.81445852033
gqa2	32x32x8s5k2	1	191927.64176240074	191927.64176240074
gqa2	32x32x8s5k4	1	135299.17148274888	135299.17148274888
gqa2	32x32x8s5k8	1	114141.39649332894	114141.39649332894
gqa2	32x32x8s5k16	1	111951.37593058991	111951.37593058991
gqa2	32x32x16s2k1	1	268775.51195531629	268775.51195531629
gqa2	32x32x16s2k2	1	170071.21376919662	170071.21376919662
gqa2	32x32x16s2k4	1	113442.74348954475	113442.74348954475
gqa2	32x32x16s2k8	1	92284.968500124829	92284.968500124829
gqa2	32x32x16s2k16	1	89890.040379327489	89890.040379327489
gqa2	32x32x16s3k1	1	270209.86486172455	270209.86486172455
gqa2	32x32x16s3k2	1	171505.56667560479	171505.56667560479
gqa2	32x32x16s3k4	1	114877.09639595298	114877.09639595298
gqa2	32x32x16s3k8	1	93719.321406533054	93719.321406533054
gqa2	32x32x16s3k16	1	91734.208401852346	91734.208401852346
gqa2	32x32x16s4k1	1	271644.21776813269	271644.21776813269
gqa2	32x32x16s4k2	1	172939.91958201304	172939.91958201304
gqa2	32x32x16s4k4	1	116311.4493023612	116311.4493023612
gqa2	32x32x16s4k8	1	95153.674312941279	95153.674312941279
gqa2	32x32x16s4k16	1	93578.376424377188	93578.376424377188
gqa2	32x32x16s5k1	1	273078.57067454088	273078.57067454088
gqa2	32x32x16s5k2	1	174374.27248842129	174374.27248842129
gqa2	32x32x16s5k4	1	117745.80220876943	117745.80220876943
gqa2	32x32x16s5k8	1	96588.027219349489	96588.027219349489
gqa2	32x32x16s5k16	1	95422.544446902044	95422.544446902044
gqa2	32x32x32s2k1	1	271644.21776813269	271644.21776813269
gqa2	32x32x32s2k2	1	172939.91958201304	172939.91958201304
gqa2	32x32x32s2k4	1	116311.4493023612	116311.4493023612
gqa2	32x32x32s2k8	1	95153.674312941279	95153.674312941279
gqa2	32x32x32s2k16	1	93578.376424377188	93578.376424377188
gqa2	32x32x32s3k1	1	274512.92358094914	274512.92358094914
gqa2	32x32x32s3k2	1	175808.62539482946	175808.62539482946
gqa2	32x32x32s3k4	1	119180.15511517765	119180.15511517765
gqa2	32x32x32s3k8	1	98022.380125757714	98022.380125757714
gqa2	32x32x32s3k16	1	97266.712469426915	97266.712469426915
gqa2	32x32x32s4k1	1	277381.62939376564	277381.62939376564
gqa2	32x32x32s4k2	1	178677.33120764591	178677.33120764591
gqa2	32x32x32s4k4	1	122048.86092799407	122048.86092799407
gqa2	32x32x32s4k8	1	100891.08593857415	100891.08593857415
gqa2	32x32x32s4k16	1	100955.04851447661	100955.04851447661
gqa2	32x32x32s5k1	1	280250.33520658198	280250.33520658198
gqa2	32x32x32s5k2	1	181546.03702046236	181546.03702046236
gqa2	32x32x32s5k4	1	124917.56674081049	124917.56674081049
gqa2	32x32x32s5k8	1	103759.7917513906	103759.7917513906
gqa2	32x32x32s5k16	1	104643.38455952634	104643.38455952634
gqa2	32x64x8s2k1	1	396646.60555106896	396646.60555106896
gqa2	32x64x8s2k2	1	247992.02327348242	247992.02327348242
gqa2	32x64x8s2k4	1	163025.34820309706	163025.34820309706
gqa2	32x64x8s2k8	1	120613.91962062704	120613.91962062704
gqa2	32x64x8s2k16	1	104865.43663309982	104865.43663309982
gqa2	32x64x8s3k1	1	383309.24418087513	383309.24418087513
gqa2	32x64x8s3k2	1	227928.53641328859	227928.53641328859
gqa2	32x64x8s3k4	1	142961.8613429032	142961.8613429032
gqa2	32x64x8s3k8	1	100550.43276043319	100550.43276043319
gqa2	32x64x8s3k16	1	84801.94977290598	84801.94977290598
gqa2	32x64x8s4k1	1	384385.00886068126	384385.00886068126
gqa2	32x64x8s4k2	1	229004.30109309475	229004.30109309475
gqa2	32x64x8s4k4	1	144037.62602270939	144037.62602270939
gqa2	32x64x8s4k8	1	101626.19744023934	101626.19744023934
gqa2	32x64x8s4k16	1	85877.714452712142	85877.714452712142
gqa2	32x64x8s5k1	1	385460.77354048745	385460.77354048745
gqa2	32x64x8s5k2	1	230080.06577290091	230080.06577290091
gqa2	32x64x8s5k4	1	145113.39070251558	145113.39070251558
gqa2	32x64x8s5k8	1	102701.96212004553	102701.96212004553
gqa2	32x64x8s5k16	1	86953.479132518318	86953.479132518318
gqa2	32x64x16s2k1	1	384385.00886068126	384385.00886068126
gqa2	32x64x16s2k2	1	229004.30109309475	229004.30109309475
gqa2	32x64x16s2k4	1	144037.62602270939	144037.62602270939
gqa2	32x64x16s2k8	1	101626.19744023934	101626.19744023934
gqa2	32x64x16s2k16	1	85877.714452712142	85877.714452712142
gqa2	32x64x16s3k1	1	386536.53822029359	386536.53822029359
gqa2	32x64x16s3k2	1	231155.83045270704	231155.83045270704
gqa2	32x64x16s3k4	1	146189.15538232174	146189.15538232174
gqa2	32x64x16s3k8	1	103777.72679985169	103777.72679985169
gqa2	32x64x16s3k16	1	88029.243812324479	88029.243812324479
gqa2	32x64x16s4k1	1	388688.06757990597	388688.06757990597
gqa2	32x64x16s4k2	1	233307.35981231937	233307.35981231937
gqa2	32x64x16s4k4	1	148340.68474193403	148340.68474193403
gqa2	32x64x16s4k8	1	105929.25615946404	105929.25615946404
gqa2	32x64x16s4k16	1	90180.773171936802	90180.773171936802
gqa2	32x64x16s5k1	1	390839.59693951829	390839.59693951829
gqa2	32x64x16s5k2	1	235458.88917193172	235458.88917193172
gqa2	32x64x16s5k4	1	150492.21410154636	150492.21410154636
gqa2	32x64x16s5k8	1	108080.78551907634	108080.78551907634
gqa2	32x64x16s5k16	1	92332.302531549125	92332.302531549125
gqa2	32x64x32s2k1	1	388688.06757990597	388688.06757990597
gqa2	32x64x32s2k2	1	233307.35981231937	233307.35981231937
gqa2	32x64x32s2k4	1	148340.68474193403	148340.68474193403
gqa2	32x64x32s2k8	1	105929.25615946404	105929.25615946404
gqa2	32x64x32s2k16	1	90180.773171936802	90180.773171936802
gqa2	32x64x32s3k1	1	392991.12629913056	392991.12629913056
gqa2	32x64x32s3k2	1	237610.4185315441	237610.4185315441
gqa2	32x64x32s3k4	1	152643.74346115871	152643.74346115871
gqa2	32x64x32s3k8	1	110232.31487868869	110232.31487868869
gqa2	32x64x32s3k16	1	94483.831891161477	94483.831891161477
gqa2	32x64x32s4k1	1	397294.18501835532	397294.18501835532
gqa2	32x64x32s4k2	1	241913.47725076874	241913.47725076874
gqa2	32x64x32s4k4	1	156946.80218038335	156946.80218038335
gqa2	32x64x32s4k8	1	114535.37359791333	114535.37359791333
gqa2	32x64x32s4k16	1	98786.890610386123	98786.890610386123
gqa2	32x64x32s5k1	1	401550.36795757996	401550.36795757996
gqa2	32x64x32s5k2	1	246147.78482599332	246147.78482599332
gqa2	32x64x32s5k4	1	161181.10975560802	161181.10975560802
gqa2	32x64x32s5k8	1	118769.68117313803	118769.68117313803
gqa2	32x64x32s5k16	1	109539.33491906042	109539.33491906042
gqa2	32x128x8s2k1	1	612018.12040539086	612018.12040539086
gqa2	32x128x8s2k2	1	343284.59347487031	343284.59347487031
gqa2	32x128x8s2k4	1	201641.50882301808	201641.50882301808
gqa2	32x128x8s2k8	1	130891.8754498146	130891.8754498146
gqa2	32x128x8s2k16	1	95660.876668658108	95660.876668658108
gqa2	32x128x8s3k1	1	613811.06153840106	613811.06153840106
gqa2	32x128x8s3k2	1	345077.53460788046	345077.53460788046
gqa2	32x128x8s3k4	1	203434.44995602837	203434.44995602837
gqa2	32x128x8s3k8	1	132684.81658282483	132684.81658282483
gqa2	32x128x8s3k16	1	97453.817801668367	97453.817801668367
gqa2	32x128x8s4k1	1	615604.00267141126	615604.00267141126
gqa2	32x128x8s4k2	1	346870.47574089089	346870.47574089089
gqa2	32x128x8s4k4	1	205227.39108903866	205227.39108903866
gqa2	32x128x8s4k8	1	134477.75771583512	134477.75771583512
gqa2	32x128x8s4k16	1	99246.758934678641	99246.758934678641
gqa2	32x128x8s5k1	1	617396.94380442146	617396.94380442146
gqa2	32x128x8s5k2	1	348663.41687390109	348663.41687390109
gqa2	32x128x8s5k4	1	207020.33222204886	207020.33222204886
gqa2	32x128x8s5k8	1	136270.69884884541	136270.69884884541
gqa2	32x128x8s5k16	1	101039.70006768891	101039.70006768891
gqa2	32x128x16s2k1	1	615604.00267141126	615604.00267141126
gqa2	32x128x16s2k2	1	346870.47574089089	346870.47574089089
gqa2	32x128x16s2k4	1	205227.39108903866	205227.39108903866
gqa2	32x128x16s2k8	1	134477.75771583512	134477.75771583512
gqa2	32x128x16s2k16	1	99246.758934678641	99246.758934678641
gqa2	32x128x16s3k1	1	619189.88493743201	619189.88493743201
gqa2	32x128x16s3k2	1	350456.35800691141	350456.35800691141
gqa2	32x128x16s3k4	1	208813.27335505915	208813.27335505915
gqa2	32x128x16s3k8	1	138063.63998185567	138063.63998185567
gqa2	32x128x16s3k16	1	102832.6412006992	102832.6412006992
gqa2	32x128x16s4k1	1	622775.7672034523	622775.7672034523
gqa2	32x128x16s4k2	1	354042.24027293199	354042.24027293199
gqa2	32x128x16s4k4	1	212399.1556210797	212399.1556210797
gqa2	32x128x16s4k8	1	141649.52224787622	141649.52224787622
gqa2	32x128x16s4k16	1	106418.52346671978	106418.52346671978
gqa2	32x128x16s5k1	1	626314.77368947316	626314.77368947316
gqa2	32x128x16s5k2	1	357559.37139495258	357559.37139495258
gqa2	32x128x16s5k4	1	215916.28674310027	215916.28674310027
gqa2	32x128x16s5k8	1	145166.65336989675	145166.65336989675
gqa2	32x128x16s5k16	1	109935.65458874032	109935.65458874032
gqa2	32x128x32s2k1	1	622728.8914234523	622728.8914234523
gqa2	32x128x32s2k2	1	353973.48912893201	353973.48912893201
gqa2	32x128x32s2k4	1	212330.40447707969	212330.40447707969
gqa2	32x128x32s2k8	1	141580.77110387624	141580.77110387624
gqa2	32x128x32s2k16	1	106349.77232271977	106349.77232271977
gqa2	32x128x32s3k1	1	629900.65595549357	629900.65595549357
gqa2	32x128x32s3k2	1	361145.25366097299	361145.25366097299
gqa2	32x128x32s3k4	1	219502.16900912079	219502.16900912079
gqa2	32x128x32s3k8	1	148752.53563591733	148752.53563591733
gqa2	32x128x32s3k16	1	113521.53685476084	113521.53685476084
gqa2	32x128x32s4k1	1	637072.4204875346	637072.4204875346
gqa2	32x128x32s4k2	1	368317.01819301414	368317.01819301414
gqa2	32x128x32s4k4	1	226673.93354116191	226673.93354116191
gqa2	32x128x32s4k8	1	155924.30016795846	155924.30016795846
gqa2	32x128x32s4k16	1	120693.30138680196	120693.30138680196
gqa2	32x256x8s2k1	1	1071587.4022140342	1071587.4022140342
gqa2	32x256x8s2k2	1	576148.23695764621	576148.23695764621
gqa2	32x256x8s2k4	1	321152.33314286015	321152.33314286015
gqa2	32x256x8s2k8	1	193726.29018818965	193726.29018818965
gqa2	32x256x8s2k16	1	130157.0866162997	130157.0866162997
gqa2	32x256x8s3k1	1	1074814.6962534531	1074814.6962534531
gqa2	32x256x8s3k2	1	579375.5309970649	579375.5309970649
gqa2	32x256x8s3k4	1	324379.62718227867	324379.62718227867
gqa2	32x256x8s3k8	1	196953.58422760823	196953.58422760823
gqa2	32x256x8s3k16	1	133384.38065571824	133384.38065571824
gqa2	32x256x8s4k1	1	1078041.9902928716	1078041.9902928716
gqa2	32x256x8s4k2	1	582602.82503648312	582602.82503648312
gqa2	32x256x8s4k4	1	327606.92122169706	327606.92122169706
gqa2	32x256x8s4k8	1	200180.87826702674	200180.87826702674
gqa2	32x256x8s4k16	1	136611.67469513669	136611.67469513669
gqa2	32x256x8s5k1	1	1081269.2843322898	1081269.2843322898
gqa2	32x256x8s5k2	1	585830.11907590181	585830.11907590181
gqa2	32x256x8s5k4	1	330834.21526111552	330834.21526111552
gqa2	32x256x8s5k8	1	203408.17230644519	203408.17230644519
gqa2	32x256x8s5k16	1	139838.96873455524	139838.96873455524
gqa2	32x256x16s2k1	1	1077995.1145128715	1077995.1145128715
gqa2	32x256x16s2k2	1	582534.07389248314	582534.07389248314
gqa2	32x256x16s2k4	1	327538.17007769708	327538.17007769708
gqa2	32x256x16s2k8	1	200112.12712302673	200112.12712302673
gqa2	32x256x16s2k16	1	136542.92355113672	136542.92355113672
gqa2	32x256x16s3k1	1	1084449.7025917082	1084449.7025917082
gqa2	32x256x16s3k2	1	588988.66197132005	588988.66197132005
gqa2	32x256x16s3k4	1	333992.75815653399	333992.75815653399
gqa2	32x256x16s3k8	1	206566.71520186364	206566.71520186364
gqa2	32x256x16s3k16	1	142997.51162997371	142997.51162997371
gqa2	32x256x16s4k1	1	1090904.2906705455	1090904.2906705455
gqa2	32x256x16s4k2	1	595443.25005015742	595443.25005015742
gqa2	32x256x16s4k4	1	340447.34623537114	340447.34623537114
gqa2	32x256x16s4k8	1	213021.30328070073	213021.30328070073
gqa2	32x256x16s4k16	1	149452.09970881071	149452.09970881071
gqa2	32x256x16s5k1	1	1097358.8787493829	1097358.8787493829
gqa2	32x256x16s5k2	1	601897.83812899434	601897.83812899434
gqa2	32x256x16s5k4	1	346901.93431420816	346901.93431420816
gqa2	32x256x16s5k8	1	219475.89135953764	219475.89135953764
gqa2	32x256x16s5k16	1	155906.68778764768	155906.68778764768
gqa2	32x256x32s2k1	1	1090904.2906705455	1090904.2906705455
gqa2	32x256x32s2k2	1	595443.25005015742	595443.25005015742
gqa2	32x256x32s2k4	1	340447.34623537114	340447.34623537114
gqa2	32x256x32s2k8	1	213021.30328070073	213021.30328070073
gqa2	32x256x32s2k16	1	149452.09970881071	149452.09970881071
gqa2	64x16x16s2k1	1	326169.09798998729	326169.09798998729
gqa2	64x16x16s2k2	1	199126.59501313418	199126.59501313418
gqa2	64x16x16s2k4	1	146040.400332324	146040.400332324
gqa2	64x16x16s2k8	1	138441.08776769225	138441.08776769225
gqa2	64x16x16s2k16	1	142694.58737590065	142694.58737590065
gqa2	64x16x16s3k1	1	327962.03912299761	327962.03912299761
gqa2	64x16x16s3k2	1	200919.53614614444	200919.53614614444
gqa2	64x16x16s3k4	1	147833.34146533429	147833.34146533429
gqa2	64x16x16s3k8	1	140746.29779584834	140746.29779584834
gqa2	64x16x16s3k16	1	146792.73853706699	146792.73853706699
gqa2	64x16x16s4k1	1	329754.98025600781	329754.98025600781
gqa2	64x16x16s4k2	1	202712.47727915473	202712.47727915473
gqa2	64x16x16s4k4	1	149626.28259834455	149626.28259834455
gqa2	64x16x16s4k8	1	143051.50782400439	143051.50782400439
gqa2	64x16x16s4k16	1	150890.88969823331	150890.88969823331
gqa2	64x16x16s5k1	1	331547.92138901801	331547.92138901801
gqa2	64x16x16s5k2	1	204505.41841216502	204505.41841216502
