model	variant	arm	seq	past	round	pass	l1_ms	l2_ms	l05_ms	reg	ctas_per_sm	grid	block	task_smem	occupancy_smem	static_smem	regs_per_sm	smem_per_sm	threads_per_sm	l1_reg	l05_reg	l1_ctas	l2_ctas	min_blocks	warp_size	l05_spill_stores	l05_spill_loads	l1_spill_stores	l1_spill_loads	l2_spill_stores	l2_spill_loads	f40_ctas	f40_binding
gqa2	occ1	l1nosync	4	3	1	0	0.305184	0.369248	0.339840	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	1	1	0.334336	0.367872	0.339648	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	1	0	0.334720	0.350144	0.340544	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	1	0	0.335936	0.289536	0.339712	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	1	0	0.304640	0.369184	0.339616	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	1	1	0.335680	0.370848	0.339712	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	2	0	0.335936	0.289472	0.340832	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	2	0	0.303168	0.372992	0.339744	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	2	1	0.335584	0.372160	0.340032	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	2	0	0.335904	0.347392	0.340320	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	2	0	0.334400	0.289280	0.339424	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	2	0	0.304992	0.370336	0.339744	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	2	1	0.334816	0.370880	0.340096	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	2	0	0.334848	0.348704	0.339552	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	3	0	0.303456	0.373600	0.339968	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	3	1	0.333632	0.368576	0.340160	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	3	0	0.335200	0.348320	0.339936	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	3	0	0.335392	0.290720	0.340192	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	3	0	0.303328	0.368448	0.340448	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	3	1	0.335360	0.370720	0.339648	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	3	0	0.334176	0.351936	0.339584	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	3	0	0.335392	0.290752	0.339520	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	4	1	0.334464	0.371264	0.339840	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	4	0	0.335264	0.349216	0.339776	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	4	0	0.335616	0.290528	0.339808	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	4	0	0.305088	0.379040	0.339840	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	4	1	0.335264	0.372736	0.339520	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	4	0	0.335872	0.347872	0.339808	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	4	0	0.335808	0.290368	0.340032	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	4	0	0.303168	0.365088	0.339904	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	5	0	0.336448	0.351232	0.339872	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	5	0	0.335072	0.290240	0.339904	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	5	0	0.303264	0.369984	0.339712	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	5	1	0.336288	0.374752	0.340320	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	5	0	0.335872	0.348736	0.339808	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	5	0	0.334464	0.291072	0.340416	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	5	0	0.302912	0.364736	0.339744	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	5	1	0.335264	0.370496	0.339744	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	6	0	0.336320	0.290496	0.340192	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	6	0	0.301696	0.376672	0.339840	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	6	1	0.334528	0.374304	0.339072	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	6	0	0.335808	0.347808	0.338976	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	6	0	0.335840	0.291136	0.339904	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	6	0	0.304704	0.372608	0.340512	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	6	1	0.336032	0.370784	0.339264	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	6	0	0.335680	0.352096	0.340448	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	7	0	0.304992	0.364896	0.339968	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	7	1	0.334464	0.370432	0.339712	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	7	0	0.334496	0.349952	0.341184	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	7	0	0.335936	0.290944	0.340128	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	7	0	0.303040	0.368896	0.339712	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	7	1	0.335424	0.370592	0.339648	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	7	0	0.335808	0.348832	0.339936	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	7	0	0.337152	0.297216	0.341600	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	8	1	0.334592	0.371296	0.340256	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	8	0	0.336256	0.348672	0.340128	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	8	0	0.336384	0.289632	0.340000	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	8	0	0.303744	0.365696	0.339936	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	8	1	0.335648	0.370560	0.340000	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	8	0	0.335072	0.347424	0.348800	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	8	0	0.337280	0.290624	0.341568	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	8	0	0.305568	0.367552	0.340064	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	9	0	0.336288	0.351904	0.340352	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	9	0	0.337696	0.289472	0.339744	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	9	0	0.306240	0.369024	0.340736	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	9	1	0.336352	0.372512	0.340352	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	9	0	0.339008	0.347360	0.340256	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	9	0	0.336608	0.289760	0.341696	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	9	0	0.303456	0.375264	0.339936	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	9	1	0.336160	0.376960	0.340064	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	10	0	0.336800	0.291296	0.339648	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	10	0	0.305408	0.373824	0.340256	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	10	1	0.336544	0.371552	0.340320	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	10	0	0.335904	0.349376	0.339680	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	10	0	0.333952	0.289568	0.339712	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	10	0	0.302048	0.365408	0.340032	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	10	1	0.336544	0.370976	0.339936	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	10	0	0.335904	0.347232	0.339936	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	11	0	0.305856	0.367392	0.340448	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	11	1	0.334816	0.371520	0.339616	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	11	0	0.335488	0.349536	0.340480	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	11	0	0.336736	0.293856	0.339872	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	11	0	0.303616	0.365632	0.340160	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	11	1	0.335328	0.371136	0.339904	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	11	0	0.335744	0.348384	0.339712	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	11	0	0.334368	0.292960	0.339936	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	12	1	0.338560	0.372064	0.342336	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	12	0	0.335776	0.351040	0.347040	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	12	0	0.335136	0.288896	0.343104	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	12	0	0.303520	0.369472	0.340160	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	12	1	0.335616	0.370944	0.340000	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	12	0	0.335968	0.348672	0.340192	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	12	0	0.335904	0.290080	0.343104	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	12	0	0.303968	0.367232	0.340224	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	13	0	0.336992	0.349888	0.341408	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	13	0	0.336256	0.290496	0.340128	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	13	0	0.303840	0.368416	0.340064	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	13	1	0.336352	0.370848	0.340032	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	13	0	0.335808	0.346048	0.344960	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	13	0	0.336160	0.294048	0.340032	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	13	0	0.303904	0.370624	0.340320	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	13	1	0.339328	0.373184	0.340800	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	14	0	0.335072	0.291072	0.340928	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	14	0	0.305344	0.369600	0.340256	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	14	1	0.335456	0.370016	0.340064	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	14	0	0.336256	0.349312	0.339616	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	14	0	0.338112	0.293024	0.343520	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	14	0	0.306016	0.379264	0.340096	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	14	1	0.334912	0.371680	0.339808	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	14	0	0.336256	0.349664	0.339712	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	15	0	0.304288	0.368576	0.339456	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	15	1	0.334688	0.371680	0.340192	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	15	0	0.336000	0.346368	0.339904	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	15	0	0.335232	0.289280	0.339552	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	15	0	0.304480	0.371296	0.340192	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	15	1	0.336224	0.369344	0.340000	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	15	0	0.336768	0.348992	0.340512	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	15	0	0.336384	0.291040	0.339424	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	16	1	0.336288	0.371104	0.339968	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	16	0	0.334560	0.347296	0.339968	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	16	0	0.334848	0.289760	0.340192	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	16	0	0.304544	0.368928	0.340160	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	16	1	0.335008	0.375200	0.340640	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	16	0	0.334688	0.354784	0.340256	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	16	0	0.334912	0.292000	0.339936	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	16	0	0.305920	0.372704	0.340192	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	nowait	4	3	17	0	0.336352	0.348256	0.340000	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	17	0	0.336832	0.289728	0.339968	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	17	0	0.305568	0.373184	0.339904	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	17	1	0.336416	0.370016	0.340736	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	17	0	0.336128	0.352640	0.340416	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	17	0	0.336192	0.292480	0.340160	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	17	0	0.309760	0.365280	0.340480	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	17	1	0.335424	0.370624	0.344352	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	neither	4	3	18	0	0.336064	0.290816	0.340160	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ1	l1nosync	4	3	18	0	0.304832	0.371584	0.342592	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	1	32	0	0	0	0	0	0	2	registers
gqa2	occ2	full	4	3	18	1	0.335872	0.370720	0.339616	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	nowait	4	3	18	0	0.334464	0.349824	0.339552	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	neither	4	3	18	0	0.334496	0.290848	0.339904	214	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ2	l1nosync	4	3	18	0	0.305408	0.370944	0.339712	218	2	340	128	24576	24576	0	65536	102400	1536	212	208	2	2	2	32	0	0	0	0	0	0	2	registers
gqa2	occ1	full	4	3	18	1	0.334752	0.371392	0.340096	218	2	340	128	24576	24576	0	65536	102400	1536	214	208	2	2	1	32	0	0	0	0	0	0	2	registers
