config	arm	round	started_ns	l05_ms	l1_ms	l2_ms	log
eft	neither	6	1789700729595050834	6.65088	6.678528	5.936128	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r6.log
eft	l1nosync	6	1789700756857906353	6.638592	6.193152	6.497984	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r6.log
eft	full	7	1789701993244160245	6.646784	6.669312	6.566912	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r7.log
eft	nofence	7	1789702020356592015	6.64256	6.667264	6.40608	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r7.log
eft	nowait	7	1789702047388489144	6.64576	6.673248	6.042944	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r7.log
eft	neither	7	1789702074324048566	6.646688	6.669312	5.944576	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r7.log
eft	l1nosync	7	1789702101589736364	6.639616	6.342656	6.583008	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r7.log
eft	full	8	1789703362812656715	6.646784	6.668064	6.570816	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r8.log
eft	nofence	8	1789703390283611233	6.650944	6.677696	6.40512	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r8.log
eft	nowait	8	1789703417473084776	6.652864	6.677504	6.061056	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r8.log
eft	neither	8	1789703445463909071	6.651744	6.674432	5.90848	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r8.log
eft	l1nosync	8	1789703472868794462	6.642624	6.332672	6.586368	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r8.log
eft	full	9	1789704694762521308	6.647808	6.671584	6.578112	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r9.log
eft	nofence	9	1789704721496207757	6.641664	6.363136	6.110208	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r9.log
eft	nowait	9	1789704747870499828	6.650592	6.678272	6.065152	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r9.log
eft	neither	9	1789704774180912692	6.653824	6.67136	5.926976	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r9.log
eft	l1nosync	9	1789704800657594041	6.638592	6.321184	6.583456	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r9.log
eft	full	10	1789706021898250442	6.647808	6.672384	6.579168	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r10.log
eft	nofence	10	1789706048302001864	6.6496	6.676672	6.413312	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r10.log
eft	nowait	10	1789706074696093166	6.652928	6.676192	6.053888	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r10.log
eft	neither	10	1789706100656442066	6.652928	6.676416	5.937216	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r10.log
eft	l1nosync	10	1789706126937138834	6.641664	6.354944	6.582496	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r10.log
eft	full	11	1789707288150012425	6.649024	6.672384	6.576128	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r11.log
eft	nofence	11	1789707313262349170	6.649856	6.675552	6.408416	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r11.log
eft	nowait	11	1789707338496224061	6.65088	6.674592	6.055008	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r11.log
eft	neither	11	1789707363515251164	6.651168	6.337664	5.75488	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r11.log
eft	l1nosync	11	1789707387881255903	6.65088	6.388736	6.251264	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r11.log
eft	full	12	1789708111592142147	6.649856	6.67136	6.577152	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r12.log
eft	nofence	12	1789708125059313637	6.64672	6.67136	6.410016	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r12.log
eft	nowait	12	1789708138541579884	6.645952	6.672384	5.8624	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r12.log
eft	neither	12	1789708151912062502	6.322176	6.33856	5.741856	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r12.log
eft	l1nosync	12	1789708164299314835	6.599488	6.06208	6.269952	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r12.log
eft	full	13	1789708775169124706	6.64576	6.33744	6.271776	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r13.log
eft	nofence	13	1789708788472985290	6.566912	6.452224	6.288128	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r13.log
eft	nowait	13	1789708802146548591	6.647808	6.67264	6.074368	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r13.log
eft	neither	13	1789708815926704056	6.650816	6.674432	5.942048	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r13.log
eft	l1nosync	13	1789708829296762330	6.650112	6.35088	6.591488	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r13.log
eft	full	14	1789709439664669282	6.6496	6.670336	6.585344	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r14.log
eft	nofence	14	1789709453144040837	6.368384	6.341568	6.104	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r14.log
eft	nowait	14	1789709465432913508	6.648832	6.671264	5.8624	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r14.log
eft	neither	14	1789709478853120926	6.648832	6.670336	5.945344	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r14.log
eft	l1nosync	14	1789709492365730493	6.651872	6.37952	6.578848	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r14.log
eft	full	15	1789710101617122196	6.639616	6.667264	6.581248	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r15.log
eft	nofence	15	1789710114999386682	6.643712	6.504608	6.257664	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r15.log
eft	nowait	15	1789710128288071908	6.64752	6.548576	5.917664	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r15.log
eft	neither	15	1789710141580865428	6.644768	6.336512	5.725184	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r15.log
eft	l1nosync	15	1789710154864540476	6.646784	6.350112	6.521824	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r15.log
eft	full	16	1789710755532291248	6.64672	6.670336	6.590464	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r16.log
eft	nofence	16	1789710768896812723	6.645728	6.526048	6.274048	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r16.log
eft	nowait	16	1789710782285333980	6.648832	6.6736	6.058784	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r16.log
eft	neither	16	1789710795958039497	6.649856	6.673408	5.927168	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r16.log
eft	l1nosync	16	1789710809541910945	6.649856	6.395808	6.577152	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r16.log
eft	full	17	1789711416580959344	6.647808	6.67344	6.586368	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r17.log
eft	nofence	17	1789711430258078940	6.656352	6.677248	6.406144	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r17.log
eft	nowait	17	1789711443737032279	6.65088	6.620032	6.052576	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r17.log
eft	neither	17	1789711457304600901	6.654976	6.6736	5.915456	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r17.log
eft	l1nosync	17	1789711470777618035	6.645664	6.291168	6.542208	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r17.log
eft	full	18	1789712078237165357	6.632096	6.671584	6.58944	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r18.log
eft	nofence	18	1789712091718214072	6.651968	6.674656	6.408192	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r18.log
eft	nowait	18	1789712105123629711	6.31808	6.33152	5.8368	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r18.log
eft	neither	18	1789712117336181793	6.640352	6.617088	5.747712	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r18.log
eft	l1nosync	18	1789712130828503106	6.648832	6.371328	6.589312	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r18.log
eft	full	19	1789712755293526816	6.319104	6.339584	6.266752	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r19.log
eft	nofence	19	1789712769484390202	6.647808	6.67136	6.4104	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r19.log
eft	nowait	19	1789712783054100599	6.650176	6.674432	5.833728	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r19.log
eft	neither	19	1789712796448432633	6.324224	6.339584	5.73952	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r19.log
eft	l1nosync	19	1789712810352864373	6.650016	6.3488	6.5864	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r19.log
eft	full	20	1789713439105511605	6.65088	6.674432	6.573056	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r20.log
eft	nofence	20	1789713452605968630	6.648832	6.336256	6.105344	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r20.log
eft	nowait	20	1789713465985047777	6.435552	6.358208	5.873536	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r20.log
eft	neither	20	1789713479693035588	6.320928	6.335488	5.735072	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r20.log
eft	l1nosync	20	1789713493176358521	6.644736	6.351776	6.580128	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r20.log
eft	full	21	1789714133788977784	6.64976	6.524032	6.26688	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r21.log
eft	nofence	21	1789714148169096986	6.322176	6.332544	6.106112	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r21.log
eft	nowait	21	1789714160871965170	6.489088	6.387552	5.943008	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r21.log
eft	neither	21	1789714175160540670	6.639616	6.667264	5.886976	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r21.log
eft	l1nosync	21	1789714189568034283	6.645408	6.350848	6.585344	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r21.log
eft	full	22	1789714829009248516	6.649856	6.673088	6.592448	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r22.log
eft	nofence	22	1789714843509063540	6.651904	6.673344	6.09776	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r22.log
eft	nowait	22	1789714857708083319	6.32304	6.333504	5.833792	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r22.log
eft	neither	22	1789714870273873674	6.648832	6.671296	5.801952	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r22.log
eft	l1nosync	22	1789714884643897366	6.648512	6.367232	6.585344	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r22.log
eft	full	23	1789715533969927114	6.321152	6.341696	6.25552	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r23.log
eft	nofence	23	1789715547440678891	6.644704	6.67136	6.409216	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r23.log
eft	nowait	23	1789715562749722803	6.641408	6.66544	5.8368	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r23.log
eft	neither	23	1789715577065252631	6.65056	6.673664	5.937152	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r23.log
eft	l1nosync	23	1789715591553036144	6.529024	6.376512	6.513664	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r23.log
eft	full	24	1789716237252631954	6.642752	6.667168	6.585472	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__full/r24.log
eft	nofence	24	1789716251553977709	6.64576	6.667264	6.401856	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nofence/r24.log
eft	nowait	24	1789716265956969767	6.64576	6.670304	6.039552	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__nowait/r24.log
eft	neither	24	1789716280229425045	6.648672	6.670208	5.9136	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__neither/r24.log
eft	l1nosync	24	1789716294613391737	6.645856	6.38464	6.574976	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/eft__l1nosync/r24.log
wavefront	full	0	1789689605260413086	6.653952	6.673408	6.631424	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__full/r0.log
wavefront	nofence	0	1789689646309609313	6.645632	6.667488	6.393856	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nofence/r0.log
wavefront	nowait	0	1789689686253140693	6.651712	6.67568	6.136832	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nowait/r0.log
wavefront	neither	0	1789689726649405205	6.648832	6.66848	5.993472	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__neither/r0.log
wavefront	l1nosync	0	1789689766992081612	6.47904	6.211712	6.304672	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__l1nosync/r0.log
wavefront	full	1	1789691591642937615	6.64576	6.654976	6.626304	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__full/r1.log
wavefront	nofence	1	1789691633980952580	6.649152	6.667488	6.401024	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nofence/r1.log
wavefront	nowait	1	1789691674262872209	6.652928	6.673632	6.15024	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nowait/r1.log
wavefront	neither	1	1789691714622578771	6.651904	6.672384	6.02112	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__neither/r1.log
wavefront	l1nosync	1	1789691756129172113	6.319776	6.090528	6.31296	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__l1nosync/r1.log
wavefront	full	2	1789693586328032111	6.644608	6.669344	6.6416	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__full/r2.log
wavefront	nofence	2	1789693626348431739	6.321152	6.334464	6.11328	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nofence/r2.log
wavefront	nowait	2	1789693666190199999	6.648832	6.667232	6.156288	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nowait/r2.log
wavefront	neither	2	1789693707889000078	6.320128	6.3376	5.832704	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__neither/r2.log
wavefront	l1nosync	2	1789693748086524629	6.64688	6.378432	6.626336	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__l1nosync/r2.log
wavefront	full	3	1789695228216376890	6.646912	6.67136	6.64768	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__full/r3.log
wavefront	nofence	3	1789695261645112051	6.64144	6.67136	6.417408	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nofence/r3.log
wavefront	nowait	3	1789695294418762392	6.646784	6.669408	5.936064	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nowait/r3.log
wavefront	neither	3	1789695327297002385	6.649504	6.678528	6.007808	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__neither/r3.log
wavefront	l1nosync	3	1789695360678534332	6.473408	6.182912	6.531072	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__l1nosync/r3.log
wavefront	full	4	1789696658251935381	6.642496	6.668288	6.642688	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__full/r4.log
wavefront	nofence	4	1789696685756285034	6.317056	6.33856	6.110208	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nofence/r4.log
wavefront	nowait	4	1789696712320236679	6.647808	6.672384	6.149056	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nowait/r4.log
wavefront	neither	4	1789696739516140231	6.653088	6.675456	6.028608	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__neither/r4.log
wavefront	l1nosync	4	1789696766532196882	6.640288	6.336512	6.639488	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__l1nosync/r4.log
wavefront	full	5	1789698000873970634	6.642368	6.66624	6.637568	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__full/r5.log
wavefront	nofence	5	1789698027741813174	6.643712	6.669472	6.414624	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nofence/r5.log
wavefront	nowait	5	1789698054776281568	6.641344	6.66624	6.07232	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nowait/r5.log
wavefront	neither	5	1789698081823899531	6.645664	6.668288	6.012928	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__neither/r5.log
wavefront	l1nosync	5	1789698108947961347	6.641664	6.379552	6.643712	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__l1nosync/r5.log
wavefront	full	6	1789700784214446208	6.642688	6.668288	6.641664	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__full/r6.log
wavefront	nofence	6	1789699416426757207	6.319968	6.335168	6.104032	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nofence/r6.log
wavefront	nowait	6	1789699443582891217	6.649856	6.670336	6.150144	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nowait/r6.log
wavefront	neither	6	1789699472477356050	6.647808	6.675456	6.044672	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__neither/r6.log
wavefront	l1nosync	6	1789699500888452754	6.64576	6.339584	6.644736	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__l1nosync/r6.log
wavefront	full	7	1789702128612571734	6.641664	6.667264	6.64064	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__full/r7.log
wavefront	nofence	7	1789702155476072189	6.643712	6.5728	6.325248	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nofence/r7.log
wavefront	nowait	7	1789700811470673302	6.642784	6.668544	6.147072	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nowait/r7.log
wavefront	neither	7	1789700838868309992	6.64768	6.672032	5.991136	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__neither/r7.log
wavefront	l1nosync	7	1789700866064218680	6.644992	6.33856	6.644672	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__l1nosync/r7.log
wavefront	full	8	1789703499963814500	6.643712	6.668224	6.640512	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__full/r8.log
wavefront	nofence	8	1789703526931853658	6.64576	6.669472	6.418432	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nofence/r8.log
wavefront	nowait	8	1789703554133677171	6.647808	6.667424	6.142688	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nowait/r8.log
wavefront	neither	8	1789702182584163547	6.322176	6.339616	5.799232	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__neither/r8.log
wavefront	l1nosync	8	1789702209142167446	6.641536	6.358304	6.643456	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__l1nosync/r8.log
wavefront	full	9	1789704827039142328	6.636544	6.33456	6.31168	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__full/r9.log
wavefront	nofence	9	1789704853352679710	6.642688	6.666464	6.419744	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nofence/r9.log
wavefront	nowait	9	1789704880273985678	6.646784	6.66912	6.14912	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__nowait/r9.log
wavefront	neither	9	1789704907517799137	6.644736	6.67152	5.9904	/root/TileMega/docs/experiments/REBASE/bounded_raw/real_s128/measure/wavefront__neither/r9.log
