logical_stage	op	tensor	no_producer_read_bytes	external_write_bytes
30	l0.s30.proj	p_layers_1_down_proj_weight	33554432	0
30	l0.s30.add	l0.s30.proj	0	0
30	l0.s30.add	l1.hidden	0	0
31	l0.s31.norm	l1.hidden	0	0
31	l0.s31.norm	l2.norm	0	0
31	l0.s31.norm	p_layers_2_input_norm_weight	4096	0
32	l0.s32.proj	l2.norm	0	0
32	l0.s32.proj	l2.q	0	0
32	l0.s32.proj	p_layers_2_q_proj_weight	8388608	0
33	l0.s33.proj	l2.k	0	0
33	l0.s33.proj	l2.norm	0	0
33	l0.s33.proj	p_layers_2_k_proj_weight	2097152	0
34	l0.s34.proj	l2.norm	0	0
34	l0.s34.proj	l2.v	0	0
34	l0.s34.proj	p_layers_2_v_proj_weight	2097152	0
35	l0.s35.rope	b_inv_freq	64	0
35	l0.s35.rope	l2.q	0	0
35	l0.s35.rope	l2.q_rot	0	0
36	l0.s36.rope	b_inv_freq	64	0
36	l0.s36.rope	l2.k	0	0
36	l0.s36.rope	l2.k_rot	0	0
37	l0.s37.append	l2.full_k	0	65536
37	l0.s37.append	l2.k_rot	0	0
38	l0.s38.append	l2.full_v	0	65536
38	l0.s38.append	l2.v	0	0
39	l0.s39.attn	l2.context	0	0
39	l0.s39.attn	l2.full_k	3072	0
39	l0.s39.attn	l2.full_v	3072	0
39	l0.s39.attn	l2.q_rot	0	0
40	l0.s40.proj	l0.s40.proj	0	0
40	l0.s40.proj	l2.context	0	0
40	l0.s40.proj	p_layers_2_o_proj_weight	8388608	0
40	l0.s40.add	l0.s40.proj	0	0
40	l0.s40.add	l1.hidden	0	0
40	l0.s40.add	l2.hidden	0	0
41	l0.s41.norm	l2.hidden	0	0
41	l0.s41.norm	l2.norm	0	0
41	l0.s41.norm	p_layers_2_post_norm_weight	4096	0
42	l0.s42.proj	l2.gate	0	0
42	l0.s42.proj	l2.norm	0	0
42	l0.s42.proj	p_layers_2_gate_proj_weight	33554432	0
43	l0.s43.proj	l2.norm	0	0
43	l0.s43.proj	l2.up	0	0
43	l0.s43.proj	p_layers_2_up_proj_weight	33554432	0
44	l0.s44.act	l2.gate	0	0
44	l0.s44.act	l2.up	0	0
45	l0.s45.proj	l0.s45.proj	0	0
45	l0.s45.proj	l2.gate	0	0
45	l0.s45.proj	p_layers_2_down_proj_weight	33554432	0
45	l0.s45.add	l0.s45.proj	0	0
45	l0.s45.add	l2.hidden	0	0
46	l0.s46.norm	l2.hidden	0	0
46	l0.s46.norm	l3.norm	0	0
46	l0.s46.norm	p_layers_3_input_norm_weight	4096	0
47	l0.s47.proj	l3.norm	0	0
47	l0.s47.proj	l3.q	0	0
47	l0.s47.proj	p_layers_3_q_proj_weight	8388608	0
48	l0.s48.proj	l3.k	0	0
48	l0.s48.proj	l3.norm	0	0
48	l0.s48.proj	p_layers_3_k_proj_weight	2097152	0
49	l0.s49.proj	l3.norm	0	0
49	l0.s49.proj	l3.v	0	0
49	l0.s49.proj	p_layers_3_v_proj_weight	2097152	0
50	l0.s50.rope	b_inv_freq	64	0
50	l0.s50.rope	l3.q	0	0
50	l0.s50.rope	l3.q_rot	0	0
51	l0.s51.rope	b_inv_freq	64	0
51	l0.s51.rope	l3.k	0	0
51	l0.s51.rope	l3.k_rot	0	0
52	l0.s52.append	l3.full_k	0	65536
52	l0.s52.append	l3.k_rot	0	0
53	l0.s53.append	l3.full_v	0	65536
53	l0.s53.append	l3.v	0	0
54	l0.s54.attn	l3.context	0	0
54	l0.s54.attn	l3.full_k	3072	0
54	l0.s54.attn	l3.full_v	3072	0
54	l0.s54.attn	l3.q_rot	0	0
55	l0.s55.proj	l0.s55.proj	0	0
55	l0.s55.proj	l3.context	0	0
55	l0.s55.proj	p_layers_3_o_proj_weight	8388608	0
55	l0.s55.add	l0.s55.proj	0	0
55	l0.s55.add	l2.hidden	0	0
55	l0.s55.add	l3.hidden	0	0
56	l0.s56.norm	l3.hidden	0	0
56	l0.s56.norm	l3.norm	0	0
56	l0.s56.norm	p_layers_3_post_norm_weight	4096	0
57	l0.s57.proj	l3.gate	0	0
57	l0.s57.proj	l3.norm	0	0
57	l0.s57.proj	p_layers_3_gate_proj_weight	33554432	0
58	l0.s58.proj	l3.norm	0	0
58	l0.s58.proj	l3.up	0	0
58	l0.s58.proj	p_layers_3_up_proj_weight	33554432	0
59	l0.s59.act	l3.gate	0	0
59	l0.s59.act	l3.up	0	0
60	l0.s60.proj	l0.s60.proj	0	0
60	l0.s60.proj	l3.gate	0	0
60	l0.s60.proj	p_layers_3_down_proj_weight	33554432	0
60	l0.s60.add	l0.s60.proj	0	0
60	l0.s60.add	l3.hidden	0	0
61	l0.s61.norm	l3.hidden	0	0
61	l0.s61.norm	l4.norm	0	0
61	l0.s61.norm	p_layers_4_input_norm_weight	4096	0
62	l0.s62.proj	l4.norm	0	0
62	l0.s62.proj	l4.q	0	0
62	l0.s62.proj	p_layers_4_q_proj_weight	8388608	0
63	l0.s63.proj	l4.k	0	0
63	l0.s63.proj	l4.norm	0	0
63	l0.s63.proj	p_layers_4_k_proj_weight	2097152	0
64	l0.s64.proj	l4.norm	0	0
64	l0.s64.proj	l4.v	0	0
64	l0.s64.proj	p_layers_4_v_proj_weight	2097152	0
65	l0.s65.rope	b_inv_freq	64	0
65	l0.s65.rope	l4.q	0	0
65	l0.s65.rope	l4.q_rot	0	0
66	l0.s66.rope	b_inv_freq	64	0
66	l0.s66.rope	l4.k	0	0
66	l0.s66.rope	l4.k_rot	0	0
67	l0.s67.append	l4.full_k	0	65536
67	l0.s67.append	l4.k_rot	0	0
68	l0.s68.append	l4.full_v	0	65536
68	l0.s68.append	l4.v	0	0
69	l0.s69.attn	l4.context	0	0
69	l0.s69.attn	l4.full_k	3072	0
69	l0.s69.attn	l4.full_v	3072	0
69	l0.s69.attn	l4.q_rot	0	0
70	l0.s70.proj	l0.s70.proj	0	0
70	l0.s70.proj	l4.context	0	0
70	l0.s70.proj	p_layers_4_o_proj_weight	8388608	0
70	l0.s70.add	l0.s70.proj	0	0
70	l0.s70.add	l3.hidden	0	0
70	l0.s70.add	l4.hidden	0	0
71	l0.s71.norm	l4.hidden	0	0
71	l0.s71.norm	l4.norm	0	0
71	l0.s71.norm	p_layers_4_post_norm_weight	4096	0
72	l0.s72.proj	l4.gate	0	0
72	l0.s72.proj	l4.norm	0	0
72	l0.s72.proj	p_layers_4_gate_proj_weight	33554432	0
73	l0.s73.proj	l4.norm	0	0
73	l0.s73.proj	l4.up	0	0
73	l0.s73.proj	p_layers_4_up_proj_weight	33554432	0
74	l0.s74.act	l4.gate	0	0
74	l0.s74.act	l4.up	0	0
75	l0.s75.proj	l0.s75.proj	0	0
75	l0.s75.proj	l4.gate	0	0
75	l0.s75.proj	p_layers_4_down_proj_weight	33554432	0
75	l0.s75.add	l0.s75.proj	0	0
75	l0.s75.add	l4.hidden	0	0
76	l0.s76.norm	l4.hidden	0	0
76	l0.s76.norm	l5.norm	0	0
76	l0.s76.norm	p_layers_5_input_norm_weight	4096	0
77	l0.s77.proj	l5.norm	0	0
77	l0.s77.proj	l5.q	0	0
77	l0.s77.proj	p_layers_5_q_proj_weight	8388608	0
78	l0.s78.proj	l5.k	0	0
78	l0.s78.proj	l5.norm	0	0
78	l0.s78.proj	p_layers_5_k_proj_weight	2097152	0
79	l0.s79.proj	l5.norm	0	0
79	l0.s79.proj	l5.v	0	0
79	l0.s79.proj	p_layers_5_v_proj_weight	2097152	0
80	l0.s80.rope	b_inv_freq	64	0
80	l0.s80.rope	l5.q	0	0
80	l0.s80.rope	l5.q_rot	0	0
81	l0.s81.rope	b_inv_freq	64	0
81	l0.s81.rope	l5.k	0	0
81	l0.s81.rope	l5.k_rot	0	0
82	l0.s82.append	l5.full_k	0	65536
82	l0.s82.append	l5.k_rot	0	0
83	l0.s83.append	l5.full_v	0	65536
83	l0.s83.append	l5.v	0	0
84	l0.s84.attn	l5.context	0	0
84	l0.s84.attn	l5.full_k	3072	0
84	l0.s84.attn	l5.full_v	3072	0
84	l0.s84.attn	l5.q_rot	0	0
85	l0.s85.proj	l0.s85.proj	0	0
85	l0.s85.proj	l5.context	0	0
85	l0.s85.proj	p_layers_5_o_proj_weight	8388608	0
85	l0.s85.add	l0.s85.proj	0	0
85	l0.s85.add	l4.hidden	0	0
85	l0.s85.add	l5.hidden	0	0
86	l0.s86.norm	l5.hidden	0	0
86	l0.s86.norm	l5.norm	0	0
86	l0.s86.norm	p_layers_5_post_norm_weight	4096	0
87	l0.s87.proj	l5.gate	0	0
87	l0.s87.proj	l5.norm	0	0
87	l0.s87.proj	p_layers_5_gate_proj_weight	33554432	0
88	l0.s88.proj	l5.norm	0	0
88	l0.s88.proj	l5.up	0	0
88	l0.s88.proj	p_layers_5_up_proj_weight	33554432	0
89	l0.s89.act	l5.gate	0	0
89	l0.s89.act	l5.up	0	0
90	l0.s90.proj	l0.s90.proj	0	0
90	l0.s90.proj	l5.gate	0	0
90	l0.s90.proj	p_layers_5_down_proj_weight	33554432	0
90	l0.s90.add	l0.s90.proj	0	0
90	l0.s90.add	l5.hidden	0	0
91	l0.s91.norm	l5.hidden	0	0
91	l0.s91.norm	l6.norm	0	0
91	l0.s91.norm	p_layers_6_input_norm_weight	4096	0
92	l0.s92.proj	l6.norm	0	0
92	l0.s92.proj	l6.q	0	0
92	l0.s92.proj	p_layers_6_q_proj_weight	8388608	0
93	l0.s93.proj	l6.k	0	0
93	l0.s93.proj	l6.norm	0	0
93	l0.s93.proj	p_layers_6_k_proj_weight	2097152	0
94	l0.s94.proj	l6.norm	0	0
94	l0.s94.proj	l6.v	0	0
94	l0.s94.proj	p_layers_6_v_proj_weight	2097152	0
95	l0.s95.rope	b_inv_freq	64	0
95	l0.s95.rope	l6.q	0	0
95	l0.s95.rope	l6.q_rot	0	0
96	l0.s96.rope	b_inv_freq	64	0
96	l0.s96.rope	l6.k	0	0
96	l0.s96.rope	l6.k_rot	0	0
97	l0.s97.append	l6.full_k	0	65536
97	l0.s97.append	l6.k_rot	0	0
98	l0.s98.append	l6.full_v	0	65536
98	l0.s98.append	l6.v	0	0
99	l0.s99.attn	l6.context	0	0
99	l0.s99.attn	l6.full_k	3072	0
99	l0.s99.attn	l6.full_v	3072	0
99	l0.s99.attn	l6.q_rot	0	0
100	l0.s100.proj	l0.s100.proj	0	0
100	l0.s100.proj	l6.context	0	0
100	l0.s100.proj	p_layers_6_o_proj_weight	8388608	0
100	l0.s100.add	l0.s100.proj	0	0
100	l0.s100.add	l5.hidden	0	0
100	l0.s100.add	l6.hidden	0	0
101	l0.s101.norm	l6.hidden	0	0
101	l0.s101.norm	l6.norm	0	0
101	l0.s101.norm	p_layers_6_post_norm_weight	4096	0
102	l0.s102.proj	l6.gate	0	0
102	l0.s102.proj	l6.norm	0	0
102	l0.s102.proj	p_layers_6_gate_proj_weight	33554432	0
103	l0.s103.proj	l6.norm	0	0
103	l0.s103.proj	l6.up	0	0
103	l0.s103.proj	p_layers_6_up_proj_weight	33554432	0
104	l0.s104.act	l6.gate	0	0
104	l0.s104.act	l6.up	0	0
105	l0.s105.proj	l0.s105.proj	0	0
105	l0.s105.proj	l6.gate	0	0
105	l0.s105.proj	p_layers_6_down_proj_weight	33554432	0
105	l0.s105.add	l0.s105.proj	0	0
105	l0.s105.add	l6.hidden	0	0
106	l0.s106.norm	l6.hidden	0	0
106	l0.s106.norm	l7.norm	0	0
106	l0.s106.norm	p_layers_7_input_norm_weight	4096	0
107	l0.s107.proj	l7.norm	0	0
107	l0.s107.proj	l7.q	0	0
107	l0.s107.proj	p_layers_7_q_proj_weight	8388608	0
108	l0.s108.proj	l7.k	0	0
108	l0.s108.proj	l7.norm	0	0
108	l0.s108.proj	p_layers_7_k_proj_weight	2097152	0
109	l0.s109.proj	l7.norm	0	0
109	l0.s109.proj	l7.v	0	0
109	l0.s109.proj	p_layers_7_v_proj_weight	2097152	0
110	l0.s110.rope	b_inv_freq	64	0
110	l0.s110.rope	l7.q	0	0
110	l0.s110.rope	l7.q_rot	0	0
111	l0.s111.rope	b_inv_freq	64	0
111	l0.s111.rope	l7.k	0	0
111	l0.s111.rope	l7.k_rot	0	0
112	l0.s112.append	l7.full_k	0	65536
112	l0.s112.append	l7.k_rot	0	0
113	l0.s113.append	l7.full_v	0	65536
113	l0.s113.append	l7.v	0	0
114	l0.s114.attn	l7.context	0	0
114	l0.s114.attn	l7.full_k	3072	0
114	l0.s114.attn	l7.full_v	3072	0
114	l0.s114.attn	l7.q_rot	0	0
115	l0.s115.proj	l0.s115.proj	0	0
115	l0.s115.proj	l7.context	0	0
115	l0.s115.proj	p_layers_7_o_proj_weight	8388608	0
115	l0.s115.add	l0.s115.proj	0	0
115	l0.s115.add	l6.hidden	0	0
115	l0.s115.add	l7.hidden	0	0
116	l0.s116.norm	l7.hidden	0	0
116	l0.s116.norm	l7.norm	0	0
116	l0.s116.norm	p_layers_7_post_norm_weight	4096	0
117	l0.s117.proj	l7.gate	0	0
117	l0.s117.proj	l7.norm	0	0
117	l0.s117.proj	p_layers_7_gate_proj_weight	33554432	0
118	l0.s118.proj	l7.norm	0	0
118	l0.s118.proj	l7.up	0	0
118	l0.s118.proj	p_layers_7_up_proj_weight	33554432	0
119	l0.s119.act	l7.gate	0	0
119	l0.s119.act	l7.up	0	0
120	l0.s120.proj	l0.s120.proj	0	0
120	l0.s120.proj	l7.gate	0	0
120	l0.s120.proj	p_layers_7_down_proj_weight	33554432	0
120	l0.s120.add	l0.s120.proj	0	0
120	l0.s120.add	l7.hidden	0	0
121	l0.s121.norm	l7.hidden	0	0
121	l0.s121.norm	l8.norm	0	0
121	l0.s121.norm	p_layers_8_input_norm_weight	4096	0
122	l0.s122.proj	l8.norm	0	0
122	l0.s122.proj	l8.q	0	0
122	l0.s122.proj	p_layers_8_q_proj_weight	8388608	0
123	l0.s123.proj	l8.k	0	0
123	l0.s123.proj	l8.norm	0	0
123	l0.s123.proj	p_layers_8_k_proj_weight	2097152	0
124	l0.s124.proj	l8.norm	0	0
124	l0.s124.proj	l8.v	0	0
124	l0.s124.proj	p_layers_8_v_proj_weight	2097152	0
125	l0.s125.rope	b_inv_freq	64	0
125	l0.s125.rope	l8.q	0	0
125	l0.s125.rope	l8.q_rot	0	0
126	l0.s126.rope	b_inv_freq	64	0
126	l0.s126.rope	l8.k	0	0
126	l0.s126.rope	l8.k_rot	0	0
127	l0.s127.append	l8.full_k	0	65536
127	l0.s127.append	l8.k_rot	0	0
128	l0.s128.append	l8.full_v	0	65536
128	l0.s128.append	l8.v	0	0
129	l0.s129.attn	l8.context	0	0
129	l0.s129.attn	l8.full_k	3072	0
129	l0.s129.attn	l8.full_v	3072	0
129	l0.s129.attn	l8.q_rot	0	0
130	l0.s130.proj	l0.s130.proj	0	0
130	l0.s130.proj	l8.context	0	0
130	l0.s130.proj	p_layers_8_o_proj_weight	8388608	0
130	l0.s130.add	l0.s130.proj	0	0
130	l0.s130.add	l7.hidden	0	0
130	l0.s130.add	l8.hidden	0	0
131	l0.s131.norm	l8.hidden	0	0
131	l0.s131.norm	l8.norm	0	0
131	l0.s131.norm	p_layers_8_post_norm_weight	4096	0
132	l0.s132.proj	l8.gate	0	0
132	l0.s132.proj	l8.norm	0	0
132	l0.s132.proj	p_layers_8_gate_proj_weight	33554432	0
133	l0.s133.proj	l8.norm	0	0
133	l0.s133.proj	l8.up	0	0
133	l0.s133.proj	p_layers_8_up_proj_weight	33554432	0
134	l0.s134.act	l8.gate	0	0
134	l0.s134.act	l8.up	0	0
135	l0.s135.proj	l0.s135.proj	0	0
135	l0.s135.proj	l8.gate	0	0
135	l0.s135.proj	p_layers_8_down_proj_weight	33554432	0
135	l0.s135.add	l0.s135.proj	0	0
135	l0.s135.add	l8.hidden	0	0
136	l0.s136.norm	l8.hidden	0	0
136	l0.s136.norm	l9.norm	0	0
136	l0.s136.norm	p_layers_9_input_norm_weight	4096	0
137	l0.s137.proj	l9.norm	0	0
137	l0.s137.proj	l9.q	0	0
137	l0.s137.proj	p_layers_9_q_proj_weight	8388608	0
138	l0.s138.proj	l9.k	0	0
138	l0.s138.proj	l9.norm	0	0
138	l0.s138.proj	p_layers_9_k_proj_weight	2097152	0
139	l0.s139.proj	l9.norm	0	0
139	l0.s139.proj	l9.v	0	0
139	l0.s139.proj	p_layers_9_v_proj_weight	2097152	0
140	l0.s140.rope	b_inv_freq	64	0
140	l0.s140.rope	l9.q	0	0
140	l0.s140.rope	l9.q_rot	0	0
141	l0.s141.rope	b_inv_freq	64	0
141	l0.s141.rope	l9.k	0	0
141	l0.s141.rope	l9.k_rot	0	0
142	l0.s142.append	l9.full_k	0	65536
142	l0.s142.append	l9.k_rot	0	0
143	l0.s143.append	l9.full_v	0	65536
143	l0.s143.append	l9.v	0	0
144	l0.s144.attn	l9.context	0	0
144	l0.s144.attn	l9.full_k	3072	0
144	l0.s144.attn	l9.full_v	3072	0
144	l0.s144.attn	l9.q_rot	0	0
145	l0.s145.proj	l0.s145.proj	0	0
145	l0.s145.proj	l9.context	0	0
145	l0.s145.proj	p_layers_9_o_proj_weight	8388608	0
145	l0.s145.add	l0.s145.proj	0	0
145	l0.s145.add	l8.hidden	0	0
145	l0.s145.add	l9.hidden	0	0
146	l0.s146.norm	l9.hidden	0	0
146	l0.s146.norm	l9.norm	0	0
146	l0.s146.norm	p_layers_9_post_norm_weight	4096	0
147	l0.s147.proj	l9.gate	0	0
147	l0.s147.proj	l9.norm	0	0
147	l0.s147.proj	p_layers_9_gate_proj_weight	33554432	0
148	l0.s148.proj	l9.norm	0	0
148	l0.s148.proj	l9.up	0	0
148	l0.s148.proj	p_layers_9_up_proj_weight	33554432	0
149	l0.s149.act	l9.gate	0	0
149	l0.s149.act	l9.up	0	0
150	l0.s150.proj	l0.s150.proj	0	0
150	l0.s150.proj	l9.gate	0	0
150	l0.s150.proj	p_layers_9_down_proj_weight	33554432	0
150	l0.s150.add	l0.s150.proj	0	0
150	l0.s150.add	l9.hidden	0	0
151	l0.s151.norm	l10.norm	0	0
151	l0.s151.norm	l9.hidden	0	0
151	l0.s151.norm	p_layers_10_input_norm_weight	4096	0
152	l0.s152.proj	l10.norm	0	0
152	l0.s152.proj	l10.q	0	0
152	l0.s152.proj	p_layers_10_q_proj_weight	8388608	0
153	l0.s153.proj	l10.k	0	0
153	l0.s153.proj	l10.norm	0	0
153	l0.s153.proj	p_layers_10_k_proj_weight	2097152	0
154	l0.s154.proj	l10.norm	0	0
154	l0.s154.proj	l10.v	0	0
154	l0.s154.proj	p_layers_10_v_proj_weight	2097152	0
155	l0.s155.rope	b_inv_freq	64	0
155	l0.s155.rope	l10.q	0	0
155	l0.s155.rope	l10.q_rot	0	0
156	l0.s156.rope	b_inv_freq	64	0
156	l0.s156.rope	l10.k	0	0
156	l0.s156.rope	l10.k_rot	0	0
157	l0.s157.append	l10.full_k	0	65536
157	l0.s157.append	l10.k_rot	0	0
158	l0.s158.append	l10.full_v	0	65536
158	l0.s158.append	l10.v	0	0
159	l0.s159.attn	l10.context	0	0
159	l0.s159.attn	l10.full_k	3072	0
159	l0.s159.attn	l10.full_v	3072	0
159	l0.s159.attn	l10.q_rot	0	0
160	l0.s160.proj	l0.s160.proj	0	0
160	l0.s160.proj	l10.context	0	0
160	l0.s160.proj	p_layers_10_o_proj_weight	8388608	0
160	l0.s160.add	l0.s160.proj	0	0
160	l0.s160.add	l10.hidden	0	0
160	l0.s160.add	l9.hidden	0	0
161	l0.s161.norm	l10.hidden	0	0
161	l0.s161.norm	l10.norm	0	0
161	l0.s161.norm	p_layers_10_post_norm_weight	4096	0
162	l0.s162.proj	l10.gate	0	0
162	l0.s162.proj	l10.norm	0	0
162	l0.s162.proj	p_layers_10_gate_proj_weight	33554432	0
163	l0.s163.proj	l10.norm	0	0
163	l0.s163.proj	l10.up	0	0
163	l0.s163.proj	p_layers_10_up_proj_weight	33554432	0
164	l0.s164.act	l10.gate	0	0
164	l0.s164.act	l10.up	0	0
165	l0.s165.proj	l0.s165.proj	0	0
165	l0.s165.proj	l10.gate	0	0
165	l0.s165.proj	p_layers_10_down_proj_weight	33554432	0
165	l0.s165.add	l0.s165.proj	0	0
165	l0.s165.add	l10.hidden	0	0
166	l0.s166.norm	l10.hidden	0	0
166	l0.s166.norm	l11.norm	0	0
166	l0.s166.norm	p_layers_11_input_norm_weight	4096	0
167	l0.s167.proj	l11.norm	0	0
167	l0.s167.proj	l11.q	0	0
167	l0.s167.proj	p_layers_11_q_proj_weight	8388608	0
168	l0.s168.proj	l11.k	0	0
168	l0.s168.proj	l11.norm	0	0
168	l0.s168.proj	p_layers_11_k_proj_weight	2097152	0
169	l0.s169.proj	l11.norm	0	0
169	l0.s169.proj	l11.v	0	0
169	l0.s169.proj	p_layers_11_v_proj_weight	2097152	0
170	l0.s170.rope	b_inv_freq	64	0
170	l0.s170.rope	l11.q	0	0
170	l0.s170.rope	l11.q_rot	0	0
171	l0.s171.rope	b_inv_freq	64	0
171	l0.s171.rope	l11.k	0	0
171	l0.s171.rope	l11.k_rot	0	0
172	l0.s172.append	l11.full_k	0	65536
172	l0.s172.append	l11.k_rot	0	0
173	l0.s173.append	l11.full_v	0	65536
173	l0.s173.append	l11.v	0	0
174	l0.s174.attn	l11.context	0	0
174	l0.s174.attn	l11.full_k	3072	0
174	l0.s174.attn	l11.full_v	3072	0
174	l0.s174.attn	l11.q_rot	0	0
175	l0.s175.proj	l0.s175.proj	0	0
175	l0.s175.proj	l11.context	0	0
175	l0.s175.proj	p_layers_11_o_proj_weight	8388608	0
175	l0.s175.add	l0.s175.proj	0	0
175	l0.s175.add	l10.hidden	0	0
175	l0.s175.add	l11.hidden	0	0
176	l0.s176.norm	l11.hidden	0	0
176	l0.s176.norm	l11.norm	0	0
176	l0.s176.norm	p_layers_11_post_norm_weight	4096	0
177	l0.s177.proj	l11.gate	0	0
177	l0.s177.proj	l11.norm	0	0
177	l0.s177.proj	p_layers_11_gate_proj_weight	33554432	0
178	l0.s178.proj	l11.norm	0	0
178	l0.s178.proj	l11.up	0	0
178	l0.s178.proj	p_layers_11_up_proj_weight	33554432	0
179	l0.s179.act	l11.gate	0	0
179	l0.s179.act	l11.up	0	0
180	l0.s180.proj	l0.s180.proj	0	0
180	l0.s180.proj	l11.gate	0	0
180	l0.s180.proj	p_layers_11_down_proj_weight	33554432	0
180	l0.s180.add	l0.s180.proj	0	0
180	l0.s180.add	l11.hidden	0	0
181	l0.s181.norm	l11.hidden	0	0
181	l0.s181.norm	l12.norm	0	0
181	l0.s181.norm	p_layers_12_input_norm_weight	4096	0
182	l0.s182.proj	l12.norm	0	0
182	l0.s182.proj	l12.q	0	0
182	l0.s182.proj	p_layers_12_q_proj_weight	8388608	0
183	l0.s183.proj	l12.k	0	0
183	l0.s183.proj	l12.norm	0	0
183	l0.s183.proj	p_layers_12_k_proj_weight	2097152	0
184	l0.s184.proj	l12.norm	0	0
184	l0.s184.proj	l12.v	0	0
184	l0.s184.proj	p_layers_12_v_proj_weight	2097152	0
185	l0.s185.rope	b_inv_freq	64	0
185	l0.s185.rope	l12.q	0	0
185	l0.s185.rope	l12.q_rot	0	0
186	l0.s186.rope	b_inv_freq	64	0
186	l0.s186.rope	l12.k	0	0
