configuration	model	seq	placement	evidence	l2_ms	l2_ms_ci_low	l2_ms_ci_high	l1_ms	l1_ms_ci_low	l1_ms_ci_high	nofence_ms	nofence_ms_ci_low	nofence_ms_ci_high	nowait_ms	nowait_ms_ci_low	nowait_ms_ci_high	neither_ms	neither_ms_ci_low	neither_ms_ci_high	l1nosync_ms	l1nosync_ms_ci_low	l1nosync_ms_ci_high	fence_ms	fence_ms_ci_low	fence_ms_ci_high	wait_ms	wait_ms_ci_low	wait_ms_ci_high	notify_ms	notify_ms_ci_low	notify_ms_ci_high	barrier_ms	barrier_ms_ci_low	barrier_ms_ci_high	protocol_ms	protocol_ms_ci_low	protocol_ms_ci_high	protocol_over_barrier	protocol_over_barrier_ci_low	protocol_over_barrier_ci_high	l2_over_l1	l2_over_l1_ci_low	l2_over_l1_ci_high
c1	gqa2	128	5	docs/experiments/SYNC_V3/ablation/c1/paired/gqa2_s128_p5	0.444576	0.444416	0.44544	0.55808	0.55728	0.558304	0.428	0.427008	0.428032	0.173056	0.172864	0.173056	0.156672	0.156672	0.157472	0.526336	0.526176	0.526336	0.01740799999999998	0.016512000000000027	0.017535999999999996	0.271552	0.271488	0.272416	0.01615999999999998	0.015360000000000013	0.016383999999999982	0.03183999999999998	0.03091199999999994	0.03276800000000002	0.28780799999999995	0.287584	0.287968	9.048999999999994	8.784179687499995	9.315734989648051	0.7974734424346827	0.7963842325075805	0.7981651376146789
c1	mha4	4	0	docs/experiments/SYNC_V3/ablation/c1/paired/mha4_s4_p0	0.849952	0.847936	0.852128	0.781056	0.780288	0.781504	0.815104	0.81376	0.817152	0.779264	0.77824	0.783168	0.710656	0.709568	0.71168	0.729088	0.727872	0.729088	0.03379199999999993	0.03276800000000002	0.037183999999999995	0.06966400000000006	0.06758399999999998	0.07286399999999993	0.06963200000000003	0.06857599999999997	0.07168000000000008	0.05241599999999991	0.05139199999999999	0.05343999999999993	0.13926400000000005	0.137216	0.14249599999999996	2.6274509803921546	2.602287166454893	2.733866011063307	1.0876847290640395	1.0863468634686346	1.09071123521682
c1	mha4	4	5	docs/experiments/SYNC_V3/ablation/c1/paired/mha4_s4_p5	0.561152	0.560128	0.561152	0.781312	0.78048	0.782336	0.537568	0.537312	0.5376	0.142208	0.141312	0.142336	0.13504	0.134976	0.135168	0.729024	0.728064	0.729088	0.023552000000000017	0.022591999999999945	0.023680000000000034	0.41881599999999997	0.41791999999999996	0.419552	0.007071999999999995	0.006336000000000008	0.00716799999999998	0.05318400000000001	0.05222400000000005	0.053664000000000045	0.425984	0.4249919999999999	0.426208	8.004206730769235	7.844431349440185	8.132884262094308	0.717589175891759	0.7161643388058482	0.7182175622542595
c1	mha4	128	0	docs/experiments/SYNC_V3/ablation/c1/paired/mha4_s128_p0	1.21856	1.191936	1.220448	1.117376	1.116128	1.119232	1.130496	1.104896	1.156096	1.09056	1.0752	1.11808	1.014784	0.992384	1.021952	1.032032	1.025024	1.051424	0.06329600000000002	0.06121599999999994	0.08089599999999986	0.107904	0.0971200000000001	0.14003199999999993	0.07679999999999998	0.06476800000000016	0.100352	0.07801599999999986	0.06364799999999993	0.0911360000000001	0.19763200000000003	0.17923200000000006	0.2048000000000001	2.3604562737642576	2.0699008868022926	2.693647058823527	1.0895910037959873	1.0894745869304214	1.0905862473866599
c1	mha4	128	5	docs/experiments/SYNC_V3/ablation/c1/paired/mha4_s128_p5	0.889856	0.881664	0.907264	1.09584	1.087616	1.119232	0.846784	0.829504	0.861184	0.328704	0.321696	0.329728	0.288768	0.288544	0.289792	1.055744	1.05472	1.0576	0.050176	0.04403199999999996	0.05632000000000004	0.5765119999999999	0.55808	0.57856	0.038912	0.03478399999999998	0.040959999999999996	0.05241600000000002	0.031743999999999994	0.06441600000000003	0.6063040000000001	0.5926720000000001	0.617472	9.91803278688527	8.930574712643665	12.367493472584869	0.8122437193185099	0.810756972111554	0.8127904597667553
c2	gqa2	4	0	docs/experiments/SYNC_V3/ablation/c2/paired/gqa2_s4_p0	0.427008	0.425984	0.428032	0.391328	0.391008	0.392192	0.408544	0.407552	0.408576	0.38912	0.388896	0.390144	0.354304	0.35328	0.354336	0.364544	0.36352	0.365504	0.018176000000000025	0.017408000000000035	0.019391999999999965	0.036704000000000014	0.035872000000000015	0.03788800000000003	0.035231999999999986	0.034816000000000014	0.036543999999999965	0.026816000000000006	0.02662399999999998	0.02761600000000003	0.072992	0.07168000000000002	0.07372800000000002	2.7056019070321824	2.6507177033492835	2.7806912991656696	1.0898645876077144	1.0881513495881923	1.0921591095105583
c2	gqa2	4	5	docs/experiments/SYNC_V3/ablation/c2/paired/gqa2_s4_p5	0.2856	0.284352	0.286592	0.392128	0.391296	0.392384	0.270336	0.269312	0.27136	0.062208	0.060608	0.062464	0.059392	0.058368	0.059392	0.365472	0.364544	0.365568	0.015231999999999968	0.014336000000000015	0.015359999999999985	0.22342399999999996	0.223232	0.22416	0.003040000000000008	0.0022719999999999962	0.0030719999999999983	0.026719999999999966	0.025760000000000005	0.027648000000000006	0.226304	0.22608	0.22646399999999997	8.474251497005998	8.156142365097585	8.784019975031216	0.7277486910994764	0.7265625	0.7291073317601107
c2	gqa2	128	0	docs/experiments/SYNC_V3/ablation/c2/paired/gqa2_s128_p0	0.59904	0.59904	0.5992	0.55904	0.558272	0.559104	0.573568	0.57344	0.574464	0.553984	0.553792	0.553984	0.518336	0.518144	0.519168	0.526336	0.525536	0.526336	0.02547200000000005	0.024576000000000042	0.025599999999999956	0.045055999999999985	0.04492799999999997	0.045984000000000025	0.03484799999999999	0.03481599999999996	0.03583999999999998	0.032896000000000036	0.031967999999999996	0.03299200000000002	0.08086399999999994	0.08009599999999995	0.08089599999999997	2.4543689320388347	2.4404194470924656	2.495504495504496	1.0719519175729824	1.0714285714285714	1.0732028388278387
c2	gqa2	128	5	docs/experiments/SYNC_V3/ablation/c2/paired/gqa2_s128_p5	0.445312	0.444576	0.44544	0.55808	0.557248	0.558304	0.428032	0.428032	0.42816	0.17296	0.172032	0.173056	0.156704	0.156672	0.157696	0.526336	0.526144	0.526336	0.01721600000000001	0.016479999999999995	0.01734399999999997	0.272416	0.27238399999999996	0.27327999999999997	0.015359999999999985	0.015264	0.016351999999999978	0.031936000000000075	0.031360000000000054	0.03254400000000002	0.287872	0.287744	0.288512	9.006012024048074	8.904621435594883	9.208163265306107	0.7977941176470588	0.7966470218000801	0.7988548525622674
c2	mha4	4	0	docs/experiments/SYNC_V3/ablation/c2/paired/mha4_s4_p0	0.851968	0.851104	0.85392	0.780512	0.780288	0.782336	0.815296	0.81408	0.817152	0.782336	0.781024	0.784384	0.71168	0.708672	0.713504	0.728064	0.727808	0.729088	0.0368639999999999	0.03471999999999997	0.038847999999999994	0.07065600000000005	0.06758400000000009	0.07270399999999999	0.07270399999999999	0.07065600000000005	0.07372800000000002	0.05244799999999994	0.05155200000000004	0.05414400000000008	0.14156800000000003	0.13840000000000008	0.14438399999999996	2.660377358490568	2.609442060085836	2.7591558038485395	1.0916230366492146	1.089005235602094	1.093343189191409
c2	mha4	4	5	docs/experiments/SYNC_V3/ablation/c2/paired/mha4_s4_p5	0.561088	0.560128	0.561152	0.781312	0.780288	0.782336	0.537504	0.536576	0.5376	0.142208	0.141312	0.142336	0.135168	0.134912	0.135168	0.728064	0.726016	0.728992	0.023551999999999906	0.022784000000000026	0.02457599999999993	0.41881599999999997	0.41779200000000005	0.41984	0.007103999999999999	0.006175999999999987	0.00716799999999998	0.05427199999999999	0.05324799999999996	0.05439999999999989	0.425984	0.42505600000000004	0.426848	7.872866391995296	7.831764705882352	7.985576923076911	0.7181356487549149	0.7169069462647444	0.7186140077182034
c2	mha4	128	0	docs/experiments/SYNC_V3/ablation/c2/paired/mha4_s128_p0	1.219616	1.207296	1.220864	1.118368	1.11328	1.119232	1.15696	1.130656	1.15712	1.097728	1.057792	1.122304	1.00864	0.98816	1.041408	1.05472	1.01472	1.056672	0.06348799999999999	0.06143999999999994	0.064608	0.10137599999999991	0.09727999999999981	0.14032	0.07907200000000003	0.07734400000000008	0.08009599999999995	0.06758400000000009	0.061536000000000035	0.10323199999999999	0.19644799999999996	0.17721600000000004	0.22131199999999995	2.5942234848484804	2.0053385782523176	3.9071428571428513	1.090493601462523	1.088913217149451	1.0913197621225985
c2	mha4	128	5	docs/experiments/SYNC_V3/ablation/c2/paired/mha4_s128_p5	0.884736	0.863232	0.899104	1.087648	1.054816	1.118208	0.844672	0.801792	0.853984	0.326912	0.32256	0.329728	0.288768	0.285696	0.289792	1.056768	1.055744	1.057728	0.050176	0.04723200000000005	0.05862400000000001	0.5675520000000001	0.538624	0.571392	0.03993600000000003	0.03686400000000001	0.04092800000000002	0.029855999999999883	0.0040959999999998775	0.06057599999999996	0.602112	0.578784	0.610336	9.918032786885234	7.59392049883087	12.877110060769782	0.8143060023766049	0.8131843000485979	0.8180933852140077
window2	gqa2	4	0	docs/experiments/SYNC_V3/ablation/window2/paired/gqa2_s4_p0	0.449536	0.448512	0.45056	0.392096	0.391296	0.392384	0.436064	0.4352	0.436224	0.427008	0.425984	0.428032	0.374784	0.374784	0.375808	0.364704	0.364352	0.365568	0.014336000000000015	0.013440000000000007	0.014432	0.022527999999999992	0.020511999999999975	0.022592	0.05222399999999999	0.05119999999999997	0.05324800000000002	0.027456000000000036	0.02579199999999998	0.027808	0.07468799999999998	0.0736	0.07561600000000002	2.764423076923073	2.6800458715596354	2.8240740740740726	1.146417445482866	1.1452741174556695	1.1488387307818122
window2	gqa2	4	5	docs/experiments/SYNC_V3/ablation/window2/paired/gqa2_s4_p5	0.294048	0.293088	0.294912	0.393216	0.391136	0.393376	0.280576	0.27968	0.2816	0.064512	0.063488	0.065536	0.06144	0.060416	0.062464	0.365568	0.36384	0.366464	0.01331199999999999	0.012927999999999995	0.013504000000000016	0.22937600000000002	0.22927999999999998	0.229568	0.002944000000000002	0.0023360000000000047	0.0030720000000000053	0.026751999999999998	0.026015999999999984	0.027808	0.23244800000000002	0.232096	0.23244800000000002	8.668257756563245	8.359033371691599	8.904059040590413	0.7496339677891655	0.7482341479256313	0.750205558296333
window2	gqa2	128	0	docs/experiments/SYNC_V3/ablation/window2/paired/gqa2_s128_p0	0.63488	0.63488	0.63584	0.557952	0.557056	0.55824	0.61536	0.6144	0.615424	0.594944	0.594752	0.594944	0.539648	0.539648	0.539648	0.526336	0.525312	0.526336	0.020256000000000052	0.01945600000000003	0.020480000000000054	0.039999999999999925	0.03993599999999997	0.04083199999999998	0.05529600000000001	0.05446399999999996	0.05529600000000001	0.03180799999999995	0.03094399999999997	0.032703999999999955	0.09523199999999998	0.09523199999999998	0.09619199999999994	3.0	2.9543245869776498	3.072388831437436	1.1378756595549437	1.1374102784955498	1.1397058823529411
window2	gqa2	128	5	docs/experiments/SYNC_V3/ablation/window2/paired/gqa2_s128_p5	0.466944	0.46592	0.466944	0.55792	0.557184	0.55808	0.451584	0.451584	0.452512	0.185344	0.185344	0.186368	0.169984	0.16976	0.169984	0.526208	0.525312	0.526336	0.014559999999999962	0.014336000000000015	0.01536000000000004	0.281536	0.280576	0.2816	0.016160000000000008	0.015360000000000013	0.01638400000000001	0.03190399999999993	0.030784000000000034	0.03209600000000001	0.29696	0.295936	0.29788800000000004	9.322580645161292	9.204408817635281	9.587318087318076	0.8364094921471972	0.8357590749582926	0.8382352941176471
window2	mha4	4	0	docs/experiments/SYNC_V3/ablation/window2/paired/mha4_s4_p0	0.893824	0.892928	0.894976	0.781312	0.780288	0.782336	0.86624	0.865152	0.867328	0.84992	0.847872	0.851968	0.749568	0.74848	0.751456	0.728064	0.72704	0.728064	0.027648000000000006	0.025599999999999956	0.02940799999999999	0.04400000000000004	0.04198400000000002	0.04588800000000004	0.10137599999999991	0.09811199999999998	0.10137600000000002	0.05324799999999996	0.05222399999999994	0.055136000000000074	0.14425599999999994	0.14233600000000002	0.14537600000000006	2.7058823529411797	2.6603773584905657	2.725490196078435	1.1440039318479684	1.1427695828055406	1.1465925804870076
window2	mha4	4	5	docs/experiments/SYNC_V3/ablation/window2/paired/mha4_s4_p5	0.587776	0.586752	0.587936	0.78336	0.782336	0.784544	0.561984	0.561152	0.562368	0.147456	0.147264	0.14752	0.147456	0.147456	0.147456	0.729088	0.728064	0.730112	0.024768000000000012	0.02377600000000002	0.02639999999999998	0.44031999999999993	0.439296	0.440512	0.0	-0.00019199999999999773	9.599999999998499e-05	0.05369600000000008	0.05222400000000005	0.05548799999999998	0.43948800000000005	0.439296	0.44031999999999993	8.051612903225799	7.836363636363646	8.389737324373858	0.749494222901587	0.7488138089005235	0.7501429388221841
window2	mha4	128	0	docs/experiments/SYNC_V3/ablation/window2/paired/mha4_s128_p0	1.304576	1.293216	1.307648	1.120448	1.119232	1.121504	1.222656	1.1776	1.246208	1.171456	1.137664	1.183744	1.035264	1.021728	1.061888	1.055904	0.992256	1.057792	0.058367999999999975	0.056511999999999896	0.09843199999999985	0.13004800000000016	0.09216000000000002	0.15974399999999989	0.11775999999999986	0.10956800000000011	0.12304000000000004	0.06540799999999991	0.05961599999999989	0.12710399999999988	0.2519039999999999	0.2099200000000001	0.277504	3.2672672672672673	2.1574803149606323	4.156736446591527	1.1650640568379604	1.1635859519408502	1.1667379343766926
window2	mha4	128	5	docs/experiments/SYNC_V3/ablation/window2/paired/mha4_s128_p5	0.956416	0.91648	0.9576	1.115392	1.065984	1.1192	0.905152	0.867552	0.923424	0.361472	0.346112	0.364544	0.325632	0.318464	0.325856	1.057792	1.056768	1.057952	0.03891200000000006	0.03503999999999996	0.04198400000000002	0.591872	0.552992	0.59904	0.03584000000000004	0.03388800000000003	0.03788800000000003	0.05734400000000006	0.0031039999999999957	0.060447999999999835	0.628896	0.5888639999999999	0.63568	10.40391741662258	9.908173076923084	10.987165178571416	0.8593607305936073	0.8570240825688072	0.8601134215500946
local2	gqa2	4	0	docs/experiments/SYNC_V3/ablation/local2/paired/gqa2_s4_p0	0.433152	0.432448	0.434176	0.392192	0.391328	0.393056	0.416768	0.415744	0.416992	0.414688	0.413696	0.415488	0.397312	0.395392	0.397536	0.364416	0.36352	0.365568	0.017279999999999962	0.016096	0.017535999999999996	0.01929599999999998	0.017408000000000035	0.020479999999999998	0.017664000000000013	0.01638400000000001	0.019423999999999997	0.02755200000000002	0.02643200000000001	0.028512000000000037	0.03699199999999997	0.03584000000000004	0.037663999999999975	1.3625304136253058	1.3136160714285692	1.3732004429678877	1.1047060739293275	1.103538023586824	1.1069676153091266
local2	gqa2	4	5	docs/experiments/SYNC_V3/ablation/local2/paired/gqa2_s4_p5	0.280576	0.279552	0.281312	0.392192	0.391168	0.393056	0.270336	0.270208	0.271232	0.063488	0.062688	0.063488	0.063232	0.062272	0.063488	0.364544	0.363744	0.365568	0.010239999999999971	0.009535999999999989	0.010240000000000027	0.21708800000000003	0.217088	0.217792	0.00016000000000000736	0.0	0.0009600000000000025	0.027456000000000036	0.026463999999999988	0.027808	0.21782400000000002	0.217088	0.21811200000000003	7.944055944055934	7.843498273878022	8.276904474002421	0.7149963304248552	0.7135595999344154	0.7161829808165273
local2	gqa2	128	0	docs/experiments/SYNC_V3/ablation/local2/paired/gqa2_s128_p0	0.61952	0.61952	0.61952	0.55808	0.557248	0.55808	0.596992	0.596992	0.597856	0.579584	0.579584	0.579584	0.561152	0.561152	0.561344	0.525408	0.525312	0.526336	0.022527999999999992	0.02227200000000007	0.022559999999999913	0.03993599999999997	0.03916800000000009	0.03993599999999997	0.018496000000000068	0.01817599999999997	0.01945600000000003	0.031967999999999996	0.031743999999999994	0.03276800000000002	0.058367999999999975	0.057408000000000015	0.058367999999999975	1.806451612903228	1.786483839373161	1.8331658291457325	1.1100917431192658	1.1099115654071439	1.1114804837507881
local2	gqa2	128	5	docs/experiments/SYNC_V3/ablation/local2/paired/gqa2_s128_p5	0.456576	0.45568	0.456704	0.558048	0.557216	0.55808	0.441344	0.441344	0.442304	0.1856	0.185344	0.186368	0.173824	0.173152	0.17408	0.526336	0.525344	0.526336	0.014463999999999977	0.01433599999999996	0.015359999999999985	0.270432	0.270304	0.27123200000000003	0.012128	0.011647999999999992	0.012288000000000021	0.031743999999999994	0.03094399999999997	0.03184000000000009	0.282624	0.28243199999999996	0.283168	8.903225806451614	8.844221105527643	9.163391933815934	0.8181766055045872	0.8178170144462278	0.8192854266152695
local2	mha4	4	0	docs/experiments/SYNC_V3/ablation/local2/paired/mha4_s4_p0	0.862208	0.861088	0.863232	0.782336	0.781312	0.783328	0.830464	0.82944	0.831488	0.825344	0.82432	0.828128	0.792576	0.790528	0.794624	0.728064	0.72704	0.729088	0.030783999999999923	0.03068800000000005	0.03276800000000002	0.036607999999999974	0.03481600000000007	0.03788800000000003	0.03465600000000002	0.03071999999999997	0.03583999999999998	0.05427199999999999	0.05318400000000001	0.05548799999999998	0.06963200000000003	0.06646399999999997	0.07270399999999999	1.2783990582695712	1.1873129862357876	1.3462826523777658	1.1020458365790662	1.1005221932114884	1.1047120418848166
local2	mha4	4	5	docs/experiments/SYNC_V3/ablation/local2/paired/mha4_s4_p5	0.560064	0.559104	0.560128	0.78336	0.78256	0.784384	0.540672	0.540672	0.541664	0.144384	0.14336	0.144384	0.142592	0.142336	0.14336	0.729088	0.728064	0.730112	0.018432000000000004	0.01740800000000009	0.019455999999999918	0.41574399999999995	0.41472000000000003	0.41584	0.0010880000000000056	0.0010239999999999971	0.0018560000000000243	0.0552959999999999	0.05340800000000001	0.055520000000000014	0.41676799999999997	0.41574400000000006	0.41696	7.553819444444443	7.506628242074926	7.802875973636906	0.7147349505840072	0.713509760679572	0.7152007180156659
local2	mha4	128	0	docs/experiments/SYNC_V3/ablation/local2/paired/mha4_s128_p0	1.272832	1.256576	1.273856	1.121024	1.11712	1.121504	1.197056	1.178624	1.211392	1.159168	1.149952	1.170432	1.104896	1.101824	1.124352	1.03424	1.016832	1.056672	0.06243200000000004	0.05820800000000004	0.08499199999999996	0.10364799999999996	0.09216000000000002	0.1228800000000001	0.04812799999999995	0.04403200000000007	0.051039999999999974	0.07884800000000003	0.06163200000000013	0.100352	0.1517440000000001	0.1351040000000001	0.169856	1.7960756832515747	1.5702110389610402	2.3185628742515	1.135159817351598	1.1348423513313188	1.136986301369863
local2	mha4	128	5	docs/experiments/SYNC_V3/ablation/local2/paired/mha4_s128_p5	0.919552	0.896256	0.943104	1.093632	1.062016	1.11904	0.878592	0.854016	0.900096	0.360704	0.35024	0.361568	0.335648	0.331776	0.336896	1.057792	1.056768	1.058816	0.04271999999999998	0.040959999999999996	0.052192000000000016	0.570368	0.5429759999999999	0.58368	0.025056000000000023	0.023551999999999962	0.026944000000000023	0.04495999999999989	0.0032000000000000917	0.06124799999999997	0.59056	0.558368	0.607232	9.737704918032776	7.393518518518527	10.969429747207519	0.8429223744292237	0.8415300546448088	0.843687374749499
window4	gqa2	4	0	docs/experiments/SYNC_V3/ablation/window4/paired/gqa2_s4_p0	0.451584	0.451456	0.452736	0.392192	0.39184	0.393216	0.438272	0.438048	0.439552	0.427872	0.427008	0.428032	0.374784	0.37376	0.375808	0.364544	0.364544	0.365568	0.013184000000000029	0.012287999999999966	0.01433599999999996	0.02467199999999997	0.023648000000000002	0.02547200000000005	0.052896	0.05120000000000002	0.05343999999999999	0.027648000000000006	0.026976	0.028383999999999965	0.07702399999999998	0.07680000000000003	0.07772800000000002	2.7905092592592586	2.7010550996482965	2.8809801633605603	1.1508726145816341	1.1488444010416665	1.15405911570719
