poll_mode	backoff_ns	consumers	rows	per_row	rounds	participants	hop_mean_ns	hop_se_ns	hop_p50_ns	hop_p90_ns	hop_max_ns	last_mean_ns	last_p90_ns	last_max_ns	inversions	hop_trim_mean_ns	hop_trim_se_ns	last_trim_mean_ns
load	0	4	4	1	4096	8	323.3	3.72	0.0	1024.0	1024.0	323.3	1024.0	1024.0	0	322.6	3.72	322.6
load	0	8	4	2	4096	12	319.6	2.62	0.0	1024.0	1024.0	336.4	1024.0	1024.0	0	318.9	2.62	335.8
load	0	16	4	4	4096	20	773.6	121.17	0.0	1024.0	2286592.0	805.6	1024.0	2286592.0	0	319.4	1.85	351.5
load	0	32	4	8	4096	36	461.0	49.67	0.0	1024.0	2291712.0	501.3	1024.0	2291712.0	0	302.4	1.29	342.7
load	0	64	4	16	4096	68	887.8	70.64	0.0	1024.0	2315264.0	933.9	1024.0	2315264.0	0	322.1	0.93	368.4
load	0	128	4	32	4096	132	1528.3	70.69	0.0	1024.0	2322432.0	1580.1	1024.0	2322432.0	0	357.4	0.67	409.3
load	0	256	4	64	4096	260	357.7	0.48	0.0	1024.0	1024.0	410.5	1024.0	1024.0	0	357.0	0.48	409.9
load	0	16	16	1	4096	32	320.2	1.85	0.0	1024.0	1024.0	320.2	1024.0	1024.0	0	319.5	1.85	319.5
load	0	32	16	2	4096	48	379.7	7.89	0.0	1024.0	178176.0	404.9	1024.0	178176.0	0	333.3	1.33	349.7
load	0	64	16	4	4096	80	327.5	0.93	0.0	1024.0	1024.0	358.7	1024.0	1024.0	0	326.8	0.93	358.1
load	0	128	16	8	4096	144	371.1	4.15	0.0	1024.0	190464.0	412.9	1024.0	190464.0	0	324.2	0.66	366.0
load	0	256	16	16	4096	272	486.2	17.67	0.0	1024.0	2315264.0	532.8	1024.0	2315264.0	0	344.3	0.47	390.9
load	0	64	64	1	4096	128	907.2	70.81	0.0	1024.0	2316288.0	907.2	1024.0	2316288.0	0	309.7	0.92	309.7
load	0	128	64	2	4096	192	317.9	0.65	0.0	1024.0	1024.0	334.9	1024.0	1024.0	0	317.2	0.65	334.2
load	0	256	64	4	4096	320	328.9	0.47	0.0	1024.0	1024.0	359.0	1024.0	1024.0	0	328.2	0.47	358.3
