config	arm	round	started_ns	l05_ms	l1_ms	l2_ms	log
eft	nowait	11	1789658630006698311	6.286336	6.32208	5.134336	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nowait/r11.log
eft	neither	11	1789658641932074668	13.16864	13.28032	9.51296	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__neither/r11.log
eft	l1nosync	11	1789658656273288393	13.171584	10.686272	10.696544	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__l1nosync/r11.log
eft	full	12	1789659237034235314	6.636544	6.677472	6.377664	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__full/r12.log
eft	nofence	12	1789659250279457334	6.6304	6.670624	6.25152	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nofence/r12.log
eft	nowait	12	1789659263612753324	6.628352	6.674432	5.329792	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nowait/r12.log
eft	neither	12	1789659277117317054	6.623264	6.536352	5.014528	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__neither/r12.log
eft	l1nosync	12	1789659290354076759	6.633728	6.24864	6.370304	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__l1nosync/r12.log
eft	full	13	1789659897786430170	6.283264	6.317056	6.060032	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__full/r13.log
eft	nofence	13	1789659909951236711	6.28224	9.067616	5.950464	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nofence/r13.log
eft	nowait	13	1789659922238849773	6.629376	6.668128	5.339136	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nowait/r13.log
eft	neither	13	1789659935492882369	6.28736	6.316192	4.902912	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__neither/r13.log
eft	l1nosync	13	1789659947467287001	6.621184	6.262784	6.370304	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__l1nosync/r13.log
eft	full	14	1789660542399171307	6.505472	6.627584	6.387744	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__full/r14.log
eft	nofence	14	1789660554815551376	6.518816	6.320288	5.94432	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nofence/r14.log
eft	nowait	14	1789660567118434109	6.6304	6.670336	5.237856	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nowait/r14.log
eft	neither	14	1789660579499267768	12.4416	6.321792	4.933632	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__neither/r14.log
eft	l1nosync	14	1789660593137228400	6.285184	6.087648	6.07504	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__l1nosync/r14.log
eft	full	15	1789661208759420225	6.628352	6.670336	6.372352	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__full/r15.log
eft	nofence	15	1789661222516529244	6.629376	6.670112	6.2472	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nofence/r15.log
eft	nowait	15	1789661236038815270	6.631424	6.668256	5.334144	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nowait/r15.log
eft	neither	15	1789661249366258007	6.631424	6.571232	5.108736	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__neither/r15.log
eft	l1nosync	15	1789661262807618748	6.29312	6.087584	13.143776	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__l1nosync/r15.log
eft	full	16	1789661951538854854	6.30448	6.337536	6.187776	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__full/r16.log
eft	nofence	16	1789661964758042037	13.353984	13.46768	10.726368	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nofence/r16.log
eft	nowait	16	1789661981577411140	13.471744	13.598816	9.974784	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nowait/r16.log
eft	neither	16	1789661998491286809	13.396992	13.561728	9.703744	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__neither/r16.log
eft	l1nosync	16	1789662014166237510	13.432832	13.173536	13.19424	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__l1nosync/r16.log
eft	full	17	1789662704325306698	13.421408	13.539328	13.188096	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__full/r17.log
eft	nofence	17	1789662719606898926	13.37344	13.45536	5.974944	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nofence/r17.log
eft	nowait	17	1789662734396582376	6.306816	6.342848	5.161984	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nowait/r17.log
eft	neither	17	1789662747605517097	6.394176	6.606848	9.650016	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__neither/r17.log
eft	l1nosync	17	1789662761825490898	13.342464	13.09184	13.266944	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__l1nosync/r17.log
eft	full	18	1789663445959617231	13.457408	13.5968	13.22496	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__full/r18.log
eft	nofence	18	1789663460904761520	13.398016	13.58336	10.819584	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nofence/r18.log
eft	nowait	18	1789663476588146427	13.442048	13.57824	9.981952	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nowait/r18.log
eft	neither	18	1789663491268880082	13.42944	13.551808	9.667584	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__neither/r18.log
eft	l1nosync	18	1789663505915132562	13.36832	10.765056	6.076416	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__l1nosync/r18.log
eft	full	19	1789664171553862648	6.286048	13.45424	13.103104	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__full/r19.log
eft	nofence	19	1789664186603961347	13.45408	13.552672	10.774528	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nofence/r19.log
eft	nowait	19	1789664202960031948	6.992896	6.33248	5.143552	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nowait/r19.log
eft	neither	19	1789664216420412078	13.34784	13.604864	9.716736	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__neither/r19.log
eft	l1nosync	19	1789664232029589684	13.453312	13.166592	13.181952	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__l1nosync/r19.log
eft	full	20	1789664897760536043	13.387776	6.333056	6.072128	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__full/r20.log
eft	nofence	20	1789664912948817078	6.292288	6.322144	5.961728	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nofence/r20.log
eft	nowait	20	1789664927385409528	13.41952	13.499424	9.893888	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nowait/r20.log
eft	neither	20	1789664943540669321	13.438624	13.5288	9.672864	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__neither/r20.log
eft	l1nosync	20	1789664959234292918	6.305664	10.699776	13.270016	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__l1nosync/r20.log
eft	full	21	1789665637828446506	13.458432	13.579936	13.211648	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__full/r21.log
eft	nofence	21	1789665652475202877	13.39904	13.504512	10.79808	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nofence/r21.log
eft	nowait	21	1789665667829343536	13.438976	13.56288	9.982976	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nowait/r21.log
eft	neither	21	1789665683162313405	13.416384	13.546464	9.680896	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__neither/r21.log
eft	l1nosync	21	1789665698508461359	13.367296	13.169344	6.092736	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__l1nosync/r21.log
eft	full	22	1789666376708007949	13.420544	13.535968	13.15328	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__full/r22.log
eft	nofence	22	1789666391344919686	13.427712	13.575296	10.806272	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nofence/r22.log
eft	nowait	22	1789666406898332770	13.416448	13.54352	9.94816	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nowait/r22.log
eft	neither	22	1789666421494482206	13.394944	13.508288	9.606336	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__neither/r22.log
eft	l1nosync	22	1789666436725966692	6.299648	6.093824	6.076416	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__l1nosync/r22.log
eft	full	23	1789667099201066659	6.311936	6.35392	6.083584	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__full/r23.log
eft	nofence	23	1789667113106428875	13.341696	13.602752	10.811392	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nofence/r23.log
eft	nowait	23	1789667128825302212	13.426688	13.52096	5.149696	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nowait/r23.log
eft	neither	23	1789667143009976766	13.191168	13.602944	9.706496	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__neither/r23.log
eft	l1nosync	23	1789667158014247511	13.428736	13.162496	13.145088	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__l1nosync/r23.log
eft	full	24	1789667823860234446	6.322848	6.35904	6.079488	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__full/r24.log
eft	nofence	24	1789667838856644991	6.319104	6.343552	10.760192	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nofence/r24.log
eft	nowait	24	1789667853663298587	6.311232	6.34048	9.908224	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__nowait/r24.log
eft	neither	24	1789667868037691790	6.29168	13.276224	4.943168	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__neither/r24.log
eft	l1nosync	24	1789667882236658095	6.289408	6.530048	6.08768	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/eft__l1nosync/r24.log
wavefront	full	0	1789648768229457098	6.629376	6.673408	6.32192	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__full/r0.log
wavefront	nofence	0	1789648809234553165	6.62528	6.670336	6.17984	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nofence/r0.log
wavefront	nowait	0	1789648850700769960	6.29216	6.329344	5.574464	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nowait/r0.log
wavefront	neither	0	1789648889813093858	6.624256	6.673664	5.64512	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__neither/r0.log
wavefront	l1nosync	0	1789648932072930515	6.632288	6.240256	6.321856	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__l1nosync/r0.log
wavefront	full	1	1789650221622442819	6.311936	6.3408	6.039296	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__full/r1.log
wavefront	nofence	1	1789650250116373075	6.628352	6.666336	6.094848	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nofence/r1.log
wavefront	nowait	1	1789650275091070448	6.362112	6.334464	5.598912	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nowait/r1.log
wavefront	neither	1	1789650299608515879	6.915072	13.446304	5.963072	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__neither/r1.log
wavefront	l1nosync	1	1789650326593671950	6.6304	6.253568	6.328416	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__l1nosync/r1.log
wavefront	full	2	1789651504896263712	6.587392	6.479872	6.240512	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__full/r2.log
wavefront	nofence	2	1789651531160370416	6.628256	6.675456	6.20032	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nofence/r2.log
wavefront	nowait	2	1789651557678787767	6.627104	6.678816	5.787488	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nowait/r2.log
wavefront	neither	2	1789651575194146694	6.62528	6.568032	5.638144	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__neither/r2.log
wavefront	l1nosync	2	1789651592630796946	6.281216	6.068224	6.010144	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__l1nosync/r2.log
wavefront	full	3	1789652389527610564	6.629088	6.665216	6.001792	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__full/r3.log
wavefront	nofence	3	1789652406930100964	6.627328	6.672672	6.195136	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nofence/r3.log
wavefront	nowait	3	1789652424628824404	6.621184	6.669312	5.781504	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nowait/r3.log
wavefront	neither	3	1789652442252890933	6.619296	6.324928	5.512384	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__neither/r3.log
wavefront	l1nosync	3	1789652455571430113	6.62816	6.235392	6.323872	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__l1nosync/r3.log
wavefront	full	4	1789653054976382070	6.431392	6.317248	6.00368	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__full/r4.log
wavefront	nofence	4	1789653067955913487	6.628064	6.670336	6.191328	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nofence/r4.log
wavefront	nowait	4	1789653081024963675	6.345056	6.317216	5.583488	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nowait/r4.log
wavefront	neither	4	1789653093149678649	6.428672	6.321312	5.460992	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__neither/r4.log
wavefront	l1nosync	4	1789653105342955750	6.398976	6.045696	6.016	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__l1nosync/r4.log
wavefront	full	5	1789653693513338743	6.623008	6.66624	6.316032	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__full/r5.log
wavefront	nofence	5	1789653706992102821	6.622048	6.667264	5.891072	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nofence/r5.log
wavefront	nowait	5	1789653720353763663	6.431744	6.319264	5.590848	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nowait/r5.log
wavefront	neither	5	1789653732471162941	6.639616	6.676192	5.607712	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__neither/r5.log
wavefront	l1nosync	5	1789653746509498768	6.360384	6.033408	6.110944	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__l1nosync/r5.log
wavefront	full	6	1789655013831236326	6.291456	6.324224	6.014976	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__full/r6.log
wavefront	nofence	6	1789654340708506297	6.305792	6.405888	6.03536	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nofence/r6.log
wavefront	nowait	6	1789654354310143618	6.623232	6.669568	5.76912	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nowait/r6.log
wavefront	neither	6	1789654367656798289	6.62016	6.667488	5.649408	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__neither/r6.log
wavefront	l1nosync	6	1789654381118633297	6.620064	6.239232	6.316032	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__l1nosync/r6.log
wavefront	full	7	1789655674648786349	6.346784	6.3224	6.015712	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__full/r7.log
wavefront	nofence	7	1789655687089056392	6.627328	6.67136	6.196992	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nofence/r7.log
wavefront	nowait	7	1789655025922327615	6.290432	6.322176	5.60016	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nowait/r7.log
wavefront	neither	7	1789655037978354375	6.290336	6.32336	5.458944	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__neither/r7.log
wavefront	l1nosync	7	1789655050022788794	6.28944	6.062976	6.012928	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__l1nosync/r7.log
wavefront	full	8	1789656405145033331	16.096256	20.647808	19.859455	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__full/r8.log
wavefront	nofence	8	1789656422228466752	20.353825	13.751392	10.84032	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nofence/r8.log
wavefront	nowait	8	1789656439063326467	13.426688	13.52272	10.600448	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nowait/r8.log
wavefront	neither	8	1789655699848855436	6.627552	6.674432	5.610208	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__neither/r8.log
wavefront	l1nosync	8	1789655712699802901	6.621472	6.244288	6.31296	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__l1nosync/r8.log
wavefront	full	9	1789657192056486897	13.190496	13.2896	10.665984	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__full/r9.log
wavefront	nofence	9	1789657208188269862	13.179904	13.289504	10.52608	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nofence/r9.log
wavefront	nowait	9	1789657225211741668	13.189792	13.289184	10.292224	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nowait/r9.log
wavefront	neither	9	1789657241365173944	13.427872	13.523968	10.272864	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__neither/r9.log
wavefront	l1nosync	9	1789656455033964066	13.769728	11.071488	10.88	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__l1nosync/r9.log
wavefront	full	10	1789657954162813102	6.296576	6.486016	7.020544	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__full/r10.log
wavefront	nofence	10	1789657968255439490	13.167616	13.289504	10.533888	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nofence/r10.log
wavefront	nowait	10	1789657982881188316	13.164544	13.284352	10.241024	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nowait/r10.log
wavefront	neither	10	1789657997418698365	13.203456	13.285376	10.112	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__neither/r10.log
wavefront	l1nosync	10	1789658012828322162	13.16864	10.687488	10.665888	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__l1nosync/r10.log
wavefront	full	11	1789658670837228305	13.165568	13.281312	10.66496	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__full/r11.log
wavefront	nofence	11	1789658685491153226	13.160704	13.276288	10.525696	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nofence/r11.log
wavefront	nowait	11	1789658699960405836	13.16352	6.33856	5.603264	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/wavefront__nowait/r11.log
