dtype	model	tile_m	tile_n	tile_k	stages	split_k	ctas_per_sm	measured_ms	cdf_ms	curve_ms	delta_ms
f32	gqa2	32	64	8	2	4	3	0.332288	0.168062	0.168062	0.0
f32	gqa2	32	64	8	2	8	3	0.23456	0.125651	0.125651	0.0
f32	gqa2	32	64	8	2	16	3	0.187488	0.109902	0.109902	0.0
f32	gqa2	32	64	8	3	1	2	0.472064	0.388346	0.388346	0.0
f32	gqa2	32	64	8	3	2	2	0.336672	0.232966	0.232966	0.0
f32	gqa2	32	64	8	3	4	2	0.232448	0.147999	0.147999	0.0
f32	gqa2	32	64	8	3	8	2	0.177472	0.105587	0.105587	0.0
f32	gqa2	32	64	8	3	16	2	0.177376	0.0898389	0.0898389	0.0
f32	gqa2	32	64	8	4	1	2	0.520064	0.389422	0.389422	0.0
f32	gqa2	32	64	8	4	2	2	0.336192	0.234041	0.234041	0.0
f32	gqa2	32	64	8	4	4	2	0.23552	0.149075	0.149075	0.0
f32	gqa2	32	64	8	4	8	2	0.181248	0.106663	0.106663	0.0
f32	gqa2	32	64	8	4	16	2	0.177408	0.0909147	0.0909147	0.0
f32	gqa2	32	64	8	5	1	2	0.520032	0.390498	0.390498	0.0
f32	gqa2	32	64	8	5	2	2	0.335168	0.235117	0.235117	0.0
f32	gqa2	32	64	8	5	4	2	0.233664	0.15015	0.15015	0.0
f32	gqa2	32	64	8	5	8	2	0.1792	0.107739	0.107739	0.0
f32	gqa2	32	64	8	5	16	2	0.177152	0.0919905	0.0919905	0.0
f32	gqa2	32	64	16	2	1	2	0.484352	0.389422	0.389422	0.0
f32	gqa2	32	64	16	2	2	2	0.319808	0.234041	0.234041	0.0
f32	gqa2	32	64	16	2	4	2	0.221184	0.149075	0.149075	0.0
f32	gqa2	32	64	16	2	8	2	0.17424	0.106663	0.106663	0.0
f32	gqa2	32	64	16	2	16	2	0.173984	0.0909147	0.0909147	0.0
f32	gqa2	32	64	16	3	1	2	0.475136	0.391574	0.391574	0.0
f32	gqa2	32	64	16	3	2	2	0.319488	0.236193	0.236193	0.0
f32	gqa2	32	64	16	3	4	2	0.219392	0.151226	0.151226	0.0
f32	gqa2	32	64	16	3	8	2	0.171008	0.108815	0.108815	0.0
f32	gqa2	32	64	16	3	16	2	0.176128	0.0930662	0.0930662	0.0
f32	gqa2	32	64	16	4	1	2	0.475008	0.393725	0.393725	0.0
f32	gqa2	32	64	16	4	2	2	0.319392	0.238344	0.238344	0.0
f32	gqa2	32	64	16	4	4	2	0.22016	0.153378	0.153378	0.0
f32	gqa2	32	64	16	4	8	2	0.173248	0.110966	0.110966	0.0
f32	gqa2	32	64	16	4	16	2	0.178016	0.0952177	0.0952177	0.0
f32	gqa2	32	64	16	5	1	2	0.475136	0.395877	0.395877	0.0
f32	gqa2	32	64	16	5	2	2	0.319392	0.240496	0.240496	0.0
f32	gqa2	32	64	16	5	4	2	0.22016	0.155529	0.155529	0.0
f32	gqa2	32	64	16	5	8	2	0.176384	0.113118	0.113118	0.0
f32	gqa2	32	64	16	5	16	2	0.177984	0.0973693	0.0973693	0.0
f32	gqa2	32	64	32	2	1	2	0.4904	0.393725	0.393725	0.0
f32	gqa2	32	64	32	2	2	2	0.324608	0.238344	0.238344	0.0
f32	gqa2	32	64	32	2	4	2	0.226304	0.153378	0.153378	0.0
f32	gqa2	32	64	32	2	8	2	0.181184	0.110966	0.110966	0.0
f32	gqa2	32	64	32	2	16	2	0.178176	0.0952177	0.0952177	0.0
f32	gqa2	32	64	32	3	1	2	0.488672	0.398028	0.398028	0.0
f32	gqa2	32	64	32	3	2	2	0.322848	0.242647	0.242647	0.0
f32	gqa2	32	64	32	3	4	2	0.22432	0.157681	0.157681	0.0
f32	gqa2	32	64	32	3	8	2	0.1784	0.115269	0.115269	0.0
f32	gqa2	32	64	32	3	16	2	0.178848	0.0995208	0.0995208	0.0
f32	gqa2	32	64	32	4	1	2	0.488448	0.402331	0.402331	0.0
f32	gqa2	32	64	32	4	2	2	0.322848	0.24695	0.24695	0.0
f32	gqa2	32	64	32	4	4	2	0.22528	0.161984	0.161984	0.0
f32	gqa2	32	64	32	4	8	2	0.180224	0.119572	0.119572	0.0
f32	gqa2	32	64	32	4	16	2	0.165888	0.103824	0.103824	0.0
f32	gqa2	32	64	32	5	1	1	0.48864	0.406587	0.406587	0.0
f32	gqa2	32	64	32	5	2	1	0.32272	0.251185	0.251185	0.0
f32	gqa2	32	64	32	5	4	1	0.223232	0.166218	0.166218	0.0
f32	gqa2	32	64	32	5	8	1	0.180384	0.123807	0.123807	0.0
f32	gqa2	32	64	32	5	16	1	0.166048	0.114576	0.114576	0.0
f32	gqa2	32	128	8	2	1	2	0.785184	0.617055	0.617055	0.0
f32	gqa2	32	128	8	2	2	2	0.47104	0.348322	0.348322	0.0
f32	gqa2	32	128	8	2	4	2	0.30416	0.206678	0.206678	0.0
f32	gqa2	32	128	8	2	8	2	0.214272	0.135929	0.135929	0.0
f32	gqa2	32	128	8	2	16	2	0.18944	0.100698	0.100698	0.0
f32	gqa2	32	128	8	3	1	2	0.770272	0.618848	0.618848	0.0
f32	gqa2	32	128	8	3	2	2	0.467968	0.350115	0.350115	0.0
f32	gqa2	32	128	8	3	4	2	0.290816	0.208471	0.208471	0.0
f32	gqa2	32	128	8	3	8	2	0.207872	0.137722	0.137722	0.0
f32	gqa2	32	128	8	3	16	2	0.188448	0.102491	0.102491	0.0
f32	gqa2	32	128	8	4	1	2	0.768	0.620641	0.620641	0.0
f32	gqa2	32	128	8	4	2	2	0.46784	0.351907	0.351907	0.0
f32	gqa2	32	128	8	4	4	2	0.29008	0.210264	0.210264	0.0
f32	gqa2	32	128	8	4	8	2	0.207872	0.139515	0.139515	0.0
f32	gqa2	32	128	8	4	16	2	0.18832	0.104284	0.104284	0.0
f32	gqa2	32	128	8	5	1	2	0.769024	0.622434	0.622434	0.0
f32	gqa2	32	128	8	5	2	2	0.469248	0.3537	0.3537	0.0
f32	gqa2	32	128	8	5	4	2	0.302048	0.212057	0.212057	0.0
f32	gqa2	32	128	8	5	8	2	0.21504	0.141308	0.141308	0.0
f32	gqa2	32	128	8	5	16	2	0.188416	0.106077	0.106077	0.0
f32	gqa2	32	128	16	2	1	2	0.735104	0.620641	0.620641	0.0
f32	gqa2	32	128	16	2	2	2	0.449792	0.351907	0.351907	0.0
f32	gqa2	32	128	16	2	4	2	0.287744	0.210264	0.210264	0.0
f32	gqa2	32	128	16	2	8	2	0.208896	0.139515	0.139515	0.0
f32	gqa2	32	128	16	2	16	2	0.188576	0.104284	0.104284	0.0
f32	gqa2	32	128	16	3	1	2	0.719872	0.624227	0.624227	0.0
f32	gqa2	32	128	16	3	2	2	0.437376	0.355493	0.355493	0.0
f32	gqa2	32	128	16	3	4	2	0.288064	0.21385	0.21385	0.0
f32	gqa2	32	128	16	3	8	2	0.20816	0.143101	0.143101	0.0
f32	gqa2	32	128	16	3	16	2	0.188416	0.10787	0.10787	0.0
f32	gqa2	32	128	16	4	1	2	0.719872	0.627813	0.627813	0.0
f32	gqa2	32	128	16	4	2	2	0.438272	0.359079	0.359079	0.0
f32	gqa2	32	128	16	4	4	2	0.288768	0.217436	0.217436	0.0
f32	gqa2	32	128	16	4	8	2	0.207104	0.146686	0.146686	0.0
f32	gqa2	32	128	16	4	16	2	0.176128	0.111455	0.111455	0.0
f32	gqa2	32	128	16	5	1	1	0.717824	0.631352	0.631352	0.0
f32	gqa2	32	128	16	5	2	1	0.437152	0.362596	0.362596	0.0
f32	gqa2	32	128	16	5	4	1	0.287904	0.220953	0.220953	0.0
f32	gqa2	32	128	16	5	8	1	0.207008	0.150204	0.150204	0.0
f32	gqa2	32	128	16	5	16	1	0.173248	0.114973	0.114973	0.0
f32	gqa2	32	128	32	2	1	1	0.73616	0.627766	0.627766	0.0
f32	gqa2	32	128	32	2	2	1	0.451584	0.35901	0.35901	0.0
f32	gqa2	32	128	32	2	4	1	0.290944	0.217367	0.217367	0.0
f32	gqa2	32	128	32	2	8	1	0.207776	0.146618	0.146618	0.0
f32	gqa2	32	128	32	2	16	1	0.187392	0.111387	0.111387	0.0
f32	gqa2	32	128	32	3	1	1	0.736256	0.634938	0.634938	0.0
f32	gqa2	32	128	32	3	2	1	0.451584	0.366182	0.366182	0.0
f32	gqa2	32	128	32	3	4	1	0.289792	0.224539	0.224539	0.0
f32	gqa2	32	128	32	3	8	1	0.207872	0.15379	0.15379	0.0
f32	gqa2	32	128	32	3	16	1	0.173216	0.118559	0.118559	0.0
f32	gqa2	32	128	32	4	1	1	0.750336	0.642109	0.642109	0.0
f32	gqa2	32	128	32	4	2	1	0.453632	0.373354	0.373354	0.0
f32	gqa2	32	128	32	4	4	1	0.301056	0.231711	0.231711	0.0
f32	gqa2	32	128	32	4	8	1	0.223232	0.160961	0.160961	0.0
f32	gqa2	32	128	32	4	16	1	0.17424	0.12573	0.12573	0.0
f32	gqa2	32	256	8	2	1	2	1.29434	1.07662	1.07662	0.0
f32	gqa2	32	256	8	2	2	2	0.735232	0.581185	0.581185	0.0
f32	gqa2	32	256	8	2	4	2	0.435456	0.326189	0.326189	0.0
f32	gqa2	32	256	8	2	8	2	0.289792	0.198763	0.198763	0.0
f32	gqa2	32	256	8	2	16	2	0.226304	0.135194	0.135194	0.0
f32	gqa2	32	256	8	3	1	2	1.26397	1.07985	1.07985	0.0
f32	gqa2	32	256	8	3	2	2	0.71968	0.584413	0.584413	0.0
f32	gqa2	32	256	8	3	4	2	0.42576	0.329417	0.329417	0.0
f32	gqa2	32	256	8	3	8	2	0.278528	0.201991	0.201991	0.0
f32	gqa2	32	256	8	3	16	2	0.22528	0.138421	0.138421	0.0
f32	gqa2	32	256	8	4	1	2	1.27482	1.08308	1.08308	0.0
f32	gqa2	32	256	8	4	2	2	0.718848	0.58764	0.58764	0.0
f32	gqa2	32	256	8	4	4	2	0.4256	0.332644	0.332644	0.0
f32	gqa2	32	256	8	4	8	2	0.285696	0.205218	0.205218	0.0
f32	gqa2	32	256	8	4	16	2	0.21232	0.141649	0.141649	0.0
f32	gqa2	32	256	8	5	1	2	1.27386	1.08631	1.08631	0.0
f32	gqa2	32	256	8	5	2	2	0.723968	0.590867	0.590867	0.0
f32	gqa2	32	256	8	5	4	2	0.433984	0.335871	0.335871	0.0
f32	gqa2	32	256	8	5	8	2	0.289792	0.208445	0.208445	0.0
f32	gqa2	32	256	8	5	16	2	0.217088	0.144876	0.144876	0.0
f32	gqa2	32	256	16	2	1	1	1.2032	1.08303	1.08303	0.0
f32	gqa2	32	256	16	2	2	1	0.686048	0.587571	0.587571	0.0
f32	gqa2	32	256	16	2	4	1	0.40832	0.332575	0.332575	0.0
f32	gqa2	32	256	16	2	8	1	0.27648	0.205149	0.205149	0.0
f32	gqa2	32	256	16	2	16	1	0.224256	0.14158	0.14158	0.0
f32	gqa2	32	256	16	3	1	1	1.21155	1.08949	1.08949	0.0
f32	gqa2	32	256	16	3	2	1	0.68704	0.594026	0.594026	0.0
f32	gqa2	32	256	16	3	4	1	0.4096	0.33903	0.33903	0.0
f32	gqa2	32	256	16	3	8	1	0.275456	0.211604	0.211604	0.0
f32	gqa2	32	256	16	3	16	1	0.209056	0.148034	0.148034	0.0
f32	gqa2	32	256	16	4	1	1	1.21363	1.09594	1.09594	0.0
f32	gqa2	32	256	16	4	2	1	0.699168	0.60048	0.60048	0.0
f32	gqa2	32	256	16	4	4	1	0.422048	0.345484	0.345484	0.0
f32	gqa2	32	256	16	4	8	1	0.277728	0.218058	0.218058	0.0
f32	gqa2	32	256	16	4	16	1	0.208896	0.154489	0.154489	0.0
f32	gqa2	32	256	16	5	1	1	1.21856	1.1024	1.1024	0.0
f32	gqa2	32	256	16	5	2	1	0.701216	0.606935	0.606935	0.0
f32	gqa2	32	256	16	5	4	1	0.424064	0.351939	0.351939	0.0
f32	gqa2	32	256	16	5	8	1	0.288768	0.224513	0.224513	0.0
f32	gqa2	32	256	16	5	16	1	0.210816	0.160944	0.160944	0.0
f32	gqa2	32	256	32	2	1	1	1.25629	1.09594	1.09594	0.0
f32	gqa2	32	256	32	2	2	1	0.718848	0.60048	0.60048	0.0
f32	gqa2	32	256	32	2	4	1	0.426144	0.345484	0.345484	0.0
f32	gqa2	32	256	32	2	8	1	0.290816	0.218058	0.218058	0.0
f32	gqa2	32	256	32	2	16	1	0.214048	0.154489	0.154489	0.0
f32	gqa2	64	16	16	2	1	2	0.418816	0.331206	0.331206	0.0
f32	gqa2	64	16	16	2	2	2	0.285696	0.204164	0.204164	0.0
f32	gqa2	64	16	16	2	4	2	0.224256	0.151077	0.151077	0.0
f32	gqa2	64	16	16	2	8	2	0.22112	0.143478	0.143478	0.0
f32	gqa2	64	16	16	2	16	2	0.250112	0.147732	0.147732	0.0
f32	gqa2	64	16	16	3	1	2	0.405504	0.332999	0.332999	0.0
f32	gqa2	64	16	16	3	2	2	0.281696	0.205957	0.205957	0.0
f32	gqa2	64	16	16	3	4	2	0.22416	0.15287	0.15287	0.0
f32	gqa2	64	16	16	3	8	2	0.220416	0.145783	0.145783	0.0
f32	gqa2	64	16	16	3	16	2	0.258048	0.15183	0.15183	0.0
f32	gqa2	64	16	16	4	1	2	0.40576	0.334792	0.334792	0.0
f32	gqa2	64	16	16	4	2	2	0.285696	0.207749	0.207749	0.0
f32	gqa2	64	16	16	4	4	2	0.224256	0.154663	0.154663	0.0
f32	gqa2	64	16	16	4	8	2	0.220896	0.148088	0.148088	0.0
f32	gqa2	64	16	16	4	16	2	0.258912	0.155928	0.155928	0.0
f32	gqa2	64	16	16	5	1	2	0.406528	0.336585	0.336585	0.0
f32	gqa2	64	16	16	5	2	2	0.284608	0.209542	0.209542	0.0
f32	gqa2	64	16	16	5	4	2	0.223488	0.156456	0.156456	0.0
f32	gqa2	64	16	16	5	8	2	0.209056	0.150394	0.150394	0.0
f32	gqa2	64	16	16	5	16	2	0.239712	0.160026	0.160026	0.0
f32	gqa2	64	16	32	2	1	2	0.405792	0.334792	0.334792	0.0
f32	gqa2	64	16	32	2	2	2	0.284672	0.207749	0.207749	0.0
f32	gqa2	64	16	32	2	4	2	0.225984	0.154663	0.154663	0.0
f32	gqa2	64	16	32	2	8	2	0.21936	0.148088	0.148088	0.0
f32	gqa2	64	16	32	2	16	2	0.257248	0.155928	0.155928	0.0
f32	gqa2	64	16	32	3	1	2	0.417792	0.338378	0.338378	0.0
f32	gqa2	64	16	32	3	2	2	0.285696	0.211335	0.211335	0.0
f32	gqa2	64	16	32	3	4	2	0.223488	0.158249	0.158249	0.0
f32	gqa2	64	16	32	3	8	2	0.226592	0.152699	0.152699	0.0
f32	gqa2	64	16	32	3	16	2	0.265216	0.164124	0.164124	0.0
f32	gqa2	64	16	32	4	1	2	0.417888	0.341964	0.341964	0.0
f32	gqa2	64	16	32	4	2	2	0.285696	0.214921	0.214921	0.0
f32	gqa2	64	16	32	4	4	2	0.227072	0.161835	0.161835	0.0
f32	gqa2	64	16	32	4	8	2	0.23056	0.157309	0.157309	0.0
f32	gqa2	64	16	32	4	16	2	0.258016	0.17232	0.17232	0.0
f32	gqa2	64	16	32	5	1	1	0.41472	0.345503	0.345503	0.0
f32	gqa2	64	16	32	5	2	1	0.285504	0.218438	0.218438	0.0
f32	gqa2	64	16	32	5	4	1	0.229536	0.170611	0.170611	0.0
f32	gqa2	64	16	32	5	8	1	0.238752	0.180256	0.180256	0.0
f32	gqa2	64	16	32	5	16	1	0.280736	0.222517	0.222517	0.0
f32	gqa2	64	32	8	2	1	2	0.5072	0.38727	0.38727	0.0
f32	gqa2	64	32	8	2	2	2	0.334752	0.23189	0.23189	0.0
f32	gqa2	64	32	8	2	4	2	0.230048	0.146923	0.146923	0.0
f32	gqa2	64	32	8	2	8	2	0.191616	0.115138	0.115138	0.0
f32	gqa2	64	32	8	2	16	2	0.203488	0.111002	0.111002	0.0
f32	gqa2	64	32	8	3	1	2	0.500992	0.388346	0.388346	0.0
f32	gqa2	64	32	8	3	2	2	0.325632	0.232966	0.232966	0.0
f32	gqa2	64	32	8	3	4	2	0.223168	0.147999	0.147999	0.0
f32	gqa2	64	32	8	3	8	2	0.188416	0.116214	0.116214	0.0
f32	gqa2	64	32	8	3	16	2	0.206848	0.112386	0.112386	0.0
f32	gqa2	64	32	8	4	1	2	0.50208	0.389422	0.389422	0.0
f32	gqa2	64	32	8	4	2	2	0.325312	0.234041	0.234041	0.0
f32	gqa2	64	32	8	4	4	2	0.222208	0.149075	0.149075	0.0
f32	gqa2	64	32	8	4	8	2	0.19072	0.11729	0.11729	0.0
f32	gqa2	64	32	8	4	16	2	0.208768	0.113769	0.113769	0.0
f32	gqa2	64	32	8	5	1	2	0.503808	0.390498	0.390498	0.0
f32	gqa2	64	32	8	5	2	2	0.325664	0.235117	0.235117	0.0
f32	gqa2	64	32	8	5	4	2	0.224256	0.15015	0.15015	0.0
f32	gqa2	64	32	8	5	8	2	0.191424	0.118366	0.118366	0.0
f32	gqa2	64	32	8	5	16	2	0.207872	0.115152	0.115152	0.0
f32	gqa2	64	32	16	2	1	2	0.474944	0.389422	0.389422	0.0
f32	gqa2	64	32	16	2	2	2	0.316672	0.234041	0.234041	0.0
f32	gqa2	64	32	16	2	4	2	0.220384	0.149075	0.149075	0.0
f32	gqa2	64	32	16	2	8	2	0.184	0.11729	0.11729	0.0
f32	gqa2	64	32	16	2	16	2	0.200704	0.113769	0.113769	0.0
f32	gqa2	64	32	16	3	1	2	0.470304	0.391574	0.391574	0.0
f32	gqa2	64	32	16	3	2	2	0.313344	0.236193	0.236193	0.0
f32	gqa2	64	32	16	3	4	2	0.219392	0.151226	0.151226	0.0
f32	gqa2	64	32	16	3	8	2	0.183936	0.119442	0.119442	0.0
f32	gqa2	64	32	16	3	16	2	0.202752	0.116535	0.116535	0.0
f32	gqa2	64	32	16	4	1	2	0.472064	0.393725	0.393725	0.0
f32	gqa2	64	32	16	4	2	2	0.309248	0.238344	0.238344	0.0
f32	gqa2	64	32	16	4	4	2	0.218944	0.153378	0.153378	0.0
f32	gqa2	64	32	16	4	8	2	0.185344	0.121593	0.121593	0.0
f32	gqa2	64	32	16	4	16	2	0.207008	0.119301	0.119301	0.0
f32	gqa2	64	32	16	5	1	2	0.470016	0.395877	0.395877	0.0
f32	gqa2	64	32	16	5	2	2	0.31568	0.240496	0.240496	0.0
f32	gqa2	64	32	16	5	4	2	0.220384	0.155529	0.155529	0.0
f32	gqa2	64	32	16	5	8	2	0.187392	0.123745	0.123745	0.0
f32	gqa2	64	32	16	5	16	2	0.208128	0.122067	0.122067	0.0
f32	gqa2	64	32	32	2	1	2	0.472928	0.393725	0.393725	0.0
f32	gqa2	64	32	32	2	2	2	0.31744	0.238344	0.238344	0.0
f32	gqa2	64	32	32	2	4	2	0.21936	0.153378	0.153378	0.0
f32	gqa2	64	32	32	2	8	2	0.189696	0.121593	0.121593	0.0
f32	gqa2	64	32	32	2	16	2	0.206848	0.119301	0.119301	0.0
f32	gqa2	64	32	32	3	1	2	0.486336	0.398028	0.398028	0.0
f32	gqa2	64	32	32	3	2	2	0.318464	0.242647	0.242647	0.0
f32	gqa2	64	32	32	3	4	2	0.219392	0.157681	0.157681	0.0
f32	gqa2	64	32	32	3	8	2	0.19456	0.125896	0.125896	0.0
f32	gqa2	64	32	32	3	16	2	0.213216	0.124834	0.124834	0.0
f32	gqa2	64	32	32	4	1	2	0.488512	0.402331	0.402331	0.0
f32	gqa2	64	32	32	4	2	2	0.318464	0.24695	0.24695	0.0
f32	gqa2	64	32	32	4	4	2	0.222208	0.161984	0.161984	0.0
f32	gqa2	64	32	32	4	8	2	0.192768	0.130199	0.130199	0.0
f32	gqa2	64	32	32	4	16	2	0.199936	0.130366	0.130366	0.0
f32	gqa2	64	32	32	5	1	1	0.4864	0.406587	0.406587	0.0
f32	gqa2	64	32	32	5	2	1	0.317568	0.251185	0.251185	0.0
f32	gqa2	64	32	32	5	4	1	0.22032	0.166218	0.166218	0.0
f32	gqa2	64	32	32	5	8	1	0.19456	0.140952	0.140952	0.0
f32	gqa2	64	32	32	5	16	1	0.211968	0.158643	0.158643	0.0
f32	gqa2	64	64	8	2	1	2	0.645408	0.502985	0.502985	0.0
f32	gqa2	64	64	8	2	2	2	0.39936	0.290928	0.290928	0.0
f32	gqa2	64	64	8	2	4	2	0.26704	0.177623	0.177623	0.0
f32	gqa2	64	64	8	2	8	2	0.196608	0.121043	0.121043	0.0
f32	gqa2	64	64	8	2	16	2	0.186368	0.0999807	0.0999807	0.0
f32	gqa2	64	64	8	3	1	2	0.633856	0.504419	0.504419	0.0
f32	gqa2	64	64	8	3	2	2	0.39616	0.292362	0.292362	0.0
f32	gqa2	64	64	8	3	4	2	0.25728	0.179057	0.179057	0.0
f32	gqa2	64	64	8	3	8	2	0.19456	0.122477	0.122477	0.0
f32	gqa2	64	64	8	3	16	2	0.185344	0.101415	0.101415	0.0
f32	gqa2	64	64	8	4	1	2	0.634592	0.505854	0.505854	0.0
f32	gqa2	64	64	8	4	2	2	0.398624	0.293797	0.293797	0.0
f32	gqa2	64	64	8	4	4	2	0.25936	0.180492	0.180492	0.0
f32	gqa2	64	64	8	4	8	2	0.196608	0.123911	0.123911	0.0
f32	gqa2	64	64	8	4	16	2	0.185344	0.102849	0.102849	0.0
f32	gqa2	64	64	8	5	1	2	0.638016	0.507288	0.507288	0.0
f32	gqa2	64	64	8	5	2	2	0.40176	0.295231	0.295231	0.0
f32	gqa2	64	64	8	5	4	2	0.265344	0.181926	0.181926	0.0
f32	gqa2	64	64	8	5	8	2	0.196608	0.125346	0.125346	0.0
f32	gqa2	64	64	8	5	16	2	0.188096	0.104284	0.104284	0.0
f32	gqa2	64	64	16	2	1	2	0.601312	0.505854	0.505854	0.0
f32	gqa2	64	64	16	2	2	2	0.375808	0.293797	0.293797	0.0
f32	gqa2	64	64	16	2	4	2	0.253184	0.180492	0.180492	0.0
f32	gqa2	64	64	16	2	8	2	0.18944	0.123911	0.123911	0.0
f32	gqa2	64	64	16	2	16	2	0.18544	0.102849	0.102849	0.0
f32	gqa2	64	64	16	3	1	2	0.590848	0.508723	0.508723	0.0
f32	gqa2	64	64	16	3	2	2	0.372736	0.296665	0.296665	0.0
f32	gqa2	64	64	16	3	4	2	0.253952	0.183361	0.183361	0.0
f32	gqa2	64	64	16	3	8	2	0.190688	0.12678	0.12678	0.0
f32	gqa2	64	64	16	3	16	2	0.186592	0.105718	0.105718	0.0
f32	gqa2	64	64	16	4	1	2	0.592896	0.511591	0.511591	0.0
f32	gqa2	64	64	16	4	2	2	0.372992	0.299534	0.299534	0.0
f32	gqa2	64	64	16	4	4	2	0.253184	0.186229	0.186229	0.0
f32	gqa2	64	64	16	4	8	2	0.191392	0.129649	0.129649	0.0
f32	gqa2	64	64	16	4	16	2	0.1856	0.108587	0.108587	0.0
f32	gqa2	64	64	16	5	1	2	0.597312	0.51446	0.51446	0.0
f32	gqa2	64	64	16	5	2	2	0.379904	0.302403	0.302403	0.0
f32	gqa2	64	64	16	5	4	2	0.252928	0.189098	0.189098	0.0
f32	gqa2	64	64	16	5	8	2	0.192768	0.132517	0.132517	0.0
f32	gqa2	64	64	16	5	16	2	0.172032	0.111455	0.111455	0.0
f32	gqa2	64	64	32	2	1	2	0.602816	0.511591	0.511591	0.0
f32	gqa2	64	64	32	2	2	2	0.383968	0.299534	0.299534	0.0
f32	gqa2	64	64	32	2	4	2	0.253728	0.186229	0.186229	0.0
f32	gqa2	64	64	32	2	8	2	0.192512	0.129649	0.129649	0.0
f32	gqa2	64	64	32	2	16	2	0.1856	0.108587	0.108587	0.0
f32	gqa2	64	64	32	3	1	2	0.601312	0.517329	0.517329	0.0
f32	gqa2	64	64	32	3	2	2	0.384256	0.305272	0.305272	0.0
f32	gqa2	64	64	32	3	4	2	0.255232	0.191967	0.191967	0.0
f32	gqa2	64	64	32	3	8	2	0.19456	0.135386	0.135386	0.0
f32	gqa2	64	64	32	3	16	2	0.173056	0.114324	0.114324	0.0
f32	gqa2	64	64	32	4	1	1	0.603008	0.523019	0.523019	0.0
f32	gqa2	64	64	32	4	2	1	0.382944	0.31094	0.31094	0.0
f32	gqa2	64	64	32	4	4	1	0.254976	0.197635	0.197635	0.0
f32	gqa2	64	64	32	4	8	1	0.191488	0.141055	0.141055	0.0
f32	gqa2	64	64	32	4	16	1	0.175104	0.127391	0.127391	0.0
f32	gqa2	64	64	32	5	1	1	0.60304	0.528757	0.528757	0.0
f32	gqa2	64	64	32	5	2	1	0.355328	0.316678	0.316678	0.0
f32	gqa2	64	64	32	5	4	1	0.246784	0.203373	0.203373	0.0
f32	gqa2	64	64	32	5	8	1	0.187392	0.146792	0.146792	0.0
f32	gqa2	64	64	32	5	16	1	0.182272	0.134767	0.134767	0.0
f32	gqa2	64	128	8	2	1	2	0.917504	0.734414	0.734414	0.0
f32	gqa2	64	128	8	2	2	2	0.535776	0.409004	0.409004	0.0
f32	gqa2	64	128	8	2	4	2	0.336896	0.239023	0.239023	0.0
f32	gqa2	64	128	8	2	8	2	0.238592	0.154104	0.154104	0.0
f32	gqa2	64	128	8	2	16	2	0.186432	0.111789	0.111789	0.0
f32	gqa2	64	128	8	3	1	2	0.835392	0.736566	0.736566	0.0
f32	gqa2	64	128	8	3	2	2	0.536832	0.411156	0.411156	0.0
f32	gqa2	64	128	8	3	4	2	0.336736	0.241175	0.241175	0.0
f32	gqa2	64	128	8	3	8	2	0.239744	0.156256	0.156256	0.0
f32	gqa2	64	128	8	3	16	2	0.201728	0.11394	0.11394	0.0
f32	gqa2	64	128	8	4	1	2	0.9024	0.738717	0.738717	0.0
f32	gqa2	64	128	8	4	2	2	0.483104	0.413308	0.413308	0.0
f32	gqa2	64	128	8	4	4	2	0.297792	0.243326	0.243326	0.0
f32	gqa2	64	128	8	4	8	2	0.211168	0.158407	0.158407	0.0
f32	gqa2	64	128	8	4	16	2	0.183264	0.116092	0.116092	0.0
f32	gqa2	64	128	8	5	1	2	0.905856	0.740869	0.740869	0.0
f32	gqa2	64	128	8	5	2	2	0.530784	0.415459	0.415459	0.0
f32	gqa2	64	128	8	5	4	2	0.327296	0.245478	0.245478	0.0
f32	gqa2	64	128	8	5	8	2	0.229696	0.160559	0.160559	0.0
f32	gqa2	64	128	8	5	16	2	0.187264	0.118243	0.118243	0.0
f32	gqa2	64	128	16	2	1	2	0.781472	0.738717	0.738717	0.0
f32	gqa2	64	128	16	2	2	2	0.504128	0.413308	0.413308	0.0
f32	gqa2	64	128	16	2	4	2	0.322592	0.243326	0.243326	0.0
f32	gqa2	64	128	16	2	8	2	0.227328	0.158407	0.158407	0.0
f32	gqa2	64	128	16	2	16	2	0.194784	0.116092	0.116092	0.0
f32	gqa2	64	128	16	3	1	2	0.851296	0.743021	0.743021	0.0
f32	gqa2	64	128	16	3	2	2	0.505856	0.417611	0.417611	0.0
f32	gqa2	64	128	16	3	4	2	0.32256	0.247629	0.247629	0.0
f32	gqa2	64	128	16	3	8	2	0.226304	0.162711	0.162711	0.0
f32	gqa2	64	128	16	3	16	2	0.196608	0.120395	0.120395	0.0
f32	gqa2	64	128	16	4	1	2	0.837824	0.747324	0.747324	0.0
f32	gqa2	64	128	16	4	2	2	0.503008	0.421914	0.421914	0.0
f32	gqa2	64	128	16	4	4	2	0.32256	0.251932	0.251932	0.0
f32	gqa2	64	128	16	4	8	2	0.228352	0.167014	0.167014	0.0
f32	gqa2	64	128	16	4	16	2	0.176128	0.124698	0.124698	0.0
f32	gqa2	64	128	16	5	1	1	0.782336	0.75158	0.75158	0.0
f32	gqa2	64	128	16	5	2	1	0.50912	0.426148	0.426148	0.0
f32	gqa2	64	128	16	5	4	1	0.321728	0.256167	0.256167	0.0
