dtype	model	tile_m	tile_n	tile_k	stages	split_k	ctas_per_sm	measured_ms	cdf_ms	curve_ms	delta_ms
bf16	gqa2	32	64	32	4	2	4	0.31328	0.138951	0.138972	2.1000000000021002e-05
bf16	gqa2	32	64	32	4	4	4	0.248832	0.129147	0.129209	6.199999999997874e-05
bf16	gqa2	32	64	32	4	8	4	0.2304	0.124309	0.124453	0.00014399999999999136
bf16	gqa2	32	64	32	4	16	4	0.22016	0.122632	0.122941	0.00030899999999998984
bf16	gqa2	32	64	32	5	1	3	0.267104	0.114778	0.114778	0.0
bf16	gqa2	32	64	32	5	2	3	0.256	0.119561	0.119582	2.0999999999993246e-05
bf16	gqa2	32	64	32	5	4	3	0.212992	0.109757	0.109819	6.20000000000065e-05
bf16	gqa2	32	64	32	5	8	3	0.20704	0.104919	0.105063	0.00014400000000000523
bf16	gqa2	32	64	32	5	16	3	0.198656	0.103242	0.103551	0.0003090000000000037
bf16	gqa2	32	128	16	2	1	4	0.41472	0.159034	0.159034	0.0
bf16	gqa2	32	128	16	2	2	4	0.375808	0.15898	0.159001	2.0999999999993246e-05
bf16	gqa2	32	128	16	2	4	4	0.290816	0.142612	0.142674	6.20000000000065e-05
bf16	gqa2	32	128	16	2	8	4	0.263168	0.134492	0.134636	0.00014400000000000523
bf16	gqa2	32	128	16	2	16	4	0.264192	0.130558	0.130867	0.0003090000000000037
bf16	gqa2	32	128	16	3	1	4	0.392192	0.160829	0.160829	0.0
bf16	gqa2	32	128	16	3	2	4	0.37376	0.160775	0.160795	1.9999999999992246e-05
bf16	gqa2	32	128	16	3	4	4	0.293888	0.144407	0.144469	6.199999999997874e-05
bf16	gqa2	32	128	16	3	8	4	0.264192	0.136286	0.136431	0.00014500000000000624
bf16	gqa2	32	128	16	3	16	4	0.265216	0.132353	0.132662	0.0003090000000000037
bf16	gqa2	32	128	16	4	1	4	0.395264	0.162624	0.162624	0.0
bf16	gqa2	32	128	16	4	2	4	0.374592	0.16257	0.16259	2.0000000000020002e-05
bf16	gqa2	32	128	16	4	4	4	0.29184	0.146202	0.146264	6.20000000000065e-05
bf16	gqa2	32	128	16	4	8	4	0.264192	0.138081	0.138226	0.00014499999999997848
bf16	gqa2	32	128	16	4	16	4	0.267264	0.134148	0.134457	0.0003090000000000037
bf16	gqa2	32	128	16	5	1	3	0.321536	0.14973	0.14973	0.0
bf16	gqa2	32	128	16	5	2	3	0.325632	0.142821	0.142842	2.0999999999993246e-05
bf16	gqa2	32	128	16	5	4	3	0.26112	0.126453	0.126515	6.199999999997874e-05
bf16	gqa2	32	128	16	5	8	3	0.244928	0.118333	0.118477	0.00014400000000000523
bf16	gqa2	32	128	16	5	16	3	0.243712	0.114399	0.114708	0.0003090000000000037
bf16	gqa2	32	128	32	2	1	3	0.368768	0.147935	0.147935	0.0
bf16	gqa2	32	128	32	2	2	3	0.342848	0.141026	0.141047	2.0999999999993246e-05
bf16	gqa2	32	128	32	2	4	3	0.267264	0.124658	0.12472	6.199999999999262e-05
bf16	gqa2	32	128	32	2	8	3	0.244736	0.116538	0.116682	0.00014399999999999136
bf16	gqa2	32	128	32	2	16	3	0.248832	0.112604	0.112913	0.0003090000000000037
bf16	gqa2	32	128	32	3	1	2	0.236544	0.135555	0.135555	0.0
bf16	gqa2	32	128	32	3	2	2	0.256992	0.121194	0.121215	2.1000000000007124e-05
bf16	gqa2	32	128	32	3	4	2	0.22528	0.104826	0.104888	6.199999999999262e-05
bf16	gqa2	32	128	32	3	8	2	0.210944	0.0967058	0.09685	0.00014420000000001099
bf16	gqa2	32	128	32	3	16	2	0.239616	0.0927724	0.0930815	0.0003090999999999927
bf16	gqa2	32	128	32	4	1	2	0.236736	0.139145	0.139145	0.0
bf16	gqa2	32	128	32	4	2	2	0.26032	0.124784	0.124805	2.0999999999993246e-05
bf16	gqa2	32	128	32	4	4	2	0.231232	0.108416	0.108478	6.20000000000065e-05
bf16	gqa2	32	128	32	4	8	2	0.216288	0.100296	0.10044	0.00014400000000000523
bf16	gqa2	32	128	32	4	16	2	0.21504	0.0963621	0.0966712	0.0003090999999999927
bf16	gqa2	32	128	32	5	1	1	0.236544	0.142684	0.142684	0.0
bf16	gqa2	32	128	32	5	2	1	0.258176	0.128299	0.12832	2.0999999999993246e-05
bf16	gqa2	32	128	32	5	4	1	0.227328	0.111932	0.111993	6.0999999999991616e-05
bf16	gqa2	32	128	32	5	8	1	0.210048	0.103811	0.103955	0.00014400000000000523
bf16	gqa2	32	128	32	5	16	1	0.206848	0.0998776	0.100187	0.00030940000000000134
bf16	gqa2	32	256	16	2	1	3	0.464896	0.220711	0.220711	0.0
bf16	gqa2	32	256	16	2	2	3	0.462752	0.190418	0.190438	1.9999999999992246e-05
bf16	gqa2	32	256	16	2	4	3	0.3584	0.160922	0.160983	6.099999999997774e-05
bf16	gqa2	32	256	16	2	8	3	0.326656	0.146237	0.146381	0.00014400000000000523
bf16	gqa2	32	256	16	2	16	3	0.341216	0.139022	0.139331	0.0003090000000000037
bf16	gqa2	32	256	16	3	1	3	0.463872	0.223942	0.223942	0.0
bf16	gqa2	32	256	16	3	2	3	0.471264	0.193649	0.193669	2.0000000000020002e-05
bf16	gqa2	32	256	16	3	4	3	0.370688	0.164152	0.164214	6.20000000000065e-05
bf16	gqa2	32	256	16	3	8	3	0.332768	0.149468	0.149612	0.00014400000000000523
bf16	gqa2	32	256	16	3	16	3	0.343264	0.142252	0.142561	0.0003090000000000037
bf16	gqa2	32	256	16	4	1	2	0.33792	0.211203	0.211203	0.0
bf16	gqa2	32	256	16	4	2	2	0.381952	0.173458	0.173478	1.9999999999992246e-05
bf16	gqa2	32	256	16	4	4	2	0.318464	0.143961	0.144023	6.20000000000065e-05
bf16	gqa2	32	256	16	4	8	2	0.303264	0.129277	0.129421	0.00014400000000000523
bf16	gqa2	32	256	16	4	16	2	0.323584	0.122061	0.12237	0.0003090000000000037
bf16	gqa2	32	256	16	5	1	2	0.33792	0.214434	0.214434	0.0
bf16	gqa2	32	256	16	5	2	2	0.384	0.176688	0.176709	2.0999999999993246e-05
bf16	gqa2	32	256	16	5	4	2	0.32256	0.147192	0.147254	6.20000000000065e-05
bf16	gqa2	32	256	16	5	8	2	0.304128	0.132508	0.132652	0.00014400000000000523
bf16	gqa2	32	256	16	5	16	2	0.32992	0.125292	0.125601	0.0003090000000000037
bf16	gqa2	32	256	32	2	1	2	0.388064	0.211203	0.211203	0.0
bf16	gqa2	32	256	32	2	2	2	0.414848	0.173458	0.173478	1.9999999999992246e-05
bf16	gqa2	32	256	32	2	4	2	0.330976	0.143961	0.144023	6.20000000000065e-05
bf16	gqa2	32	256	32	2	8	2	0.300032	0.129277	0.129421	0.00014400000000000523
bf16	gqa2	32	256	32	2	16	2	0.302144	0.122061	0.12237	0.0003090000000000037
bf16	gqa2	32	256	32	3	1	1	0.349184	0.217614	0.217614	0.0
bf16	gqa2	32	256	32	3	2	1	0.381056	0.179845	0.179865	1.9999999999992246e-05
bf16	gqa2	32	256	32	3	4	1	0.32768	0.150349	0.15041	6.099999999997774e-05
bf16	gqa2	32	256	32	3	8	1	0.298752	0.135664	0.135808	0.00014400000000000523
bf16	gqa2	32	256	32	3	16	1	0.283584	0.128449	0.128758	0.0003090000000000037
bf16	gqa2	32	256	32	4	1	1	0.36864	0.224076	0.224076	0.0
bf16	gqa2	32	256	32	4	2	1	0.395232	0.186306	0.186327	2.0999999999993246e-05
bf16	gqa2	32	256	32	4	4	1	0.329728	0.15681	0.156872	6.20000000000065e-05
bf16	gqa2	32	256	32	4	8	1	0.299008	0.142126	0.14227	0.00014400000000000523
bf16	gqa2	32	256	32	4	16	1	0.288768	0.13491	0.135219	0.0003090000000000037
bf16	gqa2	32	256	32	5	1	1	0.37888	0.230537	0.230537	0.0
bf16	gqa2	32	256	32	5	2	1	0.39744	0.192768	0.192789	2.0999999999993246e-05
bf16	gqa2	32	256	32	5	4	1	0.335872	0.163272	0.163334	6.20000000000065e-05
bf16	gqa2	32	256	32	5	8	1	0.304128	0.148587	0.148731	0.00014400000000000523
bf16	gqa2	32	256	32	5	16	1	0.29184	0.141372	0.141681	0.0003090000000000037
bf16	gqa2	64	16	16	2	1	5	0.26624	0.108686	0.108686	0.0
bf16	gqa2	64	16	16	2	2	5	0.249856	0.122891	0.122911	2.0000000000006124e-05
bf16	gqa2	64	16	16	2	4	5	0.206752	0.116779	0.116841	6.20000000000065e-05
bf16	gqa2	64	16	16	2	8	5	0.19456	0.115838	0.115982	0.00014400000000000523
bf16	gqa2	64	16	16	2	16	5	0.197632	0.117273	0.117583	0.00030999999999999084
bf16	gqa2	64	16	16	3	1	5	0.244736	0.109584	0.109584	0.0
bf16	gqa2	64	16	16	3	2	5	0.238592	0.123788	0.123809	2.1000000000007124e-05
bf16	gqa2	64	16	16	3	4	5	0.201728	0.117677	0.117738	6.0999999999991616e-05
bf16	gqa2	64	16	16	3	8	5	0.1944	0.116735	0.11688	0.00014499999999999236
bf16	gqa2	64	16	16	3	16	5	0.197632	0.118427	0.118736	0.00030899999999998984
bf16	gqa2	64	16	16	4	1	5	0.237568	0.110481	0.110481	0.0
bf16	gqa2	64	16	16	4	2	5	0.238432	0.124685	0.124706	2.0999999999993246e-05
bf16	gqa2	64	16	16	4	4	5	0.2048	0.118574	0.118636	6.20000000000065e-05
bf16	gqa2	64	16	16	4	8	5	0.193536	0.117633	0.117777	0.00014400000000000523
bf16	gqa2	64	16	16	4	16	5	0.201728	0.119581	0.11989	0.00030899999999998984
bf16	gqa2	64	16	16	5	1	5	0.242688	0.111379	0.111379	0.0
bf16	gqa2	64	16	16	5	2	5	0.238592	0.125583	0.125604	2.0999999999993246e-05
bf16	gqa2	64	16	16	5	4	5	0.204704	0.119471	0.119533	6.20000000000065e-05
bf16	gqa2	64	16	16	5	8	5	0.192512	0.11853	0.118675	0.00014500000000000624
bf16	gqa2	64	16	16	5	16	5	0.204608	0.120735	0.121044	0.0003090000000000037
bf16	gqa2	64	16	32	2	1	4	0.287744	0.110478	0.110478	0.0
bf16	gqa2	64	16	32	2	2	4	0.26112	0.12468	0.124701	2.1000000000007124e-05
bf16	gqa2	64	16	32	2	4	4	0.2048	0.118568	0.11863	6.199999999999262e-05
bf16	gqa2	64	16	32	2	8	4	0.200544	0.117627	0.117772	0.00014500000000000624
bf16	gqa2	64	16	32	2	16	4	0.206848	0.119576	0.119885	0.0003090000000000037
bf16	gqa2	64	16	32	3	1	5	0.280576	0.112276	0.112276	0.0
bf16	gqa2	64	16	32	3	2	5	0.260096	0.12648	0.126501	2.0999999999993246e-05
bf16	gqa2	64	16	32	3	4	5	0.22016	0.120369	0.120431	6.199999999999262e-05
bf16	gqa2	64	16	32	3	8	5	0.208896	0.119428	0.119572	0.00014399999999999136
bf16	gqa2	64	16	32	3	16	5	0.21504	0.121889	0.122198	0.0003090000000000037
bf16	gqa2	64	16	32	4	1	4	0.275456	0.114067	0.114067	0.0
bf16	gqa2	64	16	32	4	2	4	0.262112	0.12827	0.12829	1.9999999999992246e-05
bf16	gqa2	64	16	32	4	4	4	0.202752	0.122158	0.12222	6.199999999999262e-05
bf16	gqa2	64	16	32	4	8	4	0.203744	0.121217	0.121361	0.00014399999999999136
bf16	gqa2	64	16	32	4	16	4	0.212832	0.124191	0.1245	0.0003090000000000037
bf16	gqa2	64	16	32	5	1	3	0.219104	0.101173	0.101173	0.0
bf16	gqa2	64	16	32	5	2	3	0.21712	0.108521	0.108542	2.0999999999993246e-05
bf16	gqa2	64	16	32	5	4	3	0.18352	0.10241	0.102471	6.1000000000005494e-05
bf16	gqa2	64	16	32	5	8	3	0.177344	0.104786	0.10493	0.00014399999999999136
bf16	gqa2	64	16	32	5	16	3	0.210944	0.113249	0.113558	0.0003090000000000037
bf16	gqa2	64	32	16	2	1	5	0.301056	0.120855	0.120855	0.0
bf16	gqa2	64	32	16	2	2	5	0.283648	0.132495	0.132516	2.0999999999993246e-05
bf16	gqa2	64	32	16	2	4	5	0.223232	0.122691	0.122753	6.20000000000065e-05
bf16	gqa2	64	32	16	2	8	5	0.219136	0.119083	0.119228	0.00014500000000000624
bf16	gqa2	64	32	16	2	16	5	0.206848	0.118637	0.118946	0.00030899999999998984
bf16	gqa2	64	32	16	3	1	5	0.279552	0.121932	0.121932	0.0
bf16	gqa2	64	32	16	3	2	5	0.259072	0.133572	0.133592	1.9999999999992246e-05
bf16	gqa2	64	32	16	3	4	5	0.222208	0.123768	0.12383	6.199999999999262e-05
bf16	gqa2	64	32	16	3	8	5	0.207872	0.12016	0.120304	0.00014399999999999136
bf16	gqa2	64	32	16	3	16	5	0.208832	0.119714	0.120023	0.0003090000000000037
bf16	gqa2	64	32	16	4	1	5	0.276288	0.123009	0.123009	0.0
bf16	gqa2	64	32	16	4	2	5	0.257024	0.134649	0.134669	2.0000000000020002e-05
bf16	gqa2	64	32	16	4	4	5	0.222208	0.124845	0.124907	6.20000000000065e-05
bf16	gqa2	64	32	16	4	8	5	0.208896	0.121237	0.121381	0.00014400000000000523
bf16	gqa2	64	32	16	4	16	5	0.207872	0.120791	0.1211	0.0003090000000000037
bf16	gqa2	64	32	16	5	1	5	0.2776	0.124086	0.124086	0.0
bf16	gqa2	64	32	16	5	2	5	0.258112	0.135726	0.135746	1.9999999999992246e-05
bf16	gqa2	64	32	16	5	4	5	0.223232	0.125922	0.125984	6.20000000000065e-05
bf16	gqa2	64	32	16	5	8	5	0.213984	0.122314	0.122458	0.00014399999999999136
bf16	gqa2	64	32	16	5	16	5	0.20784	0.121868	0.122177	0.00030899999999998984
bf16	gqa2	64	32	32	2	1	4	0.326656	0.123005	0.123005	0.0
bf16	gqa2	64	32	32	2	2	4	0.284672	0.134643	0.134664	2.0999999999993246e-05
bf16	gqa2	64	32	32	2	4	4	0.233472	0.124839	0.124901	6.199999999999262e-05
bf16	gqa2	64	32	32	2	8	4	0.20992	0.121232	0.121376	0.00014399999999999136
bf16	gqa2	64	32	32	2	16	4	0.212992	0.120785	0.121095	0.00030999999999999084
bf16	gqa2	64	32	32	3	1	4	0.323584	0.125159	0.125159	0.0
bf16	gqa2	64	32	32	3	2	4	0.2816	0.136797	0.136818	2.0999999999993246e-05
bf16	gqa2	64	32	32	3	4	4	0.231424	0.126993	0.127055	6.20000000000065e-05
bf16	gqa2	64	32	32	3	8	4	0.214016	0.123386	0.12353	0.00014400000000000523
bf16	gqa2	64	32	32	3	16	4	0.219136	0.122939	0.123248	0.00030899999999998984
bf16	gqa2	64	32	32	4	1	4	0.326592	0.127313	0.127313	0.0
bf16	gqa2	64	32	32	4	2	4	0.286624	0.138951	0.138972	2.1000000000021002e-05
bf16	gqa2	64	32	32	4	4	4	0.236544	0.129147	0.129209	6.199999999997874e-05
bf16	gqa2	64	32	32	4	8	4	0.216064	0.125539	0.125684	0.00014499999999997848
bf16	gqa2	64	32	32	4	16	4	0.22016	0.125093	0.125402	0.0003090000000000037
bf16	gqa2	64	32	32	5	1	3	0.252928	0.114778	0.114778	0.0
bf16	gqa2	64	32	32	5	2	3	0.243712	0.119561	0.119582	2.0999999999993246e-05
bf16	gqa2	64	32	32	5	4	3	0.211968	0.109757	0.109819	6.20000000000065e-05
bf16	gqa2	64	32	32	5	8	3	0.19456	0.10615	0.106294	0.00014400000000000523
bf16	gqa2	64	32	32	5	16	3	0.204544	0.111238	0.111547	0.00030899999999998984
bf16	gqa2	64	64	16	2	1	4	0.36352	0.145188	0.145188	0.0
bf16	gqa2	64	64	16	2	2	4	0.33296	0.151698	0.151719	2.0999999999993246e-05
bf16	gqa2	64	64	16	2	4	4	0.267264	0.138612	0.138674	6.199999999997874e-05
bf16	gqa2	64	64	16	2	8	4	0.24576	0.132133	0.132277	0.00014400000000000523
bf16	gqa2	64	64	16	2	16	4	0.233472	0.12984	0.130149	0.00030899999999997596
bf16	gqa2	64	64	16	3	1	4	0.339968	0.146624	0.146624	0.0
bf16	gqa2	64	64	16	3	2	4	0.32048	0.153134	0.153154	2.0000000000020002e-05
bf16	gqa2	64	64	16	3	4	4	0.265216	0.140048	0.14011	6.20000000000065e-05
bf16	gqa2	64	64	16	3	8	4	0.242688	0.133568	0.133713	0.00014500000000000624
bf16	gqa2	64	64	16	3	16	4	0.232448	0.131276	0.131585	0.0003090000000000037
bf16	gqa2	64	64	16	4	1	4	0.338944	0.14806	0.14806	0.0
bf16	gqa2	64	64	16	4	2	4	0.319488	0.15457	0.15459	1.9999999999992246e-05
bf16	gqa2	64	64	16	4	4	4	0.264128	0.141484	0.141546	6.20000000000065e-05
bf16	gqa2	64	64	16	4	8	4	0.253952	0.135004	0.135149	0.00014499999999997848
bf16	gqa2	64	64	16	4	16	4	0.241504	0.132712	0.133021	0.0003090000000000037
bf16	gqa2	64	64	16	5	1	4	0.340992	0.149496	0.149496	0.0
bf16	gqa2	64	64	16	5	2	4	0.324608	0.156006	0.156026	1.9999999999992246e-05
bf16	gqa2	64	64	16	5	4	4	0.269152	0.14292	0.142982	6.20000000000065e-05
bf16	gqa2	64	64	16	5	8	4	0.249856	0.13644	0.136584	0.00014400000000000523
bf16	gqa2	64	64	16	5	16	4	0.244736	0.134148	0.134457	0.0003090000000000037
bf16	gqa2	64	64	32	2	1	3	0.307424	0.133371	0.133371	0.0
bf16	gqa2	64	64	32	2	2	3	0.294912	0.133026	0.133047	2.0999999999993246e-05
bf16	gqa2	64	64	32	2	4	3	0.25088	0.11994	0.120002	6.199999999999262e-05
bf16	gqa2	64	64	32	2	8	3	0.22528	0.113461	0.113605	0.00014399999999999136
bf16	gqa2	64	64	32	2	16	3	0.226304	0.111169	0.111478	0.00030899999999998984
