file	line	token	source
docs/STATUS.md	275	5.9%	base docs / cited results
docs/STATUS.md	275	6.3%	base docs / cited results
docs/STATUS.md	275	5	base docs / cited results
docs/STATUS.md	275	84.6%	committed experiment evidence
docs/STATUS.md	275	68.1%	committed experiment evidence
docs/STATUS.md	275	91.4%	committed experiment evidence
docs/STATUS.md	275	76.8%	committed experiment evidence
docs/STATUS.md	275	65	base docs / cited results
docs/STATUS.md	275	80%	base docs / cited results
docs/STATUS.md	275	4.1	base docs / cited results
docs/STATUS.md	275	5.4%	base docs / cited results
docs/STATUS.md	277	5	base docs / cited results
docs/STATUS.md	280	1.0167	committed experiment evidence
docs/STATUS.md	280	1024	base docs / cited results
docs/STATUS.md	280	0	base docs / cited results
docs/STATUS.md	280	32	base docs / cited results
docs/STATUS.md	280	160	base docs / cited results
docs/STATUS.md	280	0	base docs / cited results
docs/STATUS.md	280	12%	base docs / cited results
docs/STATUS.md	280	15%	base docs / cited results
docs/STATUS.md	280	512	base docs / cited results
docs/STATUS.md	280	5	base docs / cited results
docs/STATUS.md	280	14.3%	committed experiment evidence
docs/STATUS.md	280	20.1%	committed experiment evidence
docs/STATUS.md	280	4.7%	base docs / cited results
docs/STATUS.md	280	6.5%	base docs / cited results
docs/STATUS.md	280	5%	base docs / cited results
docs/STATUS.md	282	0.824	base docs / cited results
docs/STATUS.md	282	0.794	committed experiment evidence
docs/STATUS.md	282	0.812	committed experiment evidence
docs/STATUS.md	282	0.928	committed experiment evidence
docs/STATUS.md	282	0	base docs / cited results
docs/STATUS.md	282	5	base docs / cited results
docs/STATUS.md	282	6	base docs / cited results
docs/STATUS.md	282	6	base docs / cited results
docs/STATUS.md	282	18	base docs / cited results
docs/STATUS.md	282	18	base docs / cited results
docs/STATUS.md	282	276.8	committed experiment evidence
docs/STATUS.md	282	10.0	committed experiment evidence
docs/STATUS.md	282	0.812	committed experiment evidence
docs/STATUS.md	282	4	base docs / cited results
docs/STATUS.md	282	4	base docs / cited results
docs/STATUS.md	282	448	base docs / cited results
docs/STATUS.md	282	1235	committed experiment evidence
docs/STATUS.md	282	32	base docs / cited results
docs/STATUS.md	282	1.13	base docs / cited results
docs/STATUS.md	282	1.96	committed experiment evidence
docs/STATUS.md	283	18.85%	committed experiment evidence
docs/STATUS.md	283	52.99%	committed experiment evidence
docs/STATUS.md	283	56.80%	committed experiment evidence
docs/STATUS.md	283	63.98%	committed experiment evidence
docs/STATUS.md	283	0.17	base docs / cited results
docs/STATUS.md	283	0.43	base docs / cited results
docs/STATUS.md	283	19.1%	committed experiment evidence
docs/STATUS.md	283	40.3%	committed experiment evidence
docs/STATUS.md	283	56.0%	committed experiment evidence
docs/STATUS.md	283	67.5%	base docs / cited results
docs/STATUS.md	283	128	base docs / cited results
docs/STATUS.md	283	46%	base docs / cited results
docs/STATUS.md	283	14%	base docs / cited results
docs/STATUS.md	283	44%	base docs / cited results
docs/STATUS.md	283	9%	base docs / cited results
docs/STATUS.md	283	5	base docs / cited results
docs/STATUS.md	283	2.4	base docs / cited results
docs/STATUS.md	283	4.1	base docs / cited results
docs/STATUS.md	283	0.2	base docs / cited results
docs/STATUS.md	283	2.7%	base docs / cited results
docs/STATUS.md	283	2026	base docs / cited results
docs/STATUS.md	283	09	base docs / cited results
docs/STATUS.md	283	13	base docs / cited results
docs/STATUS.md	283	2.6	base docs / cited results
docs/STATUS.md	283	9.4	P1 formula
docs/STATUS.md	283	3.1	base docs / cited results
docs/STATUS.md	283	3.7	base docs / cited results
docs/STATUS.md	283	4.1	base docs / cited results
docs/STATUS.md	283	5.4%	base docs / cited results
docs/STATUS.md	283	0	base docs / cited results
docs/STATUS.md	283	4	base docs / cited results
docs/STATUS.md	283	2.2080	committed experiment evidence
docs/STATUS.md	284	0	base docs / cited results
docs/STATUS.md	286	128	base docs / cited results
docs/STATUS.md	286	212	base docs / cited results
docs/STATUS.md	286	2	base docs / cited results
docs/STATUS.md	293	1.000000	base docs / cited results
docs/STATUS.md	293	0.998552	base docs / cited results
docs/STATUS.md	294	4	base docs / cited results
docs/STATUS.md	294	0.694%	base docs / cited results
docs/STATUS.md	294	0.322%	base docs / cited results
docs/STATUS.md	294	512	base docs / cited results
docs/STATUS.md	294	1.171%	base docs / cited results
docs/STATUS.md	294	1.163%	base docs / cited results
docs/STATUS.md	294	1	base docs / cited results
docs/STATUS.md	294	0.285%	base docs / cited results
docs/STATUS.md	294	0.165%	base docs / cited results
docs/STATUS.md	295	1.639908	base docs / cited results
docs/STATUS.md	295	3.087011	base docs / cited results
docs/STATUS.md	295	1.396662	base docs / cited results
docs/STATUS.md	295	4.002253	base docs / cited results
docs/STATUS.md	296	34.36%	base docs / cited results
docs/STATUS.md	296	40.18%	base docs / cited results
docs/STATUS.md	317	16	base docs / cited results
docs/STATUS.md	319	0	base docs / cited results
docs/STATUS.md	324	1	base docs / cited results
docs/STATUS.md	324	2	base docs / cited results
docs/TODO.md	47	1	base docs / cited results
docs/TODO.md	48	2	base docs / cited results
docs/TODO.md	49	3	base docs / cited results
docs/TODO.md	50	4	base docs / cited results
docs/TODO.md	59	1	base docs / cited results
docs/TODO.md	75	1	base docs / cited results
docs/TODO.md	75	3	base docs / cited results
docs/TODO.md	75	1	base docs / cited results
docs/TODO.md	77	4	base docs / cited results
docs/TODO.md	77	6	base docs / cited results
docs/TODO.md	77	2	base docs / cited results
docs/TODO.md	79	3%	base docs / cited results
docs/TODO.md	87	12.10%	committed experiment evidence
docs/TODO.md	87	14.51%	committed experiment evidence
docs/TODO.md	87	5%	base docs / cited results
docs/TODO.md	87	2.08%	committed experiment evidence
docs/TODO.md	87	3.17%	committed experiment evidence
docs/TODO.md	87	14.33%	committed experiment evidence
docs/TODO.md	87	20.07%	committed experiment evidence
docs/TODO.md	87	4.73%	committed experiment evidence
docs/TODO.md	87	6.51%	committed experiment evidence
docs/TODO.md	87	5%	base docs / cited results
docs/TODO.md	88	5	base docs / cited results
docs/TODO.md	88	4	base docs / cited results
docs/TODO.md	88	128	base docs / cited results
docs/TODO.md	88	50	base docs / cited results
docs/TODO.md	88	50	base docs / cited results
docs/TODO.md	88	8	base docs / cited results
docs/TODO.md	88	4	base docs / cited results
docs/TODO.md	88	25	base docs / cited results
docs/TODO.md	88	400	base docs / cited results
docs/TODO.md	88	400	base docs / cited results
docs/TODO.md	88	5	base docs / cited results
docs/TODO.md	88	0.6514	committed experiment evidence
docs/TODO.md	88	0.7403	committed experiment evidence
docs/TODO.md	88	0.6313	committed experiment evidence
docs/TODO.md	88	0.7491	committed experiment evidence
docs/TODO.md	88	4	base docs / cited results
docs/TODO.md	88	128	base docs / cited results
docs/TODO.md	89	0	base docs / cited results
docs/TODO.md	89	4	base docs / cited results
docs/TODO.md	89	5	base docs / cited results
docs/TODO.md	89	36	base docs / cited results
docs/TODO.md	89	36	base docs / cited results
docs/TODO.md	89	24	base docs / cited results
docs/TODO.md	89	24	base docs / cited results
docs/TODO.md	89	12	base docs / cited results
docs/TODO.md	89	12	base docs / cited results
docs/TODO.md	89	50	base docs / cited results
docs/TODO.md	89	50	base docs / cited results
docs/TODO.md	89	1	base docs / cited results
docs/TODO.md	94	276.8	committed experiment evidence
docs/TODO.md	94	1	base docs / cited results
docs/TODO.md	94	276.8	committed experiment evidence
docs/TODO.md	94	99.8	committed experiment evidence
docs/TODO.md	94	10	base docs / cited results
docs/TODO.md	94	10.0	committed experiment evidence
docs/TODO.md	94	18	base docs / cited results
docs/TODO.md	94	11.6%	committed experiment evidence
docs/TODO.md	94	40.5%	committed experiment evidence
docs/TODO.md	94	19.7%	committed experiment evidence
docs/TODO.md	94	65.2%	committed experiment evidence
docs/TODO.md	94	23.0%	committed experiment evidence
docs/TODO.md	94	81.5%	base docs / cited results
docs/TODO.md	94	18	base docs / cited results
docs/TODO.md	94	18	base docs / cited results
docs/TODO.md	94	0.8803	committed experiment evidence
docs/TODO.md	94	0.973	base docs / cited results
docs/TODO.md	94	6	base docs / cited results
docs/TODO.md	94	6	base docs / cited results
docs/TODO.md	94	0	base docs / cited results
docs/TODO.md	94	5	base docs / cited results
docs/TODO.md	94	6	base docs / cited results
docs/TODO.md	94	6	base docs / cited results
docs/TODO.md	94	256	base docs / cited results
docs/TODO.md	94	64	base docs / cited results
docs/TODO.md	94	96	base docs / cited results
docs/TODO.md	94	4	base docs / cited results
docs/TODO.md	94	4	base docs / cited results
docs/TODO.md	94	128	base docs / cited results
docs/TODO.md	94	0	base docs / cited results
docs/TODO.md	94	5	base docs / cited results
docs/TODO.md	94	2026	base docs / cited results
docs/TODO.md	94	09	base docs / cited results
docs/TODO.md	94	13	base docs / cited results
docs/TODO.md	94	448	base docs / cited results
docs/TODO.md	94	1235	committed experiment evidence
docs/TODO.md	94	32	base docs / cited results
docs/TODO.md	94	910	base docs / cited results
docs/TODO.md	95	34	base docs / cited results
docs/TODO.md	95	34	base docs / cited results
docs/TODO.md	95	50	base docs / cited results
docs/TODO.md	95	50	base docs / cited results
docs/TODO.md	95	12	base docs / cited results
docs/TODO.md	95	12	base docs / cited results
docs/TODO.md	95	50	base docs / cited results
docs/TODO.md	95	50	base docs / cited results
docs/TODO.md	95	5	base docs / cited results
docs/TODO.md	95	1.0096	committed experiment evidence
docs/TODO.md	95	1.0141	committed experiment evidence
docs/TODO.md	95	1.0022	committed experiment evidence
docs/TODO.md	95	1.0273	committed experiment evidence
docs/TODO.md	95	95%	base docs / cited results
docs/TODO.md	95	1	base docs / cited results
docs/TODO.md	95	0	base docs / cited results
docs/TODO.md	95	4	base docs / cited results
docs/TODO.md	95	0.7320	committed experiment evidence
docs/TODO.md	95	0.7276	committed experiment evidence
docs/TODO.md	95	0.8091	committed experiment evidence
docs/TODO.md	95	0.8537	committed experiment evidence
docs/TODO.md	95	1.0273	committed experiment evidence
docs/TODO.md	95	1.0269	committed experiment evidence
docs/TODO.md	95	1.0281	committed experiment evidence
docs/TODO.md	95	1.0487	committed experiment evidence
docs/TODO.md	95	1.0483	committed experiment evidence
docs/TODO.md	95	1.0493	committed experiment evidence
docs/TODO.md	95	5	base docs / cited results
docs/TODO.md	95	2.4	base docs / cited results
docs/TODO.md	95	4.1	base docs / cited results
docs/TODO.md	95	3.6	base docs / cited results
docs/TODO.md	95	4.2	base docs / cited results
docs/TODO.md	95	0.824	base docs / cited results
docs/TODO.md	95	0.794	committed experiment evidence
docs/TODO.md	95	0.812	committed experiment evidence
docs/TODO.md	95	0.928	committed experiment evidence
docs/TODO.md	95	2026	base docs / cited results
docs/TODO.md	95	09	base docs / cited results
docs/TODO.md	95	13	base docs / cited results
docs/TODO.md	95	0	base docs / cited results
docs/TODO.md	95	4	base docs / cited results
docs/TODO.md	95	5	base docs / cited results
docs/TODO.md	95	1.0409	committed experiment evidence
docs/TODO.md	95	1.0528	committed experiment evidence
docs/TODO.md	95	1.0542	committed experiment evidence
docs/TODO.md	95	1.0468	committed experiment evidence
docs/TODO.md	95	1.0491	committed experiment evidence
docs/TODO.md	95	1.0473	committed experiment evidence
docs/TODO.md	95	1.0510	committed experiment evidence
docs/TODO.md	95	1200	base docs / cited results
docs/TODO.md	95	1200	base docs / cited results
docs/TODO.md	95	600	base docs / cited results
docs/TODO.md	95	600	base docs / cited results
docs/TODO.md	95	0.812	committed experiment evidence
docs/TODO.md	95	4	base docs / cited results
docs/TODO.md	95	4	base docs / cited results
docs/TODO.md	95	256	base docs / cited results
docs/TODO.md	95	340	committed experiment evidence
docs/TODO.md	99	128	base docs / cited results
docs/TODO.md	99	100%	base docs / cited results
docs/TODO.md	99	4	base docs / cited results
docs/TODO.md	110	100	base docs / cited results
docs/TODO.md	118	50	base docs / cited results
docs/TODO.md	118	50	base docs / cited results
docs/TODO.md	118	50	base docs / cited results
docs/TODO.md	119	25	base docs / cited results
docs/TODO.md	119	1.02	base docs / cited results
docs/TODO.md	120	5%	base docs / cited results
docs/TODO.md	121	2%	base docs / cited results
docs/TODO.md	128	4	base docs / cited results
docs/TODO.md	128	128	base docs / cited results
docs/TODO.md	128	4	base docs / cited results
docs/TODO.md	128	128	base docs / cited results
docs/TODO.md	130	0	base docs / cited results
docs/TODO.md	132	25	base docs / cited results
docs/TODO.md	132	50	base docs / cited results
docs/TODO.md	134	1	base docs / cited results
docs/TODO.md	134	5%	base docs / cited results
docs/TODO.md	135	2	base docs / cited results
docs/TODO.md	136	3	base docs / cited results
docs/TODO.md	139	50	base docs / cited results
docs/TODO.md	139	50	base docs / cited results
docs/TODO.md	155	4	base docs / cited results
docs/TODO.md	155	128	base docs / cited results
docs/TODO.md	155	512	base docs / cited results
docs/TODO.md	158	4	base docs / cited results
docs/TODO.md	158	128	base docs / cited results
docs/TODO.md	158	2048	base docs / cited results
docs/TODO.md	158	0	base docs / cited results
docs/TODO.md	158	512	base docs / cited results
docs/TODO.md	158	50	base docs / cited results
docs/TODO.md	158	50	base docs / cited results
docs/TODO.md	160	1	base docs / cited results
docs/TODO.md	160	1	base docs / cited results
docs/TODO.md	172	1	base docs / cited results
docs/TODO.md	172	2	base docs / cited results
docs/TODO.md	172	4	base docs / cited results
docs/TODO.md	172	1500	base docs / cited results
docs/TODO.md	172	1500	base docs / cited results
docs/TODO.md	173	25	base docs / cited results
docs/TODO.md	173	1	base docs / cited results
docs/TODO.md	173	0.5%	base docs / cited results
docs/TODO.md	174	50	base docs / cited results
docs/TODO.md	182	1	base docs / cited results
docs/TODO.md	182	2	base docs / cited results
docs/TODO.md	183	2	base docs / cited results
docs/TODO.md	183	1	base docs / cited results
docs/TODO.md	184	3	base docs / cited results
docs/TODO.md	185	4	base docs / cited results
docs/TODO.md	186	4096	base docs / cited results
docs/TODO.md	186	64	base docs / cited results
docs/TODO.md	186	128	base docs / cited results
docs/TODO.md	186	256	base docs / cited results
docs/TODO.md	186	50	base docs / cited results
docs/TODO.md	188	5	base docs / cited results
docs/TODO.md	188	4	base docs / cited results
docs/TODO.md	189	6	base docs / cited results
docs/TODO.md	191	50	base docs / cited results
docs/TODO.md	191	50	base docs / cited results
docs/TODO.md	192	25	base docs / cited results
docs/TODO.md	194	4	base docs / cited results
docs/TODO.md	203	1	base docs / cited results
docs/TODO.md	204	2	base docs / cited results
docs/TODO.md	204	1	base docs / cited results
docs/TODO.md	207	50	base docs / cited results
docs/TODO.md	207	50	base docs / cited results
docs/TODO.md	208	1	base docs / cited results
docs/TODO.md	208	4	base docs / cited results
docs/TODO.md	208	25	base docs / cited results
docs/TODO.md	231	2	base docs / cited results
docs/TODO.md	231	3	base docs / cited results
docs/TODO.md	231	3	base docs / cited results
docs/TODO.md	232	3	base docs / cited results
docs/TODO.md	232	3%	base docs / cited results
docs/TODO.md	233	1	base docs / cited results
docs/TODO.md	233	10	base docs / cited results
docs/TODO.md	236	276.8	committed experiment evidence
docs/TODO.md	236	1	base docs / cited results
docs/TODO.md	236	99.8	committed experiment evidence
docs/TODO.md	236	10	base docs / cited results
docs/TODO.md	237	18	base docs / cited results
docs/TODO.md	237	18	base docs / cited results
docs/TODO.md	250	4	base docs / cited results
docs/TODO.md	250	128	base docs / cited results
docs/TODO.md	250	25	base docs / cited results
docs/TODO.md	250	1	base docs / cited results
docs/TODO.md	251	50	base docs / cited results
docs/TODO.md	251	50	base docs / cited results
docs/TODO.md	254	5	base docs / cited results
docs/TODO.md	254	5	base docs / cited results
docs/TODO.md	254	0.807	committed experiment evidence
docs/TODO.md	254	0.724	committed experiment evidence
docs/TODO.md	254	0.828	committed experiment evidence
docs/TODO.md	254	0.716	committed experiment evidence
docs/TODO.md	254	5	base docs / cited results
docs/TODO.md	254	1.0096	committed experiment evidence
docs/TODO.md	254	1.0141	committed experiment evidence
docs/TODO.md	254	1.0022	committed experiment evidence
docs/TODO.md	254	1.0273	committed experiment evidence
docs/TODO.md	254	95%	base docs / cited results
docs/TODO.md	254	1	base docs / cited results
docs/TODO.md	254	0.7320	committed experiment evidence
docs/TODO.md	254	0.7276	committed experiment evidence
docs/TODO.md	254	0.8091	committed experiment evidence
docs/TODO.md	254	0.8537	committed experiment evidence
docs/TODO.md	254	1	base docs / cited results
docs/TODO.md	256	2026	base docs / cited results
docs/TODO.md	256	09	base docs / cited results
docs/TODO.md	256	13	base docs / cited results
docs/TODO.md	256	0.2	base docs / cited results
docs/TODO.md	256	2.7%	base docs / cited results
docs/TODO.md	256	4.1	base docs / cited results
docs/TODO.md	256	5.4%	base docs / cited results
docs/TODO.md	256	95%	base docs / cited results
docs/TODO.md	256	1	base docs / cited results
docs/TODO.md	256	5	base docs / cited results
docs/TODO.md	256	2.6	base docs / cited results
docs/TODO.md	256	9.4	P1 formula
docs/TODO.md	256	3.1	base docs / cited results
docs/TODO.md	256	3.7	base docs / cited results
docs/TODO.md	262	3	base docs / cited results
docs/TODO.md	266	3%	base docs / cited results
docs/TODO.md	279	2	base docs / cited results
docs/TODO.md	280	3	base docs / cited results
docs/TODO.md	286	14336	base docs / cited results
docs/TODO.md	287	1	base docs / cited results
docs/TODO.md	287	4	base docs / cited results
docs/TODO.md	287	16	base docs / cited results
docs/TODO.md	287	64	base docs / cited results
docs/TODO.md	287	128	base docs / cited results
docs/TODO.md	287	512	base docs / cited results
docs/TODO.md	289	7	base docs / cited results
docs/TODO.md	289	9	base docs / cited results
docs/TODO.md	353	6	base docs / cited results
docs/TODO.md	425	6	base docs / cited results
docs/TODO.md	429	5	base docs / cited results
docs/TODO.md	429	5	base docs / cited results
docs/TODO.md	559	2	base docs / cited results
docs/TODO.md	601	5	base docs / cited results
docs/TODO.md	607	50	ROUND5_LEDGER (copied cells)
docs/TODO.md	607	400	ROUND5_LEDGER (copied cells)
docs/TODO.md	607	400	ROUND5_LEDGER (copied cells)
docs/TODO.md	607	35.21%	ROUND5_LEDGER (copied cells)
docs/TODO.md	610	400	ROUND5_LEDGER (copied cells)
docs/TODO.md	613	6	ROUND5_LEDGER (copied cells)
docs/TODO.md	618	3	base docs / cited results
docs/TODO.md	619	3	base docs / cited results
docs/TODO.md	620	7	base docs / cited results
docs/TODO.md	621	3	base docs / cited results
docs/TODO.md	622	3	base docs / cited results
docs/TODO.md	623	3	base docs / cited results
docs/TODO.md	624	4	base docs / cited results
docs/TODO.md	625	5	base docs / cited results
docs/TODO.md	626	1	base docs / cited results
docs/TODO.md	627	3	base docs / cited results
docs/TODO.md	628	5	base docs / cited results
docs/TODO.md	629	6	base docs / cited results
docs/TODO.md	630	2	base docs / cited results
docs/TODO.md	631	5	base docs / cited results
docs/TODO.md	632	7	base docs / cited results
docs/TODO.md	633	7	base docs / cited results
docs/TODO.md	634	5	base docs / cited results
docs/TODO.md	635	9	base docs / cited results
docs/TODO.md	636	3	base docs / cited results
docs/TODO.md	637	1	base docs / cited results
docs/TODO.md	638	4	base docs / cited results
docs/TODO.md	639	6	base docs / cited results
docs/TODO.md	640	6	base docs / cited results
docs/TODO.md	641	5	base docs / cited results
docs/TODO.md	642	5	base docs / cited results
docs/TODO.md	643	6	base docs / cited results
docs/TODO.md	644	3	base docs / cited results
docs/TODO.md	645	2	base docs / cited results
docs/TODO.md	646	1	base docs / cited results
docs/FINDINGS.md	2597	0	base docs / cited results
docs/FINDINGS.md	2597	4	base docs / cited results
docs/FINDINGS.md	2606	13.6%	P1 formula
docs/FINDINGS.md	2606	9.4%	P1 formula
docs/FINDINGS.md	2606	12.1%	P1 formula
docs/FINDINGS.md	2606	9.1%	P1 formula
docs/FINDINGS.md	2606	4	base docs / cited results
docs/FINDINGS.md	2606	128	base docs / cited results
docs/FINDINGS.md	2606	4	base docs / cited results
docs/FINDINGS.md	2606	128	base docs / cited results
docs/FINDINGS.md	2606	2.2	P1 formula
docs/FINDINGS.md	2606	2.5	P1 formula
docs/FINDINGS.md	2606	2.1	P1 formula
docs/FINDINGS.md	2606	2.9	P1 formula
docs/FINDINGS.md	2607	1.081	base docs / cited results
docs/FINDINGS.md	2607	1.113	base docs / cited results
docs/FINDINGS.md	2642	4	base docs / cited results
docs/FINDINGS.md	2645	1.40	base docs / cited results
docs/FINDINGS.md	2645	4.00	base docs / cited results
docs/FINDINGS.md	2652	1	base docs / cited results
docs/FINDINGS.md	2659	1024	base docs / cited results
docs/FINDINGS.md	2662	4090	base docs / cited results
docs/FINDINGS.md	2662	610.43	committed experiment evidence
docs/FINDINGS.md	2664	1024	base docs / cited results
docs/FINDINGS.md	2664	98.2949%	committed experiment evidence
docs/FINDINGS.md	2665	128	base docs / cited results
docs/FINDINGS.md	2665	128	base docs / cited results
docs/FINDINGS.md	2667	0	base docs / cited results
docs/FINDINGS.md	2667	40	base docs / cited results
docs/FINDINGS.md	2667	16	base docs / cited results
docs/FINDINGS.md	2668	3.54	base docs / cited results
docs/FINDINGS.md	2668	1.41	committed experiment evidence
