gate	model	seq	candidate	status	critical_path_hops	critical_path_same_worker_edges	critical_path_queue_edges	spine_length_ns	max_queue_ns	makespan_ns	cross_worker_edges
S2c-w	mha4	128	cost_model	11920	11920	362813.1907	362813.1907	4	0	0	508348.0517	736	0
S2c-w	mha4	128	trace	11920	11920	628736	628736	4	0	0	934548.5502	380	9378
S2c-w	real	128	cost_model	47936	47936	3727083.893	3727083.893	32	0	0	4588802.682	4640	0

gate	model	seq	chain_count	chain_interleaves	split_count	fill_overflows
S2c-c	gqa2	4	84	0	0	0
S2c-c	mha4	4	228	0	0	0
S2c-c	real	4	32	0	0	0
S2c-c	gqa2	128	36	0	0	0
S2c-c	mha4	128	4	0	0	736
S2c-c	real	128	32	0	0	4640

gate	model	seq	arm	n	rotate_median_ms	arm_median_ms	ratio	ci_lo	ci_hi	p_wilcoxon
S2c-d	gqa2	4	legacy_grid_stride	25	0.292864	0.445440	1.5210	1.5178	1.5252	1.293e-05
S2c-d	gqa2	4	rotate	25	0.292864	0.292864	1.0000	1.0000	1.0000	nan
S2c-d	gqa2	4	chain	25	0.292864	0.294016	1.0070	1.0035	1.0104	2.861e-05
S2c-d	mha4	4	legacy_grid_stride	25	0.579584	0.888832	1.5345	1.5303	1.5358	1.305e-05
S2c-d	mha4	4	rotate	25	0.579584	0.579584	1.0000	1.0000	1.0000	nan
S2c-d	mha4	4	chain	25	0.579584	0.585728	1.0114	1.0106	1.0124	1.298e-05
S2c-d	gqa2	128	legacy_grid_stride	25	0.456704	0.615424	1.3475	1.3470	1.3483	1.272e-05
S2c-d	gqa2	128	rotate	25	0.456704	0.456704	1.0000	1.0000	1.0000	nan
S2c-d	gqa2	128	chain	25	0.456704	0.519168	1.1368	1.1368	1.1388	1.263e-05
S2c-d	mha4	128	legacy_grid_stride	25	0.917440	1.225728	1.3374	1.3320	1.3531	1.307e-05
S2c-d	mha4	128	rotate	25	0.917440	0.917440	1.0000	1.0000	1.0000	nan
S2c-d	mha4	128	chain	25	0.917440	1.159264	1.2581	1.2558	1.2612	1.307e-05
S2c-d	real	4	legacy_grid_stride	25	4.757504	6.176992	1.2996	1.2978	1.3033	1.307e-05
S2c-d	real	4	rotate	25	4.757504	4.757504	1.0000	1.0000	1.0000	nan
S2c-d	real	4	chain	25	4.757504	4.867808	1.0235	1.0182	1.0292	3.115e-04
S2c-d	real	128	legacy_grid_stride	25	6.509568	7.769856	1.1932	1.1833	1.1939	1.307e-05
S2c-d	real	128	rotate	25	6.509568	6.509568	1.0000	1.0000	1.0000	nan
S2c-d	real	128	chain	25	6.509568	7.375552	1.1329	1.1226	1.1332	1.307e-05
S2c-d	ALL	ALL	legacy_grid_stride	100	-	-	1.4763	1.3517	1.5209	3.946e-18
S2c-d	ALL	ALL	rotate	100	-	-	1.0000	1.0000	1.0000	nan
S2c-d	ALL	ALL	chain	100	-	-	1.0757	1.0124	1.1368	8.433e-18
