model	split	fp32_partials	round	pass	mismatch	max_abs	partial_bytes	l05_ms	l1_ms	l2_ms
gqa2	4	0	2	0	1	0.0625	8388608	0.892928	0.813152	0.945088
gqa2	4	1	2	1	0	0.03125	16777216	0.983040	0.898112	1.029120
gqa2	8	0	2	1	0	0.0625	16777216	0.897024	1.019904	0.949504
gqa2	8	1	2	1	0	0.03125	33554432	1.009472	1.111936	1.047712
gqa2	16	0	2	0	3	0.09375	33554432	0.974848	1.509376	1.004544
gqa2	16	1	2	1	0	0.03125	67108864	1.133568	1.610752	1.152928
mha4	1	0	2	1	0	0.03125	0	1.027072	1.030912	1.128448
mha4	1	1	2	1	0	0.03125	0	1.017856	1.027168	1.141760
mha4	2	0	2	0	57	0.078125	9437184	2.141024	2.142208	2.262016
mha4	2	1	2	1	0	0.046875	18874368	2.300000	2.297664	2.429952
mha4	4	0	2	0	69	0.078125	18874368	1.783808	1.631296	1.908736
mha4	4	1	2	1	0	0.046875	37748736	1.969152	1.805152	2.081792
mha4	8	0	2	0	70	0.09375	37748736	1.795072	2.048000	1.920000
mha4	8	1	2	1	0	0.046875	75497472	2.077632	2.266208	2.162720
mha4	16	0	2	0	61	0.09375	75497472	2.011136	3.068928	2.079744
mha4	16	1	2	1	0	0.046875	150994944	2.364416	3.291232	2.418656
gqa2	1	0	2	1	0	0.03125	0	0.512000	0.514048	0.553984
gqa2	1	1	2	1	0	0.03125	0	0.506880	0.514784	0.559104
gqa2	2	1	3	1	0	0.03125	8388608	1.148960	1.145952	1.205248
gqa2	4	0	3	0	1	0.0625	8388608	0.893952	0.814016	0.945152
gqa2	4	1	3	1	0	0.03125	16777216	1.079296	0.992064	1.132544
gqa2	8	0	3	1	0	0.0625	16777216	0.972800	1.102880	1.022976
gqa2	8	1	3	1	0	0.03125	33554432	1.091584	1.202176	1.131520
gqa2	16	0	3	0	3	0.09375	33554432	1.057792	1.638400	1.094720
gqa2	16	1	3	1	0	0.03125	67108864	1.129376	1.606752	1.148864
mha4	1	0	3	1	0	0.03125	0	1.025920	1.031168	1.130208
mha4	1	1	3	1	0	0.03125	0	1.019904	1.028096	1.142784
mha4	2	0	3	0	57	0.078125	9437184	2.140160	2.142080	2.261792
mha4	2	1	3	1	0	0.046875	18874368	2.300928	2.296864	2.428928
mha4	4	0	3	0	69	0.078125	18874368	1.781760	1.631104	1.907712
mha4	4	1	3	1	0	0.046875	37748736	1.970176	1.805216	2.079744
mha4	8	0	3	0	70	0.09375	37748736	1.793024	2.044928	1.918976
mha4	8	1	3	1	0	0.046875	75497472	2.078720	2.271168	2.163712
mha4	16	0	3	0	61	0.09375	75497472	2.010112	3.066688	2.076672
mha4	16	1	3	1	0	0.046875	150994944	2.361152	3.293248	2.417664
gqa2	1	0	3	1	0	0.03125	0	0.511872	0.514912	0.553248
gqa2	1	1	3	1	0	0.03125	0	0.506880	0.514080	0.558944
gqa2	2	0	3	0	2	0.09375	4194304	1.072128	1.069152	1.117184
gqa2	4	0	4	0	1	0.0625	8388608	0.893920	0.814080	0.944960
gqa2	4	1	4	1	0	0.03125	16777216	1.080320	0.989376	1.132544
gqa2	8	0	4	1	0	0.0625	16777216	0.986112	1.119392	1.038176
gqa2	8	1	4	1	0	0.03125	33554432	1.111040	1.223584	1.153024
gqa2	16	0	4	0	3	0.09375	33554432	1.071104	1.660928	1.112064
gqa2	16	1	4	1	0	0.03125	67108864	1.144832	1.622080	1.160192
mha4	1	0	4	1	0	0.03125	0	1.034240	1.035360	1.137600
mha4	1	1	4	1	0	0.03125	0	1.025024	1.029248	1.152000
mha4	2	0	4	0	57	0.078125	9437184	2.351104	2.342912	2.307072
mha4	2	1	4	1	0	0.046875	18874368	2.297856	2.295872	2.428928
mha4	4	0	4	0	69	0.078125	18874368	1.782784	1.632256	1.907712
mha4	4	1	4	1	0	0.046875	37748736	1.970176	1.804384	2.080768
mha4	8	0	4	0	70	0.09375	37748736	1.795072	2.044736	1.919808
mha4	8	1	4	1	0	0.046875	75497472	2.081792	2.274176	2.171776
mha4	16	0	4	0	61	0.09375	75497472	2.010112	3.069024	2.079744
mha4	16	1	4	1	0	0.046875	150994944	2.362368	3.290112	2.417792
gqa2	1	0	4	1	0	0.03125	0	0.512000	0.515072	0.555008
gqa2	1	1	4	1	0	0.03125	0	0.506080	0.514080	0.558080
gqa2	2	0	4	0	2	0.09375	4194304	1.070080	1.069152	1.116960
gqa2	2	1	4	1	0	0.03125	8388608	1.149952	1.146880	1.205248
gqa2	4	1	5	1	0	0.03125	16777216	1.079296	0.989184	1.131648
gqa2	8	0	5	1	0	0.0625	16777216	0.985088	1.121440	1.038336
gqa2	8	1	5	1	0	0.03125	33554432	1.108992	1.219584	1.149952
gqa2	16	0	5	0	3	0.09375	33554432	1.069056	1.657920	1.109952
gqa2	16	1	5	1	0	0.03125	67108864	1.244256	1.768448	1.265664
mha4	1	0	5	1	0	0.03125	0	1.026048	1.032192	1.130496
mha4	1	1	5	1	0	0.03125	0	1.019680	1.027072	1.141760
mha4	2	0	5	0	57	0.078125	9437184	2.139136	2.141184	2.260992
mha4	2	1	5	1	0	0.046875	18874368	2.299904	2.296608	2.429952
mha4	4	0	5	0	69	0.078125	18874368	1.781760	1.632000	1.907712
mha4	4	1	5	1	0	0.046875	37748736	1.968128	1.803328	2.079744
mha4	8	0	5	0	70	0.09375	37748736	1.794048	2.045984	1.919776
mha4	8	1	5	1	0	0.046875	75497472	2.079744	2.272096	2.166784
mha4	16	0	5	0	61	0.09375	75497472	2.009088	3.066944	2.076896
mha4	16	1	5	1	0	0.046875	150994944	2.359296	3.291264	2.418784
gqa2	1	0	5	1	0	0.03125	0	0.512000	0.515072	0.555008
gqa2	1	1	5	1	0	0.03125	0	0.506880	0.514048	0.560128
gqa2	2	0	5	0	2	0.09375	4194304	1.069984	1.069088	1.117248
gqa2	2	1	5	1	0	0.03125	8388608	1.148800	1.146880	1.206272
gqa2	4	0	5	0	1	0.0625	8388608	0.892928	0.814080	0.944128
gqa2	8	0	6	1	0	0.0625	16777216	0.899072	1.021760	0.951296
gqa2	8	1	6	1	0	0.03125	33554432	1.009664	1.111040	1.049504
gqa2	16	0	6	0	3	0.09375	33554432	0.973792	1.510400	1.005696
gqa2	16	1	6	1	0	0.03125	67108864	1.140704	1.613888	1.157120
mha4	1	0	6	1	0	0.03125	0	1.026048	1.032256	1.130400
mha4	1	1	6	1	0	0.03125	0	1.019904	1.028160	1.143808
mha4	2	0	6	0	57	0.078125	9437184	2.348032	2.339008	2.253824
mha4	2	1	6	1	0	0.046875	18874368	2.300928	2.295808	2.430816
mha4	4	0	6	0	69	0.078125	18874368	1.783808	1.631360	1.908736
mha4	4	1	6	1	0	0.046875	37748736	1.969216	1.804192	2.082816
mha4	8	0	6	0	70	0.09375	37748736	1.792000	2.044928	1.918976
mha4	8	1	6	1	0	0.046875	75497472	2.073600	2.267200	2.163552
mha4	16	0	6	0	61	0.09375	75497472	2.009088	3.068992	2.078720
mha4	16	1	6	1	0	0.046875	150994944	2.360320	3.287040	2.419712
gqa2	1	0	6	1	0	0.03125	0	0.512096	0.515136	0.553984
gqa2	1	1	6	1	0	0.03125	0	0.507648	0.514112	0.557120
gqa2	2	0	6	0	2	0.09375	4194304	1.070080	1.069920	1.116160
gqa2	2	1	6	1	0	0.03125	8388608	1.148928	1.147904	1.205248
gqa2	4	0	6	0	1	0.0625	8388608	0.892832	0.814080	0.945152
gqa2	4	1	6	1	0	0.03125	16777216	0.984064	0.899072	1.030176
gqa2	8	1	7	1	0	0.03125	33554432	1.009824	1.112064	1.051520
gqa2	16	0	7	0	3	0.09375	33554432	1.073056	1.662976	1.113088
gqa2	16	1	7	1	0	0.03125	67108864	1.249280	1.769472	1.273856
mha4	1	0	7	1	0	0.03125	0	1.127424	1.134592	1.242112
mha4	1	1	7	1	0	0.03125	0	1.120256	1.128448	1.255424
mha4	2	0	7	0	57	0.078125	9437184	2.350080	2.340864	2.254848
mha4	2	1	7	1	0	0.046875	18874368	2.300736	2.296928	2.429728
mha4	4	0	7	0	69	0.078125	18874368	1.784864	1.632128	1.909760
mha4	4	1	7	1	0	0.046875	37748736	1.970176	1.805312	2.080576
mha4	8	0	7	0	70	0.09375	37748736	1.793312	2.045056	1.917952
mha4	8	1	7	1	0	0.046875	75497472	2.075648	2.267200	2.162688
mha4	16	0	7	0	61	0.09375	75497472	2.011136	3.068832	2.078528
mha4	16	1	7	1	0	0.046875	150994944	2.364416	3.289088	2.422784
gqa2	1	0	7	1	0	0.03125	0	0.513024	0.516064	0.553728
gqa2	1	1	7	1	0	0.03125	0	0.507904	0.514080	0.558080
gqa2	2	0	7	0	2	0.09375	4194304	1.069888	1.071104	1.119008
gqa2	2	1	7	1	0	0.03125	8388608	1.149952	1.147680	1.205248
gqa2	4	0	7	0	1	0.0625	8388608	0.892992	0.814080	0.945152
gqa2	4	1	7	1	0	0.03125	16777216	0.982016	0.899072	1.029120
gqa2	8	0	7	1	0	0.0625	16777216	0.899072	1.020832	0.950272
gqa2	16	0	8	0	3	0.09375	33554432	0.974720	1.510208	1.004544
gqa2	16	1	8	1	0	0.03125	67108864	1.133568	1.608800	1.152256
mha4	1	0	8	1	0	0.03125	0	1.025024	1.031232	1.129216
mha4	1	1	8	1	0	0.03125	0	1.019904	1.028064	1.142784
mha4	2	0	8	0	57	0.078125	9437184	2.141120	2.140288	2.260928
mha4	2	1	8	1	0	0.046875	18874368	2.298880	2.296608	2.430976
mha4	4	0	8	0	69	0.078125	18874368	1.784960	1.632256	1.907712
mha4	4	1	8	1	0	0.046875	37748736	1.968064	1.805312	2.081792
mha4	8	0	8	0	70	0.09375	37748736	1.796064	2.044928	1.920000
mha4	8	1	8	1	0	0.046875	75497472	2.075648	2.269184	2.162688
mha4	16	0	8	0	61	0.09375	75497472	2.010112	3.068992	2.078720
mha4	16	1	8	1	0	0.046875	150994944	2.365440	3.291136	2.419712
gqa2	1	0	8	1	0	0.03125	0	0.510976	0.514976	0.552960
gqa2	1	1	8	1	0	0.03125	0	0.506880	0.515072	0.558080
gqa2	2	0	8	0	2	0.09375	4194304	1.069024	1.069088	1.116192
gqa2	2	1	8	1	0	0.03125	8388608	1.149952	1.146784	1.205248
gqa2	4	0	8	0	1	0.0625	8388608	0.980992	0.895136	1.033216
gqa2	4	1	8	1	0	0.03125	16777216	1.079296	0.989376	1.133632
gqa2	8	0	8	1	0	0.0625	16777216	0.988000	1.122496	1.038336
gqa2	8	1	8	1	0	0.03125	33554432	1.108992	1.218720	1.147904
gqa2	16	1	9	1	0	0.03125	67108864	1.249280	1.768608	1.253376
mha4	1	0	9	1	0	0.03125	0	1.108992	1.126400	1.217536
mha4	1	1	9	1	0	0.03125	0	1.030208	1.032192	1.156096
mha4	2	0	9	0	57	0.078125	9437184	2.163712	2.152448	2.262912
mha4	2	1	9	1	0	0.046875	18874368	2.300928	2.296800	2.427904
mha4	4	0	9	0	69	0.078125	18874368	1.782016	1.633280	1.907872
mha4	4	1	9	1	0	0.046875	37748736	1.970176	1.804288	2.080768
mha4	8	0	9	0	70	0.09375	37748736	1.794240	2.046976	1.918976
mha4	8	1	9	1	0	0.046875	75497472	2.077696	2.270272	2.164736
mha4	16	0	9	0	61	0.09375	75497472	2.010080	3.066944	2.076672
mha4	16	1	9	1	0	0.046875	150994944	2.357248	3.286016	2.420672
gqa2	1	0	9	1	0	0.03125	0	0.512864	0.515072	0.552960
gqa2	1	1	9	1	0	0.03125	0	0.508928	0.514944	0.559104
gqa2	2	0	9	0	2	0.09375	4194304	1.070080	1.070080	1.116160
gqa2	2	1	9	1	0	0.03125	8388608	1.148928	1.147904	1.205248
gqa2	4	0	9	0	1	0.0625	8388608	0.980800	0.891904	1.035264
gqa2	4	1	9	1	0	0.03125	16777216	1.080320	0.991232	1.133568
gqa2	8	0	9	1	0	0.0625	16777216	0.987136	1.121088	1.039200
gqa2	8	1	9	1	0	0.03125	33554432	1.108992	1.218720	1.148928
gqa2	16	0	9	0	3	0.09375	33554432	1.072128	1.662976	1.113088
mha4	1	0	10	1	0	0.03125	0	1.127360	1.135552	1.195008
mha4	1	1	10	1	0	0.03125	0	1.077248	1.080320	1.205248
mha4	2	0	10	0	57	0.078125	9437184	2.263040	2.262176	2.263040
mha4	2	1	10	1	0	0.046875	18874368	2.300832	2.296832	2.429952
mha4	4	0	10	0	69	0.078125	18874368	1.783808	1.632256	1.908608
mha4	4	1	10	1	0	0.046875	37748736	1.970176	1.807392	2.083712
mha4	8	0	10	0	70	0.09375	37748736	1.796096	2.047040	1.919872
mha4	8	1	10	1	0	0.046875	75497472	2.077600	2.269248	2.162688
mha4	16	0	10	0	61	0.09375	75497472	2.009088	3.069952	2.079744
mha4	16	1	10	1	0	0.046875	150994944	2.367488	3.296256	2.426880
gqa2	1	0	10	1	0	0.03125	0	0.512000	0.515136	0.553728
gqa2	1	1	10	1	0	0.03125	0	0.506080	0.514048	0.557056
gqa2	2	0	10	0	2	0.09375	4194304	1.070080	1.069984	1.117184
gqa2	2	1	10	1	0	0.03125	8388608	1.148928	1.146944	1.323008
gqa2	4	0	10	0	1	0.0625	8388608	0.979072	0.893952	1.033216
gqa2	4	1	10	1	0	0.03125	16777216	1.082368	0.991392	1.134592
gqa2	8	0	10	1	0	0.0625	16777216	0.986112	1.123328	1.039360
gqa2	8	1	10	1	0	0.03125	33554432	1.105952	1.218560	1.147904
gqa2	16	0	10	0	3	0.09375	33554432	1.068032	1.656832	1.106944
gqa2	16	1	10	1	0	0.03125	67108864	1.149952	1.630016	1.167360
mha4	1	1	11	1	0	0.03125	0	1.030144	1.032192	1.156096
mha4	2	0	11	0	57	0.078125	9437184	2.141184	2.143072	2.262976
mha4	2	1	11	1	0	0.046875	18874368	2.300928	2.295872	2.430976
mha4	4	0	11	0	69	0.078125	18874368	1.783584	1.632064	1.906688
mha4	4	1	11	1	0	0.046875	37748736	1.966080	1.803328	2.080768
mha4	8	0	11	0	70	0.09375	37748736	1.796096	2.045024	1.918976
mha4	8	1	11	1	0	0.046875	75497472	2.073600	2.269184	2.165760
mha4	16	0	11	0	61	0.09375	75497472	2.008928	3.067904	2.077696
mha4	16	1	11	1	0	0.046875	150994944	2.367488	3.290112	2.425856
gqa2	1	0	11	1	0	0.03125	0	0.512096	0.515072	0.552960
gqa2	1	1	11	1	0	0.03125	0	0.506688	0.514048	0.558080
gqa2	2	0	11	0	2	0.09375	4194304	1.070112	1.069952	1.116160
gqa2	2	1	11	1	0	0.03125	8388608	1.148928	1.147904	1.205248
gqa2	4	0	11	0	1	0.0625	8388608	0.893952	0.814112	0.945152
gqa2	4	1	11	1	0	0.03125	16777216	0.983040	0.900128	1.030144
gqa2	8	0	11	1	0	0.0625	16777216	0.898048	1.019904	0.949248
gqa2	8	1	11	1	0	0.03125	33554432	1.110912	1.224704	1.152000
gqa2	16	0	11	0	3	0.09375	33554432	1.072320	1.659904	1.112064
gqa2	16	1	11	1	0	0.03125	67108864	1.247232	1.769472	1.267712
mha4	1	0	11	1	0	0.03125	0	1.130496	1.136864	1.225536
mha4	2	0	12	0	57	0.078125	9437184	2.317312	2.319552	2.255872
mha4	2	1	12	1	0	0.046875	18874368	2.299904	2.296832	2.428928
mha4	4	0	12	0	69	0.078125	18874368	1.782784	1.632128	1.907552
mha4	4	1	12	1	0	0.046875	37748736	1.968128	1.806336	2.080992
mha4	8	0	12	0	70	0.09375	37748736	1.793024	2.045952	1.920000
mha4	8	1	12	1	0	0.046875	75497472	2.075648	2.266944	2.163712
mha4	16	0	12	0	61	0.09375	75497472	2.009024	3.067968	2.077696
mha4	16	1	12	1	0	0.046875	150994944	2.361344	3.287072	2.416640
gqa2	1	0	12	1	0	0.03125	0	0.512224	0.514112	0.552960
gqa2	1	1	12	1	0	0.03125	0	0.507904	0.514112	0.559104
gqa2	2	0	12	0	2	0.09375	4194304	1.070080	1.069152	1.116160
gqa2	2	1	12	1	0	0.03125	8388608	1.149856	1.147008	1.204224
gqa2	4	0	12	0	1	0.0625	8388608	0.978944	0.894144	1.033088
gqa2	4	1	12	1	0	0.03125	16777216	1.079136	0.988160	1.132512
gqa2	8	0	12	1	0	0.0625	16777216	0.942944	1.070048	0.994304
gqa2	8	1	12	1	0	0.03125	33554432	1.059840	1.167392	1.100864
gqa2	16	0	12	0	3	0.09375	33554432	1.022848	1.581184	1.057792
gqa2	16	1	12	1	0	0.03125	67108864	1.133568	1.608704	1.152000
mha4	1	0	12	1	0	0.03125	0	1.026048	1.033152	1.130496
mha4	1	1	12	1	0	0.03125	0	1.018880	1.028160	1.142784
mha4	2	1	13	1	0	0.046875	18874368	2.528128	2.523360	2.436096
mha4	4	0	13	0	69	0.078125	18874368	1.784832	1.632256	1.908544
mha4	4	1	13	1	0	0.046875	37748736	1.969152	1.804288	2.081792
mha4	8	0	13	0	70	0.09375	37748736	1.794048	2.044032	1.918976
mha4	8	1	13	1	0	0.046875	75497472	2.081792	2.272352	2.167808
mha4	16	0	13	0	61	0.09375	75497472	2.010336	3.067968	2.079520
mha4	16	1	13	1	0	0.046875	150994944	2.362368	3.290976	2.418688
gqa2	1	0	13	1	0	0.03125	0	0.513024	0.516032	0.553984
gqa2	1	1	13	1	0	0.03125	0	0.506880	0.514080	0.559104
gqa2	2	0	13	0	2	0.09375	4194304	1.070080	1.069888	1.116160
gqa2	2	1	13	1	0	0.03125	8388608	1.147904	1.146880	1.204224
gqa2	4	0	13	0	1	0.0625	8388608	0.979744	0.894144	1.034240
gqa2	4	1	13	1	0	0.03125	16777216	1.079456	0.991008	1.133568
gqa2	8	0	13	1	0	0.0625	16777216	0.965632	1.095680	1.014784
gqa2	8	1	13	1	0	0.03125	33554432	1.084416	1.191072	1.122304
gqa2	16	0	13	0	3	0.09375	33554432	1.049600	1.625088	1.088512
gqa2	16	1	13	1	0	0.03125	67108864	1.138656	1.615776	1.156096
mha4	1	0	13	1	0	0.03125	0	1.027168	1.031136	1.129344
mha4	1	1	13	1	0	0.03125	0	1.018688	1.028160	1.144832
mha4	2	0	13	0	57	0.078125	9437184	2.140160	2.142336	2.260992
mha4	4	0	14	0	69	0.078125	18874368	1.784736	1.632256	1.907712
mha4	4	1	14	1	0	0.046875	37748736	1.969152	1.807360	2.080768
mha4	8	0	14	0	70	0.09375	37748736	1.793024	2.046048	1.920000
mha4	8	1	14	1	0	0.046875	75497472	2.077920	2.270208	2.164576
mha4	16	0	14	0	61	0.09375	75497472	2.007840	3.067712	2.077696
mha4	16	1	14	1	0	0.046875	150994944	2.362368	3.290208	2.422016
gqa2	1	0	14	1	0	0.03125	0	0.512000	0.515072	0.554816
gqa2	1	1	14	1	0	0.03125	0	0.506976	0.514112	0.558080
gqa2	2	0	14	0	2	0.09375	4194304	1.069920	1.069056	1.116160
gqa2	2	1	14	1	0	0.03125	8388608	1.148992	1.147776	1.205248
gqa2	4	0	14	0	1	0.0625	8388608	0.892928	0.814048	0.946176
gqa2	4	1	14	1	0	0.03125	16777216	0.983040	0.899072	1.029120
gqa2	8	0	14	1	0	0.0625	16777216	0.899872	1.019904	0.952320
gqa2	8	1	14	1	0	0.03125	33554432	1.107968	1.217472	1.148928
gqa2	16	0	14	0	3	0.09375	33554432	1.071104	1.658080	1.112064
gqa2	16	1	14	1	0	0.03125	67108864	1.244256	1.766496	1.270784
mha4	1	0	14	1	0	0.03125	0	1.028096	1.032288	1.128448
mha4	1	1	14	1	0	0.03125	0	1.018912	1.028192	1.142720
mha4	2	0	14	0	57	0.078125	9437184	2.143232	2.143072	2.263040
mha4	2	1	14	1	0	0.046875	18874368	2.298880	2.297856	2.430976
mha4	4	1	15	1	0	0.046875	37748736	1.970048	1.806368	2.081568
mha4	8	0	15	0	70	0.09375	37748736	1.796000	2.045056	1.920000
mha4	8	1	15	1	0	0.046875	75497472	2.078720	2.271232	2.165760
mha4	16	0	15	0	61	0.09375	75497472	2.010016	3.070816	2.080704
mha4	16	1	15	1	0	0.046875	150994944	2.361344	3.292160	2.418688
gqa2	1	0	15	1	0	0.03125	0	0.511712	0.514144	0.552960
gqa2	1	1	15	1	0	0.03125	0	0.506880	0.514080	0.559104
gqa2	2	0	15	0	2	0.09375	4194304	1.070080	1.069056	1.117184
gqa2	2	1	15	1	0	0.03125	8388608	1.149792	1.146944	1.206048
gqa2	4	0	15	0	1	0.0625	8388608	0.979968	0.894976	1.034240
gqa2	4	1	15	1	0	0.03125	16777216	1.081120	0.991392	1.133568
gqa2	8	0	15	1	0	0.0625	16777216	0.986912	1.121280	1.038240
gqa2	8	1	15	1	0	0.03125	33554432	1.108896	1.214688	1.148928
gqa2	16	0	15	0	3	0.09375	33554432	1.071104	1.661952	1.112992
gqa2	16	1	15	1	0	0.03125	67108864	1.138688	1.615936	1.158144
mha4	1	0	15	1	0	0.03125	0	1.027072	1.031232	1.128448
mha4	1	1	15	1	0	0.03125	0	1.018976	1.028192	1.144832
mha4	2	0	15	0	57	0.078125	9437184	2.142208	2.142240	2.262016
mha4	2	1	15	1	0	0.046875	18874368	2.298848	2.295808	2.428704
mha4	4	0	15	0	69	0.078125	18874368	1.783648	1.632320	1.908736
mha4	8	0	16	0	70	0.09375	37748736	1.793024	2.045952	1.918976
mha4	8	1	16	1	0	0.046875	75497472	2.074624	2.269184	2.163552
mha4	16	0	16	0	61	0.09375	75497472	2.009088	3.067008	2.077472
mha4	16	1	16	1	0	0.046875	150994944	2.360320	3.291200	2.419712
gqa2	1	0	16	1	0	0.03125	0	0.512224	0.514848	0.552960
gqa2	1	1	16	1	0	0.03125	0	0.506880	0.514144	0.558080
gqa2	2	0	16	0	2	0.09375	4194304	1.070912	1.070016	1.116160
gqa2	2	1	16	1	0	0.03125	8388608	1.149952	1.146976	1.205248
gqa2	4	0	16	0	1	0.0625	8388608	0.893952	0.814080	0.944928
gqa2	4	1	16	1	0	0.03125	16777216	0.984000	0.899008	1.030144
gqa2	8	0	16	1	0	0.0625	16777216	0.899072	1.020000	0.950272
gqa2	8	1	16	1	0	0.03125	33554432	1.105920	1.219584	1.147904
gqa2	16	0	16	0	3	0.09375	33554432	1.070080	1.659904	1.111040
gqa2	16	1	16	1	0	0.03125	67108864	1.247232	1.769632	1.257472
mha4	1	0	16	1	0	0.03125	0	1.113088	1.127360	1.223680
mha4	1	1	16	1	0	0.03125	0	1.081344	1.084416	1.210368
mha4	2	0	16	0	57	0.078125	9437184	2.247680	2.244608	2.261984
mha4	2	1	16	1	0	0.046875	18874368	2.300096	2.296736	2.428896
mha4	4	0	16	0	69	0.078125	18874368	1.783808	1.632320	1.908736
mha4	4	1	16	1	0	0.046875	37748736	1.969152	1.804384	2.080768
mha4	8	1	17	1	0	0.046875	75497472	2.075648	2.270176	2.160640
mha4	16	0	17	0	61	0.09375	75497472	2.007936	3.067904	2.077696
mha4	16	1	17	1	0	0.046875	150994944	2.359296	3.290048	2.418688
gqa2	1	0	17	1	0	0.03125	0	0.512000	0.514176	0.553728
gqa2	1	1	17	1	0	0.03125	0	0.507008	0.515040	0.557088
gqa2	2	0	17	0	2	0.09375	4194304	1.070080	1.069920	1.117184
gqa2	2	1	17	1	0	0.03125	8388608	1.150848	1.148032	1.205344
gqa2	4	0	17	0	1	0.0625	8388608	0.980992	0.893952	1.033312
gqa2	4	1	17	1	0	0.03125	16777216	1.081280	0.991392	1.130592
gqa2	8	0	17	1	0	0.0625	16777216	0.986112	1.123168	1.039360
gqa2	8	1	17	1	0	0.03125	33554432	1.108992	1.219584	1.149728
gqa2	16	0	17	0	3	0.09375	33554432	1.072128	1.659904	1.111040
gqa2	16	1	17	1	0	0.03125	67108864	1.229824	1.745088	1.252224
mha4	1	0	17	1	0	0.03125	0	1.110976	1.125376	1.219360
mha4	1	1	17	1	0	0.03125	0	1.101824	1.118368	1.233824
mha4	2	0	17	0	57	0.078125	9437184	2.349056	2.339840	2.470912
mha4	2	1	17	1	0	0.046875	18874368	2.299904	2.296832	2.429792
mha4	4	0	17	0	69	0.078125	18874368	1.783808	1.631360	1.908736
mha4	4	1	17	1	0	0.046875	37748736	1.970272	1.805408	2.079744
mha4	8	0	17	0	70	0.09375	37748736	1.795040	2.046976	1.918976
mha4	16	0	18	0	61	0.09375	75497472	2.008064	3.068000	2.077696
mha4	16	1	18	1	0	0.046875	150994944	2.364640	3.290016	2.421760
gqa2	1	0	18	1	0	0.03125	0	0.513024	0.515008	0.552992
gqa2	1	1	18	1	0	0.03125	0	0.506880	0.514112	0.559104
