stage	tasks	first_ready_ns	first_start_ns	last_end_ns	run_total_ns	wait_total_ns	name	category	external_bytes	streaming_ns	wall_span_ns	space_excess_ns
45	64	1790328442213851136	1790328442213851136	1790328442213877760	438272	1265664	l0.s31.norm	norm	4096.0	4.172851731651407	26624	26619.82714826835
46	512	1790328442213861376	1790328442213861376	1790328442213914624	10769408	11588608	l0.s32.proj	proj	8388608.0	8546.00034642208	53248	44701.99965357792
47	256	1790328442213893120	1790328442213894144	1790328442213919744	903168	623616	l0.s32.proj.combine	combine	0.0	0.0	26624	26624.0
48	128	1790328442213861376	1790328442213861376	1790328442213907456	2573312	3179520	l0.s33.proj	proj	2097152.0	2136.50008660552	46080	43943.49991339448
49	64	1790328442213897216	1790328442213898240	1790328442213913600	216064	197632	l0.s33.proj.combine	combine	0.0	0.0	16384	16384.0
50	128	1790328442213880832	1790328442213880832	1790328442213913600	2061312	151552	l0.s34.proj	proj	2097152.0	2136.50008660552	32768	30631.49991339448
51	64	1790328442213906432	1790328442213906432	1790328442213919744	194560	137216	l0.s34.proj.combine	combine	0.0	0.0	13312	13312.0
52	2048	1790328442213920768	1790328442213920768	1790328442213956608	1753088	646144	l0.s35.rope	rope	64.0	0.06520080830705323	35840	35839.934799191695
53	512	1790328442213913600	1790328442213913600	1790328442213928960	433152	696320	l0.s36.rope	rope	64.0	0.06520080830705323	15360	15359.934799191693
54	512	1790328442213919744	1790328442213919744	1790328442213936128	380928	392192	l0.s37.append	append	65536.0	66.7656277064225	16384	16317.234372293577
55	512	1790328442213919744	1790328442213920768	1790328442213939200	409600	3596288	l0.s38.append	append	65536.0	66.7656277064225	19456	19389.234372293577
56	2048	1790328442213940224	1790328442213940224	1790328442213985280	10724352	3168256	l0.s39.attn	attn	6144.0	6.25927759747711	45056	45049.74072240252
57	512	1790328442213986304	1790328442213986304	1790328442214018048	11912192	6252544	l0.s40.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
58	256	1790328442214007808	1790328442214007808	1790328442214027264	1000448	1254400	l0.s40.proj.combine	combine	0.0	0.0	19456	19456.0
59	64	1790328442214025216	1790328442214025216	1790328442214040576	371712	499712	l0.s41.norm	norm	4096.0	4.172851731651407	15360	15355.827148268349
60	2048	1790328442214041600	1790328442214041600	1790328442214227968	54226944	12108800	l0.s42.proj	proj	33554432.0	34184.00138568832	186368	152183.99861431168
61	1024	1790328442214194176	1790328442214194176	1790328442214311936	3987456	1367040	l0.s42.proj.combine	combine	0.0	0.0	117760	117760.0
62	2048	1790328442214120448	1790328442214120448	1790328442214296576	32192512	318464	l0.s43.proj	proj	33554432.0	34184.00138568832	176128	141943.99861431168
63	1024	1790328442214212608	1790328442214212608	1790328442214325248	3582976	4617216	l0.s43.proj.combine	combine	0.0	0.0	112640	112640.0
64	64	1790328442214320128	1790328442214320128	1790328442214352896	1344512	3717120	l0.s44.act	act	0.0	0.0	32768	32768.0
65	512	1790328442214345728	1790328442214345728	1790328442214468608	40719360	30500864	l0.s45.proj	proj	33554432.0	34184.00138568832	122880	88695.99861431168
66	256	1790328442214410240	1790328442214410240	1790328442214476800	1388544	5963776	l0.s45.proj.combine	combine	0.0	0.0	66560	66560.0
67	64	1790328442214465536	1790328442214465536	1790328442214493184	412672	1433600	l0.s46.norm	norm	4096.0	4.172851731651407	27648	27643.82714826835
68	512	1790328442214475776	1790328442214475776	1790328442214529024	10791936	12174336	l0.s47.proj	proj	8388608.0	8546.00034642208	53248	44701.99965357792
69	256	1790328442214507520	1790328442214508544	1790328442214534144	822272	607232	l0.s47.proj.combine	combine	0.0	0.0	26624	26624.0
70	128	1790328442214475776	1790328442214475776	1790328442214522880	2550784	3341312	l0.s48.proj	proj	2097152.0	2136.50008660552	47104	44967.49991339448
71	64	1790328442214512640	1790328442214513664	1790328442214529024	222208	194560	l0.s48.proj.combine	combine	0.0	0.0	16384	16384.0
72	128	1790328442214495232	1790328442214495232	1790328442214529024	2044928	141312	l0.s49.proj	proj	2097152.0	2136.50008660552	33792	31655.49991339448
73	64	1790328442214520832	1790328442214521856	1790328442214534144	186368	135168	l0.s49.proj.combine	combine	0.0	0.0	13312	13312.0
74	2048	1790328442214535168	1790328442214535168	1790328442214573056	1850368	654336	l0.s50.rope	rope	64.0	0.06520080830705323	37888	37887.934799191695
75	512	1790328442214529024	1790328442214529024	1790328442214542336	441344	775168	l0.s51.rope	rope	64.0	0.06520080830705323	13312	13311.934799191693
76	512	1790328442214535168	1790328442214535168	1790328442214549504	366592	400384	l0.s52.append	append	65536.0	66.7656277064225	14336	14269.234372293577
77	512	1790328442214534144	1790328442214534144	1790328442214552576	450560	3510272	l0.s53.append	append	65536.0	66.7656277064225	18432	18365.234372293577
78	2048	1790328442214553600	1790328442214553600	1790328442214599680	10629120	2923520	l0.s54.attn	attn	6144.0	6.25927759747711	46080	46073.74072240252
79	512	1790328442214599680	1790328442214599680	1790328442214833152	114819072	6133760	l0.s55.proj	proj	8388608.0	8546.00034642208	233472	224925.99965357792
80	256	1790328442214822912	1790328442214822912	1790328442214841344	1145856	1270784	l0.s55.proj.combine	combine	0.0	0.0	18432	18432.0
81	64	1790328442214841344	1790328442214841344	1790328442214857728	434176	442368	l0.s56.norm	norm	4096.0	4.172851731651407	16384	16379.827148268349
82	2048	1790328442214854656	1790328442214854656	1790328442215041024	52736000	11376640	l0.s57.proj	proj	33554432.0	34184.00138568832	186368	152183.99861431168
83	1024	1790328442215010304	1790328442215010304	1790328442215122944	3868672	1266688	l0.s57.proj.combine	combine	0.0	0.0	112640	112640.0
84	2048	1790328442214931456	1790328442214931456	1790328442215107584	34137088	363520	l0.s58.proj	proj	33554432.0	34184.00138568832	176128	141943.99861431168
85	1024	1790328442215029760	1790328442215029760	1790328442215137280	3762176	3980288	l0.s58.proj.combine	combine	0.0	0.0	107520	107520.0
86	64	1790328442215130112	1790328442215130112	1790328442215164928	1362944	3436544	l0.s59.act	act	0.0	0.0	34816	34816.0
87	512	1790328442215156736	1790328442215156736	1790328442215280640	40164352	29261824	l0.s60.proj	proj	33554432.0	34184.00138568832	123904	89719.99861431168
88	256	1790328442215220224	1790328442215220224	1790328442215286784	1378304	6321152	l0.s60.proj.combine	combine	0.0	0.0	66560	66560.0
89	64	1790328442215277568	1790328442215277568	1790328442215305216	434176	1430528	l0.s61.norm	norm	4096.0	4.172851731651407	27648	27643.82714826835
90	512	1790328442215287808	1790328442215287808	1790328442215341056	10863616	12632064	l0.s62.proj	proj	8388608.0	8546.00034642208	53248	44701.99965357792
91	256	1790328442215320576	1790328442215321600	1790328442215347200	837632	621568	l0.s62.proj.combine	combine	0.0	0.0	26624	26624.0
92	128	1790328442215287808	1790328442215287808	1790328442215334912	2552832	3395584	l0.s63.proj	proj	2097152.0	2136.50008660552	47104	44967.49991339448
93	64	1790328442215323648	1790328442215323648	1790328442215340032	209920	208896	l0.s63.proj.combine	combine	0.0	0.0	16384	16384.0
94	128	1790328442215307264	1790328442215307264	1790328442215341056	2036736	143360	l0.s64.proj	proj	2097152.0	2136.50008660552	33792	31655.49991339448
95	64	1790328442215331840	1790328442215332864	1790328442215346176	205824	149504	l0.s64.proj.combine	combine	0.0	0.0	14336	14336.0
96	2048	1790328442215347200	1790328442215347200	1790328442215383040	1775616	671744	l0.s65.rope	rope	64.0	0.06520080830705323	35840	35839.934799191695
97	512	1790328442215340032	1790328442215340032	1790328442215355392	473088	688128	l0.s66.rope	rope	64.0	0.06520080830705323	15360	15359.934799191693
98	512	1790328442215346176	1790328442215346176	1790328442215361536	348160	422912	l0.s67.append	append	65536.0	66.7656277064225	15360	15293.234372293577
99	512	1790328442215347200	1790328442215347200	1790328442215364608	436224	3698688	l0.s68.append	append	65536.0	66.7656277064225	17408	17341.234372293577
100	2048	1790328442215365632	1790328442215365632	1790328442215409664	10616832	2855936	l0.s69.attn	attn	6144.0	6.25927759747711	44032	44025.74072240252
101	512	1790328442215410688	1790328442215410688	1790328442215442432	11975680	5665792	l0.s70.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
102	256	1790328442215433216	1790328442215433216	1790328442215451648	1028096	1218560	l0.s70.proj.combine	combine	0.0	0.0	18432	18432.0
103	64	1790328442215449600	1790328442215449600	1790328442215463936	479232	388096	l0.s71.norm	norm	4096.0	4.172851731651407	14336	14331.827148268349
104	2048	1790328442215461888	1790328442215461888	1790328442215651328	53756928	10806272	l0.s72.proj	proj	33554432.0	34184.00138568832	189440	155255.99861431168
105	1024	1790328442215612416	1790328442215612416	1790328442215733248	4116480	1205248	l0.s72.proj.combine	combine	0.0	0.0	120832	120832.0
106	2048	1790328442215539712	1790328442215539712	1790328442215716864	31054848	333824	l0.s73.proj	proj	33554432.0	34184.00138568832	177152	142967.99861431168
107	1024	1790328442215631872	1790328442215631872	1790328442215746560	3586048	4927488	l0.s73.proj.combine	combine	0.0	0.0	114688	114688.0
108	64	1790328442215740416	1790328442215740416	1790328442215772160	1352704	3801088	l0.s74.act	act	0.0	0.0	31744	31744.0
109	512	1790328442215767040	1790328442215767040	1790328442215887872	41392128	30350336	l0.s75.proj	proj	33554432.0	34184.00138568832	120832	86647.99861431168
110	256	1790328442215830528	1790328442215830528	1790328442215895040	1389568	5712896	l0.s75.proj.combine	combine	0.0	0.0	64512	64512.0
111	64	1790328442215883776	1790328442215883776	1790328442215911424	388096	1299456	l0.s76.norm	norm	4096.0	4.172851731651407	27648	27643.82714826835
112	512	1790328442215892992	1790328442215892992	1790328442215946240	10804224	11048960	l0.s77.proj	proj	8388608.0	8546.00034642208	53248	44701.99965357792
113	256	1790328442215922688	1790328442215923712	1790328442215951360	846848	643072	l0.s77.proj.combine	combine	0.0	0.0	28672	28672.0
114	128	1790328442215892992	1790328442215892992	1790328442215941120	2575360	3028992	l0.s78.proj	proj	2097152.0	2136.50008660552	48128	45991.49991339448
115	64	1790328442215930880	1790328442215930880	1790328442215947264	214016	189440	l0.s78.proj.combine	combine	0.0	0.0	16384	16384.0
116	128	1790328442215912448	1790328442215912448	1790328442215946240	2071552	145408	l0.s79.proj	proj	2097152.0	2136.50008660552	33792	31655.49991339448
117	64	1790328442215938048	1790328442215938048	1790328442215951360	183296	117760	l0.s79.proj.combine	combine	0.0	0.0	13312	13312.0
118	2048	1790328442215952384	1790328442215952384	1790328442215990272	1829888	695296	l0.s80.rope	rope	64.0	0.06520080830705323	37888	37887.934799191695
119	512	1790328442215947264	1790328442215947264	1790328442215960576	453632	872448	l0.s81.rope	rope	64.0	0.06520080830705323	13312	13311.934799191693
120	512	1790328442215953408	1790328442215953408	1790328442215967744	313344	429056	l0.s82.append	append	65536.0	66.7656277064225	14336	14269.234372293577
121	512	1790328442215952384	1790328442215952384	1790328442215970816	428032	3477504	l0.s83.append	append	65536.0	66.7656277064225	18432	18365.234372293577
122	2048	1790328442215971840	1790328442215971840	1790328442216017920	10443776	3095552	l0.s84.attn	attn	6144.0	6.25927759747711	46080	46073.74072240252
123	512	1790328442216018944	1790328442216018944	1790328442216050688	12135424	6790144	l0.s85.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
124	256	1790328442216041472	1790328442216042496	1790328442216057856	1032192	1162240	l0.s85.proj.combine	combine	0.0	0.0	16384	16384.0
125	64	1790328442216055808	1790328442216056832	1790328442216070144	424960	305152	l0.s86.norm	norm	4096.0	4.172851731651407	14336	14331.827148268349
126	2048	1790328442216068096	1790328442216068096	1790328442216256512	53924864	9555968	l0.s87.proj	proj	33554432.0	34184.00138568832	188416	154231.99861431168
127	1024	1790328442216220672	1790328442216220672	1790328442216337408	3846144	1233920	l0.s87.proj.combine	combine	0.0	0.0	116736	116736.0
128	2048	1790328442216146944	1790328442216146944	1790328442216323072	31992832	296960	l0.s88.proj	proj	33554432.0	34184.00138568832	176128	141943.99861431168
129	1024	1790328442216238080	1790328442216238080	1790328442216350720	3946496	4406272	l0.s88.proj.combine	combine	0.0	0.0	112640	112640.0
130	64	1790328442216344576	1790328442216344576	1790328442216377344	1384448	3596288	l0.s89.act	act	0.0	0.0	32768	32768.0
131	512	1790328442216370176	1790328442216370176	1790328442216496128	40385536	29667328	l0.s90.proj	proj	33554432.0	34184.00138568832	125952	91767.99861431168
132	256	1790328442216431616	1790328442216431616	1790328442216504320	1440768	6372352	l0.s90.proj.combine	combine	0.0	0.0	72704	72704.0
133	64	1790328442216493056	1790328442216493056	1790328442216520704	435200	1600512	l0.s91.norm	norm	4096.0	4.172851731651407	27648	27643.82714826835
134	512	1790328442216503296	1790328442216503296	1790328442216556544	10902528	13131776	l0.s92.proj	proj	8388608.0	8546.00034642208	53248	44701.99965357792
135	256	1790328442216536064	1790328442216537088	1790328442216561664	841728	612352	l0.s92.proj.combine	combine	0.0	0.0	25600	25600.0
136	128	1790328442216503296	1790328442216503296	1790328442216550400	2570240	3571712	l0.s93.proj	proj	2097152.0	2136.50008660552	47104	44967.49991339448
137	64	1790328442216539136	1790328442216540160	1790328442216555520	221184	210944	l0.s93.proj.combine	combine	0.0	0.0	16384	16384.0
138	128	1790328442216522752	1790328442216522752	1790328442216556544	2023424	135168	l0.s94.proj	proj	2097152.0	2136.50008660552	33792	31655.49991339448
139	64	1790328442216547328	1790328442216548352	1790328442216561664	203776	125952	l0.s94.proj.combine	combine	0.0	0.0	14336	14336.0
140	2048	1790328442216562688	1790328442216562688	1790328442216600576	1858560	589824	l0.s95.rope	rope	64.0	0.06520080830705323	37888	37887.934799191695
141	512	1790328442216556544	1790328442216556544	1790328442216571904	448512	754688	l0.s96.rope	rope	64.0	0.06520080830705323	15360	15359.934799191693
142	512	1790328442216562688	1790328442216562688	1790328442216578048	358400	393216	l0.s97.append	append	65536.0	66.7656277064225	15360	15293.234372293577
143	512	1790328442216562688	1790328442216562688	1790328442216581120	250880	3727360	l0.s98.append	append	65536.0	66.7656277064225	18432	18365.234372293577
144	2048	1790328442216582144	1790328442216582144	1790328442216627200	10723328	3036160	l0.s99.attn	attn	6144.0	6.25927759747711	45056	45049.74072240252
145	512	1790328442216628224	1790328442216628224	1790328442216659968	12015616	6131712	l0.s100.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
146	256	1790328442216650752	1790328442216650752	1790328442216667136	1009664	1174528	l0.s100.proj.combine	combine	0.0	0.0	16384	16384.0
147	64	1790328442216665088	1790328442216665088	1790328442216679424	479232	314368	l0.s101.norm	norm	4096.0	4.172851731651407	14336	14331.827148268349
148	2048	1790328442216677376	1790328442216677376	1790328442216865792	52945920	9988096	l0.s102.proj	proj	33554432.0	34184.00138568832	188416	154231.99861431168
149	1024	1790328442216825856	1790328442216825856	1790328442217146368	4450304	1357824	l0.s102.proj.combine	combine	0.0	0.0	320512	320512.0
150	2048	1790328442216754176	1790328442216754176	1790328442217129984	69527552	916480	l0.s103.proj	proj	33554432.0	34184.00138568832	375808	341623.9986143117
151	1024	1790328442216844288	1790328442216844288	1790328442217160704	15548416	22092800	l0.s103.proj.combine	combine	0.0	0.0	316416	316416.0
152	64	1790328442217153536	1790328442217153536	1790328442217189376	1482752	8346624	l0.s104.act	act	0.0	0.0	35840	35840.0
153	512	1790328442217185280	1790328442217185280	1790328442217307136	42910720	40595456	l0.s105.proj	proj	33554432.0	34184.00138568832	121856	87671.99861431168
154	256	1790328442217255936	1790328442217255936	1790328442217315328	1467392	4923392	l0.s105.proj.combine	combine	0.0	0.0	59392	59392.0
155	64	1790328442217302016	1790328442217302016	1790328442217327616	432128	1326080	l0.s106.norm	norm	4096.0	4.172851731651407	25600	25595.82714826835
156	512	1790328442217312256	1790328442217312256	1790328442217366528	11729920	10513408	l0.s107.proj	proj	8388608.0	8546.00034642208	54272	45725.99965357792
157	256	1790328442217339904	1790328442217340928	1790328442217372672	1048576	671744	l0.s107.proj.combine	combine	0.0	0.0	32768	32768.0
158	128	1790328442217312256	1790328442217312256	1790328442217359360	2749440	2590720	l0.s108.proj	proj	2097152.0	2136.50008660552	47104	44967.49991339448
159	64	1790328442217346048	1790328442217346048	1790328442217365504	217088	210944	l0.s108.proj.combine	combine	0.0	0.0	19456	19456.0
160	128	1790328442217336832	1790328442217336832	1790328442217366528	2140160	116736	l0.s109.proj	proj	2097152.0	2136.50008660552	29696	27559.49991339448
161	64	1790328442217358336	1790328442217359360	1790328442217372672	188416	140288	l0.s109.proj.combine	combine	0.0	0.0	14336	14336.0
162	2048	1790328442217372672	1790328442217372672	1790328442217407488	1875968	584704	l0.s110.rope	rope	64.0	0.06520080830705323	34816	34815.934799191695
163	512	1790328442217366528	1790328442217366528	1790328442217378816	514048	919552	l0.s111.rope	rope	64.0	0.06520080830705323	12288	12287.934799191693
164	512	1790328442217373696	1790328442217373696	1790328442217385984	360448	422912	l0.s112.append	append	65536.0	66.7656277064225	12288	12221.234372293577
165	512	1790328442217372672	1790328442217372672	1790328442217389056	452608	3263488	l0.s113.append	append	65536.0	66.7656277064225	16384	16317.234372293577
166	2048	1790328442217389056	1790328442217389056	1790328442217435136	10382336	2365440	l0.s114.attn	attn	6144.0	6.25927759747711	46080	46073.74072240252
167	512	1790328442217435136	1790328442217435136	1790328442217467904	12052480	5912576	l0.s115.proj	proj	8388608.0	8546.00034642208	32768	24221.99965357792
168	256	1790328442217458688	1790328442217458688	1790328442217475072	994304	1132544	l0.s115.proj.combine	combine	0.0	0.0	16384	16384.0
169	64	1790328442217473024	1790328442217473024	1790328442217486336	413696	299008	l0.s116.norm	norm	4096.0	4.172851731651407	13312	13307.827148268349
170	2048	1790328442217485312	1790328442217485312	1790328442217673728	52531200	9530368	l0.s117.proj	proj	33554432.0	34184.00138568832	188416	154231.99861431168
171	1024	1790328442217631744	1790328442217631744	1790328442217753600	3850240	1216512	l0.s117.proj.combine	combine	0.0	0.0	121856	121856.0
172	2048	1790328442217559040	1790328442217559040	1790328442217739264	30768128	308224	l0.s118.proj	proj	33554432.0	34184.00138568832	180224	146039.99861431168
173	1024	1790328442217650176	1790328442217650176	1790328442217769984	3587072	5038080	l0.s118.proj.combine	combine	0.0	0.0	119808	119808.0
174	64	1790328442217761792	1790328442217761792	1790328442217798656	1479680	4014080	l0.s119.act	act	0.0	0.0	36864	36864.0
175	512	1790328442217790464	1790328442217791488	1790328442217914368	40338432	32809984	l0.s120.proj	proj	33554432.0	34184.00138568832	123904	89719.99861431168
176	256	1790328442217852928	1790328442217853952	1790328442217921536	1376256	6241280	l0.s120.proj.combine	combine	0.0	0.0	68608	68608.0
177	64	1790328442217911296	1790328442217911296	1790328442217937920	417792	1408000	l0.s121.norm	norm	4096.0	4.172851731651407	26624	26619.82714826835
178	512	1790328442217920512	1790328442217920512	1790328442217973760	10981376	11925504	l0.s122.proj	proj	8388608.0	8546.00034642208	53248	44701.99965357792
179	256	1790328442217949184	1790328442217950208	1790328442217979904	936960	630784	l0.s122.proj.combine	combine	0.0	0.0	30720	30720.0
180	128	1790328442217920512	1790328442217920512	1790328442217966592	2637824	3201024	l0.s123.proj	proj	2097152.0	2136.50008660552	46080	43943.49991339448
181	64	1790328442217956352	1790328442217956352	1790328442217972736	209920	189440	l0.s123.proj.combine	combine	0.0	0.0	16384	16384.0
182	128	1790328442217939968	1790328442217939968	1790328442217973760	2113536	156672	l0.s124.proj	proj	2097152.0	2136.50008660552	33792	31655.49991339448
183	64	1790328442217965568	1790328442217966592	1790328442217978880	191488	132096	l0.s124.proj.combine	combine	0.0	0.0	13312	13312.0
184	2048	1790328442217979904	1790328442217979904	1790328442218016768	1730560	672768	l0.s125.rope	rope	64.0	0.06520080830705323	36864	36863.934799191695
185	512	1790328442217972736	1790328442217972736	1790328442217988096	447488	671744	l0.s126.rope	rope	64.0	0.06520080830705323	15360	15359.934799191693
186	512	1790328442217978880	1790328442217978880	1790328442217994240	390144	418816	l0.s127.append	append	65536.0	66.7656277064225	15360	15293.234372293577
187	512	1790328442217979904	1790328442217979904	1790328442217998336	429056	3382272	l0.s128.append	append	65536.0	66.7656277064225	18432	18365.234372293577
188	2048	1790328442217998336	1790328442217998336	1790328442218043392	10542080	2856960	l0.s129.attn	attn	6144.0	6.25927759747711	45056	45049.74072240252
189	512	1790328442218044416	1790328442218044416	1790328442218076160	12940288	6401024	l0.s130.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
190	256	1790328442218070016	1790328442218070016	1790328442218084352	948224	718848	l0.s130.proj.combine	combine	0.0	0.0	14336	14336.0
191	64	1790328442218082304	1790328442218082304	1790328442218096640	467968	295936	l0.s131.norm	norm	4096.0	4.172851731651407	14336	14331.827148268349
192	2048	1790328442218095616	1790328442218095616	1790328442218285056	52787200	10465280	l0.s132.proj	proj	33554432.0	34184.00138568832	189440	155255.99861431168
193	1024	1790328442218254336	1790328442218254336	1790328442218365952	4246528	1225728	l0.s132.proj.combine	combine	0.0	0.0	111616	111616.0
194	2048	1790328442218179584	1790328442218180608	1790328442218349568	33626112	345088	l0.s133.proj	proj	33554432.0	34184.00138568832	169984	135799.99861431168
195	1024	1790328442218273792	1790328442218273792	1790328442218380288	3649536	3516416	l0.s133.proj.combine	combine	0.0	0.0	106496	106496.0
196	64	1790328442218373120	1790328442218373120	1790328442218408960	1352704	3286016	l0.s134.act	act	0.0	0.0	35840	35840.0
197	512	1790328442218399744	1790328442218399744	1790328442218524672	40877056	29341696	l0.s135.proj	proj	33554432.0	34184.00138568832	124928	90743.99861431168
198	256	1790328442218464256	1790328442218464256	1790328442218531840	1420288	5976064	l0.s135.proj.combine	combine	0.0	0.0	67584	67584.0
