cell	arm	processes	processes_with_active_telemetry	l1_min_ms	l1_max_ms	l1_median_ms	l2_median_ms	process_seconds_median	active_clock_mhz_median	active_power_w_median	l1_clock_spearman	l2_clock_spearman
real_s128	c1__nowait	25	25	6.33344	6.677728	6.669312	6.019072	13.337069057	2520.0	82.47	-0.8087630863832213	-0.7257873729253382
real_s128	c1__neither	25	25	6.330368	6.678368	6.664032	5.921792	13.394365393	2520.0	82.97	-0.9091699220621426	-0.8384938793627397
real_s128	c1__l1nosync	25	25	6.0672	6.408192	6.34368	6.561504	13.495422281	2520.0	83.47	-0.8595031538115968	-0.8523406275298335
real_s128	c2__full	25	25	6.331616	6.678528	6.67024	6.606848	13.426685644	2520.0	82.4	-0.7490541603276728	-0.6725404952844427
real_s128	c2__nofence	25	25	6.335488	6.67664	6.672384	6.43776	13.497134859	2520.0	82.14	-0.7469316483215398	-0.7470753857708299
real_s128	c2__nowait	25	25	6.334208	6.677504	6.67136	6.014976	13.409571981	2520.0	82.53	-0.8103281026728594	-0.7606226804027659
real_s128	c2__neither	25	25	6.329472	6.678528	6.67328	5.91872	13.395094517	2520.0	82.29	-0.8163391232884397	-0.7700964929404258
real_s128	c2__l1nosync	25	25	6.071296	6.401024	6.366496	6.598432	13.503196912	2520.0	82.55	-0.823846214781527	-0.7267033504535465
real_s128	c3__full	25	25	6.332512	6.678528	6.669312	6.606848	13.434465331	2520.0	81.88	-0.8126374227436831	-0.7567390592964165
real_s128	c3__nofence	25	25	6.337536	6.677632	6.672512	6.438912	13.497583803	2520.0	81.59	-0.6990104793035004	-0.6961340379475586
real_s128	c3__nowait	25	25	6.33456	6.67648	6.668288	6.018048	13.402282039	2520.0	82.25	-0.7468177291376207	-0.67401631881992
real_s128	c3__neither	25	25	6.33456	6.67664	6.670336	5.913376	13.307144738	2520.0	82.4	-0.7898996730322814	-0.5932928395735947
real_s128	c3__l1nosync	25	25	6.049792	6.410912	6.368256	6.604704	13.398755708	2520.0	82.27	-0.5987007920039337	-0.5699240866786539
