cell	arm	processes	processes_with_active_telemetry	l1_min_ms	l1_max_ms	l1_median_ms	l2_median_ms	process_seconds_median	active_clock_mhz_median	active_power_w_median	l1_clock_spearman	l2_clock_spearman
real_s4	legacy_grid_stride__full	25	25	2.686976	3.248256	2.761024	2.731008	11.05596299	2520.0	78.23	-0.019706585563285865	-0.0196951160198388
real_s4	legacy_grid_stride__nofence	25	25	2.75968	4.49024	2.761536	2.686624	11.105356534	2520.0	78.35	0.340535515875331	0.34040395878489876
real_s4	legacy_grid_stride__nowait	25	25	2.685856	4.189216	2.761504	2.710528	11.103968052	2520.0	78.37	-0.019768096709561138	-0.01961916079657376
real_s4	legacy_grid_stride__neither	25	25	2.685952	5.118976	2.760928	2.65504	11.107158527	2520.0	78.51	-0.019672236884115846	-0.019638067190858487
real_s4	legacy_grid_stride__l1nosync	25	25	2.51584	4.93056	2.569216	2.731008	11.115156025	2520.0	78.265	-0.18885732008936476	-0.18893013957157315
real_s4	chain__full	25	25	2.756704	3.158016	2.760704	2.690368	11.109202177	2520.0	78.21	0.3454442679267334	0.3403382373905639
real_s4	chain__nofence	25	25	2.685024	3.28112	2.761728	2.649248	11.224710662	2520.0	78.31	-0.020092639706304892	-0.019634281539316643
real_s4	chain__nowait	25	25	2.757312	3.37168	2.760864	2.228224	11.122835384	2520.0	78.22	0.3481553119113957	0.34027255404779444
real_s4	chain__neither	25	25	2.68688	2.763968	2.760704	2.221056	11.034982134	2520.0	78.04	-0.5657400884682282	-0.565412344834387
real_s4	chain__l1nosync	25	25	2.510176	2.577408	2.567296	2.689088	11.100823364	2520.0	78.04	-0.47167756137042144	-0.47204235458919597
real_s4	balanced__full	25	25	2.693856	2.763776	2.761664	23.373823	11.468431605	2520.0	78.61	-0.3127019647338081	0.028317819417941033
real_s4	balanced__nofence	25	25	2.715648	2.7648	2.760704	22.506496	11.467497699	2520.0	78.85	-0.34132807439314455	-0.22645540682891915
real_s4	balanced__nowait	25	25	2.684928	2.7648	2.760704	4.921344	11.229594622	2520.0	78.88	-0.3409311042168922	-0.3397484527678349
real_s4	balanced__neither	25	25	2.691072	2.762752	2.760704	4.805632	11.138124379	2520.0	78.75	-0.5651119731324308	-0.548072158101748
real_s4	balanced__l1nosync	25	25	2.51488	2.5792	2.567168	23.312128	11.510575334	2520.0	78.54	-0.696111264871882	0.06331117231752571
real_s4	protocol_off__full	25	25	2.700224	2.788544	2.783232	2.612384	11.051336898	2520.0	78.62	-0.47135898106037516	-0.4723639146154276
real_s4	protocol_off__nofence	25	25	2.699264	2.787328	2.782848	2.577408	11.05463287	2520.0	78.57	-0.6383531150978573	-0.6382298690082643
real_s4	protocol_off__nowait	25	25	2.781184	2.787328	2.782976	2.608128	11.119092675	2520.0	78.1	nan	nan
real_s4	protocol_off__neither	25	25	2.78016	2.788576	2.783424	2.531488	11.123347718	2520.0	78.33	nan	nan
real_s4	protocol_off__l1nosync	25	25	2.512896	2.577408	2.567168	2.613088	11.141161284	2520.0	78.15	-0.27487994155043305	-0.1577446013450198
real_s4	c1__full	25	25	2.684928	2.763776	2.760704	2.555904	11.214092251	2520.0	78.61	-0.47176868038245084	-0.23592992611110047
real_s4	c1__nofence	25	25	2.739264	2.763552	2.760864	2.51584	11.302029062	2520.0	78.23	-0.3427955850955305	0.1146475419945138
real_s4	c1__nowait	25	25	2.704352	2.7648	2.760704	2.558976	11.174075183	2520.0	78.31	-0.3453755843058285	-0.34132807439314455
real_s4	c1__neither	25	25	2.684928	2.764448	2.760704	2.531616	11.209493939	2520.0	78.29	-0.4779018377601162	-0.25524566001111637
real_s4	c1__l1nosync	25	25	2.523232	2.578464	2.56848	2.555904	11.157229844	2520.0	78.08	-0.3398138330152924	-0.34172643446770873
real_s4	c2__full	25	25	2.683776	2.76448	2.761632	2.556864	11.205105309	2520.0	78.01	-0.34286274066187084	-0.34020690871988585
real_s4	c2__nofence	25	25	2.692	2.764096	2.760704	2.515968	11.130921386	2520.0	77.81	-0.34346892219123293	-0.3427955850955305
real_s4	c2__nowait	25	25	2.758656	2.764448	2.761568	2.559776	11.130583615	2520.0	77.97	nan	nan
real_s4	c2__neither	25	25	2.684832	2.764768	2.759904	2.528032	11.124675701	2520.0	77.93	-0.47309882585656315	-0.4704509490457477
real_s4	c2__l1nosync	25	25	2.511872	2.578432	2.568192	2.556928	11.113353607	2520.0	78.08	-0.05547102790251505	-0.11540753897633016
real_s4	c3__full	25	25	2.685952	2.7656	2.761728	2.5568	11.131235574	2520.0	78.17	-0.47430040730461853	-0.4716324175995055
real_s4	c3__nofence	25	25	2.753536	2.764448	2.760704	2.515968	11.102317385	2520.0	77.98	-0.34565056491014173	-0.34139437099945946
real_s4	c3__nowait	25	25	2.683904	2.7656	2.761728	2.558912	11.102463824	2520.0	77.85	-0.5682718691935161	-0.5649762380631105
real_s4	c3__neither	25	25	2.684928	2.763776	2.761728	2.528256	11.155433825	2520.0	77.94	-0.4719510769407376	-0.47204235458919597
real_s4	c3__l1nosync	25	25	2.519904	2.578272	2.568192	2.556672	11.111897813	2520.0	78.21	-0.34040395878489876	-0.3398792510220618
