model	seq	k	index	candidate	simulated	predicted_ns	batch_us
mha4	4	4	4	balanced	0	1366498.90795	138.014
mha4	4	5	0	rotate	1	847111.614075	160.64
mha4	4	5	1	wavefront	1	847111.614075	160.64
mha4	4	5	2	legacy_grid_stride	1	1293589.18031	160.64
mha4	4	5	3	band	1	1293589.18031	160.64
mha4	4	5	4	balanced	1	1697006.75023	160.64
mha4	128	1	0	rotate	1	939211.077099	2023.256
mha4	128	1	1	wavefront	1	939211.077099	2023.256
mha4	128	1	2	legacy_grid_stride	0	1145358.87529	2023.256
mha4	128	1	3	band	0	1148640.9266	2023.256
mha4	128	1	4	balanced	0	2248301.63193	2023.256
mha4	128	2	0	rotate	1	939211.077099	1990.188
mha4	128	2	1	wavefront	1	939211.077099	1990.188
mha4	128	2	2	legacy_grid_stride	0	1145358.87529	1990.188
mha4	128	2	3	band	0	1148640.9266	1990.188
mha4	128	2	4	balanced	0	2248301.63193	1990.188
mha4	128	3	0	rotate	1	939211.077099	2526.02
mha4	128	3	1	wavefront	1	939211.077099	2526.02
mha4	128	3	2	legacy_grid_stride	1	1376596.87347	2526.02
mha4	128	3	3	band	0	1148640.9266	2526.02
mha4	128	3	4	balanced	0	2248301.63193	2526.02
mha4	128	4	0	rotate	1	939211.077099	4228.044
mha4	128	4	1	wavefront	1	939211.077099	4228.044
mha4	128	4	2	legacy_grid_stride	1	1376596.87347	4228.044
mha4	128	4	3	band	1	1379878.92478	4228.044
mha4	128	4	4	balanced	0	2248301.63193	4228.044
mha4	128	5	0	rotate	1	939211.077099	3749.689
mha4	128	5	1	wavefront	1	939211.077099	3749.689
mha4	128	5	2	legacy_grid_stride	1	1376596.87347	3749.689
mha4	128	5	3	band	1	1379878.92478	3749.689
mha4	128	5	4	balanced	1	3859320.23628	3749.689
mha4	512	1	0	rotate	1	1648862.93895	9946.517
mha4	512	1	1	wavefront	1	1648862.93895	9946.517
mha4	512	1	2	legacy_grid_stride	0	1589586.08255	9946.517
mha4	512	1	3	band	0	1681278.39103	9946.517
mha4	512	1	4	balanced	0	6666403.47098	9946.517
mha4	512	2	0	rotate	1	1648862.93895	9979.943
mha4	512	2	1	wavefront	1	1648862.93895	9979.943
mha4	512	2	2	legacy_grid_stride	0	1589586.08255	9979.943
mha4	512	2	3	band	0	1681278.39103	9979.943
mha4	512	2	4	balanced	0	6666403.47098	9979.943
mha4	512	3	0	rotate	1	1648862.93895	12212.269
mha4	512	3	1	wavefront	1	1648862.93895	12212.269
mha4	512	3	2	legacy_grid_stride	1	2086248.73532	12212.269
mha4	512	3	3	band	0	1681278.39103	12212.269
mha4	512	3	4	balanced	0	6666403.47098	12212.269
mha4	512	4	0	rotate	1	1648862.93895	15004.969
mha4	512	4	1	wavefront	1	1648862.93895	15004.969
mha4	512	4	2	legacy_grid_stride	1	2086248.73532	15004.969
mha4	512	4	3	band	1	2191530.57361	15004.969
mha4	512	4	4	balanced	0	6666403.47098	15004.969
mha4	512	5	0	rotate	1	1648862.93895	17326.394
mha4	512	5	1	wavefront	1	1648862.93895	17326.394
mha4	512	5	2	legacy_grid_stride	1	2086248.73532	17326.394
mha4	512	5	3	band	1	2191530.57361	17326.394
mha4	512	5	4	balanced	1	10078464.5212	17326.394
real	4	1	0	rotate	1	8154477.26824	433.194
real	4	1	1	wavefront	1	8154477.26824	433.194
real	4	1	2	legacy_grid_stride	0	11674910.8818	433.194
real	4	1	3	band	0	11674910.8818	433.194
real	4	1	4	balanced	0	102295054.394	433.194
real	4	2	0	rotate	1	8154477.26824	422.398
real	4	2	1	wavefront	1	8154477.26824	422.398
real	4	2	2	legacy_grid_stride	0	11674910.8818	422.398
real	4	2	3	band	0	11674910.8818	422.398
real	4	2	4	balanced	0	102295054.394	422.398
real	4	3	0	rotate	1	8154477.26824	660.354
real	4	3	1	wavefront	1	8154477.26824	660.354
real	4	3	2	legacy_grid_stride	1	11865029.4477	660.354
real	4	3	3	band	1	11865029.4477	660.354
real	4	3	4	balanced	0	102295054.394	660.354
real	4	4	0	rotate	1	8154477.26824	661.941
real	4	4	1	wavefront	1	8154477.26824	661.941
real	4	4	2	legacy_grid_stride	1	11865029.4477	661.941
real	4	4	3	band	1	11865029.4477	661.941
real	4	4	4	balanced	0	102295054.394	661.941
real	4	5	0	rotate	1	8154477.26824	793.826
real	4	5	1	wavefront	1	8154477.26824	793.826
real	4	5	2	legacy_grid_stride	1	11865029.4477	793.826
real	4	5	3	band	1	11865029.4477	793.826
real	4	5	4	balanced	1	103686547.267	793.826
real	128	1	0	rotate	1	9105391.08491	6809.893
real	128	1	1	wavefront	1	9105391.08491	6809.893
real	128	1	2	legacy_grid_stride	0	12272063.6249	6809.893
real	128	1	3	band	0	12400389.6768	6809.893
real	128	1	4	balanced	0	26106495.7047	6809.893
real	128	2	0	rotate	1	9105391.08491	6866.676
real	128	2	1	wavefront	1	9105391.08491	6866.676
real	128	2	2	legacy_grid_stride	0	12272063.6249	6866.676
real	128	2	3	band	0	12400389.6768	6866.676
real	128	2	4	balanced	0	26106495.7047	6866.676
real	128	3	0	rotate	1	9105391.08491	8326.631
real	128	3	1	wavefront	1	9105391.08491	8326.631
real	128	3	2	legacy_grid_stride	1	12806477.9991	8326.631
real	128	3	3	band	0	12400389.6768	8326.631
real	128	3	4	balanced	0	26106495.7047	8326.631
real	128	4	0	rotate	1	9105391.08491	10190.994
real	128	4	1	wavefront	1	9105391.08491	10190.994
real	128	4	2	legacy_grid_stride	1	12806477.9991	10190.994
real	128	4	3	band	1	12934804.051	10190.994
real	128	4	4	balanced	0	26106495.7047	10190.994
real	128	5	0	rotate	1	9105391.08491	12024.415
real	128	5	1	wavefront	1	9105391.08491	12024.415
real	128	5	2	legacy_grid_stride	1	12806477.9991	12024.415
real	128	5	3	band	1	12934804.051	12024.415
real	128	5	4	balanced	1	29008178.745	12024.415
