slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles
49	35	8	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1141	0	1416	217	30	187	2774
50	5	9	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1155	0	1390	217	30	187	2762
51	35	9	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1101	0	1599	217	30	187	2917
52	5	10	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1198	0	1652	217	30	187	3067
53	35	10	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1140	0	1422	217	30	187	2779
54	5	11	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1249	0	1457	217	30	187	2923
55	35	11	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1188	0	1676	217	30	187	3081
56	5	12	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1290	0	1472	217	30	187	2979
57	35	12	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1222	0	1462	217	30	187	2901
58	5	13	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1250	0	1452	217	30	187	2919
59	35	13	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1188	0	1433	217	30	187	2838
60	5	14	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1212	0	1408	217	30	187	2837
61	35	14	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1149	0	1386	217	30	187	2752
62	5	15	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1298	0	1475	217	30	187	2990
63	35	15	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1212	0	1448	217	30	187	2877
64	4	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1342	0	1514	217	30	187	3073
65	34	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1270	0	1504	217	30	187	2991
66	4	1	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1383	0	1550	217	30	187	3150
67	34	1	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1313	0	1534	217	30	187	3064
68	4	2	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1349	0	1513	217	30	187	3079
69	34	2	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1265	0	1531	217	30	187	3013
70	4	3	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1313	0	1482	217	30	187	3012
71	34	3	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1223	0	1502	217	30	187	2942
72	4	4	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1251	0	1688	217	30	187	3156
73	34	4	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1173	0	1450	217	30	187	2840
74	4	5	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1287	0	1483	217	30	187	2987
75	34	5	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1207	0	1496	217	30	187	2920
76	4	6	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1329	0	1780	217	30	187	3326
77	34	6	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1239	0	1533	217	30	187	2989
78	4	7	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1358	0	1548	217	30	187	3123
79	34	7	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1293	0	1538	217	30	187	3048
80	4	8	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1325	0	1517	217	30	187	3059
81	34	8	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1257	0	1503	217	30	187	2977
82	4	9	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1289	0	1491	217	30	187	2997
83	34	9	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1225	0	1443	217	30	187	2885
84	4	10	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1252	0	1423	217	30	187	2892
85	34	10	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1198	0	1426	217	30	187	2841
86	4	11	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1295	0	1505	217	30	187	3017
87	34	11	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1242	0	1458	217	30	187	2917
88	4	12	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1331	0	1505	217	30	187	3053
89	34	12	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1274	0	1521	217	30	187	3012
90	4	13	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1297	0	1763	217	30	187	3277
91	34	13	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1222	0	1488	217	30	187	2927
92	4	14	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1256	0	1683	217	30	187	3156
93	34	14	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1186	0	1467	217	30	187	2870
94	4	15	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1209	0	1416	217	30	187	2842
95	34	15	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1137	0	1421	217	30	187	2775
96	7	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1341	0	1131	217	30	187	2689
97	37	0	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1261	0	906	217	30	187	2384
98	7	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1372	0	910	217	30	187	2499
99	37	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1293	0	1181	217	30	187	2691
100	7	2	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1402	0	934	217	30	187	2553
101	37	2	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1334	0	942	217	30	187	2493
102	7	3	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1363	0	905	217	30	187	2485
103	37	3	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1287	0	1159	217	30	187	2663
104	7	4	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1328	0	885	217	30	187	2430
105	37	4	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1248	0	886	215	30	185	2349
106	7	5	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1293	0	880	217	30	187	2390
107	37	5	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1213	0	1072	217	30	187	2502
108	7	6	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1333	0	885	217	30	187	2435
109	37	6	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1255	0	905	217	30	187	2377
110	7	7	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1360	0	930	217	30	187	2507
111	37	7	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1290	0	1160	217	30	187	2667
112	7	8	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1273	0	908	217	30	187	2398
113	37	8	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1208	0	895	215	30	185	2318
114	7	9	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1226	0	872	217	30	187	2315
115	37	9	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1175	0	1119	217	30	187	2511
116	7	10	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1202	0	1054	217	30	187	2473
117	37	10	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1132	0	844	217	30	187	2193
118	7	11	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1246	0	872	217	30	187	2335
119	37	11	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1161	0	1102	217	30	187	2480
120	7	12	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1332	0	902	217	30	187	2451
121	37	12	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1241	0	893	215	30	185	2349
122	7	13	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1367	0	904	217	30	187	2488
123	37	13	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1286	0	1172	217	30	187	2675
124	7	14	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1325	0	898	217	30	187	2440
125	37	14	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1251	0	893	215	30	185	2359
126	7	15	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1286	0	858	217	30	187	2361
127	37	15	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1212	0	1082	217	30	187	2511
128	6	0	3	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1378	0	959	217	30	187	2554
129	36	0	3	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1299	0	976	217	30	187	2492
130	6	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1322	0	932	217	30	187	2471
131	36	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1259	0	925	217	30	187	2401
132	6	2	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1281	0	912	215	30	185	2408
133	36	2	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1223	0	920	215	30	185	2358
134	6	3	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1253	0	889	215	30	185	2357
135	36	3	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1181	0	883	217	30	187	2281
136	6	4	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1378	0	1130	217	30	187	2725
137	36	4	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1279	0	907	215	30	185	2401
138	6	5	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1423	0	933	217	30	187	2573
139	36	5	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1325	0	912	217	30	187	2454
140	6	6	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1454	0	1217	217	30	187	2888
141	36	6	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1358	0	975	217	30	187	2550
142	6	7	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1395	0	950	217	30	187	2562
143	36	7	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1315	0	1170	217	30	187	2702
144	6	8	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1360	0	913	217	30	187	2490
145	36	8	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1287	0	917	217	30	187	2421
146	6	9	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1327	0	893	217	30	187	2437
147	36	9	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1249	0	1112	217	30	187	2578
148	6	10	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1369	0	1156	217	30	187	2742
149	36	10	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1288	0	939	217	30	187	2444
150	6	11	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1388	0	939	217	30	187	2544
151	36	11	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1322	0	1160	217	30	187	2699
152	6	12	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1338	0	920	217	30	187	2475
153	36	12	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1276	0	918	217	30	187	2411
154	6	13	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1331	0	885	217	30	187	2433
155	36	13	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1238	0	879	215	30	185	2332
156	6	14	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1293	0	1088	217	30	187	2598
157	36	14	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1208	0	847	217	30	187	2272
158	6	15	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1327	0	894	217	30	187	2438
159	36	15	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1251	0	878	215	30	185	2344
160	8	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1702	0	8258	218	31	187	10178
161	38	0	5	1	0	0	0	1	0	1024	0	2048	1024	1024	0	4096	1641	0	8028	215	30	185	9884
162	8	1	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1726	0	8188	217	30	187	10131
163	38	1	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1670	0	8210	217	30	187	10097
164	8	2	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1692	0	8174	215	30	185	10081
165	38	2	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1638	0	8347	217	30	187	10202
166	8	3	5	0	0	0	0	1	0	1024	0	2048	1024	0	1024	4096	1650	0	7867	217	30	187	9734
167	38	3	5	0	0	0	0	1	0	1024	0	2048	1024	0	1024	4096	1595	0	7987	217	30	187	9799
168	8	4	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1609	0	7863	217	30	187	9689
169	38	4	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1552	0	7656	217	30	187	9425
170	8	5	5	0	0	0	0	1	0	1024	0	2048	1024	0	1024	4096	1652	0	7942	215	30	185	9809
171	38	5	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1594	0	7761	217	30	187	9572
172	8	6	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1693	0	8058	215	30	185	9966
173	38	6	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1626	0	8258	215	30	185	10099
174	8	7	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1637	0	8107	215	30	185	9959
175	38	7	5	0	0	0	0	1	0	1024	0	2048	1024	0	1024	4096	1597	0	8029	215	30	185	9841
176	8	8	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1605	0	7713	217	30	187	9535
177	38	8	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1562	0	7700	217	30	187	9479
178	8	9	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1583	0	7534	217	30	187	9334
179	38	9	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1532	0	7547	217	30	187	9296
180	8	10	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1623	0	7698	217	30	187	9538
181	38	10	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1571	0	7650	217	30	187	9438
182	8	11	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1634	0	7839	217	30	187	9690
183	38	11	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1600	0	7822	217	30	187	9639
184	8	12	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1686	0	7657	217	30	187	9560
185	38	12	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1636	0	7603	217	30	187	9456
186	8	13	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1653	0	7502	217	30	187	9372
187	38	13	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1596	0	7511	217	30	187	9324
188	8	14	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1621	0	7298	217	30	187	9136
189	38	14	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1558	0	7328	217	30	187	9103
190	8	15	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1683	0	7622	217	30	187	9522
191	38	15	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1610	0	7597	217	30	187	9424
192	9	0	0	1	128	128	16	1	8192	1024	0	17408	4096	4096	0	22528	2289	1026	47179	10526	10093	433	61020
193	39	0	0	1	128	128	16	1	8192	1024	0	17408	4096	3072	1024	22528	2202	1026	47226	10294	9858	436	60748
194	9	1	0	0	128	128	16	1	8192	1024	0	17408	4096	4096	0	22528	2345	1038	47332	10696	10250	446	61411
195	39	1	0	0	128	128	16	1	8192	1024	0	17408	4096	4096	0	22528	2262	1031	47671	10601	10156	445	61565
196	9	2	0	0	128	128	16	1	8192	1024	0	17408	4096	3072	1024	22528	2278	1342	46512	10568	10137	431	60700
197	39	2	0	0	128	128	16	1	8192	1024	0	17408	4096	3072	1024	22528	2237	1036	47207	10281	9852	429	60761
198	9	3	0	0	128	128	16	1	8192	1024	0	17408	4096	4096	0	22528	2225	1005	47533	10368	9949	419	61131
199	39	3	0	0	128	128	16	1	8192	1024	0	17408	4096	4096	0	22528	2179	1002	47642	10287	9856	431	61110
200	10	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1217	0	2170	1837	1649	188	5224
201	40	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1162	0	2163	1802	1615	187	5127
202	10	1	1	0	0	0	0	1	0	1024	0	0	1024	1024	0	2048	1282	0	2265	1892	1704	188	5439
203	40	1	1	0	0	0	0	1	0	1024	0	0	1024	1024	0	2048	1193	0	2233	1863	1676	187	5289
204	10	2	1	0	0	0	0	1	0	1024	0	0	1024	1024	0	2048	1317	0	2271	1942	1754	188	5530
205	40	2	1	0	0	0	0	1	0	1024	0	0	1024	1024	0	2048	1230	0	2301	1920	1732	188	5451
206	10	3	1	0	0	0	0	1	0	1024	0	0	1024	1024	0	2048	1361	0	2246	1995	1807	188	5602
207	40	3	1	0	0	0	0	1	0	1024	0	0	1024	1024	0	2048	1278	0	2266	1888	1700	188	5432
208	11	0	0	1	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2255	1018	47099	3621	3190	431	53993
209	41	0	0	1	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2210	1026	47352	3800	3369	431	54388
210	11	1	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2185	1018	46947	3521	3102	419	53671
211	41	1	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2136	1010	47274	3746	3328	418	54166
212	11	2	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2131	1026	47250	3475	3063	412	53882
213	41	2	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2103	988	47263	3710	3300	410	54064
214	11	3	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2193	1250	47189	3481	3057	424	54113
215	41	3	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2175	1017	47154	3740	3318	422	54086
216	11	4	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2261	977	47186	3538	3101	437	53962
217	41	4	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2240	1014	47171	3847	3409	438	54272
218	11	5	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2240	1027	47203	3580	3162	418	54050
219	41	5	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2204	1015	47462	3812	3392	420	54493
220	11	6	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2177	1010	47255	3521	3115	406	53963
221	41	6	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2143	1002	47466	3769	3362	407	54380
222	11	7	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2125	975	47061	3452	3062	390	53613
223	41	7	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2048	1254	47024	3670	3281	389	53996
224	12	0	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2163	998	47456	3529	3129	400	54146
225	42	0	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2088	1008	47164	3689	3292	397	53949
226	12	1	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2216	1021	47567	3675	3262	413	54479
227	42	1	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2145	1006	47629	3780	3366	414	54560
228	12	2	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2247	1013	46961	3673	3242	431	53894
229	42	2	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2218	1030	47202	3796	3366	430	54246
230	12	3	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2194	1014	47620	3512	3093	419	54340
231	42	3	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2158	1010	47300	3768	3349	419	54236
232	12	4	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2109	996	47172	3498	3092	406	53775
233	42	4	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2094	1008	47148	3691	3287	404	53941
234	12	5	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2116	996	47174	3405	3006	399	53691
235	42	5	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2068	990	47245	3650	3250	400	53953
236	12	6	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2158	1000	47346	3440	3024	416	53944
237	42	6	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2138	983	47332	3703	3288	415	54156
238	12	7	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2196	1002	47357	3481	3052	429	54036
239	42	7	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2202	1018	47001	3747	3321	426	53968
240	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1274	0	6172	217	30	187	7663
241	43	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1232	0	5952	217	30	187	7401
242	13	1	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1229	0	5787	219	30	189	7235
243	43	1	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1192	0	5758	216	30	186	7166
244	13	2	4	0	0	0	0	1	0	0	0	2048	1024	0	1024	3072	1173	0	5544	218	30	188	6935
245	43	2	4	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1139	0	5533	217	30	187	6889
246	13	3	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1213	0	5768	218	32	186	7199
247	43	3	4	0	0	0	0	1	0	0	0	2048	1024	1024	0	3072	1170	0	5716	215	30	185	7101
