model	seq	k	index	candidate	simulated	predicted_ns	batch_us
mha4	128	3	0	rotate	1	939211.077099	2426.491
mha4	128	3	1	wavefront	1	939211.077099	2426.491
mha4	128	3	2	legacy_grid_stride	1	1376596.87347	2426.491
mha4	128	3	3	band	0	1148640.9266	2426.491
mha4	128	3	4	balanced	0	2248301.63193	2426.491
mha4	128	4	0	rotate	1	939211.077099	3002.873
mha4	128	4	1	wavefront	1	939211.077099	3002.873
mha4	128	4	2	legacy_grid_stride	1	1376596.87347	3002.873
mha4	128	4	3	band	1	1379878.92478	3002.873
mha4	128	4	4	balanced	0	2248301.63193	3002.873
mha4	128	5	0	rotate	1	939211.077099	3506.453
mha4	128	5	1	wavefront	1	939211.077099	3506.453
mha4	128	5	2	legacy_grid_stride	1	1376596.87347	3506.453
mha4	128	5	3	band	1	1379878.92478	3506.453
mha4	128	5	4	balanced	1	3859320.23628	3506.453
mha4	512	1	0	rotate	1	1648862.93895	9707.747
mha4	512	1	1	wavefront	1	1648862.93895	9707.747
mha4	512	1	2	legacy_grid_stride	0	1589586.08255	9707.747
mha4	512	1	3	band	0	1681278.39103	9707.747
mha4	512	1	4	balanced	0	6666403.47098	9707.747
mha4	512	2	0	rotate	1	1648862.93895	9722.177
mha4	512	2	1	wavefront	1	1648862.93895	9722.177
mha4	512	2	2	legacy_grid_stride	0	1589586.08255	9722.177
mha4	512	2	3	band	0	1681278.39103	9722.177
mha4	512	2	4	balanced	0	6666403.47098	9722.177
mha4	512	3	0	rotate	1	1648862.93895	12091.225
mha4	512	3	1	wavefront	1	1648862.93895	12091.225
mha4	512	3	2	legacy_grid_stride	1	2086248.73532	12091.225
mha4	512	3	3	band	0	1681278.39103	12091.225
mha4	512	3	4	balanced	0	6666403.47098	12091.225
mha4	512	4	0	rotate	1	1648862.93895	14564.917
mha4	512	4	1	wavefront	1	1648862.93895	14564.917
mha4	512	4	2	legacy_grid_stride	1	2086248.73532	14564.917
mha4	512	4	3	band	1	2191530.57361	14564.917
mha4	512	4	4	balanced	0	6666403.47098	14564.917
mha4	512	5	0	rotate	1	1648862.93895	17067.136
mha4	512	5	1	wavefront	1	1648862.93895	17067.136
mha4	512	5	2	legacy_grid_stride	1	2086248.73532	17067.136
mha4	512	5	3	band	1	2191530.57361	17067.136
mha4	512	5	4	balanced	1	10078464.5212	17067.136
real	4	1	0	rotate	1	8154477.26824	297.267
real	4	1	1	wavefront	1	8154477.26824	297.267
real	4	1	2	legacy_grid_stride	0	11674910.8818	297.267
real	4	1	3	band	0	11674910.8818	297.267
real	4	1	4	balanced	0	102295054.394	297.267
real	4	2	0	rotate	1	8154477.26824	293.728
real	4	2	1	wavefront	1	8154477.26824	293.728
real	4	2	2	legacy_grid_stride	0	11674910.8818	293.728
real	4	2	3	band	0	11674910.8818	293.728
real	4	2	4	balanced	0	102295054.394	293.728
real	4	3	0	rotate	1	8154477.26824	461.058
real	4	3	1	wavefront	1	8154477.26824	461.058
real	4	3	2	legacy_grid_stride	1	11865029.4477	461.058
real	4	3	3	band	1	11865029.4477	461.058
real	4	3	4	balanced	0	102295054.394	461.058
real	4	4	0	rotate	1	8154477.26824	450.458
real	4	4	1	wavefront	1	8154477.26824	450.458
real	4	4	2	legacy_grid_stride	1	11865029.4477	450.458
real	4	4	3	band	1	11865029.4477	450.458
real	4	4	4	balanced	0	102295054.394	450.458
real	4	5	0	rotate	1	8154477.26824	529.752
real	4	5	1	wavefront	1	8154477.26824	529.752
real	4	5	2	legacy_grid_stride	1	11865029.4477	529.752
real	4	5	3	band	1	11865029.4477	529.752
real	4	5	4	balanced	1	103686547.267	529.752
real	128	1	0	rotate	1	9105391.08491	6688.382
real	128	1	1	wavefront	1	9105391.08491	6688.382
real	128	1	2	legacy_grid_stride	0	12272063.6249	6688.382
real	128	1	3	band	0	12400389.6768	6688.382
real	128	1	4	balanced	0	26106495.7047	6688.382
real	128	2	0	rotate	1	9105391.08491	6544.769
real	128	2	1	wavefront	1	9105391.08491	6544.769
real	128	2	2	legacy_grid_stride	0	12272063.6249	6544.769
real	128	2	3	band	0	12400389.6768	6544.769
real	128	2	4	balanced	0	26106495.7047	6544.769
real	128	3	0	rotate	1	9105391.08491	8223.473
real	128	3	1	wavefront	1	9105391.08491	8223.473
real	128	3	2	legacy_grid_stride	1	12806477.9991	8223.473
real	128	3	3	band	0	12400389.6768	8223.473
real	128	3	4	balanced	0	26106495.7047	8223.473
real	128	4	0	rotate	1	9105391.08491	9901.061
real	128	4	1	wavefront	1	9105391.08491	9901.061
real	128	4	2	legacy_grid_stride	1	12806477.9991	9901.061
real	128	4	3	band	1	12934804.051	9901.061
real	128	4	4	balanced	0	26106495.7047	9901.061
real	128	5	0	rotate	1	9105391.08491	11530.024
real	128	5	1	wavefront	1	9105391.08491	11530.024
real	128	5	2	legacy_grid_stride	1	12806477.9991	11530.024
real	128	5	3	band	1	12934804.051	11530.024
real	128	5	4	balanced	1	29008178.745	11530.024
