index	stage	logical_task	begin_ns	end_ns	wall_ns	task_fixed_plus_mainloop_ns	publish_ns	wait_hop_ns	barrier_ns	idle_ns	category	name
53	82	1407	1790327718014897152	1790327718014905344	8192	5120	3072	0	0	0	proj	l0.s57.proj
54	82	1791	1790327718014905344	1790327718014914560	9216	5120	3072	0	0	1024	proj	l0.s57.proj
55	84	127	1790327718014914560	1790327718014923776	9216	5120	3072	1024	0	0	proj	l0.s58.proj
56	84	511	1790327718014923776	1790327718014930944	7168	4096	2048	0	0	1024	proj	l0.s58.proj
57	84	895	1790327718014930944	1790327718014938112	7168	4096	2048	1024	0	0	proj	l0.s58.proj
58	84	1279	1790327718014938112	1790327718014945280	7168	4096	2048	0	1024	0	proj	l0.s58.proj
59	84	1663	1790327718014945280	1790327718014953472	8192	4096	3072	0	0	1024	proj	l0.s58.proj
60	84	2047	1790327718014953472	1790327718014962688	9216	5120	4096	0	0	0	proj	l0.s58.proj
61	87	255	1790327718014962688	1790327718015035392	72704	28672	2048	41984	0	0	proj	l0.s60.proj
62	90	255	1790327718015035392	1790327718015087616	52224	11264	2048	38912	0	0	proj	l0.s62.proj
63	92	127	1790327718015087616	1790327718015096832	9216	7168	1024	1024	0	0	proj	l0.s63.proj
64	101	255	1790327718015096832	1790327718015133696	36864	9216	1024	26624	0	0	proj	l0.s70.proj
65	104	255	1790327718015133696	1790327718015176704	43008	10240	2048	30720	0	0	proj	l0.s72.proj
66	104	639	1790327718015176704	1790327718015184896	8192	6144	1024	0	0	1024	proj	l0.s72.proj
67	104	1023	1790327718015184896	1790327718015193088	8192	5120	2048	0	0	1024	proj	l0.s72.proj
68	104	1407	1790327718015193088	1790327718015202304	9216	5120	3072	1024	0	0	proj	l0.s72.proj
69	104	1791	1790327718015202304	1790327718015210496	8192	5120	2048	0	0	1024	proj	l0.s72.proj
70	106	127	1790327718015210496	1790327718015218688	8192	5120	2048	1024	0	0	proj	l0.s73.proj
71	106	511	1790327718015218688	1790327718015226880	8192	5120	2048	0	0	1024	proj	l0.s73.proj
72	106	895	1790327718015226880	1790327718015235072	8192	5120	3072	0	0	0	proj	l0.s73.proj
73	106	1279	1790327718015235072	1790327718015244288	9216	6144	3072	0	0	0	proj	l0.s73.proj
74	106	1663	1790327718015244288	1790327718015252480	8192	5120	2048	0	0	1024	proj	l0.s73.proj
75	106	2047	1790327718015252480	1790327718015260672	8192	4096	2048	0	0	2048	proj	l0.s73.proj
76	109	255	1790327718015260672	1790327718015330304	69632	28672	1024	39936	0	0	proj	l0.s75.proj
77	112	255	1790327718015330304	1790327718015382528	52224	10240	2048	39936	0	0	proj	l0.s77.proj
78	114	127	1790327718015382528	1790327718015390720	8192	6144	1024	1024	0	0	proj	l0.s78.proj
79	123	255	1790327718015390720	1790327718015430656	39936	10240	1024	27648	0	1024	proj	l0.s85.proj
80	126	255	1790327718015430656	1790327718015472640	41984	9216	2048	30720	0	0	proj	l0.s87.proj
81	126	639	1790327718015472640	1790327718015480832	8192	6144	2048	0	0	0	proj	l0.s87.proj
82	126	1023	1790327718015480832	1790327718015489024	8192	5120	2048	0	0	1024	proj	l0.s87.proj
83	126	1407	1790327718015489024	1790327718015497216	8192	5120	1024	0	0	2048	proj	l0.s87.proj
84	126	1791	1790327718015497216	1790327718015504384	7168	4096	1024	0	0	2048	proj	l0.s87.proj
85	128	127	1790327718015504384	1790327718015512576	8192	5120	2048	0	1024	0	proj	l0.s88.proj
86	128	511	1790327718015512576	1790327718015521792	9216	5120	3072	1024	0	0	proj	l0.s88.proj
87	128	895	1790327718015521792	1790327718015528960	7168	5120	1024	1024	0	0	proj	l0.s88.proj
88	128	1279	1790327718015528960	1790327718015537152	8192	5120	2048	0	1024	0	proj	l0.s88.proj
89	128	1663	1790327718015537152	1790327718015546368	9216	6144	3072	0	0	0	proj	l0.s88.proj
90	128	2047	1790327718015546368	1790327718015554560	8192	5120	2048	0	1024	0	proj	l0.s88.proj
91	131	255	1790327718015554560	1790327718015626240	71680	27648	3072	40960	0	0	proj	l0.s90.proj
92	134	255	1790327718015626240	1790327718015675392	49152	9216	2048	36864	0	1024	proj	l0.s92.proj
93	136	127	1790327718015675392	1790327718015683584	8192	6144	2048	0	0	0	proj	l0.s93.proj
94	145	255	1790327718015683584	1790327718015723520	39936	9216	3072	27648	0	0	proj	l0.s100.proj
95	148	255	1790327718015723520	1790327718015765504	41984	10240	1024	29696	0	1024	proj	l0.s102.proj
96	148	639	1790327718015765504	1790327718015773696	8192	6144	1024	0	0	1024	proj	l0.s102.proj
97	148	1023	1790327718015773696	1790327718015781888	8192	5120	2048	1024	0	0	proj	l0.s102.proj
98	148	1407	1790327718015781888	1790327718015791104	9216	5120	3072	0	0	1024	proj	l0.s102.proj
99	148	1791	1790327718015791104	1790327718015800320	9216	6144	3072	0	0	0	proj	l0.s102.proj
100	150	127	1790327718015800320	1790327718015807488	7168	4096	2048	0	0	1024	proj	l0.s103.proj
101	150	511	1790327718015807488	1790327718015816704	9216	5120	4096	0	0	0	proj	l0.s103.proj
102	150	895	1790327718015816704	1790327718015825920	9216	5120	4096	0	0	0	proj	l0.s103.proj
103	150	1279	1790327718015825920	1790327718015835136	9216	5120	4096	0	0	0	proj	l0.s103.proj
104	150	1663	1790327718015835136	1790327718015844352	9216	5120	4096	0	0	0	proj	l0.s103.proj
105	150	2047	1790327718015844352	1790327718015851520	7168	4096	3072	0	0	0	proj	l0.s103.proj
106	153	255	1790327718015851520	1790327718015922176	70656	29696	2048	38912	0	0	proj	l0.s105.proj
107	156	255	1790327718015922176	1790327718015971328	49152	9216	1024	38912	0	0	proj	l0.s107.proj
108	158	127	1790327718015971328	1790327718015980544	9216	7168	2048	0	0	0	proj	l0.s108.proj
109	167	255	1790327718015980544	1790327718016020480	39936	10240	2048	27648	0	0	proj	l0.s115.proj
110	170	255	1790327718016020480	1790327718016062464	41984	10240	2048	29696	0	0	proj	l0.s117.proj
111	170	639	1790327718016062464	1790327718016070656	8192	6144	1024	0	0	1024	proj	l0.s117.proj
112	170	1023	1790327718016070656	1790327718016077824	7168	4096	2048	0	1024	0	proj	l0.s117.proj
113	170	1407	1790327718016077824	1790327718016086016	8192	4096	4096	0	0	0	proj	l0.s117.proj
114	170	1791	1790327718016086016	1790327718016096256	10240	6144	4096	0	0	0	proj	l0.s117.proj
115	172	127	1790327718016096256	1790327718016105472	9216	6144	3072	0	0	0	proj	l0.s118.proj
116	172	511	1790327718016105472	1790327718016113664	8192	5120	2048	0	1024	0	proj	l0.s118.proj
117	172	895	1790327718016113664	1790327718016122880	9216	6144	3072	0	0	0	proj	l0.s118.proj
118	172	1279	1790327718016122880	1790327718016131072	8192	5120	2048	0	0	1024	proj	l0.s118.proj
119	172	1663	1790327718016131072	1790327718016139264	8192	5120	3072	0	0	0	proj	l0.s118.proj
120	172	2047	1790327718016139264	1790327718016148480	9216	5120	4096	0	0	0	proj	l0.s118.proj
121	175	255	1790327718016148480	1790327718016218112	69632	29696	1024	38912	0	0	proj	l0.s120.proj
122	178	255	1790327718016218112	1790327718016268288	50176	10240	1024	37888	0	1024	proj	l0.s122.proj
123	180	127	1790327718016268288	1790327718016276480	8192	6144	1024	0	1024	0	proj	l0.s123.proj
124	189	255	1790327718016276480	1790327718016315392	38912	10240	2048	26624	0	0	proj	l0.s130.proj
125	192	255	1790327718016315392	1790327718016357376	41984	9216	2048	30720	0	0	proj	l0.s132.proj
126	192	639	1790327718016357376	1790327718016365568	8192	6144	2048	0	0	0	proj	l0.s132.proj
127	192	1023	1790327718016365568	1790327718016374784	9216	6144	3072	0	0	0	proj	l0.s132.proj
128	192	1407	1790327718016374784	1790327718016384000	9216	5120	3072	0	1024	0	proj	l0.s132.proj
129	192	1791	1790327718016384000	1790327718016392192	8192	5120	3072	0	0	0	proj	l0.s132.proj
130	194	127	1790327718016392192	1790327718016400384	8192	4096	3072	1024	0	0	proj	l0.s133.proj
131	194	511	1790327718016400384	1790327718016409600	9216	5120	3072	0	0	1024	proj	l0.s133.proj
132	194	895	1790327718016409600	1790327718016418816	9216	5120	3072	0	0	1024	proj	l0.s133.proj
133	194	1279	1790327718016418816	1790327718016427008	8192	5120	3072	0	0	0	proj	l0.s133.proj
134	194	1663	1790327718016427008	1790327718016436224	9216	5120	3072	1024	0	0	proj	l0.s133.proj
135	194	2047	1790327718016436224	1790327718016445440	9216	5120	3072	0	0	1024	proj	l0.s133.proj
136	197	255	1790327718016445440	1790327718016514048	68608	28672	1024	38912	0	0	proj	l0.s135.proj
137	200	255	1790327718016514048	1790327718016564224	50176	10240	2048	37888	0	0	proj	l0.s137.proj
138	202	127	1790327718016564224	1790327718016571392	7168	5120	1024	0	0	1024	proj	l0.s138.proj
139	211	255	1790327718016571392	1790327718016612352	40960	10240	2048	28672	0	0	proj	l0.s145.proj
140	214	255	1790327718016612352	1790327718016654336	41984	10240	1024	29696	0	1024	proj	l0.s147.proj
141	214	639	1790327718016654336	1790327718016661504	7168	5120	1024	0	1024	0	proj	l0.s147.proj
142	214	1023	1790327718016661504	1790327718016670720	9216	5120	3072	0	0	1024	proj	l0.s147.proj
143	214	1407	1790327718016670720	1790327718016679936	9216	5120	3072	0	1024	0	proj	l0.s147.proj
144	214	1791	1790327718016679936	1790327718016688128	8192	5120	3072	0	0	0	proj	l0.s147.proj
145	216	127	1790327718016688128	1790327718016696320	8192	5120	3072	0	0	0	proj	l0.s148.proj
146	216	511	1790327718016696320	1790327718016705536	9216	6144	3072	0	0	0	proj	l0.s148.proj
147	216	895	1790327718016705536	1790327718016714752	9216	5120	3072	0	1024	0	proj	l0.s148.proj
148	216	1279	1790327718016714752	1790327718016723968	9216	5120	3072	0	0	1024	proj	l0.s148.proj
149	216	1663	1790327718016723968	1790327718016733184	9216	5120	3072	0	0	1024	proj	l0.s148.proj
150	216	2047	1790327718016733184	1790327718016741376	8192	4096	3072	0	0	1024	proj	l0.s148.proj
151	219	255	1790327718016741376	1790327718016812032	70656	29696	2048	38912	0	0	proj	l0.s150.proj
152	222	255	1790327718016812032	1790327718016863232	51200	10240	1024	39936	0	0	proj	l0.s152.proj
153	224	127	1790327718016863232	1790327718016871424	8192	7168	1024	0	0	0	proj	l0.s153.proj
154	233	255	1790327718016871424	1790327718016911360	39936	9216	2048	28672	0	0	proj	l0.s160.proj
155	236	255	1790327718016911360	1790327718016952320	40960	9216	2048	29696	0	0	proj	l0.s162.proj
156	236	639	1790327718016952320	1790327718016960512	8192	6144	2048	0	0	0	proj	l0.s162.proj
157	236	1023	1790327718016960512	1790327718016968704	8192	5120	2048	0	0	1024	proj	l0.s162.proj
158	236	1407	1790327718016968704	1790327718016975872	7168	4096	2048	1024	0	0	proj	l0.s162.proj
159	236	1791	1790327718016975872	1790327718016984064	8192	6144	2048	0	0	0	proj	l0.s162.proj
160	238	127	1790327718016984064	1790327718016993280	9216	7168	2048	0	0	0	proj	l0.s163.proj
161	238	511	1790327718016993280	1790327718017001472	8192	6144	1024	0	0	1024	proj	l0.s163.proj
162	238	895	1790327718017001472	1790327718017008640	7168	5120	1024	0	1024	0	proj	l0.s163.proj
163	238	1279	1790327718017008640	1790327718017017856	9216	6144	3072	0	0	0	proj	l0.s163.proj
164	238	1663	1790327718017017856	1790327718017026048	8192	5120	3072	0	0	0	proj	l0.s163.proj
165	238	2047	1790327718017026048	1790327718017034240	8192	4096	3072	0	0	1024	proj	l0.s163.proj
166	241	255	1790327718017034240	1790327718017107968	73728	29696	3072	40960	0	0	proj	l0.s165.proj
167	244	255	1790327718017107968	1790327718017158144	50176	10240	1024	37888	0	1024	proj	l0.s167.proj
168	246	127	1790327718017158144	1790327718017166336	8192	6144	1024	1024	0	0	proj	l0.s168.proj
169	255	255	1790327718017166336	1790327718017206272	39936	9216	2048	28672	0	0	proj	l0.s175.proj
170	258	255	1790327718017206272	1790327718017248256	41984	9216	2048	30720	0	0	proj	l0.s177.proj
171	258	639	1790327718017248256	1790327718017256448	8192	6144	2048	0	0	0	proj	l0.s177.proj
172	258	1023	1790327718017256448	1790327718017264640	8192	5120	3072	0	0	0	proj	l0.s177.proj
173	258	1407	1790327718017264640	1790327718017274880	10240	6144	4096	0	0	0	proj	l0.s177.proj
174	258	1791	1790327718017274880	1790327718017282048	7168	5120	2048	0	0	0	proj	l0.s177.proj
175	260	127	1790327718017282048	1790327718017290240	8192	5120	3072	0	0	0	proj	l0.s178.proj
176	260	511	1790327718017290240	1790327718017298432	8192	5120	3072	0	0	0	proj	l0.s178.proj
177	260	895	1790327718017298432	1790327718017307648	9216	5120	4096	0	0	0	proj	l0.s178.proj
178	260	1279	1790327718017307648	1790327718017315840	8192	5120	3072	0	0	0	proj	l0.s178.proj
179	260	1663	1790327718017315840	1790327718017326080	10240	6144	4096	0	0	0	proj	l0.s178.proj
180	260	2047	1790327718017326080	1790327718017333248	7168	4096	2048	1024	0	0	proj	l0.s178.proj
181	263	255	1790327718017333248	1790327718017401856	68608	28672	2048	37888	0	0	proj	l0.s180.proj
182	266	255	1790327718017401856	1790327718017453056	51200	10240	2048	38912	0	0	proj	l0.s182.proj
183	268	127	1790327718017453056	1790327718017461248	8192	6144	2048	0	0	0	proj	l0.s183.proj
184	277	255	1790327718017461248	1790327718017500160	38912	9216	2048	27648	0	0	proj	l0.s190.proj
185	280	255	1790327718017500160	1790327718017543168	43008	10240	2048	30720	0	0	proj	l0.s192.proj
186	280	639	1790327718017543168	1790327718017551360	8192	6144	1024	0	0	1024	proj	l0.s192.proj
187	280	1023	1790327718017551360	1790327718017559552	8192	5120	2048	1024	0	0	proj	l0.s192.proj
188	280	1407	1790327718017559552	1790327718017567744	8192	5120	3072	0	0	0	proj	l0.s192.proj
189	280	1791	1790327718017567744	1790327718017574912	7168	4096	3072	0	0	0	proj	l0.s192.proj
190	282	127	1790327718017574912	1790327718017583104	8192	4096	3072	1024	0	0	proj	l0.s193.proj
191	282	511	1790327718017583104	1790327718017591296	8192	4096	2048	2048	0	0	proj	l0.s193.proj
192	282	895	1790327718017591296	1790327718017598464	7168	3072	2048	2048	0	0	proj	l0.s193.proj
193	282	1279	1790327718017598464	1790327718017606656	8192	5120	3072	0	0	0	proj	l0.s193.proj
194	282	1663	1790327718017606656	1790327718017614848	8192	5120	3072	0	0	0	proj	l0.s193.proj
195	282	2047	1790327718017614848	1790327718017624064	9216	5120	3072	0	0	1024	proj	l0.s193.proj
196	285	255	1790327718017624064	1790327718017696768	72704	28672	1024	40960	0	2048	proj	l0.s195.proj
197	288	255	1790327718017696768	1790327718017747968	51200	9216	2048	39936	0	0	proj	l0.s197.proj
198	290	127	1790327718017747968	1790327718017757184	9216	6144	2048	0	1024	0	proj	l0.s198.proj
199	299	255	1790327718017757184	1790327718017796096	38912	9216	2048	27648	0	0	proj	l0.s205.proj
200	302	255	1790327718017796096	1790327718017838080	41984	10240	1024	30720	0	0	proj	l0.s207.proj
201	302	639	1790327718017838080	1790327718017846272	8192	6144	1024	0	0	1024	proj	l0.s207.proj
202	302	1023	1790327718017846272	1790327718017854464	8192	5120	2048	0	1024	0	proj	l0.s207.proj
203	302	1407	1790327718017854464	1790327718017861632	7168	4096	2048	0	0	1024	proj	l0.s207.proj
204	302	1791	1790327718017861632	1790327718017868800	7168	4096	2048	0	0	1024	proj	l0.s207.proj
205	304	127	1790327718017868800	1790327718017879040	10240	7168	2048	1024	0	0	proj	l0.s208.proj
206	304	511	1790327718017879040	1790327718017887232	8192	5120	2048	1024	0	0	proj	l0.s208.proj
207	304	895	1790327718017887232	1790327718017896448	9216	5120	3072	0	0	1024	proj	l0.s208.proj
208	304	1279	1790327718017896448	1790327718017905664	9216	5120	3072	0	1024	0	proj	l0.s208.proj
209	304	1663	1790327718017905664	1790327718017914880	9216	6144	3072	0	0	0	proj	l0.s208.proj
210	304	2047	1790327718017914880	1790327718017923072	8192	4096	3072	0	0	1024	proj	l0.s208.proj
211	307	255	1790327718017923072	1790327718017992704	69632	29696	2048	37888	0	0	proj	l0.s210.proj
212	310	255	1790327718017992704	1790327718018041856	49152	10240	1024	36864	0	1024	proj	l0.s212.proj
213	312	127	1790327718018041856	1790327718018050048	8192	6144	1024	1024	0	0	proj	l0.s213.proj
214	321	255	1790327718018050048	1790327718018091008	40960	9216	2048	28672	0	1024	proj	l0.s220.proj
215	324	255	1790327718018091008	1790327718018134016	43008	10240	2048	30720	0	0	proj	l0.s222.proj
216	324	639	1790327718018134016	1790327718018142208	8192	6144	1024	0	1024	0	proj	l0.s222.proj
217	324	1023	1790327718018142208	1790327718018149376	7168	5120	2048	0	0	0	proj	l0.s222.proj
218	324	1407	1790327718018149376	1790327718018158592	9216	5120	3072	0	0	1024	proj	l0.s222.proj
219	324	1791	1790327718018158592	1790327718018166784	8192	4096	2048	0	1024	1024	proj	l0.s222.proj
220	326	127	1790327718018166784	1790327718018176000	9216	7168	2048	0	0	0	proj	l0.s223.proj
221	326	511	1790327718018176000	1790327718018184192	8192	4096	2048	2048	0	0	proj	l0.s223.proj
222	326	895	1790327718018184192	1790327718018192384	8192	6144	2048	0	0	0	proj	l0.s223.proj
223	326	1279	1790327718018192384	1790327718018201600	9216	6144	2048	0	0	1024	proj	l0.s223.proj
224	326	1663	1790327718018201600	1790327718018209792	8192	5120	2048	0	1024	0	proj	l0.s223.proj
225	326	2047	1790327718018209792	1790327718018216960	7168	4096	3072	0	0	0	proj	l0.s223.proj
226	329	255	1790327718018216960	1790327718018291712	74752	29696	3072	40960	0	1024	proj	l0.s225.proj
227	332	255	1790327718018291712	1790327718018340864	49152	9216	2048	37888	0	0	proj	l0.s227.proj
228	334	127	1790327718018340864	1790327718018349056	8192	5120	2048	0	1024	0	proj	l0.s228.proj
229	343	255	1790327718018349056	1790327718018387968	38912	9216	2048	26624	0	1024	proj	l0.s235.proj
230	346	255	1790327718018387968	1790327718018430976	43008	10240	2048	30720	0	0	proj	l0.s237.proj
231	346	639	1790327718018430976	1790327718018440192	9216	7168	2048	0	0	0	proj	l0.s237.proj
232	346	1023	1790327718018440192	1790327718018449408	9216	7168	2048	0	0	0	proj	l0.s237.proj
233	346	1407	1790327718018449408	1790327718018456576	7168	5120	2048	0	0	0	proj	l0.s237.proj
234	346	1791	1790327718018456576	1790327718018463744	7168	4096	2048	0	0	1024	proj	l0.s237.proj
235	348	127	1790327718018463744	1790327718018471936	8192	4096	3072	0	0	1024	proj	l0.s238.proj
236	348	511	1790327718018471936	1790327718018480128	8192	4096	3072	0	1024	0	proj	l0.s238.proj
237	348	895	1790327718018480128	1790327718018489344	9216	5120	4096	0	0	0	proj	l0.s238.proj
238	348	1279	1790327718018489344	1790327718018497536	8192	4096	3072	0	0	1024	proj	l0.s238.proj
239	348	1663	1790327718018497536	1790327718018505728	8192	4096	3072	0	0	1024	proj	l0.s238.proj
240	348	2047	1790327718018505728	1790327718018513920	8192	4096	2048	2048	0	0	proj	l0.s238.proj
241	351	255	1790327718018513920	1790327718018584576	70656	28672	2048	39936	0	0	lm_head	l0.s240.proj
242	354	255	1790327718018584576	1790327718018633728	49152	9216	2048	37888	0	0	lm_head	l0.s242.proj
243	354	639	1790327718018633728	1790327718018642944	9216	6144	2048	1024	0	0	lm_head	l0.s242.proj
244	354	1023	1790327718018642944	1790327718018651136	8192	6144	2048	0	0	0	lm_head	l0.s242.proj
245	354	1407	1790327718018651136	1790327718018658304	7168	5120	2048	0	0	0	lm_head	l0.s242.proj
246	354	1791	1790327718018658304	1790327718018666496	8192	5120	3072	0	0	0	lm_head	l0.s242.proj
247	354	2175	1790327718018666496	1790327718018675712	9216	5120	3072	0	0	1024	lm_head	l0.s242.proj
248	354	2559	1790327718018675712	1790327718018684928	9216	5120	4096	0	0	0	lm_head	l0.s242.proj
249	354	2943	1790327718018684928	1790327718018695168	10240	6144	4096	0	0	0	lm_head	l0.s242.proj
250	354	3327	1790327718018695168	1790327718018703360	8192	5120	3072	0	0	0	lm_head	l0.s242.proj
251	354	3711	1790327718018703360	1790327718018712576	9216	5120	4096	0	0	0	lm_head	l0.s242.proj
252	354	4095	1790327718018712576	1790327718018721792	9216	5120	4096	0	0	0	lm_head	l0.s242.proj
253	354	4479	1790327718018721792	1790327718018729984	8192	4096	3072	1024	0	0	lm_head	l0.s242.proj
254	354	4863	1790327718018729984	1790327718018738176	8192	4096	3072	1024	0	0	lm_head	l0.s242.proj
255	354	5247	1790327718018738176	1790327718018746368	8192	5120	2048	0	1024	0	lm_head	l0.s242.proj
256	354	5631	1790327718018746368	1790327718018754560	8192	5120	3072	0	0	0	lm_head	l0.s242.proj
257	354	6015	1790327718018754560	1790327718018763776	9216	5120	4096	0	0	0	lm_head	l0.s242.proj
258	354	6399	1790327718018763776	1790327718018772992	9216	4096	4096	0	1024	0	lm_head	l0.s242.proj
259	354	6783	1790327718018772992	1790327718018783232	10240	5120	4096	0	0	1024	lm_head	l0.s242.proj
260	354	7167	1790327718018783232	1790327718018791424	8192	4096	4096	0	0	0	lm_head	l0.s242.proj
261	354	7551	1790327718018791424	1790327718018801664	10240	5120	5120	0	0	0	lm_head	l0.s242.proj
262	354	7935	1790327718018801664	1790327718018810880	9216	4096	4096	1024	0	0	lm_head	l0.s242.proj
263	354	8319	1790327718018810880	1790327718018820096	9216	5120	4096	0	0	0	lm_head	l0.s242.proj
264	354	8703	1790327718018820096	1790327718018829312	9216	4096	4096	0	1024	0	lm_head	l0.s242.proj
265	354	9087	1790327718018829312	1790327718018838528	9216	5120	4096	0	0	0	lm_head	l0.s242.proj
266	354	9471	1790327718018838528	1790327718018847744	9216	5120	3072	0	0	1024	lm_head	l0.s242.proj
267	354	9855	1790327718018847744	1790327718018855936	8192	4096	3072	0	0	1024	lm_head	l0.s242.proj
268	354	10239	1790327718018855936	1790327718018865152	9216	4096	2048	0	0	3072	lm_head	l0.s242.proj
269	354	10623	1790327718018865152	1790327718018873344	8192	4096	2048	2048	0	0	lm_head	l0.s242.proj
270	354	11007	1790327718018873344	1790327718018881536	8192	5120	2048	0	1024	0	lm_head	l0.s242.proj
271	354	11391	1790327718018881536	1790327718018890752	9216	6144	3072	0	0	0	lm_head	l0.s242.proj
272	354	11775	1790327718018890752	1790327718018899968	9216	6144	3072	0	0	0	lm_head	l0.s242.proj
273	354	12159	1790327718018899968	1790327718018909184	9216	6144	3072	0	0	0	lm_head	l0.s242.proj
