config	historical_status	replay_class	exit_code	binary_sha256	log
mha4_32x16x32s4k2	RUNFAIL	numerical_criterion	1	7103acd1b5916012d92125ed58294edc74208279fc45aa7dd5905cf9b58a0902	logs/mha4_32x16x32s4k2.txt
mha4_32x16x32s4k16	RUNFAIL	numerical_criterion	1	d610bb07323ed7bebfac4d302976327c0e60f1bf89f10215314d57b3f286bf3c	logs/mha4_32x16x32s4k16.txt
mha4_32x16x32s5k2	RUNFAIL	numerical_criterion	1	da41815c908e5e1e1c9688876c65e8b1a12aa3fb1d30d1a7954c020e9a506f2b	logs/mha4_32x16x32s5k2.txt
mha4_32x16x32s5k16	RUNFAIL	numerical_criterion	1	18774528d664503ee30939fd6cc9e60a699874134b545c370a43b3450b63c9de	logs/mha4_32x16x32s5k16.txt
mha4_32x32x16s2k2	RUNFAIL	numerical_criterion	1	930e6714b4214e1735f6f371dfd10fc35f2eabd863bec180824496391e0d576a	logs/mha4_32x32x16s2k2.txt
mha4_32x32x16s2k16	RUNFAIL	numerical_criterion	1	bfc8b41815e62c009e24c15f32349a10dcf80bfc7023e5fd2c6480327e209be1	logs/mha4_32x32x16s2k16.txt
mha4_32x32x16s3k2	RUNFAIL	numerical_criterion	1	9d2d661737a39f0ff186bcf43b31731cb353419260daf9b22668061e89b0a70c	logs/mha4_32x32x16s3k2.txt
mha4_32x32x16s3k16	RUNFAIL	numerical_criterion	1	ce836a281e6400d343b85f317c90f09163867d1c59a9d2d2af3f759208308e5d	logs/mha4_32x32x16s3k16.txt
mha4_32x32x16s4k2	RUNFAIL	numerical_criterion	1	af855af75b4249e896ef93d5363ec150921fb36e091d62ea801c7ecf3e0bed5a	logs/mha4_32x32x16s4k2.txt
mha4_32x32x16s4k16	RUNFAIL	numerical_criterion	1	bfa68414d0355f27ecdb5b7721462539d9217c7303085ffc207e108b2167b7f3	logs/mha4_32x32x16s4k16.txt
mha4_32x32x16s5k2	RUNFAIL	numerical_criterion	1	15fbfdd84adfe08f5d5229215881b64d1b202db5ee282794d3102315c1ed13d5	logs/mha4_32x32x16s5k2.txt
mha4_32x32x16s5k16	RUNFAIL	numerical_criterion	1	086c74e9abe66e28be3f9f05717f936f4f730cd1decca31183cb5a497fa67ce7	logs/mha4_32x32x16s5k16.txt
mha4_32x32x32s2k2	RUNFAIL	numerical_criterion	1	05b9c265f88bb3b3729f5b33a131160eed8c292f757ec1cc426b42ab8e379f9e	logs/mha4_32x32x32s2k2.txt
mha4_32x32x32s2k16	RUNFAIL	numerical_criterion	1	8a96925f69b3b46c19e68c9947190febaa8c58e2438e41c808a3767a510091ba	logs/mha4_32x32x32s2k16.txt
mha4_32x32x32s3k2	RUNFAIL	numerical_criterion	1	732ed52fe19012c461b0b88b3f59ffcabc57e03204066de31df51284a793c519	logs/mha4_32x32x32s3k2.txt
mha4_32x32x32s3k16	RUNFAIL	numerical_criterion	1	2e0c5952eb2b0008f0def602c016fd9e211c7c73ce95a6100b2d0ab87f72ea83	logs/mha4_32x32x32s3k16.txt
mha4_32x32x32s4k2	RUNFAIL	numerical_criterion	1	4787084df2e1334a2a220cd5e5a0367f66012a60f7e86e0d9f45e3ad9fc437f6	logs/mha4_32x32x32s4k2.txt
mha4_32x32x32s4k16	RUNFAIL	numerical_criterion	1	fe4fd11696eb8cbad5e70e93878e89648fb7e71ce1419cb1e978d8d353162fef	logs/mha4_32x32x32s4k16.txt
mha4_32x32x32s5k2	RUNFAIL	numerical_criterion	1	b0e929d79956bea9be8af0d2911f6bdd9ab8d9413713af0fbcafada1c0019b5a	logs/mha4_32x32x32s5k2.txt
mha4_32x32x32s5k16	RUNFAIL	numerical_criterion	1	3f20fd35113466544a7999cd83781b22244f1c6c98c3fbcd3a498c0b5b4263ad	logs/mha4_32x32x32s5k16.txt
mha4_32x64x16s2k2	RUNFAIL	numerical_criterion	1	59fc4f418b7ae0e319632e2b397f75c1a233c9b2468d12c8d46665ac1c953e1a	logs/mha4_32x64x16s2k2.txt
mha4_32x64x16s2k16	RUNFAIL	numerical_criterion	1	38ada8749a0ba45adf4ffa514560bfdff05d7effe3e042c60e1d9691fb9263f4	logs/mha4_32x64x16s2k16.txt
mha4_32x64x16s3k2	RUNFAIL	numerical_criterion	1	9696268bd689641a9abd267c3a3ec1bca4a6363112f2a1eadc523cb91124134b	logs/mha4_32x64x16s3k2.txt
mha4_32x64x16s3k16	RUNFAIL	numerical_criterion	1	96044832e2b68edc5b012ebe7e07c11b42d3d6987b6e1a8d6a62f99ff22dab43	logs/mha4_32x64x16s3k16.txt
mha4_32x64x16s4k2	RUNFAIL	numerical_criterion	1	42fb7c3679508966bc380f96f39e27d368cb137ae13c8b3a48e0e0ae2a5a3a35	logs/mha4_32x64x16s4k2.txt
mha4_32x64x16s4k16	RUNFAIL	numerical_criterion	1	7265aca61c0dabea351cb4408a09778b92838ae4203a28363a4028a0ff93dfcd	logs/mha4_32x64x16s4k16.txt
mha4_32x64x16s5k2	RUNFAIL	numerical_criterion	1	d4822347cc490a9290de20423bc0fcda057dd06ab0148b177df24cd3fcfefc45	logs/mha4_32x64x16s5k2.txt
mha4_32x64x16s5k16	RUNFAIL	numerical_criterion	1	4b1f6d2da1e985dd06fb3ed7c4f933c1e174d9f63198045ccebae42c5315a6b8	logs/mha4_32x64x16s5k16.txt
mha4_32x64x32s2k2	RUNFAIL	numerical_criterion	1	c736dae05fd562bbd9c85427cc12480146a3cca5094952e6df13b5d5c79eb009	logs/mha4_32x64x32s2k2.txt
mha4_32x64x32s2k16	RUNFAIL	numerical_criterion	1	3aee20d41b6224556513c31b95811805f3ebc3c995f3e082c6d6961635b97b62	logs/mha4_32x64x32s2k16.txt
mha4_32x64x32s3k2	RUNFAIL	numerical_criterion	1	c71ec9d7a496a0ce2bcedb55d925615a4e64114e64d7db6e26fe95fcaaaa07c5	logs/mha4_32x64x32s3k2.txt
mha4_32x64x32s3k16	RUNFAIL	numerical_criterion	1	29282522ba9bd23921eda5a92fa0421774fe80eeff64f89ad11a65465e596531	logs/mha4_32x64x32s3k16.txt
mha4_32x64x32s4k2	RUNFAIL	numerical_criterion	1	d641513044fdb56a75258c636f9b3e2e4172ceb9ba75205d9c3bf967e6a1e708	logs/mha4_32x64x32s4k2.txt
mha4_32x64x32s4k16	RUNFAIL	numerical_criterion	1	4f3e0d84d7c0839426ce93ba567314eab9ad7feabf8c4cb4c620483bd3f7e900	logs/mha4_32x64x32s4k16.txt
mha4_32x64x32s5k2	RUNFAIL	numerical_criterion	1	fdc41a55d841080eb375d65126b56b02abeb7cca9449690b88c42de6d1999035	logs/mha4_32x64x32s5k2.txt
mha4_32x64x32s5k16	RUNFAIL	numerical_criterion	1	c229ea536a0b04191bbe7d2eb73face3b2ed12e7df6442b63c939fa977eb5a46	logs/mha4_32x64x32s5k16.txt
mha4_32x128x16s2k2	RUNFAIL	numerical_criterion	1	c0d9c98d6949837a82b39cffa0053091329f88923fe8dfa8ec08b44cbf8d6dca	logs/mha4_32x128x16s2k2.txt
mha4_32x128x16s2k16	RUNFAIL	numerical_criterion	1	43d312a0e866610c8450c644d705b15214ff6c118a89672c5d6be3bcdbf00a19	logs/mha4_32x128x16s2k16.txt
mha4_32x128x16s3k2	RUNFAIL	numerical_criterion	1	7b8871b79677e8141f10cfdb4f0a11e7fc749bd7a55151c5f2faf3a2e0fea77b	logs/mha4_32x128x16s3k2.txt
mha4_32x128x16s3k16	RUNFAIL	numerical_criterion	1	fa77e16c18bbeb3095b07fc7585de2c144c46200e6ad0987a2ab01b2e4ed59a4	logs/mha4_32x128x16s3k16.txt
mha4_32x128x16s4k2	RUNFAIL	numerical_criterion	1	04558eca1e2299b0defec4773fa8776c921f77b3a6d775e2cd8444d580893cbb	logs/mha4_32x128x16s4k2.txt
mha4_32x128x16s4k16	RUNFAIL	numerical_criterion	1	74e77c3a0fbf6a35fa2e05f0372d326dbf39704ba18c8469733444df8f8f801b	logs/mha4_32x128x16s4k16.txt
mha4_32x128x16s5k2	RUNFAIL	numerical_criterion	1	e6baf8067f295f212eb6c655bcc1ee5496826a1c2c35fdcd68c3f8437696f792	logs/mha4_32x128x16s5k2.txt
mha4_32x128x16s5k16	RUNFAIL	numerical_criterion	1	b20b10f1539c69d840412431e80813c9d1c9407769fd51d8ce6908c930d1f4f0	logs/mha4_32x128x16s5k16.txt
mha4_32x128x32s2k2	RUNFAIL	numerical_criterion	1	f5f05bf1c331323e52094220b0a6589ea7cbdce4ca8697f829538d1ac246bacc	logs/mha4_32x128x32s2k2.txt
mha4_32x128x32s2k16	RUNFAIL	numerical_criterion	1	379d75f7fc81d59262a8060f0dfec284cb80014541163b3a4854423ba1214ac0	logs/mha4_32x128x32s2k16.txt
mha4_32x128x32s3k2	RUNFAIL	numerical_criterion	1	9e6958320aa90b4681638abbd63a95996db1dbfb8790e464e6ecbb68249e685a	logs/mha4_32x128x32s3k2.txt
mha4_32x128x32s3k16	RUNFAIL	numerical_criterion	1	4b2ac0a775761268a69c841451c299569cf8f0bd58ce7472d2bb14bf1c157a5f	logs/mha4_32x128x32s3k16.txt
mha4_32x128x32s4k2	RUNFAIL	numerical_criterion	1	5696ba7ef57005b9915889d6944b49c1ec51bd45592c2a9827a4f7f807e3358a	logs/mha4_32x128x32s4k2.txt
mha4_32x128x32s4k16	RUNFAIL	numerical_criterion	1	7c0b374d57023c9de07c35c9d266d94bf245993e7f87b408c3264f36fbfc3fdc	logs/mha4_32x128x32s4k16.txt
mha4_32x128x32s5k2	RUNFAIL	numerical_criterion	1	7f4907ebc623d812badd067970272f51bfd4b21ba2c7cfaf44bce3354ded5931	logs/mha4_32x128x32s5k2.txt
mha4_32x128x32s5k16	RUNFAIL	numerical_criterion	1	a9483616104e65390853a63f7fb30b59b11bda1d058275b4fc34952f2c20b8eb	logs/mha4_32x128x32s5k16.txt
mha4_32x256x16s2k2	RUNFAIL	numerical_criterion	1	520cd1cd33c67419df99daf7d9f4e5bc96e429d9a618d6118be30cfc2b955d70	logs/mha4_32x256x16s2k2.txt
mha4_32x256x16s2k16	RUNFAIL	numerical_criterion	1	f613a84d208cff5e171b670984807b533f71aef6c7f71126bdd28ddd56e4f33a	logs/mha4_32x256x16s2k16.txt
mha4_32x256x16s3k2	RUNFAIL	numerical_criterion	1	baa19ef53bbcd6567922323f6e92ee88f10fa15597a4ac98a4676ccdcac1fc84	logs/mha4_32x256x16s3k2.txt
mha4_32x256x16s3k16	RUNFAIL	numerical_criterion	1	c50fe2893c5de47208827a2bdae365dbf21d82afacf6c29dc3f20392f6a23505	logs/mha4_32x256x16s3k16.txt
mha4_32x256x16s4k2	RUNFAIL	numerical_criterion	1	329773d5e848596d50086f6df04b1c69f606b6a39cb9795161c33197218fdb69	logs/mha4_32x256x16s4k2.txt
mha4_32x256x16s4k16	RUNFAIL	numerical_criterion	1	83e6df22b552b655c1c140c64aaebe47b7d46bae31e74e63e344ea92f9400144	logs/mha4_32x256x16s4k16.txt
mha4_32x256x16s5k2	RUNFAIL	numerical_criterion	1	b15342b53b449f12f5e624b2ba474d26ca233a0215bf152ba7e639f48b3fa6e4	logs/mha4_32x256x16s5k2.txt
mha4_32x256x16s5k16	RUNFAIL	numerical_criterion	1	9d08110c73b8eefb8f231a2ee99faa7c20f95bb1ad8eefd0926f1a9b72e5b3f1	logs/mha4_32x256x16s5k16.txt
mha4_32x256x32s2k2	RUNFAIL	numerical_criterion	1	1b5a367ef24a41ef221b21637591499b9f25cb32488251fa90ae09b88a9f96dd	logs/mha4_32x256x32s2k2.txt
mha4_32x256x32s2k16	RUNFAIL	numerical_criterion	1	d977f5e6d469ab5f46e987e99af06b0c315092b29e95c2b79f64c29f704e8c14	logs/mha4_32x256x32s2k16.txt
mha4_32x256x32s3k2	RUNFAIL	numerical_criterion	1	214abac0c8cf33b0e89c3685b17c8878307e6c8b3053eabc4f3e905ade1ba7ce	logs/mha4_32x256x32s3k2.txt
mha4_32x256x32s3k16	RUNFAIL	numerical_criterion	1	1294c91fe8eb7dbb6951365e5c6c698b135aba39205f19a8d0e15f0999e735cd	logs/mha4_32x256x32s3k16.txt
mha4_32x256x32s4k2	RUNFAIL	numerical_criterion	1	1f33a93fe310cf81091cb92066e647bd5833e54eaf71b7c06bf63d6fc401e537	logs/mha4_32x256x32s4k2.txt
mha4_32x256x32s4k16	RUNFAIL	numerical_criterion	1	64c3c97cea17ee8a7edd75eb648df34b767aefb1985b21cd9d2b4b2df4f4e46d	logs/mha4_32x256x32s4k16.txt
mha4_32x256x32s5k2	RUNFAIL	numerical_criterion	1	a1b7d72124515e9a78a2468b459fdf7f06b09196b1eeb64a48c4a0a1f7ea5d22	logs/mha4_32x256x32s5k2.txt
mha4_32x256x32s5k16	RUNFAIL	numerical_criterion	1	438e44f1eb7d5313a77de769d4cb98b0ba1dd575163411ea69d8b9e8db1f9125	logs/mha4_32x256x32s5k16.txt
mha4_64x16x16s2k2	RUNFAIL	numerical_criterion	1	40db22a018f8ca557c10ac019f76b02bbdc25b22f8a22fb55cdb02dd51ed3cdb	logs/mha4_64x16x16s2k2.txt
mha4_64x16x16s2k16	RUNFAIL	numerical_criterion	1	7609f0a5b3f8f6e700d73a88ca7c7e4f7b01d12d6af53d1c2e2b114d4a665c4c	logs/mha4_64x16x16s2k16.txt
mha4_64x16x16s3k2	RUNFAIL	numerical_criterion	1	05c3e06bfdf436ca2f46c010c8fbb536c63b14c2ce7a2c483819a7e1681eab0b	logs/mha4_64x16x16s3k2.txt
mha4_64x16x16s3k16	RUNFAIL	numerical_criterion	1	8b56911b7af722e6220c068016bf6cb7fa681299de1db53db3c9cfd9f879b556	logs/mha4_64x16x16s3k16.txt
mha4_64x16x16s4k2	RUNFAIL	numerical_criterion	1	2457b941a690f46bfb61b9899345aeba0d41813e90b662e92bec1b2202d52881	logs/mha4_64x16x16s4k2.txt
mha4_64x16x16s4k16	RUNFAIL	numerical_criterion	1	a4e28c72feddb1da6ea3e29b88e91a4c257288f85454f6e1773e4b0fa220f33f	logs/mha4_64x16x16s4k16.txt
mha4_64x16x16s5k2	RUNFAIL	numerical_criterion	1	02efb659f011a2347cc6e98f280a61aa6e598fb0c251e48e79df9adc988e4c15	logs/mha4_64x16x16s5k2.txt
mha4_64x16x16s5k16	RUNFAIL	numerical_criterion	1	ff5e98f1d8aa71356cebdbd9f5ac894580f574c97576daf2e121b00e4cab1644	logs/mha4_64x16x16s5k16.txt
mha4_64x16x32s2k2	RUNFAIL	numerical_criterion	1	d582ea0fa67e3165d346dbe3edcd95b6cbdd8ed7537bb110056dfd0b572f9f4f	logs/mha4_64x16x32s2k2.txt
mha4_64x16x32s2k16	RUNFAIL	numerical_criterion	1	8060c1b408bce22ce8868ac2831b2f3d6159e37d3325c5793b28c27b04ff74a2	logs/mha4_64x16x32s2k16.txt
mha4_64x16x32s3k2	RUNFAIL	numerical_criterion	1	734d3da1f9f41727486bea59f9bbe47c6c66dd1edb36140140a41087f7a0d998	logs/mha4_64x16x32s3k2.txt
mha4_64x16x32s3k16	RUNFAIL	numerical_criterion	1	3c208627638f1e349a583143f8d728a1d3eff92c8b098f1c019b16dea925a848	logs/mha4_64x16x32s3k16.txt
mha4_64x16x32s4k2	RUNFAIL	numerical_criterion	1	327ebd3852b4e3b5bcd98bf490f57f47915e4596576df7058b59ea039760d819	logs/mha4_64x16x32s4k2.txt
mha4_64x16x32s4k16	RUNFAIL	numerical_criterion	1	ac2f82067cf75b4c982d3014a04d3948d10288eefe616d8d4b613de213175455	logs/mha4_64x16x32s4k16.txt
mha4_64x16x32s5k2	RUNFAIL	numerical_criterion	1	978106dc567d0a6957f014e286701d5c32e73d3fb63002913aa677edc80f6ff1	logs/mha4_64x16x32s5k2.txt
mha4_64x16x32s5k16	RUNFAIL	numerical_criterion	1	198ed7c2b163f8065e241831d65e97f09032dfb95b36f8d861649b92241aefbb	logs/mha4_64x16x32s5k16.txt
mha4_64x32x16s2k2	RUNFAIL	numerical_criterion	1	22ab1e63ad1b36f8ffd704ecb463729de6f6be3109f2df2d26215a21123bffe3	logs/mha4_64x32x16s2k2.txt
mha4_64x32x16s2k16	RUNFAIL	numerical_criterion	1	187e02f925cc5f2d6e718c0ab2dc50748952f642ea2fb31d28e3f78ffc1998ce	logs/mha4_64x32x16s2k16.txt
mha4_64x32x16s3k2	RUNFAIL	numerical_criterion	1	7efc66f9687cd47b521fa476a9789c9e3ce5f7745e69d7104040fd43dc86d0a2	logs/mha4_64x32x16s3k2.txt
mha4_64x32x16s3k16	RUNFAIL	numerical_criterion	1	6fda4b496de352788c6bced9eca4e0eff7cbb6a38076bf2cdff0f439f068d72e	logs/mha4_64x32x16s3k16.txt
mha4_64x32x16s4k2	RUNFAIL	numerical_criterion	1	a111dc107597abe56dffa036e1e067b0671139067e68da61296e095be746c406	logs/mha4_64x32x16s4k2.txt
mha4_64x32x16s4k16	RUNFAIL	numerical_criterion	1	5f4e55fa0a677877029a8c4bdc12bbcfe7a24fb4cb83f4a0894be4209b1de89d	logs/mha4_64x32x16s4k16.txt
mha4_64x32x16s5k2	RUNFAIL	numerical_criterion	1	dd112872a3903eae1754448ce433d7d5ac444d76d4d28d4cb54047f34ac39057	logs/mha4_64x32x16s5k2.txt
mha4_64x32x16s5k16	RUNFAIL	numerical_criterion	1	9429167a27a62494bea691d179524b5c0e844679b7d837ceadf79d23ccc79e23	logs/mha4_64x32x16s5k16.txt
mha4_64x32x32s2k2	RUNFAIL	numerical_criterion	1	177393c2927f96ffa9ac498fde3dcf0568fba5937aece34440d45476e7d61059	logs/mha4_64x32x32s2k2.txt
mha4_64x32x32s2k16	RUNFAIL	numerical_criterion	1	22e8fcb6b0258ef6ecf214bd48d3b7e646c83c7ee340f36fda27392754f95f06	logs/mha4_64x32x32s2k16.txt
mha4_64x32x32s3k2	RUNFAIL	numerical_criterion	1	631a0b1aa2a50e9d7101031bb95e2fdad2b6cc7e29620e3fb03ac3c7c31b5475	logs/mha4_64x32x32s3k2.txt
mha4_64x32x32s3k16	RUNFAIL	numerical_criterion	1	235f942f06ff9efbb0d952440b9a697eb4890732c62396fdaab8408d55601d14	logs/mha4_64x32x32s3k16.txt
mha4_64x32x32s4k2	RUNFAIL	numerical_criterion	1	2bc6cc0565fb7d64850110c0b1e03461bd30a8398ec3540aa99368be6622f47b	logs/mha4_64x32x32s4k2.txt
mha4_64x32x32s4k16	RUNFAIL	numerical_criterion	1	e98320ab3fd9eb0211bd8ab8e80841340479e6d89d20c4b1a89156b0c63055fe	logs/mha4_64x32x32s4k16.txt
mha4_64x32x32s5k2	RUNFAIL	numerical_criterion	1	c93ddb8f1dd552f0c817cfd93478e00ea3686a4831872e8602b9ee7559cb5a9d	logs/mha4_64x32x32s5k2.txt
mha4_64x32x32s5k16	RUNFAIL	numerical_criterion	1	f498184469df472b313d05a3adadea2b5c2518f8deea7b19bcf0c7e16af2ee4b	logs/mha4_64x32x32s5k16.txt
mha4_64x64x16s2k2	RUNFAIL	numerical_criterion	1	9103619be09d2bb78c016a5070488872b5070676870b84f387faf99469a84c51	logs/mha4_64x64x16s2k2.txt
mha4_64x64x16s2k16	RUNFAIL	numerical_criterion	1	6a8cee0473a3989bfe0981d9f8c05fde162012ad34255f0b1ac8e54f8f2561b8	logs/mha4_64x64x16s2k16.txt
mha4_64x64x16s3k2	RUNFAIL	numerical_criterion	1	119d8932837e1d8729ef68e52f4a79c7b0d058b10d55618dbf2c9a29ba75633b	logs/mha4_64x64x16s3k2.txt
mha4_64x64x16s3k16	RUNFAIL	numerical_criterion	1	75e3c3f4a2ac05bd0842230230fca7f87825ec17c473399b59817fa207db1886	logs/mha4_64x64x16s3k16.txt
mha4_64x64x16s4k2	RUNFAIL	numerical_criterion	1	1f5d4a8e34efb7f8cb6e3cb6e0686187fb077d32c139868e6ab3455b4a60592e	logs/mha4_64x64x16s4k2.txt
mha4_64x64x16s4k16	RUNFAIL	numerical_criterion	1	e5b8a62c96b69c3d4c7d110c6f562d5cdc1eb7421b11aa7fa979f28ad7bf60c0	logs/mha4_64x64x16s4k16.txt
mha4_64x64x16s5k2	RUNFAIL	numerical_criterion	1	8394e5efa97aa88f062ed9c5a5b4c516edfa9cba9311705deb83870bca17520f	logs/mha4_64x64x16s5k2.txt
mha4_64x64x16s5k16	RUNFAIL	numerical_criterion	1	9bde204e59d40bd24da7025afbf5c7cde23055f4d89bc15e36e763eea03fdfcd	logs/mha4_64x64x16s5k16.txt
mha4_64x64x32s2k2	RUNFAIL	numerical_criterion	1	5d0641c0a150b33a587b8d50a2bfaa9db02d871a6bca25cee80939566ed08431	logs/mha4_64x64x32s2k2.txt
mha4_64x64x32s2k16	RUNFAIL	numerical_criterion	1	4f2d9699c4edc712e14bfae6d2be5a1766b06099d9c59bf6a6e24c2452a8cb53	logs/mha4_64x64x32s2k16.txt
mha4_64x64x32s3k2	RUNFAIL	numerical_criterion	1	01dd9f6307cefcfb244c54ca7e4169c172fe3fceab0c40af7be4d4e2666c9650	logs/mha4_64x64x32s3k2.txt
mha4_64x64x32s3k16	RUNFAIL	numerical_criterion	1	d5d37fcc685fbfb0ff61b1551e7ef9f6d05ed80140b17174ae64ff843e3bf2b3	logs/mha4_64x64x32s3k16.txt
mha4_64x64x32s4k2	RUNFAIL	numerical_criterion	1	a2242a4561c9851c58347bbbb58df5cd2ab49d6ec68dcbfd9669d0a4b3e54292	logs/mha4_64x64x32s4k2.txt
mha4_64x64x32s4k16	RUNFAIL	numerical_criterion	1	9b89dc734880ac721fc2e844c332945ceac164144a5071fc043bb60445780ad8	logs/mha4_64x64x32s4k16.txt
mha4_64x64x32s5k2	RUNFAIL	numerical_criterion	1	bc9e2f9ad3922a153e7dfa32702a2bb7d7bcbcbb7fea370533e834bcac9c2d94	logs/mha4_64x64x32s5k2.txt
mha4_64x64x32s5k16	RUNFAIL	numerical_criterion	1	0545e7e2d425649329dab599757108adde79a3149e928f54b884b8fdfb07fb94	logs/mha4_64x64x32s5k16.txt
mha4_64x128x16s2k2	RUNFAIL	numerical_criterion	1	d6a0670d7abe8afacfc930bbeacc3998c9d10d45fffe71130ab231b5be3910e9	logs/mha4_64x128x16s2k2.txt
mha4_64x128x16s2k16	RUNFAIL	numerical_criterion	1	d56022e4ad64a96021adcb44719765c863bd64f31b6c31c6cb5df83da04affaf	logs/mha4_64x128x16s2k16.txt
mha4_64x128x16s3k2	RUNFAIL	numerical_criterion	1	2369cd9e3688a3ff0697a240dbb43a9be3421cf63878bbc1bf6bb3286cb6ecfe	logs/mha4_64x128x16s3k2.txt
mha4_64x128x16s3k16	RUNFAIL	numerical_criterion	1	28f209191995bbcb81d0dea992957b3e3c3f04b4d1dbbbe87edb2917e422799e	logs/mha4_64x128x16s3k16.txt
mha4_64x128x16s4k2	RUNFAIL	numerical_criterion	1	ff94a53482a29821a4b0d4649c135904bbcdf790d979c643f435b43c335c2b9d	logs/mha4_64x128x16s4k2.txt
mha4_64x128x16s4k16	RUNFAIL	numerical_criterion	1	3c5d0af585f5784c364d49985605d80fcbef90210cfb5e09af6cbad46f9d2f41	logs/mha4_64x128x16s4k16.txt
mha4_64x128x16s5k2	RUNFAIL	numerical_criterion	1	13ef571e8399f8e80a428a9f84eb17a1f123a3e5d5c27e33e9df386b4bea2904	logs/mha4_64x128x16s5k2.txt
mha4_64x128x16s5k16	RUNFAIL	numerical_criterion	1	d551600b31dda618372016223c02ba3360fa039bafbc1ba93ad0600569f23a8f	logs/mha4_64x128x16s5k16.txt
mha4_64x128x32s2k2	RUNFAIL	numerical_criterion	1	6fda29fee7f0b421926a2814753d33414cad27c5d8cc46299e4d78f14f0b5a85	logs/mha4_64x128x32s2k2.txt
mha4_64x128x32s2k16	RUNFAIL	numerical_criterion	1	3f16dd91acf9856fc6e29c04b110981019f2d9c6a2cd3d47293ef300352bb2aa	logs/mha4_64x128x32s2k16.txt
mha4_64x128x32s3k2	RUNFAIL	numerical_criterion	1	fd4d2b7cf324d3b5f89e528a152921be65cceb4d8e864e26dcf30adce9a20b8f	logs/mha4_64x128x32s3k2.txt
mha4_64x128x32s3k16	RUNFAIL	numerical_criterion	1	0568dedc00727c02aadb949b0459f007979711f23b3e9bbab64969865ae7ecae	logs/mha4_64x128x32s3k16.txt
mha4_64x128x32s4k2	RUNFAIL	numerical_criterion	1	14e00fe8fa23f21b259a1e0bc980f8f64379426be582d52a55bf0aa02231155e	logs/mha4_64x128x32s4k2.txt
mha4_64x128x32s4k16	RUNFAIL	numerical_criterion	1	4f9d2e350d404388465da35fcc03c2430be2a143b1eabc5584d0f63ffc344dcf	logs/mha4_64x128x32s4k16.txt
mha4_64x128x32s5k2	RUNFAIL	numerical_criterion	1	04598ae52ee11e652c06b97eb7eea916a0accb156a3507408a5d552b9d3ae63b	logs/mha4_64x128x32s5k2.txt
mha4_64x128x32s5k16	RUNFAIL	numerical_criterion	1	663632000a93867f2fee7d12da4247d845f8225d48185f92d8abc15f8db7590e	logs/mha4_64x128x32s5k16.txt
mha4_64x256x16s2k2	RUNFAIL	numerical_criterion	1	67037f6a3ddd5a04983ad691dfc3dbade59b176c4c7e29571d44308aca13738f	logs/mha4_64x256x16s2k2.txt
mha4_64x256x16s2k16	RUNFAIL	numerical_criterion	1	8e160362282ffb0bd233cad9dae797d22a8c91890e3ed55434bc302026f90c3c	logs/mha4_64x256x16s2k16.txt
