config	historical_status	replay_class	exit_code	binary_sha256	log
mha4_256x128x32s3k2	RUNFAIL	numerical_criterion	1	92997df6b45a847c2cf5885b02355e922e0fe1cb4cea95ff92c81ed36eed1b2e	logs/mha4_256x128x32s3k2.txt
mha4_256x128x32s3k16	RUNFAIL	numerical_criterion	1	744e225bc0b6a41a25483be83d241bd69e8deef07683f0b2f827da151fa220a2	logs/mha4_256x128x32s3k16.txt
mha4_256x128x32s4k2	RUNFAIL	numerical_criterion	1	c326e7d73ee9623185a467199f59a585e67168832abf1af4cdedf09445b9bd36	logs/mha4_256x128x32s4k2.txt
mha4_256x128x32s4k16	RUNFAIL	numerical_criterion	1	c8baf41eaf21231b61c6b839454b9071c64bb97d1848346d25e1c24ed247342b	logs/mha4_256x128x32s4k16.txt
mha4_256x256x16s2k2	RUNFAIL	numerical_criterion	1	398ddb4e6f19de217f2cc3ea9f7300d5aaf8b0c321b50278a0f90bb4e111ba41	logs/mha4_256x256x16s2k2.txt
mha4_256x256x16s2k16	RUNFAIL	numerical_criterion	1	cf80690f2d208bac6f5b15ed3cc5b52595dda2425f288a2d10f480c07265cd3d	logs/mha4_256x256x16s2k16.txt
mha4_256x256x16s3k2	RUNFAIL	numerical_criterion	1	079a1118ae51594d9dc0771220a87c68a85720c0043bcf0cf3d89107d7d81a18	logs/mha4_256x256x16s3k2.txt
mha4_256x256x16s3k16	RUNFAIL	numerical_criterion	1	97b59388c4edeba7392660368ae812fbbb5bf215678e8154cdefac8af4bc8ce2	logs/mha4_256x256x16s3k16.txt
mha4_256x256x16s4k2	RUNFAIL	numerical_criterion	1	9da69e6cd439505f87300dfa799862f5809d446a792c03ea18d8d614e04392f6	logs/mha4_256x256x16s4k2.txt
mha4_256x256x16s4k16	RUNFAIL	numerical_criterion	1	1486e5621888b9ccbffb506929120bd7a2d3888e8f2652d92f89695c963013bf	logs/mha4_256x256x16s4k16.txt
mha4_256x256x16s5k2	RUNFAIL	numerical_criterion	1	93a7ce23164acdfcdb619169f6f9034d950adc25c890714a5a2770ba21e8d3ae	logs/mha4_256x256x16s5k2.txt
mha4_256x256x16s5k16	RUNFAIL	numerical_criterion	1	96832a733bde38a6db900d6967ec750be3ae99209d4e6c180752c19168df3341	logs/mha4_256x256x16s5k16.txt
mha4_256x256x32s2k2	RUNFAIL	numerical_criterion	1	05aae534666ec9dba35ec3c82ad61d57b117e1debf26069441fc348215c2bef8	logs/mha4_256x256x32s2k2.txt
mha4_256x256x32s2k16	RUNFAIL	numerical_criterion	1	3f95644d99505424ee1ee856185d6a055db506ad46e916514dfbfff7d937ed2f	logs/mha4_256x256x32s2k16.txt
mha4_256x256x32s3k2	RUNFAIL	numerical_criterion	1	baf616ffaec478d486f7d657c8edae3af7d4b7aca337cb2d99a132492e4cf420	logs/mha4_256x256x32s3k2.txt
mha4_256x256x32s3k16	RUNFAIL	numerical_criterion	1	4fd6c5440fb4c66a249426d417b92e09a865bc1f15bec7400d48f7a5294fbfc2	logs/mha4_256x256x32s3k16.txt
