group	round	sample	l1_ms	l2_ms	status
correct_gqa2_s128_balanced	-	6	0.565248	1.015616	PASS
correct_gqa2_s128_balanced	-	7	0.565248	1.016832	PASS
correct_gqa2_s128_balanced	-	8	0.565248	1.017632	PASS
correct_gqa2_s128_balanced	-	9	0.564448	1.016736	PASS
correct_gqa2_s128_band	-	1	0.567296	0.622656	PASS
correct_gqa2_s128_band	-	10	0.568320	0.622592	PASS
correct_gqa2_s128_band	-	11	0.564288	0.622592	PASS
correct_gqa2_s128_band	-	12	0.566080	0.622592	PASS
correct_gqa2_s128_band	-	13	0.567296	0.623616	PASS
correct_gqa2_s128_band	-	14	0.567296	0.622592	PASS
correct_gqa2_s128_band	-	15	0.568288	0.623616	PASS
correct_gqa2_s128_band	-	16	0.565248	0.625664	PASS
correct_gqa2_s128_band	-	17	0.568320	0.623616	PASS
correct_gqa2_s128_band	-	18	0.568416	0.624640	PASS
correct_gqa2_s128_band	-	19	0.567232	0.623616	PASS
correct_gqa2_s128_band	-	2	0.565248	0.622592	PASS
correct_gqa2_s128_band	-	20	0.568320	0.623616	PASS
correct_gqa2_s128_band	-	21	0.565248	0.621568	PASS
correct_gqa2_s128_band	-	22	0.568544	0.626688	PASS
correct_gqa2_s128_band	-	23	0.568320	0.623584	PASS
correct_gqa2_s128_band	-	24	0.569248	0.622624	PASS
correct_gqa2_s128_band	-	25	0.564416	0.622592	PASS
correct_gqa2_s128_band	-	26	0.565248	0.621568	PASS
correct_gqa2_s128_band	-	27	0.567488	0.624384	PASS
correct_gqa2_s128_band	-	28	0.569344	0.624640	PASS
correct_gqa2_s128_band	-	29	0.565088	0.622592	PASS
correct_gqa2_s128_band	-	3	0.569152	0.623584	PASS
correct_gqa2_s128_band	-	30	0.567520	0.623616	PASS
correct_gqa2_s128_band	-	31	0.565472	0.623840	PASS
correct_gqa2_s128_band	-	32	0.568512	0.622624	PASS
correct_gqa2_s128_band	-	33	0.564448	0.621568	PASS
correct_gqa2_s128_band	-	34	0.569536	0.623616	PASS
correct_gqa2_s128_band	-	35	0.567136	0.624640	PASS
correct_gqa2_s128_band	-	36	0.565248	0.622592	PASS
correct_gqa2_s128_band	-	37	0.564416	0.621568	PASS
correct_gqa2_s128_band	-	38	0.565248	0.622592	PASS
correct_gqa2_s128_band	-	39	0.566144	0.622592	PASS
correct_gqa2_s128_band	-	4	0.567296	0.623616	PASS
correct_gqa2_s128_band	-	40	0.567488	0.622592	PASS
correct_gqa2_s128_band	-	41	0.568320	0.623616	PASS
correct_gqa2_s128_band	-	42	0.565248	0.622336	PASS
correct_gqa2_s128_band	-	43	0.567456	0.624640	PASS
correct_gqa2_s128_band	-	44	0.564320	0.621568	PASS
correct_gqa2_s128_band	-	45	0.568320	0.623584	PASS
correct_gqa2_s128_band	-	46	0.568512	0.623616	PASS
correct_gqa2_s128_band	-	47	0.565216	0.622592	PASS
correct_gqa2_s128_band	-	48	0.568320	0.623616	PASS
correct_gqa2_s128_band	-	49	0.565440	0.622560	PASS
correct_gqa2_s128_band	-	5	0.567520	0.622592	PASS
correct_gqa2_s128_band	-	50	0.568320	0.624448	PASS
correct_gqa2_s128_band	-	6	0.568320	0.623616	PASS
correct_gqa2_s128_band	-	7	0.568320	0.622624	PASS
correct_gqa2_s128_band	-	8	0.567296	0.623616	PASS
correct_gqa2_s128_band	-	9	0.567296	0.623616	PASS
correct_gqa2_s128_eft	-	1	0.564960	0.455744	PASS
correct_gqa2_s128_eft	-	10	0.566272	0.455680	PASS
correct_gqa2_s128_eft	-	11	0.564224	0.456416	PASS
correct_gqa2_s128_eft	-	12	0.563360	0.455680	PASS
correct_gqa2_s128_eft	-	13	0.566048	0.455680	PASS
correct_gqa2_s128_eft	-	14	0.564032	0.456576	PASS
correct_gqa2_s128_eft	-	15	0.564224	0.456000	PASS
correct_gqa2_s128_eft	-	16	0.565920	0.457728	PASS
correct_gqa2_s128_eft	-	17	0.563392	0.456448	PASS
correct_gqa2_s128_eft	-	18	0.565408	0.455680	PASS
correct_gqa2_s128_eft	-	19	0.564352	0.455456	PASS
correct_gqa2_s128_eft	-	2	0.565248	0.456512	PASS
correct_gqa2_s128_eft	-	20	0.564416	0.456704	PASS
correct_gqa2_s128_eft	-	21	0.564448	0.455840	PASS
correct_gqa2_s128_eft	-	22	0.564224	0.456512	PASS
correct_gqa2_s128_eft	-	23	0.563200	0.456672	PASS
correct_gqa2_s128_eft	-	24	0.564224	0.455424	PASS
correct_gqa2_s128_eft	-	25	0.564416	0.455744	PASS
correct_gqa2_s128_eft	-	26	0.565152	0.456416	PASS
correct_gqa2_s128_eft	-	27	0.565152	0.455680	PASS
correct_gqa2_s128_eft	-	28	0.564224	0.456576	PASS
correct_gqa2_s128_eft	-	29	0.564224	0.456704	PASS
correct_gqa2_s128_eft	-	3	0.563200	0.454656	PASS
correct_gqa2_s128_eft	-	30	0.564992	0.455904	PASS
correct_gqa2_s128_eft	-	31	0.563392	0.456608	PASS
correct_gqa2_s128_eft	-	32	0.564384	0.455680	PASS
correct_gqa2_s128_eft	-	33	0.565120	0.455680	PASS
correct_gqa2_s128_eft	-	34	0.562368	0.456704	PASS
correct_gqa2_s128_eft	-	35	0.565248	0.455680	PASS
correct_gqa2_s128_eft	-	36	0.564416	0.455680	PASS
correct_gqa2_s128_eft	-	37	0.563264	0.456704	PASS
correct_gqa2_s128_eft	-	38	0.563392	0.456384	PASS
correct_gqa2_s128_eft	-	39	0.564448	0.455744	PASS
correct_gqa2_s128_eft	-	4	0.564128	0.455680	PASS
correct_gqa2_s128_eft	-	40	0.565184	0.456736	PASS
correct_gqa2_s128_eft	-	41	0.564224	0.457728	PASS
correct_gqa2_s128_eft	-	42	0.565408	0.455680	PASS
correct_gqa2_s128_eft	-	43	0.565248	0.456608	PASS
correct_gqa2_s128_eft	-	44	0.564224	0.455680	PASS
correct_gqa2_s128_eft	-	45	0.567072	0.457728	PASS
correct_gqa2_s128_eft	-	46	0.564960	0.455680	PASS
correct_gqa2_s128_eft	-	47	0.564416	0.455648	PASS
correct_gqa2_s128_eft	-	48	0.563392	0.458656	PASS
correct_gqa2_s128_eft	-	49	0.567296	0.457728	PASS
correct_gqa2_s128_eft	-	5	0.564224	0.455680	PASS
correct_gqa2_s128_eft	-	50	0.567360	0.459872	PASS
correct_gqa2_s128_eft	-	6	0.565248	0.456704	PASS
correct_gqa2_s128_eft	-	7	0.566272	0.456640	PASS
correct_gqa2_s128_eft	-	8	0.562176	0.456704	PASS
correct_gqa2_s128_eft	-	9	0.562848	0.456704	PASS
correct_gqa2_s128_legacy_grid_stride	-	1	0.568512	0.616448	PASS
correct_gqa2_s128_legacy_grid_stride	-	10	0.564192	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	11	0.565408	0.613728	PASS
correct_gqa2_s128_legacy_grid_stride	-	12	0.566272	0.613280	PASS
correct_gqa2_s128_legacy_grid_stride	-	13	0.563200	0.613312	PASS
correct_gqa2_s128_legacy_grid_stride	-	14	0.565248	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	15	0.566464	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	16	0.563200	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	17	0.566368	0.612352	PASS
correct_gqa2_s128_legacy_grid_stride	-	18	0.565440	0.614112	PASS
correct_gqa2_s128_legacy_grid_stride	-	19	0.564480	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	2	0.565248	0.614400	PASS
correct_gqa2_s128_legacy_grid_stride	-	20	0.565248	0.612352	PASS
correct_gqa2_s128_legacy_grid_stride	-	21	0.565344	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	22	0.565440	0.613408	PASS
correct_gqa2_s128_legacy_grid_stride	-	23	0.564224	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	24	0.566432	0.613600	PASS
correct_gqa2_s128_legacy_grid_stride	-	25	0.566464	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	26	0.565248	0.613056	PASS
correct_gqa2_s128_legacy_grid_stride	-	27	0.566464	0.614400	PASS
correct_gqa2_s128_legacy_grid_stride	-	28	0.566080	0.614400	PASS
correct_gqa2_s128_legacy_grid_stride	-	29	0.566272	0.614112	PASS
correct_gqa2_s128_legacy_grid_stride	-	3	0.570368	0.616448	PASS
correct_gqa2_s128_legacy_grid_stride	-	30	0.565408	0.613184	PASS
correct_gqa2_s128_legacy_grid_stride	-	31	0.566464	0.613440	PASS
correct_gqa2_s128_legacy_grid_stride	-	32	0.565376	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	33	0.563200	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	34	0.565248	0.614304	PASS
correct_gqa2_s128_legacy_grid_stride	-	35	0.564416	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	36	0.563200	0.614400	PASS
correct_gqa2_s128_legacy_grid_stride	-	37	0.566432	0.613120	PASS
correct_gqa2_s128_legacy_grid_stride	-	38	0.567296	0.613504	PASS
correct_gqa2_s128_legacy_grid_stride	-	39	0.565152	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	4	0.568320	0.615424	PASS
correct_gqa2_s128_legacy_grid_stride	-	40	0.567296	0.613056	PASS
correct_gqa2_s128_legacy_grid_stride	-	41	0.567296	0.612352	PASS
correct_gqa2_s128_legacy_grid_stride	-	42	0.566144	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	43	0.567232	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	44	0.566464	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	45	0.565248	0.613056	PASS
correct_gqa2_s128_legacy_grid_stride	-	46	0.567264	0.613280	PASS
correct_gqa2_s128_legacy_grid_stride	-	47	0.563200	0.612032	PASS
correct_gqa2_s128_legacy_grid_stride	-	48	0.565440	0.612640	PASS
correct_gqa2_s128_legacy_grid_stride	-	49	0.566304	0.613408	PASS
correct_gqa2_s128_legacy_grid_stride	-	5	0.566272	0.614112	PASS
correct_gqa2_s128_legacy_grid_stride	-	50	0.562976	0.612352	PASS
correct_gqa2_s128_legacy_grid_stride	-	6	0.566368	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	7	0.567296	0.613376	PASS
correct_gqa2_s128_legacy_grid_stride	-	8	0.567168	0.612672	PASS
correct_gqa2_s128_legacy_grid_stride	-	9	0.564928	0.613344	PASS
correct_gqa2_s128_rotate	-	1	0.565472	0.454656	PASS
correct_gqa2_s128_rotate	-	10	0.563200	0.454656	PASS
correct_gqa2_s128_rotate	-	11	0.565440	0.454592	PASS
correct_gqa2_s128_rotate	-	12	0.564416	0.454656	PASS
correct_gqa2_s128_rotate	-	13	0.564224	0.454656	PASS
correct_gqa2_s128_rotate	-	14	0.563200	0.454624	PASS
correct_gqa2_s128_rotate	-	15	0.565440	0.454624	PASS
correct_gqa2_s128_rotate	-	16	0.563872	0.454656	PASS
correct_gqa2_s128_rotate	-	17	0.563296	0.454496	PASS
correct_gqa2_s128_rotate	-	18	0.564032	0.454656	PASS
correct_gqa2_s128_rotate	-	19	0.563360	0.455680	PASS
correct_gqa2_s128_rotate	-	2	0.563136	0.454976	PASS
correct_gqa2_s128_rotate	-	20	0.565248	0.453984	PASS
correct_gqa2_s128_rotate	-	21	0.565248	0.454656	PASS
correct_gqa2_s128_rotate	-	22	0.566496	0.456000	PASS
correct_gqa2_s128_rotate	-	23	0.564384	0.454656	PASS
correct_gqa2_s128_rotate	-	24	0.565248	0.453920	PASS
correct_gqa2_s128_rotate	-	25	0.564224	0.453984	PASS
correct_gqa2_s128_rotate	-	26	0.565504	0.454656	PASS
correct_gqa2_s128_rotate	-	27	0.565248	0.455680	PASS
correct_gqa2_s128_rotate	-	28	0.564416	0.454656	PASS
correct_gqa2_s128_rotate	-	29	0.564224	0.453984	PASS
correct_gqa2_s128_rotate	-	3	0.563200	0.454656	PASS
correct_gqa2_s128_rotate	-	30	0.563200	0.454656	PASS
correct_gqa2_s128_rotate	-	31	0.564224	0.454944	PASS
correct_gqa2_s128_rotate	-	32	0.565248	0.454624	PASS
correct_gqa2_s128_rotate	-	33	0.565312	0.455296	PASS
correct_gqa2_s128_rotate	-	34	0.564384	0.454432	PASS
correct_gqa2_s128_rotate	-	35	0.564288	0.453632	PASS
correct_gqa2_s128_rotate	-	36	0.565952	0.454432	PASS
correct_gqa2_s128_rotate	-	37	0.565120	0.454528	PASS
correct_gqa2_s128_rotate	-	38	0.565184	0.454656	PASS
correct_gqa2_s128_rotate	-	39	0.565248	0.453984	PASS
correct_gqa2_s128_rotate	-	4	0.563968	0.454528	PASS
correct_gqa2_s128_rotate	-	40	0.563392	0.454464	PASS
correct_gqa2_s128_rotate	-	41	0.564160	0.454592	PASS
correct_gqa2_s128_rotate	-	42	0.564448	0.455424	PASS
correct_gqa2_s128_rotate	-	43	0.564224	0.455008	PASS
correct_gqa2_s128_rotate	-	44	0.563392	0.454656	PASS
correct_gqa2_s128_rotate	-	45	0.564416	0.454656	PASS
correct_gqa2_s128_rotate	-	46	0.563424	0.454976	PASS
correct_gqa2_s128_rotate	-	47	0.565472	0.455424	PASS
correct_gqa2_s128_rotate	-	48	0.565088	0.453632	PASS
correct_gqa2_s128_rotate	-	49	0.564224	0.454432	PASS
correct_gqa2_s128_rotate	-	5	0.563360	0.454656	PASS
correct_gqa2_s128_rotate	-	50	0.563392	0.454656	PASS
correct_gqa2_s128_rotate	-	6	0.565248	0.453632	PASS
correct_gqa2_s128_rotate	-	7	0.565472	0.454656	PASS
correct_gqa2_s128_rotate	-	8	0.564224	0.454624	PASS
correct_gqa2_s128_rotate	-	9	0.564448	0.453632	PASS
correct_gqa2_s128_wavefront	-	1	0.567488	0.458752	PASS
correct_gqa2_s128_wavefront	-	10	0.565248	0.457920	PASS
correct_gqa2_s128_wavefront	-	11	0.566272	0.458752	PASS
correct_gqa2_s128_wavefront	-	12	0.567488	0.459712	PASS
correct_gqa2_s128_wavefront	-	13	0.567296	0.458752	PASS
correct_gqa2_s128_wavefront	-	14	0.566272	0.458752	PASS
correct_gqa2_s128_wavefront	-	15	0.567456	0.457728	PASS
correct_gqa2_s128_wavefront	-	16	0.566464	0.458752	PASS
correct_gqa2_s128_wavefront	-	17	0.567296	0.458944	PASS
correct_gqa2_s128_wavefront	-	18	0.567488	0.457728	PASS
correct_gqa2_s128_wavefront	-	19	0.567168	0.458464	PASS
correct_gqa2_s128_wavefront	-	2	0.567296	0.458752	PASS
correct_gqa2_s128_wavefront	-	20	0.566496	0.460640	PASS
correct_gqa2_s128_wavefront	-	21	0.566208	0.458752	PASS
correct_gqa2_s128_wavefront	-	22	0.567296	0.457760	PASS
correct_gqa2_s128_wavefront	-	23	0.567296	0.458752	PASS
correct_gqa2_s128_wavefront	-	24	0.567296	0.458624	PASS
correct_gqa2_s128_wavefront	-	25	0.567392	0.458944	PASS
correct_gqa2_s128_wavefront	-	26	0.566272	0.457728	PASS
correct_gqa2_s128_wavefront	-	27	0.565216	0.457728	PASS
correct_gqa2_s128_wavefront	-	28	0.566336	0.458752	PASS
correct_gqa2_s128_wavefront	-	29	0.566272	0.458464	PASS
correct_gqa2_s128_wavefront	-	3	0.566496	0.458528	PASS
correct_gqa2_s128_wavefront	-	30	0.567296	0.458752	PASS
correct_gqa2_s128_wavefront	-	31	0.567296	0.458752	PASS
correct_gqa2_s128_wavefront	-	32	0.566272	0.458752	PASS
correct_gqa2_s128_wavefront	-	33	0.568288	0.458496	PASS
correct_gqa2_s128_wavefront	-	34	0.567552	0.458944	PASS
correct_gqa2_s128_wavefront	-	35	0.566272	0.459776	PASS
correct_gqa2_s128_wavefront	-	36	0.567296	0.458560	PASS
correct_gqa2_s128_wavefront	-	37	0.565248	0.457952	PASS
correct_gqa2_s128_wavefront	-	38	0.567456	0.459776	PASS
correct_gqa2_s128_wavefront	-	39	0.567296	0.457728	PASS
correct_gqa2_s128_wavefront	-	4	0.567488	0.458752	PASS
correct_gqa2_s128_wavefront	-	40	0.565408	0.458560	PASS
correct_gqa2_s128_wavefront	-	41	0.566272	0.458752	PASS
correct_gqa2_s128_wavefront	-	42	0.565248	0.457728	PASS
correct_gqa2_s128_wavefront	-	43	0.567520	0.458752	PASS
correct_gqa2_s128_wavefront	-	44	0.566496	0.457728	PASS
correct_gqa2_s128_wavefront	-	45	0.566464	0.457952	PASS
correct_gqa2_s128_wavefront	-	46	0.566496	0.458624	PASS
correct_gqa2_s128_wavefront	-	47	0.566464	0.458688	PASS
correct_gqa2_s128_wavefront	-	48	0.566272	0.458688	PASS
correct_gqa2_s128_wavefront	-	49	0.566496	0.458752	PASS
correct_gqa2_s128_wavefront	-	5	0.567424	0.458752	PASS
correct_gqa2_s128_wavefront	-	50	0.565088	0.457728	PASS
correct_gqa2_s128_wavefront	-	6	0.564384	0.457728	PASS
correct_gqa2_s128_wavefront	-	7	0.566240	0.457728	PASS
correct_gqa2_s128_wavefront	-	8	0.567456	0.457920	PASS
correct_gqa2_s128_wavefront	-	9	0.565248	0.459552	PASS
correct_gqa2_s4_balanced	-	1	0.403648	0.629760	PASS
correct_gqa2_s4_balanced	-	10	0.403616	0.627680	PASS
correct_gqa2_s4_balanced	-	11	0.406688	0.628768	PASS
correct_gqa2_s4_balanced	-	12	0.403616	0.628800	PASS
correct_gqa2_s4_balanced	-	13	0.404416	0.629792	PASS
correct_gqa2_s4_balanced	-	14	0.404480	0.630688	PASS
correct_gqa2_s4_balanced	-	15	0.403584	0.630816	PASS
correct_gqa2_s4_balanced	-	16	0.407776	0.630784	PASS
correct_gqa2_s4_balanced	-	17	0.406752	0.632768	PASS
correct_gqa2_s4_balanced	-	18	0.403648	0.628768	PASS
correct_gqa2_s4_balanced	-	19	0.401408	0.628800	PASS
correct_gqa2_s4_balanced	-	2	0.404448	0.628992	PASS
correct_gqa2_s4_balanced	-	20	0.405728	0.630784	PASS
correct_gqa2_s4_balanced	-	21	0.402432	0.628736	PASS
correct_gqa2_s4_balanced	-	22	0.404448	0.629792	PASS
correct_gqa2_s4_balanced	-	23	0.405696	0.631808	PASS
correct_gqa2_s4_balanced	-	24	0.404480	0.630816	PASS
correct_gqa2_s4_balanced	-	25	0.403616	0.630528	PASS
correct_gqa2_s4_balanced	-	26	0.403456	0.628800	PASS
correct_gqa2_s4_balanced	-	27	0.405408	0.628608	PASS
correct_gqa2_s4_balanced	-	28	0.402496	0.627776	PASS
correct_gqa2_s4_balanced	-	29	0.403680	0.628736	PASS
correct_gqa2_s4_balanced	-	3	0.404480	0.629504	PASS
correct_gqa2_s4_balanced	-	30	0.408576	0.631744	PASS
correct_gqa2_s4_balanced	-	31	0.404480	0.630784	PASS
correct_gqa2_s4_balanced	-	32	0.403616	0.628832	PASS
correct_gqa2_s4_balanced	-	33	0.404512	0.629792	PASS
correct_gqa2_s4_balanced	-	34	0.403616	0.630752	PASS
correct_gqa2_s4_balanced	-	35	0.405408	0.628736	PASS
correct_gqa2_s4_balanced	-	36	0.403456	0.632896	PASS
correct_gqa2_s4_balanced	-	37	0.406528	0.631808	PASS
correct_gqa2_s4_balanced	-	38	0.404640	0.628576	PASS
correct_gqa2_s4_balanced	-	39	0.406688	0.627712	PASS
correct_gqa2_s4_balanced	-	4	0.406368	0.629696	PASS
correct_gqa2_s4_balanced	-	40	0.409600	0.632832	PASS
correct_gqa2_s4_balanced	-	41	0.404480	0.628768	PASS
correct_gqa2_s4_balanced	-	42	0.401632	0.628576	PASS
correct_gqa2_s4_balanced	-	43	0.404480	0.630816	PASS
correct_gqa2_s4_balanced	-	44	0.403456	0.628768	PASS
correct_gqa2_s4_balanced	-	45	0.403616	0.628704	PASS
correct_gqa2_s4_balanced	-	46	0.402688	0.628736	PASS
correct_gqa2_s4_balanced	-	47	0.403456	0.629536	PASS
correct_gqa2_s4_balanced	-	48	0.404480	0.629760	PASS
correct_gqa2_s4_balanced	-	49	0.403456	0.629760	PASS
correct_gqa2_s4_balanced	-	5	0.404608	0.629792	PASS
correct_gqa2_s4_balanced	-	50	0.405504	0.629696	PASS
correct_gqa2_s4_balanced	-	6	0.404448	0.629888	PASS
correct_gqa2_s4_balanced	-	7	0.403616	0.630784	PASS
correct_gqa2_s4_balanced	-	8	0.404480	0.628672	PASS
correct_gqa2_s4_balanced	-	9	0.405504	0.628800	PASS
correct_gqa2_s4_band	-	1	0.403616	0.446464	PASS
correct_gqa2_s4_band	-	10	0.403456	0.445440	PASS
correct_gqa2_s4_band	-	11	0.406528	0.446464	PASS
correct_gqa2_s4_band	-	12	0.403456	0.445440	PASS
correct_gqa2_s4_band	-	13	0.403616	0.445440	PASS
correct_gqa2_s4_band	-	14	0.406528	0.446464	PASS
correct_gqa2_s4_band	-	15	0.405504	0.446464	PASS
correct_gqa2_s4_band	-	16	0.403648	0.444416	PASS
correct_gqa2_s4_band	-	17	0.404576	0.443392	PASS
correct_gqa2_s4_band	-	18	0.404480	0.445440	PASS
correct_gqa2_s4_band	-	19	0.404480	0.446464	PASS
correct_gqa2_s4_band	-	2	0.403360	0.445440	PASS
correct_gqa2_s4_band	-	20	0.405504	0.446464	PASS
correct_gqa2_s4_band	-	21	0.404640	0.447456	PASS
correct_gqa2_s4_band	-	22	0.404704	0.446464	PASS
correct_gqa2_s4_band	-	23	0.403456	0.444416	PASS
correct_gqa2_s4_band	-	24	0.403680	0.445440	PASS
correct_gqa2_s4_band	-	25	0.405504	0.447488	PASS
correct_gqa2_s4_band	-	26	0.403456	0.445280	PASS
correct_gqa2_s4_band	-	27	0.405728	0.446464	PASS
correct_gqa2_s4_band	-	28	0.404480	0.446464	PASS
correct_gqa2_s4_band	-	29	0.404480	0.445440	PASS
correct_gqa2_s4_band	-	3	0.406688	0.445248	PASS
correct_gqa2_s4_band	-	30	0.403456	0.444416	PASS
correct_gqa2_s4_band	-	31	0.404640	0.446464	PASS
correct_gqa2_s4_band	-	32	0.404416	0.445280	PASS
correct_gqa2_s4_band	-	33	0.403648	0.446336	PASS
correct_gqa2_s4_band	-	34	0.403456	0.446464	PASS
correct_gqa2_s4_band	-	35	0.404480	0.445440	PASS
correct_gqa2_s4_band	-	36	0.403616	0.444608	PASS
correct_gqa2_s4_band	-	37	0.404480	0.446240	PASS
correct_gqa2_s4_band	-	38	0.403456	0.443392	PASS
correct_gqa2_s4_band	-	39	0.403456	0.444416	PASS
correct_gqa2_s4_band	-	4	0.403456	0.445376	PASS
correct_gqa2_s4_band	-	40	0.403456	0.443392	PASS
correct_gqa2_s4_band	-	41	0.404480	0.445440	PASS
correct_gqa2_s4_band	-	42	0.404480	0.446464	PASS
correct_gqa2_s4_band	-	43	0.402624	0.445440	PASS
correct_gqa2_s4_band	-	44	0.403456	0.445440	PASS
correct_gqa2_s4_band	-	45	0.404608	0.445408	PASS
correct_gqa2_s4_band	-	46	0.404480	0.445440	PASS
correct_gqa2_s4_band	-	47	0.403456	0.445440	PASS
correct_gqa2_s4_band	-	48	0.405440	0.445440	PASS
correct_gqa2_s4_band	-	49	0.405504	0.447488	PASS
correct_gqa2_s4_band	-	5	0.404480	0.445440	PASS
correct_gqa2_s4_band	-	50	0.403456	0.444416	PASS
correct_gqa2_s4_band	-	6	0.404608	0.446464	PASS
correct_gqa2_s4_band	-	7	0.402656	0.445440	PASS
correct_gqa2_s4_band	-	8	0.405504	0.445440	PASS
correct_gqa2_s4_band	-	9	0.404672	0.447392	PASS
correct_gqa2_s4_eft	-	1	0.403392	0.295808	PASS
correct_gqa2_s4_eft	-	10	0.402624	0.294656	PASS
correct_gqa2_s4_eft	-	11	0.404640	0.295936	PASS
correct_gqa2_s4_eft	-	12	0.405696	0.296960	PASS
correct_gqa2_s4_eft	-	13	0.402432	0.296928	PASS
correct_gqa2_s4_eft	-	14	0.402624	0.295936	PASS
correct_gqa2_s4_eft	-	15	0.405504	0.297984	PASS
correct_gqa2_s4_eft	-	16	0.403456	0.294912	PASS
correct_gqa2_s4_eft	-	17	0.402432	0.295936	PASS
correct_gqa2_s4_eft	-	18	0.406400	0.296960	PASS
correct_gqa2_s4_eft	-	19	0.403296	0.293888	PASS
correct_gqa2_s4_eft	-	2	0.403456	0.295936	PASS
correct_gqa2_s4_eft	-	20	0.402624	0.299008	PASS
correct_gqa2_s4_eft	-	21	0.404480	0.293888	PASS
correct_gqa2_s4_eft	-	22	0.402432	0.294848	PASS
correct_gqa2_s4_eft	-	23	0.402592	0.295936	PASS
correct_gqa2_s4_eft	-	24	0.405600	0.297984	PASS
correct_gqa2_s4_eft	-	25	0.403456	0.293888	PASS
correct_gqa2_s4_eft	-	26	0.405504	0.296960	PASS
correct_gqa2_s4_eft	-	27	0.402432	0.295936	PASS
