model	seq	arm	key	round	dump	all_nodes	all_run_cycles	all_setup_share	all_wait_share	all_compute_share	all_epilogue_share	all_gemm_wait_share	all_gemm_body_share	all_gemm_head_share	all_simt_wait_share	all_simt_body_share	all_simt_head_share	all_exposed_wait_share	cp_nodes	cp_run_cycles	cp_setup_share	cp_wait_share	cp_compute_share	cp_epilogue_share	cp_gemm_wait_share	cp_gemm_body_share	cp_gemm_head_share	cp_simt_wait_share	cp_simt_body_share	cp_simt_head_share	cp_exposed_wait_share
gqa2	4	selected	32x16x64s2k1_k1_r1	1	docs/experiments/PHASE2/raw/gqa2_s4/phase/selected_r1/dump	648	8383831	0.1473438574799516	0.1699195749532642	0.5853429058863424	0.09739366168044179	0.1695512469180259	0.9195437026342731	0.29560340612781916	0.0003683280352383057	0.08045629736572696	0.02166002630539666	0.1699195749532642	20	201890	0.16538213878844915	0.11837634355342018	0.6102233889741938	0.1060181286839368	0.11609787508048938	0.6523502897617515	0.20224874931893605	0.002278468472930804	0.34764971023824853	0.08150973302293328	0.11837634355342018
gqa2	4	selected	32x16x64s2k1_k1_r1	2	docs/experiments/PHASE2/raw/gqa2_s4/phase/selected_r2/dump	648	8416903	0.1467592058504179	0.1742421173203493	0.5804964129918094	0.09850226383742333	0.1738752365329623	0.9199927811927974	0.2994297308641908	0.0003668807873869997	0.0800072188072026	0.02157159230657642	0.1742421173203493	20	203114	0.1650452455271424	0.12542710005218743	0.5991955256653899	0.11033212875528028	0.12316236202329726	0.6517079078743957	0.20940457083214353	0.00226473802889018	0.34829209212560436	0.08106777474718631	0.12542710005218743
gqa2	4	selected	32x16x64s2k1_k1_r1	3	docs/experiments/PHASE2/raw/gqa2_s4/phase/selected_r3/dump	648	8414422	0.1467579115951161	0.17477849340097276	0.5805805793909552	0.09788301561295594	0.17441150443845102	0.9198739972870389	0.2999536985428114	0.0003669889625217276	0.08012600271296115	0.02158270645327748	0.17477849340097273	20	201482	0.1644563782372619	0.12047726347763076	0.6085357500918196	0.10653060819328773	0.11819418111791624	0.6507132150762848	0.2032787047974509	0.0022830823597145156	0.3492867849237153	0.08165493691744176	0.12047726347763076
gqa2	4	selected	32x16x64s2k1_k1_r1	4	docs/experiments/PHASE2/raw/gqa2_s4/phase/selected_r4/dump	648	8395589	0.14708080636153104	0.17154698735252524	0.5842109469627443	0.09716125932319936	0.1711791751597178	0.9195875357881382	0.2970017946328721	0.00036781219280743736	0.08041246421186173	0.021625999081184177	0.17154698735252524	20	202864	0.16445993374871834	0.11557989589084312	0.6105321791939428	0.10942799116649578	0.1133123669059074	0.6498294423850461	0.19831512737597604	0.0022675289849357206	0.35017055761495386	0.08172470226358546	0.11557989589084312
gqa2	4	selected	32x16x64s2k1_k1_r1	5	docs/experiments/PHASE2/raw/gqa2_s4/phase/selected_r5/dump	648	8368749	0.1475962536336076	0.1676539707428195	0.5871701971226524	0.09757957850092051	0.16728497891381375	0.9195430523725828	0.29354733903478286	0.00036899182900574506	0.08045694762741719	0.021702885341644253	0.16765397074281949	20	201783	0.16475124267158284	0.12138782751767989	0.6043670675924137	0.10949386221832365	0.11910815083530327	0.6529489600214091	0.20505196176090157	0.0022796766823766127	0.3470510399785909	0.08108710842836116	0.12138782751767987
gqa2	4	selected	32x16x64s2k1_k1_r1	6	docs/experiments/PHASE2/raw/gqa2_s4/phase/selected_r6/dump	648	8407081	0.14689260160571785	0.17548480857981505	0.5793882561616809	0.09823433365278626	0.175117499165287	0.9196975739855486	0.30076788840264534	0.0003673094145280627	0.0803024260144514	0.021609521782887546	0.17548480857981505	20	202912	0.1641647610786942	0.12706493455290963	0.60183232140041	0.10693798296798612	0.12479794196498975	0.6514843873206119	0.21069724806812806	0.0022669925879198866	0.34851561267938813	0.08053244756347579	0.12706493455290963
gqa2	4	selected	32x16x64s2k1_k1_r1	7	docs/experiments/PHASE2/raw/gqa2_s4/phase/selected_r7/dump	648	8393787	0.14715848758135036	0.17097991645487312	0.5831516811184272	0.0987099148453493	0.17061202529918856	0.9196521188826926	0.29650049494941916	0.0003678911556845557	0.08034788111730735	0.021637909086804324	0.17097991645487312	20	202912	0.16472658098091783	0.12145166377542975	0.6056812805551175	0.10814047468853494	0.11918467118750986	0.6523665431319982	0.20444330547232298	0.0022669925879198866	0.3476334568680019	0.0817349392840246	0.12145166377542975
gqa2	4	selected	32x16x64s2k1_k1_r1	8	docs/experiments/PHASE2/raw/gqa2_s4/phase/selected_r8/dump	648	8369228	0.14772628968884585	0.16749991755511978	0.5888746249952803	0.09589916776075404	0.1671309468447986	0.9194313979736243	0.2935281485938727	0.0003689707103211909	0.08056860202637567	0.021698058650092937	0.16749991755511978	20	201173	0.16598151839461558	0.12028950207035735	0.6066668986394794	0.10706208089554761	0.11800291291574913	0.6517872676750857	0.20461990426150625	0.002286589154608223	0.3482127323249144	0.08165111620346667	0.12028950207035735
mha4	128	selected	32x16x16s2k1_k2_r5	0	docs/experiments/PHASE2/raw/mha4_s128/phase/selected_r0/dump	16384	324888972	0.08647025729146633	0.17945008302713333	0.6832936206895937	0.05078603899180671	0.17873893854421136	0.4329053280392663	0.2121791502359766	0.0007111444829219996	0.5670946719607337	0.053741190082623055	0.17945008302713336	40	1030134	0.07510673368707373	0.25511050018735426	0.6043330285186199	0.06544973760695211	0.2540067602855551	0.5595534173224066	0.29354724725132847	0.0011037399017991834	0.4404465826775934	0.03666998662309952	0.25511050018735426
mha4	128	selected	32x16x16s2k1_k2_r5	1	docs/experiments/PHASE2/raw/mha4_s128/phase/selected_r1/dump	16384	325427474	0.08662031405498356	0.17959286375433686	0.6829188459976185	0.05086797619306107	0.1788826041159635	0.4329199875730222	0.21230790120689072	0.0007102596383733723	0.5670800124269778	0.0539052766024297	0.17959286375433686	39	1041190	0.07073348764394587	0.2301366705404393	0.6314198177085835	0.06771002410703138	0.22917719148282253	0.568254593301895	0.26679376482678474	0.0009594790576167655	0.43174540669810507	0.03407639335760044	0.2301366705404393
mha4	128	selected	32x16x16s2k1_k2_r5	2	docs/experiments/PHASE2/raw/mha4_s128/phase/selected_r2/dump	16384	324894783	0.08683433676434256	0.1794887608275323	0.6830836769699684	0.0505932254381567	0.1787777737262097	0.43329002300415514	0.2122609090956071	0.0007109871013225842	0.5667099769958448	0.054062188496267725	0.1794887608275323	40	1038047	0.07222505339353613	0.24360843006145194	0.6197474680818884	0.06441904846312353	0.2426354490692618	0.56296872877625	0.2809680101190023	0.0009729809921901417	0.43703127122374996	0.03486547333598575	0.24360843006145194
mha4	128	selected	32x16x16s2k1_k2_r5	3	docs/experiments/PHASE2/raw/mha4_s128/phase/selected_r3/dump	16384	325708696	0.0865987594018675	0.18038637199910684	0.6824960393443102	0.05051882925471538	0.17967950416650835	0.4336363650542508	0.2131152433215968	0.0007068678325984885	0.5663636349457492	0.05386988807937753	0.18038637199910684	40	1037749	0.07283649514477972	0.25230956618604305	0.6079572227966493	0.06689671587252795	0.251344014785849	0.5558656283937639	0.2886622873161044	0.0009655514001940739	0.4441343716062362	0.0364837740147184	0.25230956618604305
mha4	128	selected	32x16x16s2k1_k2_r5	4	docs/experiments/PHASE2/raw/mha4_s128/phase/selected_r4/dump	16384	325537820	0.08670106287496795	0.17997214885815724	0.6828953360933608	0.05043145217351397	0.17926271976632394	0.4333701780026665	0.21272593764988657	0.0007094290918333237	0.5666298219973335	0.05394727408323862	0.17997214885815727	40	1029860	0.07371487386635077	0.24165129240867692	0.6207523352688715	0.06388149845610083	0.24055891091993087	0.5568941409511973	0.2792360126619152	0.0010923814887460431	0.44310585904880273	0.03613015361311246	0.24165129240867692
mha4	128	selected	32x16x16s2k1_k2_r5	5	docs/experiments/PHASE2/raw/mha4_s128/phase/selected_r5/dump	16384	325644041	0.08673917051655798	0.17962408530607812	0.6830458660227717	0.050590878154592116	0.17891811507154218	0.4325325578428134	0.21239528838791188	0.0007059702345359361	0.5674674421571866	0.05396796743472422	0.17962408530607812	40	1039994	0.07213407000425003	0.23200903082133167	0.6303651751837029	0.06549172399071533	0.23096190939563113	0.5571868683857791	0.26796019977038327	0.0010471214257005328	0.44281313161422087	0.0361829010551984	0.23200903082133167
mha4	128	selected	32x16x16s2k1_k2_r5	6	docs/experiments/PHASE2/raw/mha4_s128/phase/selected_r6/dump	16384	324543577	0.08686340139771122	0.1786933654213098	0.6837425101776086	0.05070072300337036	0.17798769131086517	0.432048051285267	0.21154635267978206	0.0007056741104446507	0.567951948714733	0.054010414139238995	0.1786933654213098	40	1039956	0.07347233921435138	0.23335891133855663	0.6247822023239444	0.06838654712314751	0.23239156271996123	0.5574081980391478	0.2704970210278127	0.0009673486185954022	0.4425918019608522	0.03633422952509529	0.23335891133855663
mha4	128	selected	32x16x16s2k1_k2_r5	7	docs/experiments/PHASE2/raw/mha4_s128/phase/selected_r7/dump	16384	325226977	0.0868555224433304	0.18013820237304606	0.6827024838102529	0.050303791373370606	0.17942421178671164	0.43275545373962016	0.2128310961116857	0.0007139905863344172	0.5672445462603799	0.054162628704690755	0.18013820237304606	40	1044733	0.07176379036557666	0.23045505406644567	0.6320447425323025	0.06573641303567514	0.22949787170501937	0.5585647241926884	0.2672204285688305	0.0009571823614263166	0.4414352758073115	0.03499841586319184	0.23045505406644567
mha4	128	selected	32x16x16s2k1_k2_r5	8	docs/experiments/PHASE2/raw/mha4_s128/phase/selected_r8/dump	16384	325533232	0.08640327387527673	0.17906261256915237	0.68405819163802	0.05047592191755095	0.17835242393931688	0.4333615346527816	0.21168611135836357	0.000710188629835494	0.5666384653472184	0.05377977508606556	0.17906261256915237	40	1038891	0.07230402419503104	0.24592955372604056	0.6169858050555833	0.06478061702334509	0.24493811189046782	0.5595601463483657	0.2829834891244606	0.0009914418355727406	0.4404398536516343	0.035250088796611	0.24592955372604056
mha4	4	selected	32x16x64s2k1_k1_r1	0	docs/experiments/PHASE2/raw/mha4_s4/phase/selected_r0/dump	1520	18783642	0.14950646951214253	0.18446342833833823	0.5698173442615655	0.09621275788795379	0.18413463161191	0.9157432834377912	0.3089611695112162	0.00032879672642824006	0.08425671656220876	0.02500872833926456	0.18446342833833823	40	405298	0.16146391050535655	0.12816002052810524	0.6004692843290615	0.10990678463747662	0.1258900858134015	0.6536622435837335	0.2103267225596968	0.002269934714703749	0.3463377564162666	0.07929720847376498	0.12816002052810524
mha4	4	selected	32x16x64s2k1_k1_r1	1	docs/experiments/PHASE2/raw/mha4_s4/phase/selected_r1/dump	1520	18796678	0.14945550485037834	0.18419116399185004	0.5700229051112117	0.09633042604655993	0.1838625952947643	0.9157501128656883	0.30864698538752433	0.00032856869708572975	0.08424988713431171	0.02499968345470407	0.18419116399185004	40	404690	0.16239096592453484	0.12811040549556452	0.6022807581111468	0.10721787046875386	0.12583706046603574	0.6532901727248017	0.21068225061157925	0.0022733450295287752	0.3467098272751983	0.0798191208085201	0.12811040549556452
mha4	4	selected	32x16x64s2k1_k1_r1	2	docs/experiments/PHASE2/raw/mha4_s4/phase/selected_r2/dump	1520	18757594	0.14973759427781622	0.18292831159475997	0.5722519636580257	0.09508213046939816	0.1825990582800758	0.9155513228402321	0.30760378969712215	0.00032925331468417536	0.08444867715976793	0.02506211617545406	0.18292831159475997	40	406278	0.16073722918789599	0.12400868370918434	0.6044924903637411	0.1107615967391786	0.12174422439807225	0.6547634870704296	0.20594026750156297	0.0022644593111120956	0.3452365129295704	0.07880564539551735	0.12400868370918434
mha4	4	selected	32x16x64s2k1_k1_r1	3	docs/experiments/PHASE2/raw/mha4_s4/phase/selected_r3/dump	1520	18770225	0.14967982536170985	0.18181140609662377	0.5723701234268636	0.09613864511480283	0.18148237434553927	0.9157350005127802	0.3064597787186888	0.00032903175108449687	0.08426499948721979	0.025031452739644838	0.18181140609662377	40	405027	0.1614163994005338	0.12669031941080472	0.604354771410301	0.10753850977836045	0.12441886590276698	0.6533045945085143	0.2089021225745444	0.0022714535080377357	0.34669540549148575	0.07920459623679409	0.12669031941080472
mha4	4	selected	32x16x64s2k1_k1_r1	4	docs/experiments/PHASE2/raw/mha4_s4/phase/selected_r4/dump	1520	18831261	0.14913563143753358	0.18456522906246162	0.5698057076475123	0.09649343185249251	0.18423726377113037	0.91586495455615	0.30875107089217235	0.00032796529133126027	0.08413504544384999	0.024949789607822865	0.18456522906246162	40	403990	0.16165499146018467	0.12661204485259536	0.6035273150325503	0.10820564865466967	0.12433476076140498	0.6521300032179015	0.2087180375751875	0.002277284091190376	0.34786999678209857	0.07954899873759251	0.12661204485259536
mha4	4	selected	32x16x64s2k1_k1_r1	5	docs/experiments/PHASE2/raw/mha4_s4/phase/selected_r5/dump	1520	18772710	0.14963199239747485	0.18195604150919073	0.572355030254023	0.09605693583931142	0.18162705331302725	0.9156584211869251	0.3065507324195601	0.0003289881961634735	0.08434157881307494	0.025037301487105486	0.18195604150919073	40	405702	0.16175665882840115	0.12693799882672505	0.6000561988848958	0.11124914345997801	0.12467032452391164	0.6535190854370942	0.2092792246525775	0.002267674302813395	0.34648091456290575	0.07941543300254866	0.12693799882672502
mha4	4	selected	32x16x64s2k1_k1_r1	6	docs/experiments/PHASE2/raw/mha4_s4/phase/selected_r6/dump	1520	18827567	0.14924594346152106	0.18619792987591016	0.568721598494378	0.09583452816819082	0.18586990023724256	0.9159507970413808	0.310484355201073	0.00032802963866759843	0.08404920295861913	0.024959518136358244	0.18619792987591016	40	405600	0.1618293885601578	0.12749506903353058	0.6031015779092702	0.10757396449704142	0.1252268244575937	0.6527120315581854	0.20967455621301775	0.0022682445759368837	0.3472879684418146	0.07964990138067062	0.12749506903353058
mha4	4	selected	32x16x64s2k1_k1_r1	7	docs/experiments/PHASE2/raw/mha4_s4/phase/selected_r7/dump	1520	18775650	0.1495839558151116	0.18448788723692655	0.5710371678210874	0.09489098912687444	0.18415895055563988	0.9156806821601383	0.30904906088470974	0.0003289366812866665	0.08431931783986174	0.02502278216732843	0.18448788723692655	40	405798	0.1614399282401589	0.13220863582373496	0.596575143297897	0.10977629263820916	0.12994149798668303	0.6542466941680344	0.21438991813660985	0.0022671378370519323	0.3457533058319657	0.07925864592728402	0.13220863582373496
mha4	4	selected	32x16x64s2k1_k1_r1	8	docs/experiments/PHASE2/raw/mha4_s4/phase/selected_r8/dump	1520	18797053	0.14935538033541748	0.18307704936513186	0.5712055501466108	0.09636202015283991	0.18274848722297055	0.915729024118834	0.30743595817918906	0.0003285621421613271	0.08427097588116605	0.02499647152136029	0.18307704936513186	40	405693	0.1616123521973512	0.1315650011215377	0.5969193454163616	0.10990330126474945	0.12929727651204237	0.6541892514783346	0.21413236116965292	0.0022677246094953574	0.3458107485216654	0.07904499214923599	0.13156500112153774
