model	seq	variant	metric	rounds	median	ci_low	ci_high
gqa2	128	shard128	ratio	25	1.0962333743154131	1.0945509248941387	1.098135811453843
gqa2	128	shard128	notify_ms	25	0.08304	0.08272000000000002	0.08396800000000004
gqa2	128	shard128	wait_ms	25	0.02678400000000003	0.02566399999999991	0.028351999999999933
gqa2	128	shard128	barrier_ms	25	0.041184	0.03913600000000006	0.04198399999999991
gqa2	128	shard128	loop_ms	25	-0.014336000000000015	-0.015328000000000008	-0.013407999999999975
gqa2	128	shard128	gap_ms	25	0.05510400000000004	0.054239999999999955	0.056096000000000035
gqa2	128	shard128	closure_us	25	0.0	0.0	0.0
mha4	4	base	l1_ms	25	0.804896	0.804032	0.806912
mha4	4	base	l2_ms	25	0.874496	0.872448	0.87552
mha4	4	base	ratio	25	1.0853503184713376	1.0829675327243247	1.0869946575233236
mha4	4	base	notify_ms	25	0.11392000000000002	0.11152000000000006	0.11673599999999995
mha4	4	base	wait_ms	25	0.045055999999999985	0.043007999999999935	0.04582400000000009
mha4	4	base	barrier_ms	25	0.07475200000000004	0.07251200000000002	0.07555200000000006
mha4	4	base	loop_ms	25	-0.016160000000000063	-0.019199999999999995	-0.013471999999999928
mha4	4	base	gap_ms	25	0.068608	0.06713599999999997	0.069824
mha4	4	base	closure_us	25	0.0	0.0	0.0
mha4	4	shard128	l1_ms	25	0.807872	0.80704	0.80896
mha4	4	shard128	l2_ms	25	0.90096	0.900096	0.902048
mha4	4	shard128	ratio	25	1.1151378326996197	1.1116216430325596	1.1175426136363638
mha4	4	shard128	notify_ms	25	0.1423359999999999	0.14051199999999997	0.14336000000000004
mha4	4	shard128	wait_ms	25	0.04377600000000004	0.04198400000000002	0.044895999999999936
mha4	4	shard128	barrier_ms	25	0.07663999999999993	0.07574400000000003	0.077824
mha4	4	shard128	loop_ms	25	-0.016223999999999905	-0.017471999999999932	-0.013376000000000055
mha4	4	shard128	gap_ms	25	0.09299199999999996	0.09017599999999992	0.09487999999999996
mha4	4	shard128	closure_us	25	0.0	0.0	0.0
mha4	128	base	l1_ms	25	1.144832	1.143808	1.145056
mha4	128	base	l2_ms	25	1.248128	1.247232	1.24928
mha4	128	base	ratio	25	1.0902377622377621	1.0892627578111898	1.091842428300413
mha4	128	base	notify_ms	25	0.16700800000000005	0.1648639999999999	0.16892799999999997
mha4	128	base	wait_ms	25	0.04595199999999999	0.04310400000000003	0.047072
mha4	128	base	barrier_ms	25	0.08112000000000008	0.08086400000000005	0.08230399999999993
mha4	128	base	loop_ms	25	-0.027648000000000117	-0.03052799999999989	-0.025599999999999845
mha4	128	base	gap_ms	25	0.10326400000000002	0.10224000000000011	0.10518399999999994
mha4	128	base	closure_us	25	0.0	0.0	0.0
mha4	128	shard128	l1_ms	25	1.143968	1.142976	1.145024
mha4	128	shard128	l2_ms	25	1.279968	1.278976	1.28
mha4	128	shard128	ratio	25	1.118637442412397	1.1170688114387846	1.1192008506351783
mha4	128	shard128	notify_ms	25	0.19353599999999993	0.1915199999999999	0.19548799999999988
mha4	128	shard128	wait_ms	25	0.050176	0.04726399999999997	0.051200000000000134
mha4	128	shard128	barrier_ms	25	0.0820479999999999	0.08089600000000008	0.0831360000000001
mha4	128	shard128	loop_ms	25	-0.026496000000000075	-0.027647999999999895	-0.024672000000000027
mha4	128	shard128	gap_ms	25	0.13577600000000012	0.13414400000000004	0.13632
mha4	128	shard128	closure_us	25	0.0	0.0	0.0
