model	seq	k	index	candidate	simulated	predicted_ns	batch_us
gqa2	128	5	4	balanced	1	1036642.04095	1237.508
gqa2	512	1	0	rotate	1	755811.899597	3113.448
gqa2	512	1	1	wavefront	1	755811.899597	3113.448
gqa2	512	1	2	legacy_grid_stride	0	773890.84963	3113.448
gqa2	512	1	3	band	0	819737.003871	3113.448
gqa2	512	1	4	balanced	0	1396674.32748	3113.448
gqa2	512	2	0	rotate	1	755811.899597	3236.117
gqa2	512	2	1	wavefront	1	755811.899597	3236.117
gqa2	512	2	2	legacy_grid_stride	0	773890.84963	3236.117
gqa2	512	2	3	band	0	819737.003871	3236.117
gqa2	512	2	4	balanced	0	1396674.32748	3236.117
gqa2	512	3	0	rotate	1	755811.899597	4065.337
gqa2	512	3	1	wavefront	1	755811.899597	4065.337
gqa2	512	3	2	legacy_grid_stride	1	974504.797782	4065.337
gqa2	512	3	3	band	0	819737.003871	4065.337
gqa2	512	3	4	balanced	0	1396674.32748	4065.337
gqa2	512	4	0	rotate	1	755811.899597	5074.595
gqa2	512	4	1	wavefront	1	755811.899597	5074.595
gqa2	512	4	2	legacy_grid_stride	1	974504.797782	5074.595
gqa2	512	4	3	band	1	1026528.01103	5074.595
gqa2	512	4	4	balanced	0	1396674.32748	5074.595
gqa2	512	5	0	rotate	1	755811.899597	6096.851
gqa2	512	5	1	wavefront	1	755811.899597	6096.851
gqa2	512	5	2	legacy_grid_stride	1	974504.797782	6096.851
gqa2	512	5	3	band	1	1026528.01103	6096.851
gqa2	512	5	4	balanced	1	2264009.74493	6096.851
mha4	4	1	0	rotate	1	847111.614075	103.723
mha4	4	1	1	wavefront	1	847111.614075	103.723
mha4	4	1	2	legacy_grid_stride	0	1103470.61434	103.723
mha4	4	1	3	band	0	1103470.61434	103.723
mha4	4	1	4	balanced	0	1366498.90795	103.723
mha4	4	2	0	rotate	1	847111.614075	96.002
mha4	4	2	1	wavefront	1	847111.614075	96.002
mha4	4	2	2	legacy_grid_stride	0	1103470.61434	96.002
mha4	4	2	3	band	0	1103470.61434	96.002
mha4	4	2	4	balanced	0	1366498.90795	96.002
mha4	4	3	0	rotate	1	847111.614075	144.906
mha4	4	3	1	wavefront	1	847111.614075	144.906
mha4	4	3	2	legacy_grid_stride	1	1293589.18031	144.906
mha4	4	3	3	band	1	1293589.18031	144.906
mha4	4	3	4	balanced	0	1366498.90795	144.906
mha4	4	4	0	rotate	1	847111.614075	142.117
mha4	4	4	1	wavefront	1	847111.614075	142.117
mha4	4	4	2	legacy_grid_stride	1	1293589.18031	142.117
mha4	4	4	3	band	1	1293589.18031	142.117
mha4	4	4	4	balanced	0	1366498.90795	142.117
mha4	4	5	0	rotate	1	847111.614075	165.837
mha4	4	5	1	wavefront	1	847111.614075	165.837
mha4	4	5	2	legacy_grid_stride	1	1293589.18031	165.837
mha4	4	5	3	band	1	1293589.18031	165.837
mha4	4	5	4	balanced	1	1697006.75023	165.837
mha4	128	1	0	rotate	1	939211.077099	1976.585
mha4	128	1	1	wavefront	1	939211.077099	1976.585
mha4	128	1	2	legacy_grid_stride	0	1145358.87529	1976.585
mha4	128	1	3	band	0	1148640.9266	1976.585
mha4	128	1	4	balanced	0	2248301.63193	1976.585
mha4	128	2	0	rotate	1	939211.077099	1987.885
mha4	128	2	1	wavefront	1	939211.077099	1987.885
mha4	128	2	2	legacy_grid_stride	0	1145358.87529	1987.885
mha4	128	2	3	band	0	1148640.9266	1987.885
mha4	128	2	4	balanced	0	2248301.63193	1987.885
mha4	128	3	0	rotate	1	939211.077099	2459.969
mha4	128	3	1	wavefront	1	939211.077099	2459.969
mha4	128	3	2	legacy_grid_stride	1	1376596.87347	2459.969
mha4	128	3	3	band	0	1148640.9266	2459.969
mha4	128	3	4	balanced	0	2248301.63193	2459.969
mha4	128	4	0	rotate	1	939211.077099	3009.167
mha4	128	4	1	wavefront	1	939211.077099	3009.167
mha4	128	4	2	legacy_grid_stride	1	1376596.87347	3009.167
mha4	128	4	3	band	1	1379878.92478	3009.167
mha4	128	4	4	balanced	0	2248301.63193	3009.167
mha4	128	5	0	rotate	1	939211.077099	3574.904
mha4	128	5	1	wavefront	1	939211.077099	3574.904
mha4	128	5	2	legacy_grid_stride	1	1376596.87347	3574.904
mha4	128	5	3	band	1	1379878.92478	3574.904
mha4	128	5	4	balanced	1	3859320.23628	3574.904
mha4	512	1	0	rotate	1	1648862.93895	8836.327
mha4	512	1	1	wavefront	1	1648862.93895	8836.327
mha4	512	1	2	legacy_grid_stride	0	1589586.08255	8836.327
mha4	512	1	3	band	0	1681278.39103	8836.327
mha4	512	1	4	balanced	0	6666403.47098	8836.327
mha4	512	2	0	rotate	1	1648862.93895	8828.99
mha4	512	2	1	wavefront	1	1648862.93895	8828.99
mha4	512	2	2	legacy_grid_stride	0	1589586.08255	8828.99
mha4	512	2	3	band	0	1681278.39103	8828.99
mha4	512	2	4	balanced	0	6666403.47098	8828.99
mha4	512	3	0	rotate	1	1648862.93895	10553.786
mha4	512	3	1	wavefront	1	1648862.93895	10553.786
mha4	512	3	2	legacy_grid_stride	1	2086248.73532	10553.786
mha4	512	3	3	band	0	1681278.39103	10553.786
mha4	512	3	4	balanced	0	6666403.47098	10553.786
mha4	512	4	0	rotate	1	1648862.93895	12835.826
mha4	512	4	1	wavefront	1	1648862.93895	12835.826
mha4	512	4	2	legacy_grid_stride	1	2086248.73532	12835.826
mha4	512	4	3	band	1	2191530.57361	12835.826
mha4	512	4	4	balanced	0	6666403.47098	12835.826
mha4	512	5	0	rotate	1	1648862.93895	14853.372
mha4	512	5	1	wavefront	1	1648862.93895	14853.372
mha4	512	5	2	legacy_grid_stride	1	2086248.73532	14853.372
mha4	512	5	3	band	1	2191530.57361	14853.372
mha4	512	5	4	balanced	1	10078464.5212	14853.372
real	4	1	0	rotate	1	8154477.26824	301.018
real	4	1	1	wavefront	1	8154477.26824	301.018
real	4	1	2	legacy_grid_stride	0	11674910.8818	301.018
real	4	1	3	band	0	11674910.8818	301.018
real	4	1	4	balanced	0	102295054.394	301.018
real	4	2	0	rotate	1	8154477.26824	291.413
real	4	2	1	wavefront	1	8154477.26824	291.413
real	4	2	2	legacy_grid_stride	0	11674910.8818	291.413
real	4	2	3	band	0	11674910.8818	291.413
real	4	2	4	balanced	0	102295054.394	291.413
real	4	3	0	rotate	1	8154477.26824	451.538
real	4	3	1	wavefront	1	8154477.26824	451.538
real	4	3	2	legacy_grid_stride	1	11865029.4477	451.538
real	4	3	3	band	1	11865029.4477	451.538
real	4	3	4	balanced	0	102295054.394	451.538
real	4	4	0	rotate	1	8154477.26824	452.357
real	4	4	1	wavefront	1	8154477.26824	452.357
real	4	4	2	legacy_grid_stride	1	11865029.4477	452.357
real	4	4	3	band	1	11865029.4477	452.357
real	4	4	4	balanced	0	102295054.394	452.357
real	4	5	0	rotate	1	8154477.26824	535.635
real	4	5	1	wavefront	1	8154477.26824	535.635
real	4	5	2	legacy_grid_stride	1	11865029.4477	535.635
real	4	5	3	band	1	11865029.4477	535.635
real	4	5	4	balanced	1	103686547.267	535.635
real	128	1	0	rotate	1	9105391.08491	6706.117
real	128	1	1	wavefront	1	9105391.08491	6706.117
real	128	1	2	legacy_grid_stride	0	12272063.6249	6706.117
real	128	1	3	band	0	12400389.6768	6706.117
real	128	1	4	balanced	0	26106495.7047	6706.117
real	128	2	0	rotate	1	9105391.08491	6626.487
real	128	2	1	wavefront	1	9105391.08491	6626.487
real	128	2	2	legacy_grid_stride	0	12272063.6249	6626.487
real	128	2	3	band	0	12400389.6768	6626.487
real	128	2	4	balanced	0	26106495.7047	6626.487
real	128	3	0	rotate	1	9105391.08491	8171.665
real	128	3	1	wavefront	1	9105391.08491	8171.665
real	128	3	2	legacy_grid_stride	1	12806477.9991	8171.665
real	128	3	3	band	0	12400389.6768	8171.665
real	128	3	4	balanced	0	26106495.7047	8171.665
real	128	4	0	rotate	1	9105391.08491	9941.8
real	128	4	1	wavefront	1	9105391.08491	9941.8
real	128	4	2	legacy_grid_stride	1	12806477.9991	9941.8
real	128	4	3	band	1	12934804.051	9941.8
real	128	4	4	balanced	0	26106495.7047	9941.8
real	128	5	0	rotate	1	9105391.08491	11222.201
real	128	5	1	wavefront	1	9105391.08491	11222.201
real	128	5	2	legacy_grid_stride	1	12806477.9991	11222.201
real	128	5	3	band	1	12934804.051	11222.201
real	128	5	4	balanced	1	29008178.745	11222.201
