model	seq	past	producer	consumer	wait_sum	fanout_sum	count	volume	old_wait_sum	changed
mha4	4	512	9	9	4	4	4	16384	4	0
mha4	4	512	9	10	16	16	4	128	16	0
mha4	4	512	10	11	32	32	8	512	1024	1
mha4	4	512	10	12	32	32	8	512	1024	1
mha4	4	512	11	13	32	32	4	128	32	0
mha4	4	512	12	13	32	32	4	128	32	0
mha4	4	512	13	14	16	16	4	1024	512	1
mha4	4	512	14	14	4	4	4	16384	4	0
mha4	4	512	9	14	4	4	4	16384	4	0
mha4	4	512	14	15	16	16	4	128	16	0
mha4	4	512	15	16	16	16	4	512	512	1
mha4	4	512	15	17	16	16	4	512	512	1
mha4	4	512	15	18	16	16	4	512	512	1
mha4	4	512	16	19	16	16	16	128	16	0
mha4	4	512	17	20	16	16	16	128	16	0
mha4	4	512	20	21	16	16	16	128	16	0
mha4	4	512	18	22	16	16	16	128	16	0
mha4	4	512	19	23	16	16	16	128	16	0
mha4	4	512	21	23	64	64	16	128	8256	1
mha4	4	512	22	23	64	64	16	128	8256	1
mha4	4	512	23	24	64	64	4	128	2048	1
mha4	4	512	24	24	4	4	4	16384	4	0
mha4	4	512	14	24	4	4	4	16384	4	0
mha4	4	512	24	25	16	16	4	128	16	0
mha4	4	512	25	26	32	32	8	512	1024	1
mha4	4	512	25	27	32	32	8	512	1024	1
mha4	4	512	26	28	32	32	4	128	32	0
mha4	4	512	27	28	32	32	4	128	32	0
mha4	4	512	28	29	16	16	4	1024	512	1
mha4	4	512	29	29	4	4	4	16384	4	0
mha4	4	512	24	29	4	4	4	16384	4	0
mha4	4	512	29	30	16	16	4	128	16	0
mha4	4	512	30	31	16	16	4	512	512	1
mha4	4	512	30	32	16	16	4	512	512	1
mha4	4	512	30	33	16	16	4	512	512	1
mha4	4	512	31	34	16	16	16	128	16	0
mha4	4	512	32	35	16	16	16	128	16	0
mha4	4	512	35	36	16	16	16	128	16	0
mha4	4	512	33	37	16	16	16	128	16	0
mha4	4	512	34	38	16	16	16	128	16	0
mha4	4	512	36	38	64	64	16	128	8256	1
mha4	4	512	37	38	64	64	16	128	8256	1
mha4	4	512	38	39	64	64	4	128	2048	1
mha4	4	512	39	39	4	4	4	16384	4	0
mha4	4	512	29	39	4	4	4	16384	4	0
mha4	4	512	39	40	16	16	4	128	16	0
mha4	4	512	40	41	32	32	8	512	1024	1
mha4	4	512	40	42	32	32	8	512	1024	1
mha4	4	512	41	43	32	32	4	128	32	0
mha4	4	512	42	43	32	32	4	128	32	0
mha4	4	512	43	44	16	16	4	1024	512	1
mha4	4	512	44	44	4	4	4	16384	4	0
mha4	4	512	39	44	4	4	4	16384	4	0
mha4	4	512	44	45	16	16	4	128	16	0
mha4	4	512	45	46	16	16	4	512	512	1
mha4	4	512	45	47	16	16	4	512	512	1
mha4	4	512	45	48	16	16	4	512	512	1
mha4	4	512	46	49	16	16	16	128	16	0
mha4	4	512	47	50	16	16	16	128	16	0
mha4	4	512	50	51	16	16	16	128	16	0
mha4	4	512	48	52	16	16	16	128	16	0
mha4	4	512	49	53	16	16	16	128	16	0
mha4	4	512	51	53	64	64	16	128	8256	1
mha4	4	512	52	53	64	64	16	128	8256	1
mha4	4	512	53	54	64	64	4	128	2048	1
mha4	4	512	54	54	4	4	4	16384	4	0
mha4	4	512	44	54	4	4	4	16384	4	0
mha4	4	512	54	55	16	16	4	128	16	0
mha4	4	512	55	56	32	32	8	512	1024	1
mha4	4	512	55	57	32	32	8	512	1024	1
mha4	4	512	56	58	32	32	4	128	32	0
mha4	4	512	57	58	32	32	4	128	32	0
mha4	4	512	58	59	16	16	4	1024	512	1
mha4	4	512	59	59	4	4	4	16384	4	0
mha4	4	512	54	59	4	4	4	16384	4	0
mha4	128	512	0	1	512	512	4	512	512	0
mha4	128	512	0	2	512	512	4	512	512	0
mha4	128	512	0	3	512	512	4	512	512	0
mha4	128	512	1	4	512	512	512	128	512	0
mha4	128	512	2	5	512	512	512	128	512	0
mha4	128	512	5	6	512	512	512	128	512	0
mha4	128	512	3	7	512	512	512	128	512	0
mha4	128	512	4	8	512	512	512	128	512	0
mha4	128	512	6	8	65536	65536	512	128	327680	1
mha4	128	512	7	8	65536	65536	512	128	327680	1
mha4	128	512	8	9	2048	2048	4	128	2048	0
mha4	128	512	9	9	4	4	4	16384	4	0
mha4	128	512	9	10	512	512	128	128	512	0
mha4	128	512	10	11	1024	1024	8	512	1024	0
mha4	128	512	10	12	1024	1024	8	512	1024	0
mha4	128	512	11	13	1024	1024	128	128	1024	0
mha4	128	512	12	13	1024	1024	128	128	1024	0
mha4	128	512	13	14	512	512	4	1024	512	0
mha4	128	512	14	14	4	4	4	16384	4	0
mha4	128	512	9	14	4	4	4	16384	4	0
mha4	128	512	14	15	512	512	128	128	512	0
mha4	128	512	15	16	512	512	4	512	512	0
mha4	128	512	15	17	512	512	4	512	512	0
mha4	128	512	15	18	512	512	4	512	512	0
mha4	128	512	16	19	512	512	512	128	512	0
mha4	128	512	17	20	512	512	512	128	512	0
mha4	128	512	20	21	512	512	512	128	512	0
mha4	128	512	18	22	512	512	512	128	512	0
mha4	128	512	19	23	512	512	512	128	512	0
mha4	128	512	21	23	65536	65536	512	128	327680	1
mha4	128	512	22	23	65536	65536	512	128	327680	1
mha4	128	512	23	24	2048	2048	4	128	2048	0
mha4	128	512	24	24	4	4	4	16384	4	0
mha4	128	512	14	24	4	4	4	16384	4	0
mha4	128	512	24	25	512	512	128	128	512	0
mha4	128	512	25	26	1024	1024	8	512	1024	0
mha4	128	512	25	27	1024	1024	8	512	1024	0
mha4	128	512	26	28	1024	1024	128	128	1024	0
mha4	128	512	27	28	1024	1024	128	128	1024	0
mha4	128	512	28	29	512	512	4	1024	512	0
mha4	128	512	29	29	4	4	4	16384	4	0
mha4	128	512	24	29	4	4	4	16384	4	0
mha4	128	512	29	30	512	512	128	128	512	0
mha4	128	512	30	31	512	512	4	512	512	0
mha4	128	512	30	32	512	512	4	512	512	0
mha4	128	512	30	33	512	512	4	512	512	0
mha4	128	512	31	34	512	512	512	128	512	0
mha4	128	512	32	35	512	512	512	128	512	0
mha4	128	512	35	36	512	512	512	128	512	0
mha4	128	512	33	37	512	512	512	128	512	0
mha4	128	512	34	38	512	512	512	128	512	0
mha4	128	512	36	38	65536	65536	512	128	327680	1
mha4	128	512	37	38	65536	65536	512	128	327680	1
mha4	128	512	38	39	2048	2048	4	128	2048	0
mha4	128	512	39	39	4	4	4	16384	4	0
mha4	128	512	29	39	4	4	4	16384	4	0
mha4	128	512	39	40	512	512	128	128	512	0
mha4	128	512	40	41	1024	1024	8	512	1024	0
mha4	128	512	40	42	1024	1024	8	512	1024	0
mha4	128	512	41	43	1024	1024	128	128	1024	0
mha4	128	512	42	43	1024	1024	128	128	1024	0
mha4	128	512	43	44	512	512	4	1024	512	0
mha4	128	512	44	44	4	4	4	16384	4	0
mha4	128	512	39	44	4	4	4	16384	4	0
mha4	128	512	44	45	512	512	128	128	512	0
mha4	128	512	45	46	512	512	4	512	512	0
mha4	128	512	45	47	512	512	4	512	512	0
mha4	128	512	45	48	512	512	4	512	512	0
mha4	128	512	46	49	512	512	512	128	512	0
mha4	128	512	47	50	512	512	512	128	512	0
mha4	128	512	50	51	512	512	512	128	512	0
mha4	128	512	48	52	512	512	512	128	512	0
mha4	128	512	49	53	512	512	512	128	512	0
mha4	128	512	51	53	65536	65536	512	128	327680	1
mha4	128	512	52	53	65536	65536	512	128	327680	1
mha4	128	512	53	54	2048	2048	4	128	2048	0
mha4	128	512	54	54	4	4	4	16384	4	0
mha4	128	512	44	54	4	4	4	16384	4	0
mha4	128	512	54	55	512	512	128	128	512	0
mha4	128	512	55	56	1024	1024	8	512	1024	0
mha4	128	512	55	57	1024	1024	8	512	1024	0
mha4	128	512	56	58	1024	1024	128	128	1024	0
mha4	128	512	57	58	1024	1024	128	128	1024	0
mha4	128	512	58	59	512	512	4	1024	512	0
mha4	128	512	59	59	4	4	4	16384	4	0
mha4	128	512	54	59	4	4	4	16384	4	0
mha4	512	512	0	1	2048	2048	16	512	2048	0
mha4	512	512	0	2	2048	2048	16	512	2048	0
mha4	512	512	0	3	2048	2048	16	512	2048	0
mha4	512	512	1	4	2048	2048	2048	128	2048	0
mha4	512	512	2	5	2048	2048	2048	128	2048	0
mha4	512	512	5	6	2048	2048	2048	128	2048	0
mha4	512	512	3	7	2048	2048	2048	128	2048	0
mha4	512	512	4	8	2048	2048	2048	128	2048	0
mha4	512	512	6	8	1048576	1048576	2048	128	2097152	1
mha4	512	512	7	8	1048576	1048576	2048	128	2097152	1
mha4	512	512	8	9	8192	8192	16	128	8192	0
mha4	512	512	9	9	16	16	16	16384	16	0
mha4	512	512	9	10	2048	2048	512	128	2048	0
mha4	512	512	10	11	4096	4096	32	512	4096	0
mha4	512	512	10	12	4096	4096	32	512	4096	0
mha4	512	512	11	13	4096	4096	512	128	4096	0
mha4	512	512	12	13	4096	4096	512	128	4096	0
mha4	512	512	13	14	2048	2048	16	1024	2048	0
mha4	512	512	14	14	16	16	16	16384	16	0
mha4	512	512	9	14	16	16	16	16384	16	0
mha4	512	512	14	15	2048	2048	512	128	2048	0
mha4	512	512	15	16	2048	2048	16	512	2048	0
mha4	512	512	15	17	2048	2048	16	512	2048	0
mha4	512	512	15	18	2048	2048	16	512	2048	0
mha4	512	512	16	19	2048	2048	2048	128	2048	0
mha4	512	512	17	20	2048	2048	2048	128	2048	0
mha4	512	512	20	21	2048	2048	2048	128	2048	0
mha4	512	512	18	22	2048	2048	2048	128	2048	0
mha4	512	512	19	23	2048	2048	2048	128	2048	0
mha4	512	512	21	23	1048576	1048576	2048	128	2097152	1
mha4	512	512	22	23	1048576	1048576	2048	128	2097152	1
mha4	512	512	23	24	8192	8192	16	128	8192	0
mha4	512	512	24	24	16	16	16	16384	16	0
mha4	512	512	14	24	16	16	16	16384	16	0
mha4	512	512	24	25	2048	2048	512	128	2048	0
mha4	512	512	25	26	4096	4096	32	512	4096	0
mha4	512	512	25	27	4096	4096	32	512	4096	0
mha4	512	512	26	28	4096	4096	512	128	4096	0
mha4	512	512	27	28	4096	4096	512	128	4096	0
mha4	512	512	28	29	2048	2048	16	1024	2048	0
mha4	512	512	29	29	16	16	16	16384	16	0
mha4	512	512	24	29	16	16	16	16384	16	0
mha4	512	512	29	30	2048	2048	512	128	2048	0
mha4	512	512	30	31	2048	2048	16	512	2048	0
mha4	512	512	30	32	2048	2048	16	512	2048	0
mha4	512	512	30	33	2048	2048	16	512	2048	0
mha4	512	512	31	34	2048	2048	2048	128	2048	0
mha4	512	512	32	35	2048	2048	2048	128	2048	0
mha4	512	512	35	36	2048	2048	2048	128	2048	0
mha4	512	512	33	37	2048	2048	2048	128	2048	0
mha4	512	512	34	38	2048	2048	2048	128	2048	0
mha4	512	512	36	38	1048576	1048576	2048	128	2097152	1
mha4	512	512	37	38	1048576	1048576	2048	128	2097152	1
mha4	512	512	38	39	8192	8192	16	128	8192	0
mha4	512	512	39	39	16	16	16	16384	16	0
mha4	512	512	29	39	16	16	16	16384	16	0
mha4	512	512	39	40	2048	2048	512	128	2048	0
mha4	512	512	40	41	4096	4096	32	512	4096	0
mha4	512	512	40	42	4096	4096	32	512	4096	0
mha4	512	512	41	43	4096	4096	512	128	4096	0
mha4	512	512	42	43	4096	4096	512	128	4096	0
mha4	512	512	43	44	2048	2048	16	1024	2048	0
mha4	512	512	44	44	16	16	16	16384	16	0
mha4	512	512	39	44	16	16	16	16384	16	0
mha4	512	512	44	45	2048	2048	512	128	2048	0
mha4	512	512	45	46	2048	2048	16	512	2048	0
mha4	512	512	45	47	2048	2048	16	512	2048	0
mha4	512	512	45	48	2048	2048	16	512	2048	0
mha4	512	512	46	49	2048	2048	2048	128	2048	0
mha4	512	512	47	50	2048	2048	2048	128	2048	0
mha4	512	512	50	51	2048	2048	2048	128	2048	0
mha4	512	512	48	52	2048	2048	2048	128	2048	0
mha4	512	512	49	53	2048	2048	2048	128	2048	0
mha4	512	512	51	53	1048576	1048576	2048	128	2097152	1
mha4	512	512	52	53	1048576	1048576	2048	128	2097152	1
mha4	512	512	53	54	8192	8192	16	128	8192	0
mha4	512	512	54	54	16	16	16	16384	16	0
mha4	512	512	44	54	16	16	16	16384	16	0
mha4	512	512	54	55	2048	2048	512	128	2048	0
mha4	512	512	55	56	4096	4096	32	512	4096	0
mha4	512	512	55	57	4096	4096	32	512	4096	0
mha4	512	512	56	58	4096	4096	512	128	4096	0
mha4	512	512	57	58	4096	4096	512	128	4096	0
mha4	512	512	58	59	2048	2048	16	1024	2048	0
mha4	512	512	59	59	16	16	16	16384	16	0
mha4	512	512	54	59	16	16	16	16384	16	0
mha4	2048	512	0	1	8192	8192	64	512	8192	0
mha4	2048	512	0	2	8192	8192	64	512	8192	0
mha4	2048	512	0	3	8192	8192	64	512	8192	0
mha4	2048	512	1	4	8192	8192	8192	128	8192	0
mha4	2048	512	2	5	8192	8192	8192	128	8192	0
mha4	2048	512	5	6	8192	8192	8192	128	8192	0
mha4	2048	512	3	7	8192	8192	8192	128	8192	0
mha4	2048	512	4	8	8192	8192	8192	128	8192	0
mha4	2048	512	6	8	16777216	16777216	8192	128	20971520	1
mha4	2048	512	7	8	16777216	16777216	8192	128	20971520	1
mha4	2048	512	8	9	32768	32768	64	128	32768	0
mha4	2048	512	9	9	64	64	64	16384	64	0
mha4	2048	512	9	10	8192	8192	2048	128	8192	0
mha4	2048	512	10	11	16384	16384	128	512	16384	0
mha4	2048	512	10	12	16384	16384	128	512	16384	0
mha4	2048	512	11	13	16384	16384	2048	128	16384	0
mha4	2048	512	12	13	16384	16384	2048	128	16384	0
mha4	2048	512	13	14	8192	8192	64	1024	8192	0
mha4	2048	512	14	14	64	64	64	16384	64	0
mha4	2048	512	9	14	64	64	64	16384	64	0
mha4	2048	512	14	15	8192	8192	2048	128	8192	0
mha4	2048	512	15	16	8192	8192	64	512	8192	0
mha4	2048	512	15	17	8192	8192	64	512	8192	0
mha4	2048	512	15	18	8192	8192	64	512	8192	0
mha4	2048	512	16	19	8192	8192	8192	128	8192	0
mha4	2048	512	17	20	8192	8192	8192	128	8192	0
mha4	2048	512	20	21	8192	8192	8192	128	8192	0
mha4	2048	512	18	22	8192	8192	8192	128	8192	0
mha4	2048	512	19	23	8192	8192	8192	128	8192	0
mha4	2048	512	21	23	16777216	16777216	8192	128	20971520	1
mha4	2048	512	22	23	16777216	16777216	8192	128	20971520	1
mha4	2048	512	23	24	32768	32768	64	128	32768	0
mha4	2048	512	24	24	64	64	64	16384	64	0
mha4	2048	512	14	24	64	64	64	16384	64	0
mha4	2048	512	24	25	8192	8192	2048	128	8192	0
mha4	2048	512	25	26	16384	16384	128	512	16384	0
mha4	2048	512	25	27	16384	16384	128	512	16384	0
mha4	2048	512	26	28	16384	16384	2048	128	16384	0
mha4	2048	512	27	28	16384	16384	2048	128	16384	0
mha4	2048	512	28	29	8192	8192	64	1024	8192	0
mha4	2048	512	29	29	64	64	64	16384	64	0
mha4	2048	512	24	29	64	64	64	16384	64	0
mha4	2048	512	29	30	8192	8192	2048	128	8192	0
mha4	2048	512	30	31	8192	8192	64	512	8192	0
mha4	2048	512	30	32	8192	8192	64	512	8192	0
mha4	2048	512	30	33	8192	8192	64	512	8192	0
mha4	2048	512	31	34	8192	8192	8192	128	8192	0
mha4	2048	512	32	35	8192	8192	8192	128	8192	0
mha4	2048	512	35	36	8192	8192	8192	128	8192	0
mha4	2048	512	33	37	8192	8192	8192	128	8192	0
mha4	2048	512	34	38	8192	8192	8192	128	8192	0
mha4	2048	512	36	38	16777216	16777216	8192	128	20971520	1
mha4	2048	512	37	38	16777216	16777216	8192	128	20971520	1
mha4	2048	512	38	39	32768	32768	64	128	32768	0
mha4	2048	512	39	39	64	64	64	16384	64	0
mha4	2048	512	29	39	64	64	64	16384	64	0
mha4	2048	512	39	40	8192	8192	2048	128	8192	0
mha4	2048	512	40	41	16384	16384	128	512	16384	0
mha4	2048	512	40	42	16384	16384	128	512	16384	0
mha4	2048	512	41	43	16384	16384	2048	128	16384	0
mha4	2048	512	42	43	16384	16384	2048	128	16384	0
mha4	2048	512	43	44	8192	8192	64	1024	8192	0
mha4	2048	512	44	44	64	64	64	16384	64	0
mha4	2048	512	39	44	64	64	64	16384	64	0
mha4	2048	512	44	45	8192	8192	2048	128	8192	0
mha4	2048	512	45	46	8192	8192	64	512	8192	0
mha4	2048	512	45	47	8192	8192	64	512	8192	0
mha4	2048	512	45	48	8192	8192	64	512	8192	0
mha4	2048	512	46	49	8192	8192	8192	128	8192	0
mha4	2048	512	47	50	8192	8192	8192	128	8192	0
mha4	2048	512	50	51	8192	8192	8192	128	8192	0
mha4	2048	512	48	52	8192	8192	8192	128	8192	0
mha4	2048	512	49	53	8192	8192	8192	128	8192	0
mha4	2048	512	51	53	16777216	16777216	8192	128	20971520	1
mha4	2048	512	52	53	16777216	16777216	8192	128	20971520	1
mha4	2048	512	53	54	32768	32768	64	128	32768	0
mha4	2048	512	54	54	64	64	64	16384	64	0
mha4	2048	512	44	54	64	64	64	16384	64	0
mha4	2048	512	54	55	8192	8192	2048	128	8192	0
mha4	2048	512	55	56	16384	16384	128	512	16384	0
mha4	2048	512	55	57	16384	16384	128	512	16384	0
mha4	2048	512	56	58	16384	16384	2048	128	16384	0
mha4	2048	512	57	58	16384	16384	2048	128	16384	0
mha4	2048	512	58	59	8192	8192	64	1024	8192	0
mha4	2048	512	59	59	64	64	64	16384	64	0
mha4	2048	512	54	59	64	64	64	16384	64	0
