model	src	dst	seq	past	old_wait_sum	wait_sum	fanout_sum
mha	mha1.kvappend_v	mha1.attn_chunk	512	3	10485760	8388608	8388608
mha	mha1.kvappend_v	mha1.attn_chunk	512	512	16777216	8388608	8388608
mha	mha1.kvappend_v	mha1.attn_chunk	2048	0	134217728	134217728	134217728
mha	mha1.kvappend_v	mha1.attn_chunk	2048	3	142606336	134217728	134217728
mha	mha1.kvappend_v	mha1.attn_chunk	2048	512	167772160	134217728	134217728
mha	mha1.attn_chunk	mha1.attn_combine	1	0	32	32	32
mha	mha1.attn_chunk	mha1.attn_combine	1	3	32	32	32
mha	mha1.attn_chunk	mha1.attn_combine	1	512	160	160	160
mha	mha1.attn_chunk	mha1.attn_combine	4	0	128	128	128
mha	mha1.attn_chunk	mha1.attn_combine	4	3	128	128	128
mha	mha1.attn_chunk	mha1.attn_combine	4	512	640	640	640
mha	mha1.attn_chunk	mha1.attn_combine	128	0	4096	4096	4096
mha	mha1.attn_chunk	mha1.attn_combine	128	3	8192	8192	8192
mha	mha1.attn_chunk	mha1.attn_combine	128	512	20480	20480	20480
mha	mha1.attn_chunk	mha1.attn_combine	512	0	65536	65536	65536
mha	mha1.attn_chunk	mha1.attn_combine	512	3	81920	81920	81920
mha	mha1.attn_chunk	mha1.attn_combine	512	512	131072	131072	131072
mha	mha1.attn_chunk	mha1.attn_combine	2048	0	1048576	1048576	1048576
mha	mha1.attn_chunk	mha1.attn_combine	2048	3	1114112	1114112	1114112
mha	mha1.attn_chunk	mha1.attn_combine	2048	512	1310720	1310720	1310720
mha	mha1.attn_combine	mha1.wo	1	0	131072	1024	1024
mha	mha1.attn_combine	mha1.wo	1	3	131072	1024	1024
mha	mha1.attn_combine	mha1.wo	1	512	131072	1024	1024
mha	mha1.attn_combine	mha1.wo	4	0	131072	4096	4096
mha	mha1.attn_combine	mha1.wo	4	3	131072	4096	4096
mha	mha1.attn_combine	mha1.wo	4	512	131072	4096	4096
mha	mha1.attn_combine	mha1.wo	128	0	131072	131072	131072
mha	mha1.attn_combine	mha1.wo	128	3	131072	131072	131072
mha	mha1.attn_combine	mha1.wo	128	512	131072	131072	131072
mha	mha1.attn_combine	mha1.wo	512	0	524288	524288	524288
mha	mha1.attn_combine	mha1.wo	512	3	524288	524288	524288
mha	mha1.attn_combine	mha1.wo	512	512	524288	524288	524288
mha	mha1.attn_combine	mha1.wo	2048	0	2097152	2097152	2097152
mha	mha1.attn_combine	mha1.wo	2048	3	2097152	2097152	2097152
mha	mha1.attn_combine	mha1.wo	2048	512	2097152	2097152	2097152
mha	mha1.wo	mha1.add1	1	0	32	32	32
mha	mha1.wo	mha1.add1	1	3	32	32	32
mha	mha1.wo	mha1.add1	1	512	32	32	32
mha	mha1.wo	mha1.add1	4	0	32	32	32
mha	mha1.wo	mha1.add1	4	3	32	32	32
mha	mha1.wo	mha1.add1	4	512	32	32	32
mha	mha1.wo	mha1.add1	128	0	32	32	32
mha	mha1.wo	mha1.add1	128	3	32	32	32
mha	mha1.wo	mha1.add1	128	512	32	32	32
mha	mha1.wo	mha1.add1	512	0	128	128	128
mha	mha1.wo	mha1.add1	512	3	128	128	128
mha	mha1.wo	mha1.add1	512	512	128	128	128
mha	mha1.wo	mha1.add1	2048	0	512	512	512
mha	mha1.wo	mha1.add1	2048	3	512	512	512
mha	mha1.wo	mha1.add1	2048	512	512	512	512
mha	mha1.add1	mha1.rmsnorm2	1	0	32	32	32
mha	mha1.add1	mha1.rmsnorm2	1	3	32	32	32
mha	mha1.add1	mha1.rmsnorm2	1	512	32	32	32
mha	mha1.add1	mha1.rmsnorm2	4	0	32	32	32
mha	mha1.add1	mha1.rmsnorm2	4	3	32	32	32
mha	mha1.add1	mha1.rmsnorm2	4	512	32	32	32
mha	mha1.add1	mha1.rmsnorm2	128	0	32	32	32
mha	mha1.add1	mha1.rmsnorm2	128	3	32	32	32
mha	mha1.add1	mha1.rmsnorm2	128	512	32	32	32
mha	mha1.add1	mha1.rmsnorm2	512	0	128	128	128
mha	mha1.add1	mha1.rmsnorm2	512	3	128	128	128
mha	mha1.add1	mha1.rmsnorm2	512	512	128	128	128
mha	mha1.add1	mha1.rmsnorm2	2048	0	512	512	512
mha	mha1.add1	mha1.rmsnorm2	2048	3	512	512	512
mha	mha1.add1	mha1.rmsnorm2	2048	512	512	512	512
mha	mha1.rmsnorm2	mha1.wup	1	0	112	112	112
mha	mha1.rmsnorm2	mha1.wup	1	3	112	112	112
mha	mha1.rmsnorm2	mha1.wup	1	512	112	112	112
mha	mha1.rmsnorm2	mha1.wup	4	0	112	112	112
mha	mha1.rmsnorm2	mha1.wup	4	3	112	112	112
mha	mha1.rmsnorm2	mha1.wup	4	512	112	112	112
mha	mha1.rmsnorm2	mha1.wup	128	0	112	112	112
mha	mha1.rmsnorm2	mha1.wup	128	3	112	112	112
mha	mha1.rmsnorm2	mha1.wup	128	512	112	112	112
mha	mha1.rmsnorm2	mha1.wup	512	0	448	448	448
mha	mha1.rmsnorm2	mha1.wup	512	3	448	448	448
mha	mha1.rmsnorm2	mha1.wup	512	512	448	448	448
mha	mha1.rmsnorm2	mha1.wup	2048	0	1792	1792	1792
mha	mha1.rmsnorm2	mha1.wup	2048	3	1792	1792	1792
mha	mha1.rmsnorm2	mha1.wup	2048	512	1792	1792	1792
mha	mha1.wup	mha1.wdown	1	0	3584	3584	3584
mha	mha1.wup	mha1.wdown	1	3	3584	3584	3584
mha	mha1.wup	mha1.wdown	1	512	3584	3584	3584
mha	mha1.wup	mha1.wdown	4	0	3584	3584	3584
mha	mha1.wup	mha1.wdown	4	3	3584	3584	3584
mha	mha1.wup	mha1.wdown	4	512	3584	3584	3584
mha	mha1.wup	mha1.wdown	128	0	3584	3584	3584
mha	mha1.wup	mha1.wdown	128	3	3584	3584	3584
mha	mha1.wup	mha1.wdown	128	512	3584	3584	3584
mha	mha1.wup	mha1.wdown	512	0	14336	14336	14336
mha	mha1.wup	mha1.wdown	512	3	14336	14336	14336
mha	mha1.wup	mha1.wdown	512	512	14336	14336	14336
mha	mha1.wup	mha1.wdown	2048	0	57344	57344	57344
mha	mha1.wup	mha1.wdown	2048	3	57344	57344	57344
mha	mha1.wup	mha1.wdown	2048	512	57344	57344	57344
mha	mha1.wdown	mha1.add2	1	0	32	32	32
mha	mha1.wdown	mha1.add2	1	3	32	32	32
mha	mha1.wdown	mha1.add2	1	512	32	32	32
mha	mha1.wdown	mha1.add2	4	0	32	32	32
mha	mha1.wdown	mha1.add2	4	3	32	32	32
mha	mha1.wdown	mha1.add2	4	512	32	32	32
mha	mha1.wdown	mha1.add2	128	0	32	32	32
mha	mha1.wdown	mha1.add2	128	3	32	32	32
mha	mha1.wdown	mha1.add2	128	512	32	32	32
mha	mha1.wdown	mha1.add2	512	0	128	128	128
mha	mha1.wdown	mha1.add2	512	3	128	128	128
mha	mha1.wdown	mha1.add2	512	512	128	128	128
mha	mha1.wdown	mha1.add2	2048	0	512	512	512
mha	mha1.wdown	mha1.add2	2048	3	512	512	512
mha	mha1.wdown	mha1.add2	2048	512	512	512	512
mha	mha1.add1	mha1.add2	1	0	32	32	32
mha	mha1.add1	mha1.add2	1	3	32	32	32
mha	mha1.add1	mha1.add2	1	512	32	32	32
mha	mha1.add1	mha1.add2	4	0	32	32	32
mha	mha1.add1	mha1.add2	4	3	32	32	32
mha	mha1.add1	mha1.add2	4	512	32	32	32
mha	mha1.add1	mha1.add2	128	0	32	32	32
mha	mha1.add1	mha1.add2	128	3	32	32	32
mha	mha1.add1	mha1.add2	128	512	32	32	32
mha	mha1.add1	mha1.add2	512	0	128	128	128
mha	mha1.add1	mha1.add2	512	3	128	128	128
mha	mha1.add1	mha1.add2	512	512	128	128	128
mha	mha1.add1	mha1.add2	2048	0	512	512	512
mha	mha1.add1	mha1.add2	2048	3	512	512	512
mha	mha1.add1	mha1.add2	2048	512	512	512	512
gather	produce	gather	1	0	1024	1024	1024
gather	produce	gather	1	3	1024	1024	1024
gather	produce	gather	1	512	1024	1024	1024
gather	produce	gather	4	0	1024	1024	1024
gather	produce	gather	4	3	1024	1024	1024
gather	produce	gather	4	512	1024	1024	1024
gather	produce	gather	128	0	1024	1024	1024
gather	produce	gather	128	3	1024	1024	1024
gather	produce	gather	128	512	1024	1024	1024
gather	produce	gather	512	0	16384	16384	16384
gather	produce	gather	512	3	16384	16384	16384
gather	produce	gather	512	512	16384	16384	16384
gather	produce	gather	2048	0	262144	262144	262144
gather	produce	gather	2048	3	262144	262144	262144
gather	produce	gather	2048	512	262144	262144	262144
affine_gather	produce	gather	1	0	32	32	32
affine_gather	produce	gather	1	3	32	32	32
affine_gather	produce	gather	1	512	32	32	32
affine_gather	produce	gather	4	0	32	32	32
affine_gather	produce	gather	4	3	32	32	32
affine_gather	produce	gather	4	512	32	32	32
affine_gather	produce	gather	128	0	32	32	32
affine_gather	produce	gather	128	3	32	32	32
affine_gather	produce	gather	128	512	32	32	32
affine_gather	produce	gather	512	0	128	128	128
affine_gather	produce	gather	512	3	128	128	128
affine_gather	produce	gather	512	512	128	128	128
affine_gather	produce	gather	2048	0	512	512	512
affine_gather	produce	gather	2048	3	512	512	512
affine_gather	produce	gather	2048	512	512	512	512
misaligned	produce	consume	1	0	2	1	1
misaligned	produce	consume	1	3	2	1	1
misaligned	produce	consume	1	512	2	1	1
misaligned	produce	consume	4	0	2	1	1
misaligned	produce	consume	4	3	2	1	1
misaligned	produce	consume	4	512	2	1	1
misaligned	produce	consume	128	0	12	11	11
misaligned	produce	consume	128	3	12	11	11
misaligned	produce	consume	128	512	12	11	11
misaligned	produce	consume	512	0	44	43	43
misaligned	produce	consume	512	3	44	43	43
misaligned	produce	consume	512	512	44	43	43
misaligned	produce	consume	2048	0	172	171	171
misaligned	produce	consume	2048	3	172	171	171
misaligned	produce	consume	2048	512	172	171	171
unknown	produce	mystery	1	0	32	32	32
unknown	produce	mystery	1	3	32	32	32
unknown	produce	mystery	1	512	32	32	32
unknown	produce	mystery	4	0	32	32	32
unknown	produce	mystery	4	3	32	32	32
unknown	produce	mystery	4	512	32	32	32
unknown	produce	mystery	128	0	32	32	32
unknown	produce	mystery	128	3	32	32	32
unknown	produce	mystery	128	512	32	32	32
unknown	produce	mystery	512	0	128	128	128
unknown	produce	mystery	512	3	128	128	128
unknown	produce	mystery	512	512	128	128	128
unknown	produce	mystery	2048	0	512	512	512
unknown	produce	mystery	2048	3	512	512	512
unknown	produce	mystery	2048	512	512	512	512
