run	step	gpu_ms
1	111	6.074368
1	112	6.04364777
1	113	6.66726398
1	114	6.06617594
1	115	6.68160009
1	116	6.0477438
1	117	6.05183983
1	118	6.67852783
1	119	6.07743979
1	120	6.04364777
1	121	6.67238379
1	122	6.06822395
1	123	6.07231998
1	124	6.66828823
1	125	6.05593586
1	126	6.06720018
1	127	6.6959362
1	128	6.05388784
1	129	6.03647995
1	130	6.67136002
1	131	6.05798388
1	132	6.03443193
1	133	6.66521597
1	134	6.05286407
1	135	6.03955221
1	136	6.64985609
1	137	6.0407362
1	138	6.04758406
1	139	6.66316795
1	140	6.03443193
1	141	6.03647995
1	142	6.67033577
1	143	6.04672003
1	144	6.03558397
1	145	6.66815996
1	146	6.06720018
1	147	6.06720018
1	148	6.67647982
1	149	6.04364777
1	150	6.04876804
1	151	6.67136002
1	152	6.03340816
1	153	6.04467201
1	154	6.67750406
1	155	6.05593586
1	156	6.0303359
1	157	6.66521597
1	158	6.05900812
1	159	6.66009617
1	160	6.05081606
1	161	6.042624
1	162	6.67136002
1	163	6.05388784
1	164	6.03852797
1	165	6.66624022
1	166	6.05491209
1	167	6.04569578
1	168	6.6641922
1	169	6.05491209
1	170	6.05900812
1	171	6.68057585
1	172	6.04057598
1	173	6.03344011
1	174	6.67030382
1	175	6.05593586
1	176	6.03852797
1	177	6.65190411
1	178	6.05900812
1	179	6.05183983
1	180	6.65600014
1	181	6.04672003
1	182	6.05388784
1	183	6.67852783
1	184	6.04364777
1	185	6.04467201
1	186	6.68057585
1	187	6.06105614
1	188	6.04160023
1	189	6.6641922
1	190	6.07027197
1	191	6.06003189
1	192	6.67852783
1	193	6.05183983
1	194	6.0477438
1	195	6.67852783
1	196	6.0477438
1	197	6.04979181
1	198	6.66726398
1	199	6.05696011
1	200	6.0375042
1	201	6.68876791
1	202	6.07334423
1	203	6.70207977
1	204	6.05900812
1	205	6.05388784
1	206	6.68876791
1	207	6.07129622
1	208	6.04672003
1	209	6.66828823
1	210	6.05593586
1	211	6.05900812
1	212	6.66521597
1	213	6.04569578
1	214	6.05388784
1	215	6.68364811
1	216	6.0477438
1	217	6.04569578
1	218	6.68467188
1	219	6.07334423
1	220	6.03955221
1	221	6.66521597
1	222	6.05491209
1	223	6.06822395
1	224	6.66726398
1	225	6.0477438
1	226	6.06207991
1	227	6.68364811
1	228	6.04876804
1	229	6.04876804
1	230	6.68467188
1	231	6.0692482
1	232	6.65600014
1	233	6.05286407
1	234	6.05900812
1	235	6.68364811
1	236	6.04979181
1	237	6.04569578
1	238	6.68160009
1	239	6.06720018
1	240	6.042624
1	241	6.6641922
1	242	6.05900812
1	243	6.06207991
1	244	6.66828823
1	245	6.05696011
1	246	6.06515217
1	247	6.69184017
1	248	6.04467201
1	249	6.042624
1	250	6.67955208
1	251	6.06617594
1	252	6.04569578
1	253	6.66828823
1	254	6.06617594
1	255	6.06207991
1	256	6.67033577
1	257	6.06617594
1	258	6.07743979
1	259	6.69695997
1	260	6.06515217
1	261	6.69184017
1	262	6.08870411
1	263	6.08256006
1	264	6.68774414
1	265	6.07539177
1	266	6.07539177
1	267	6.70310402
1	268	6.07129622
1	269	6.09996796
1	270	5.52243185
1	271	5.30431986
1	272	5.44665623
1	273	5.48249578
1	274	5.72416019
1	275	6.57305622
1	276	5.91667223
1	277	5.92179203
1	278	6.4757762
1	279	5.92588806
1	280	5.95660782
1	281	6.47372818
1	282	5.93510389
1	283	5.93817616
1	284	6.47782421
1	285	5.93408012
1	286	5.94329596
1	287	6.49523211
1	288	5.93408012
1	289	6.49014378
1	290	5.94736004
1	291	5.93817616
1	292	6.48806381
1	293	5.95660782
1	294	5.97299194
1	295	6.53004789
1	296	5.94944
1	297	5.92384005
1	298	6.49318409
1	299	5.94329596
1	300	6.36620808
1	301	5.94230413
1	302	5.95043182
1	303	6.49011183
1	304	5.93100786
1	305	5.93715191
1	306	6.49728012
1	307	5.94841623
1	308	5.92384005
1	309	6.47884798
1	310	5.94124794
1	311	5.93817616
1	312	6.48191977
1	313	5.93919992
1	314	5.9545598
1	315	6.49420786
1	316	5.93305588
1	317	6.49420786
1	318	5.96377611
1	319	5.95148802
1	320	6.480896
1	321	5.93311977
1	322	5.94630384
1	323	6.49625587
1	324	5.92486382
1	325	5.92793608
1	326	6.49728012
1	327	5.95251179
1	328	6.46963215
1	329	5.93510389
1	330	5.94739199
1	331	6.49113607
1	332	5.92895985
1	333	5.94124794
1	334	6.48294401
1	335	5.94534397
1	336	5.93510389
1	337	6.47782421
1	338	5.94636822
1	339	5.93817616
1	340	6.47884798
1	341	5.93715191
1	342	6.37951994
1	343	5.95353603
1	344	5.93305588
1	345	6.48908806
1	346	5.95660782
1	347	5.94739199
1	348	6.4860158
1	349	5.94124794
1	350	5.95046377
1	351	6.49830389
1	352	5.93203211
1	353	5.94022417
1	354	6.5177598
1	355	5.95763206
1	356	6.47782421
1	357	5.95660782
1	358	5.95660782
1	359	6.51059198
1	360	5.93100786
1	361	5.94227219
1	362	6.50854397
1	363	5.95865583
1	364	5.92588806
1	365	6.49420786
1	366	5.95660782
1	367	6.49318409
1	368	5.94329596
1	369	5.94857597
1	370	6.50326395
1	371	5.95968008
1	372	5.93510389
1	373	6.49113607
1	374	5.95353603
1	375	5.95865583
1	376	6.4953599
1	377	5.95340776
1	378	5.96188784
1	379	6.51350403
1	380	5.94329596
1	381	6.49318409
1	382	5.9617281
1	383	5.9617281
1	384	6.49728012
1	385	5.91871977
1	386	5.92895985
1	387	6.49318409
1	388	5.92076778
1	389	5.92179203
1	390	6.49215984
1	391	5.95251179
1	392	6.47372818
1	393	5.92588806
1	394	5.92588806
1	395	6.49215984
1	396	5.92496014
1	397	5.9237442
1	398	6.49523211
1	399	5.95148802
1	400	5.9228158
1	401	6.47475195
1	402	5.93305588
1	403	5.95660782
1	404	6.47782421
1	405	5.93408012
1	406	5.94636822
1	407	6.49830389
1	408	5.92179203
1	409	6.47065592
1	410	5.93817616
1	411	5.95046377
1	412	6.47372818
1	413	5.93612814
1	414	5.93308783
1	415	6.5013442
1	416	5.92076778
1	417	5.92998409
1	418	6.49011183
1	419	5.95558405
1	420	5.92076778
1	421	6.47270393
1	422	5.9443202
1	423	6.49830389
1	424	5.92076778
1	425	5.92384005
1	426	6.49830389
1	427	5.95251179
1	428	5.91871977
1	429	6.47168016
1	430	5.94841623
1	431	5.94124794
1	432	6.46758413
1	433	5.93510389
1	434	5.94329596
1	435	6.49625587
1	436	5.92691183
1	437	6.4757762
1	438	5.9476161
1	439	5.95024014
1	440	6.47884798
1	441	5.92895985
1	442	5.94227219
1	443	6.49830389
1	444	5.92691183
1	445	5.92588806
1	446	6.49420786
1	447	5.95353603
1	448	6.4757762
1	449	5.95660782
1	450	5.9617281
1	451	6.51980782
1	452	5.95660782
1	453	5.95251179
1	454	6.51366377
1	455	5.96275187
1	456	5.94841623
1	457	6.50444794
1	458	5.95968008
1	459	6.51264
1	460	5.95676804
1	461	5.96156788
1	462	6.50854397
1	463	5.96275187
1	464	5.95251179
1	465	6.49420786
1	466	5.96377611
1	467	5.96070385
1	468	6.50649595
1	469	5.96182394
1	470	6.52175999
1	471	5.9617281
1	472	5.94944
1	473	6.50649595
1	474	5.97196817
1	475	5.96479988
1	476	6.50649595
1	477	5.95558405
1	478	6.50342417
1	479	5.97913599
1	480	5.96582413
1	481	6.51996803
1	482	5.98511982
1	483	5.99142408
1	484	6.53414392
1	485	5.95766401
1	486	5.96374416
1	487	6.51571178
1	488	5.9545598
1	489	6.5075202
1	490	5.97196817
1	491	5.97401619
1	492	6.50649595
1	493	5.96070385
1	494	5.96377611
1	495	6.51161623
1	496	5.96479988
1	497	6.5075202
1	498	5.97708797
1	499	5.96992016
1	500	6.51673603
1	501	5.96070385
1	502	5.96889591
1	503	6.51878405
1	504	5.95353603
1	505	6.49011183
1	506	5.97503996
1	507	5.97196817
1	508	6.51468801
1	509	5.95558405
1	510	5.97196817
1	511	6.51673603
1	512	5.95865583
1	513	6.825984
1	514	6.324224
1	515	6.84851217
1	516	6.28227186
1	517	6.85564804
1	518	6.3119359
1	519	6.85670424
1	520	6.29043198
1	521	6.86489582
1	522	6.31705618
1	523	6.86796808
1	524	6.83417606
1	525	6.31807995
1	526	6.8700161
1	527	6.32012796
1	528	6.85363197
1	529	6.30886412
1	530	6.86284781
1	531	6.31091213
1	532	6.857728
1	533	6.31705618
1	534	6.90073586
1	535	6.324224
1	536	6.88332796
1	537	6.85363197
1	538	6.32524776
1	539	6.87103987
1	540	6.30886412
1	541	6.85977602
1	542	6.3385601
1	543	6.86387205
1	544	6.30783987
1	545	6.87308788
1	546	6.32832003
1	547	6.8751359
1	548	6.85158396
1	549	6.33651209
1	550	6.88537598
1	551	6.32729578
1	552	6.85670424
1	553	6.33139181
1	554	6.88844824
1	555	6.33343983
1	556	6.86694384
1	557	6.33241606
1	558	6.88640022
1	559	6.89049578
1	560	6.32335997
1	561	6.89135981
1	562	6.34982395
1	563	6.88537598
1	564	6.32729578
1	565	6.88127995
1	566	6.3436799
1	567	6.89868784
1	568	6.88230419
1	569	6.34675217
1	570	6.89766407
1	571	6.34470415
1	572	6.88230419
1	573	6.33651209
1	574	6.90073586
1	575	6.3436799
1	576	6.89971209
1	577	6.86796808
1	578	6.34880018
1	579	6.89254379
1	580	6.324224
1	581	6.87103987
1	582	6.33548784
1	583	6.88844824
1	584	6.31807995
1	585	6.87308788
1	586	6.32729578
1	587	6.89254379
1	588	6.87103987
1	589	6.324224
1	590	6.89459181
1	591	6.35494423
1	592	6.86592007
1	593	6.31603193
1	594	6.89254379
1	595	6.35391998
1	596	6.87718391
1	597	6.31705618
1	598	6.88537598
1	599	6.89766407
1	600	6.32115221
1	601	6.87923193
1	602	6.34163189
1	603	6.9017601
1	604	6.32729578
1	605	6.88332796
1	606	6.34572792
1	607	6.9068799
1	608	6.88435221
1	609	6.33958387
1	610	6.89459181
1	611	6.34982395
1	612	6.87103987
1	613	6.33343983
1	614	6.90073586
1	615	6.3508482
1	616	8.4152317
1	617	12.4702721
1	618	10.05056
1	619	12.4395523
1	620	9.99936008
1	621	12.3566084
1	622	12.457984
1	623	10.0300798
1	624	8.73881626
1	625	5.69651222
1	626	5.92793608
1	627	5.70265579
1	628	6.42867184
1	629	5.55110407
1	630	5.57158422
1	631	6.25868797
1	632	7.28371191
1	633	6.71744013
1	634	7.31238413
1	635	7.31545591
1	636	7.38303995
1	637	6.7993598
1	638	7.44960022
1	639	7.43014383
1	640	7.42195177
1	641	6.80345583
1	642	7.42297602
1	643	7.4158082
1	644	6.78105593
1	645	7.41056013
1	646	7.41068792
1	647	7.41990423
1	648	6.80140781
1	649	7.40659189
1	650	7.41478395
1	651	6.81983995
1	652	7.41273594
1	653	7.40966415
1	654	7.42297602
1	655	6.81164789
1	656	7.34924793
1	657	6.38054419
1	658	6.92019176
1	659	6.90278387
1	660	6.33139181
1	661	6.88844824
1	662	6.34880018
1	663	6.89868784
1	664	6.33558416
1	665	6.8863039
1	666	6.34678411
1	667	6.89968014
1	668	6.88025618
1	669	6.3385601
1	670	6.89868784
1	671	6.34572792
1	672	6.8751359
1	673	6.34163189
1	674	6.89868784
1	675	6.34163189
1	676	6.88844824
1	677	6.90073586
1	678	6.36416006
1	679	6.91507196
1	680	6.34265614
1	681	6.88435221
1	682	6.34982395
1	683	6.90585613
1	684	6.33139181
1	685	6.89663982
1	686	6.89459181
1	687	6.35801601
1	688	6.88640022
1	689	6.33753586
1	690	6.89663982
1	691	6.34470415
1	692	6.89254379
1	693	6.33343983
1	694	6.91200018
1	695	6.88947201
1	696	6.3436799
1	697	6.89561605
1	698	6.35187197
1	699	6.89561605
1	700	6.3385601
1	701	6.89868784
1	702	6.35494423
1	703	6.9017601
1	704	6.88742399
1	705	6.3385601
1	706	6.89152002
1	707	6.34982395
1	708	6.88332796
1	709	6.34163189
1	710	6.89663982
1	711	6.34470415
1	712	6.89049578
1	713	6.8751359
1	714	6.35187197
1	715	6.9017601
1	716	6.32832003
1	717	6.87923193
1	718	6.3436799
1	719	6.9017601
1	720	6.3385601
1	721	6.89971209
1	722	6.89663982
1	723	6.36006403
1	724	6.88742399
1	725	6.33241606
1	726	6.89152002
1	727	6.35699177
1	728	6.88640022
1	729	6.33958387
1	730	6.90073586
1	731	6.88640022
1	732	6.34572792
1	733	6.88640022
1	734	6.34470415
1	735	6.89049578
1	736	6.3385601
1	737	6.88742399
1	738	6.34265614
1	739	6.90380812
1	740	6.86899185
1	741	6.35391998
1	742	6.89868784
1	743	6.34880018
1	744	6.88332796
1	745	6.34060812
1	746	6.90790415
1	747	6.35391998
1	748	6.89561605
1	749	6.89049578
1	750	6.37030411
1	751	6.90278387
1	752	6.3385601
1	753	6.90278387
1	754	6.36313581
1	755	6.9017601
1	756	6.33548784
1	757	6.89971209
1	758	6.92019176
1	759	6.38668823
1	760	6.91302395
1	761	6.35289621
1	762	6.90380812
1	763	6.34777594
1	764	6.89254379
1	765	6.34470415
1	766	6.91404819
1	767	6.90790415
1	768	6.34163189
1	769	6.88844824
1	770	6.35391998
1	771	6.91609621
1	772	6.34060812
1	773	6.9017601
1	774	6.90278387
1	775	6.38566399
1	776	6.89152002
1	777	6.34982395
1	778	6.91404819
1	779	6.37337589
1	780	6.9017601
1	781	6.34579182
1	782	6.91296005
1	783	6.92326403
1	784	6.34470415
1	785	6.88947201
1	786	6.37337589
1	787	6.91814423
1	788	6.34777594
1	789	6.90278387
1	790	6.91097593
1	791	6.38873577
1	792	6.90585613
1	793	6.35494423
1	794	6.92633581
1	795	6.36927986
1	796	6.89663982
1	797	6.3385601
1	798	6.92326403
1	799	6.91711998
1	800	6.34982395
1	801	6.89561605
1	802	6.36416006
1	803	6.92121601
1	804	6.34777594
1	805	6.90380812
1	806	6.36620808
1	807	6.92940807
1	808	6.89868784
1	809	6.35100794
1	810	6.91388798
1	811	6.37849617
1	812	6.90380812
1	813	6.33753586
1	814	6.91814423
1	815	6.91609621
1	816	6.34777594
1	817	6.90278387
1	818	6.37337589
1	819	6.94374418
1	820	6.35903978
1	821	6.93657589
1	822	6.95212793
1	823	6.39161587
1	824	6.90188789
1	825	6.36607981
1	826	6.92838383
1	827	6.38976002
1	828	6.92022419
1	829	6.36412811
1	830	6.93760014
1	831	6.93043184
1	832	6.35187197
1	833	6.91404819
1	834	6.37235212
1	835	6.93043184
1	836	6.3610878
1	837	6.91404819
1	838	6.92940807
1	839	6.38156796
1	840	6.91302395
1	841	6.36723185
1	842	6.9335041
1	843	6.38156796
1	844	6.91404819
1	845	6.91711998
1	846	6.38361597
1	847	6.93145609
1	848	6.36927986
1	849	6.91711998
1	850	6.38566399
1	851	6.94476795
1	852	6.91919994
1	853	6.36822414
1	854	6.9242878
1	855	6.39180803
1	856	6.919168
1	857	6.36620808
1	858	6.93760014
1	859	6.93555212
1	860	6.36825609
1	861	6.91619205
1	862	6.3794241
1	863	6.94067192
1	864	6.35903978
1	865	6.92736006
1	866	6.92736006
1	867	6.387712
1	868	6.91609621
1	869	6.36825609
1	870	6.93555212
1	871	6.37951994
1	872	6.92633581
1	873	6.9068799
1	874	6.3928318
1	875	6.93760014
1	876	6.36825609
1	877	6.93161583
1	878	6.39676809
1	879	6.94886398
1	880	6.92326403
1	881	6.38054419
1	882	6.94067192
1	883	6.4000001
1	884	6.92633581
1	885	6.38361597
1	886	6.96627188
1	887	6.96115208
1	888	6.39078379
1	889	6.94271994
1	890	6.40825605
1	891	6.94880009
1	892	6.92019176
1	893	6.40819216
1	894	6.95807981
1	895	6.41126394
1	896	6.94169617
1	897	6.35699177
1	898	6.919168
1	899	6.92736006
1	900	6.35187197
1	901	6.89766407
1	902	6.36419201
1	903	6.91913605
1	904	6.35187197
1	905	6.91507196
1	906	6.36313581
1	907	6.93043184
1	908	6.89971209
1	909	6.36006403
1	910	6.91711998
1	911	6.37235212
1	912	6.90073586
1	913	6.34982395
1	914	6.9242878
1	915	6.919168
1	916	6.34675217
1	917	6.89766407
1	918	6.36825609
1	919	6.91200018
1	920	6.34675217
1	921	6.90790415
1	922	6.36825609
1	923	6.91814423
1	924	6.89356804
1	925	6.3508482
1	926	6.92223978
1	927	6.37440014
1	928	6.9049921
1	929	6.37126398
1	930	6.96822405
1	931	6.93247986
1	932	6.35289621
1	933	6.91609621
1	934	6.38361597
1	935	6.9242878
1	936	6.35391998
1	937	6.92019176
1	938	6.92326403
1	939	6.38156796
1	940	6.90380812
1	941	6.36124802
1	942	6.92105579
1	943	6.37542391
1	944	6.91097593
1	945	6.36313581
1	946	6.92736006
1	947	6.92940807
1	948	6.35494423
1	949	6.90790415
1	950	6.37747192
1	951	6.93657589
1	952	6.36006403
1	953	6.92633581
1	954	6.92940807
1	955	6.37542391
1	956	6.92223978
1	957	6.36825609
1	958	6.94476795
1	959	6.38873577
1	960	6.9242878
1	961	6.92121601
1	962	6.37747192
1	963	6.93760014
1	964	6.35391998
1	965	6.92940807
1	966	6.387712
1	967	6.95500803
1	968	6.9068799
1	969	6.36620808
1	970	6.92531204
1	971	6.38873577
1	972	6.92223978
1	973	6.4000001
1	974	5.96787214
1	975	5.96889591
1	976	5.70572805
1	977	6.99699211
1	978	8.29542446
1	979	8.0281601
1	980	7.08915186
1	981	8.00972843
1	982	8.01894379
1	983	6.79424
1	984	8.01791954
1	985	7.11475182
1	986	8.04147243
1	987	7.11884785
1	988	8.02099228
1	989	8.03123188
1	990	7.13318396
1	991	8.07321644
1	992	7.12601614
1	993	8.03123188
1	994	7.11782408
1	995	8.03942394
1	996	8.01689625
1	997	7.1056962
1	998	8.03721619
1	999	7.12089586
1	1000	8.01894379
1	1001	7.10553598
1	1002	8.03430367
1	1003	8.03225613
1	1004	7.10041618
1	1005	8.03123188
1	1006	7.12089586
1	1007	8.04351997
1	1008	7.10860777
1	1009	8.0281601
1	1010	8.03020763
1	1011	7.12908792
1	1012	8.02201557
1	1013	7.10553598
1	1014	8.03942394
1	1015	7.12192011
1	1016	8.02406406
1	1017	8.015872
1	1018	7.12908792
1	1019	8.03942394
1	1020	7.10553598
1	1021	8.01791954
1	1022	7.11987209
1	1023	8.04556847
2	0	8.07321644
2	1	6.35398388
2	2	6.86892796
2	3	6.37235212
2	4	6.34800005
2	5	6.715168
2	6	6.62323189
2	7	7.53561592
2	8	6.61503983
2	9	6.60582399
2	10	6.6201601
2	11	7.5407362
2	12	6.61606407
2	13	6.60377598
2	14	7.545856
2	15	6.61299181
2	16	6.60787201
2	17	7.5266242
2	18	6.62710381
2	19	6.63551998
2	20	7.53254414
2	21	6.62425613
2	22	6.62630415
2	23	7.54380798
2	24	6.61503983
2	25	6.61503983
2	26	7.55404806
2	27	6.6324482
2	28	6.59967995
2	29	7.54380798
2	30	6.63859177
2	31	6.63040018
2	32	7.53049612
2	33	6.63142395
2	34	6.64166403
2	35	7.54278421
2	36	6.60992002
2	37	6.62937593
2	38	7.55711985
2	39	6.63449621
2	40	6.61196804
2	41	7.54483223
2	42	6.63961601
2	43	6.62937593
2	44	7.52742386
2	45	6.63551998
2	46	6.64371204
2	47	7.53971195
2	48	6.61299181
2	49	6.63654423
2	50	7.55302382
2	51	6.63347197
2	52	6.6201601
2	53	7.55711985
2	54	6.65497589
2	55	6.65804815
2	56	7.55507183
2	57	6.63040018
2	58	6.65600014
2	59	7.57043219
2	60	6.64063978
2	61	6.63040018
2	62	7.56735992
2	63	6.64473581
2	64	6.62835217
2	65	7.55209589
2	66	6.65795183
2	67	6.66316795
2	68	7.55814409
2	69	6.64473581
2	70	6.64780807
2	71	7.58579206
2	72	6.64166403
2	73	7.54892778
2	74	6.66009617
2	75	6.66316795
2	76	7.55609608
2	77	6.64576006
2	78	6.64985609
2	79	7.57452822
2	80	6.6426878
2	81	6.62835217
2	82	7.56838417
2	83	6.66624022
2	84	6.63142395
2	85	7.56428814
2	86	6.65702391
2	87	6.66009617
2	88	7.545856
2	89	6.64473581
2	90	6.65395212
2	91	7.5827198
2	92	6.6324482
2	93	6.64063978
2	94	7.58374405
2	95	6.65395212
2	96	6.63449621
2	97	7.56019211
2	98	6.65600014
2	99	6.66316795
2	100	7.54278421
2	101	6.64371204
2	102	6.64166403
2	103	7.57452822
2	104	6.6324482
2	105	6.63654423
2	106	7.57350397
2	107	6.66214418
2	108	6.6324482
2	109	7.56531191
2	110	6.65702391
2	111	7.5724802
2	112	6.64371204
2	113	6.64780807
2	114	7.57452822
2	115	6.66828823
2	116	6.637568
2	117	7.56531191
2	118	6.66214418
2	119	6.669312
2	120	7.55711985
2	121	6.64063978
2	122	5.29920006
2	123	5.48863983
2	124	5.53369617
2	125	6.04467201
2	126	7.13318396
2	127	6.15833616
2	128	6.13171196
2	129	6.77580786
2	130	6.12556791
2	131	6.05388784
2	132	6.78399992
2	133	6.12044811
2	134	6.13683224
2	135	6.79219198
2	136	6.12761593
2	137	6.11942387
2	138	6.79731178
2	139	6.13375998
2	140	6.12678385
2	141	6.79404783
2	142	6.13990402
2	143	6.13171196
2	144	6.79014397
2	145	6.12556791
2	146	6.13068819
2	147	6.80140781
2	148	6.12147188
2	149	6.13580799
2	150	6.82905579
2	151	6.1501441
2	152	6.13683224
2	153	6.78502417
2	154	6.13478422
2	155	6.13580799
2	156	6.79116821
2	157	6.12966394
2	158	6.13990402
2	159	6.81472015
2	160	6.13068819
2	161	6.12864017
2	162	6.79833603
2	163	6.13990402
2	164	6.77392006
2	165	6.13155222
2	166	6.13478422
2	167	6.79116821
2	168	6.12761593
2	169	6.13375998
2	170	6.79321623
2	171	6.14297581
2	172	6.12966394
2	173	6.79321623
2	174	6.14297581
2	175	6.13683224
2	176	6.79116821
2	177	6.13580799
2	178	6.14195204
2	179	6.80038404
2	180	6.12556791
2	181	6.13273621
2	182	6.79628801
2	183	6.12966394
2	184	6.12147188
2	185	6.79116821
2	186	6.14809608
2	187	6.14092779
2	188	6.79731178
2	189	6.12864017
2	190	6.13375998
2	191	6.81062412
2	192	6.13171196
2	193	6.1235199
2	194	6.80550385
2	195	6.13683224
2	196	6.12659216
2	197	6.7891202
2	198	6.13887978
2	199	6.13785601
2	200	6.79424
2	201	6.12966394
2	202	6.14604807
2	203	6.81881618
2	204	6.14604807
2	205	6.15116787
2	206	6.83212805
2	207	6.15219212
2	208	6.12761593
2	209	6.79526377
2	210	6.14502382
2	211	6.14502382
2	212	6.79014397
2	213	6.13785601
2	214	6.15219212
2	215	6.82496023
2	216	6.13580799
2	217	6.13375998
2	218	6.81369591
2	219	6.15935993
2	220	6.78809595
2	221	6.13375998
2	222	6.14502382
2	223	6.81472015
2	224	6.13580799
2	225	6.13683224
2	226	6.81062412
2	227	6.15219212
2	228	6.13068819
2	229	6.7993598
2	230	6.15424013
2	231	6.14502382
2	232	6.79731178
2	233	6.13273621
2	234	6.14400005
2	235	6.81164789
2	236	6.13171196
2	237	6.13171196
2	238	6.80857611
2	239	6.16038418
2	240	6.13478422
2	241	6.79014397
2	242	6.14092779
2	243	6.15116787
2	244	6.79526377
2	245	6.12966394
2	246	6.14195204
2	247	6.81676817
2	248	6.13068819
2	249	6.12864017
2	250	6.81164789
2	251	6.14809608
2	252	6.13171196
2	253	6.80959988
2	254	6.15424013
2	255	6.14092779
2	256	6.80038404
2	257	6.1552639
2	258	6.82188797
2	259	6.16550398
2	260	6.15836811
2	261	6.81980801
2	262	6.17164803
2	263	6.17164803
2	264	6.81881618
2	265	6.1552639
2	266	6.16243219
2	267	6.83417606
2	268	6.15935993
2	269	6.16448021
2	270	6.8311038
2	271	6.17267179
2	272	6.16355181
2	273	6.83100796
2	274	6.16857576
2	275	6.83622408
2	276	6.16038418
2	277	6.16038418
2	278	6.83622408
2	279	6.16550398
2	280	6.15321589
2	281	6.82905579
2	282	6.16243219
2	283	6.16345596
2	284	6.84851217
2	285	6.17984009
2	286	6.17984009
2	287	6.82700777
2	288	6.15219212
2	289	6.16044807
2	290	6.83616018
2	291	6.16857576
2	292	6.81676817
2	293	6.17062378
2	294	6.17471981
2	295	6.82803202
2	296	6.15833616
2	297	6.16038418
2	298	6.83417606
2	299	6.17062378
2	300	6.15833616
2	301	6.82393599
2	302	6.17062378
2	303	6.16243219
2	304	6.81574392
2	305	6.15731192
2	306	6.72153616
2	307	6.16755199
2	308	6.15628815
2	309	6.8311038
2	310	6.18495989
2	311	6.17676783
2	312	6.83519983
2	313	6.17164803
2	314	6.18198395
2	315	6.8422718
2	316	6.16755199
2	317	6.17062378
2	318	6.85465622
2	319	6.17676783
2	320	6.71641588
2	321	6.16652822
2	322	6.17779207
2	323	6.83827209
2	324	6.16345596
2	325	6.15935993
2	326	6.83008003
2	327	6.1818881
2	328	6.16960001
2	329	6.8311038
2	330	6.17984009
2	331	6.18291187
2	332	6.82905579
2	333	6.16857576
2	334	6.17984009
2	335	6.84543991
2	336	6.16771221
2	337	6.8278718
2	338	6.17574406
2	339	6.17676783
2	340	6.82291222
2	341	6.16960001
2	342	6.17574406
2	343	6.84236813
2	344	7.44447994
2	345	9.66246414
2	346	12.0453119
2	347	9.61433601
2	348	9.44025612
2	349	5.28998423
2	350	5.2891202
2	351	5.52432013
2	352	5.53984022
2	353	5.86342382
2	354	5.17843199
2	355	5.17523193
2	356	6.91711998
2	357	7.24889612
2	358	6.57817602
2	359	7.26630402
2	360	6.56896019
2	361	7.02054405
2	362	6.42457581
2	363	7.02975988
2	364	6.40819216
2	365	7.02361584
2	366	6.33343983
2	367	6.77068806
2	368	6.17676783
2	369	6.17372799
2	370	6.84745598
2	371	6.18803215
2	372	6.15935993
2	373	6.83827209
