rotation	arm	poll_mode	spin_iters	backoff_ns	grow	cap_ns	consumers	rows	per_row	rounds	participants	hop_mean_ns	hop_se_ns	hop_p50_ns	hop_p90_ns	hop_max_ns	last_mean_ns	last_p90_ns	last_max_ns	inversions	hop_trim_mean_ns	hop_trim_se_ns	last_trim_mean_ns
2	spin64_bo64	rmw	64	64	1	64	64	16	4	4096	80	200.6	0.80	0.0	1024.0	2048.0	261.5	1024.0	2048.0	0	198.7	0.80	259.7
2	spin64_bo64	rmw	64	64	1	64	256	16	16	4096	272	267.7	0.44	0.0	1024.0	2048.0	438.3	1024.0	2048.0	0	265.9	0.44	436.7
2	spin256_bo64	rmw	256	64	1	64	1	1	1	4096	2	349.2	7.59	0.0	1024.0	1024.0	349.2	1024.0	1024.0	0	348.6	7.59	348.6
2	spin256_bo64	rmw	256	64	1	64	16	1	16	4096	17	344.7	1.89	0.0	1024.0	1024.0	409.2	1024.0	1024.0	0	344.1	1.89	408.6
2	spin256_bo64	rmw	256	64	1	64	64	1	64	4096	65	345.4	0.95	0.0	1024.0	1024.0	415.2	1024.0	1024.0	0	344.7	0.95	414.7
2	spin256_bo64	rmw	256	64	1	64	256	1	256	4096	257	330.1	0.47	0.0	1024.0	1024.0	405.5	1024.0	1024.0	0	329.4	0.47	404.9
2	spin256_bo64	rmw	256	64	1	64	16	16	1	4096	32	323.7	1.86	0.0	1024.0	1024.0	323.7	1024.0	1024.0	0	323.0	1.86	323.0
2	spin256_bo64	rmw	256	64	1	64	64	16	4	4096	80	325.6	0.93	0.0	1024.0	1024.0	369.1	1024.0	1024.0	0	324.9	0.93	368.5
2	spin256_bo64	rmw	256	64	1	64	256	16	16	4096	272	350.9	0.47	0.0	1024.0	1024.0	415.8	1024.0	1024.0	0	350.2	0.47	415.1
2	spin64_bo16	rmw	64	16	1	16	1	1	1	4096	2	350.2	7.59	0.0	1024.0	1024.0	350.2	1024.0	1024.0	0	349.6	7.59	349.6
2	spin64_bo16	rmw	64	16	1	16	16	1	16	4096	17	339.3	1.89	0.0	1024.0	2048.0	445.5	1024.0	2048.0	0	338.0	1.88	443.9
2	spin64_bo16	rmw	64	16	1	16	64	1	64	4096	65	220.6	0.84	0.0	1024.0	2048.0	480.5	1024.0	2048.0	0	218.7	0.83	479.0
2	spin64_bo16	rmw	64	16	1	16	256	1	256	4096	257	240.6	0.43	0.0	1024.0	2048.0	628.2	1024.0	2048.0	0	238.8	0.43	626.9
2	spin64_bo16	rmw	64	16	1	16	16	16	1	4096	32	192.7	1.60	0.0	1024.0	2048.0	192.7	1024.0	2048.0	0	190.8	1.58	190.8
2	spin64_bo16	rmw	64	16	1	16	64	16	4	4096	80	200.8	0.80	0.0	1024.0	2048.0	261.9	1024.0	2048.0	0	199.0	0.80	260.1
2	spin64_bo16	rmw	64	16	1	16	256	16	16	4096	272	267.2	0.44	0.0	1024.0	2048.0	437.2	1024.0	2048.0	0	265.4	0.44	435.6
2	grow16_1024	rmw	64	16	2	1024	1	1	1	4096	2	343.8	7.56	0.0	1024.0	1024.0	343.8	1024.0	1024.0	0	343.1	7.56	343.1
2	grow16_1024	rmw	64	16	2	1024	16	1	16	4096	17	338.1	1.89	0.0	1024.0	2048.0	439.8	1024.0	2048.0	0	336.9	1.88	438.2
2	grow16_1024	rmw	64	16	2	1024	64	1	64	4096	65	216.2	0.84	0.0	1024.0	2048.0	476.0	1024.0	2048.0	0	214.4	0.83	474.5
2	grow16_1024	rmw	64	16	2	1024	256	1	256	4096	257	243.9	0.43	0.0	1024.0	2048.0	634.8	1024.0	2048.0	0	242.1	0.43	633.4
2	grow16_1024	rmw	64	16	2	1024	16	16	1	4096	32	192.5	1.59	0.0	1024.0	2048.0	192.5	1024.0	2048.0	0	190.6	1.58	190.6
2	grow16_1024	rmw	64	16	2	1024	64	16	4	4096	80	198.5	0.80	0.0	1024.0	2048.0	260.5	1024.0	2048.0	0	196.6	0.79	258.7
2	grow16_1024	rmw	64	16	2	1024	256	16	16	4096	272	266.4	0.44	0.0	1024.0	2048.0	437.7	1024.0	2048.0	0	264.6	0.44	436.1
2	literal64	rmw	0	64	1	64	1	1	1	4096	2	1231.0	6.43	1024.0	2048.0	2048.0	1231.0	2048.0	2048.0	0	1230.2	6.42	1230.2
2	literal64	rmw	0	64	1	64	16	1	16	4096	17	1237.6	1.63	1024.0	2048.0	2048.0	1245.8	2048.0	2048.0	0	1236.8	1.62	1245.0
2	literal64	rmw	0	64	1	64	64	1	64	4096	65	1229.3	0.80	1024.0	2048.0	2048.0	1243.5	2048.0	2048.0	0	1228.5	0.80	1242.7
2	literal64	rmw	0	64	1	64	256	1	256	4096	257	1242.7	0.41	1024.0	2048.0	2048.0	1266.0	2048.0	2048.0	0	1241.9	0.41	1265.2
2	literal64	rmw	0	64	1	64	16	16	1	4096	32	1223.8	1.59	1024.0	2048.0	2048.0	1223.8	2048.0	2048.0	0	1223.0	1.58	1223.0
2	literal64	rmw	0	64	1	64	64	16	4	4096	80	1221.6	0.79	1024.0	2048.0	2048.0	1228.4	2048.0	2048.0	0	1220.7	0.79	1227.5
2	literal64	rmw	0	64	1	64	256	16	16	4096	272	1241.8	0.41	1024.0	2048.0	2048.0	1253.6	2048.0	2048.0	0	1241.0	0.41	1252.8
2	spin	rmw	0	0	1	0	1	1	1	4096	2	362.8	7.65	0.0	1024.0	1024.0	362.8	1024.0	1024.0	0	362.1	7.65	362.1
2	spin	rmw	0	0	1	0	16	1	16	4096	17	333.2	1.87	0.0	1024.0	1024.0	400.5	1024.0	1024.0	0	332.5	1.87	399.9
2	spin	rmw	0	0	1	0	64	1	64	4096	65	336.9	0.94	0.0	1024.0	1024.0	411.8	1024.0	1024.0	0	336.2	0.94	411.2
2	spin	rmw	0	0	1	0	256	1	256	4096	257	377.8	0.48	0.0	1024.0	1024.0	456.8	1024.0	1024.0	0	377.2	0.48	456.2
2	spin	rmw	0	0	1	0	16	16	1	4096	32	328.7	1.87	0.0	1024.0	1024.0	328.7	1024.0	1024.0	0	328.0	1.87	328.0
2	spin	rmw	0	0	1	0	64	16	4	4096	80	329.3	0.93	0.0	1024.0	1024.0	373.4	1024.0	1024.0	0	328.6	0.93	372.8
2	spin	rmw	0	0	1	0	256	16	16	4096	272	351.2	0.47	0.0	1024.0	1024.0	419.2	1024.0	1024.0	0	350.5	0.47	418.6
