node	worker	slot
177	65	0
178	66	0
179	67	0
180	68	0
181	69	0
182	70	0
183	71	0
184	72	0
185	73	0
186	74	0
187	75	0
188	76	0
189	77	0
190	78	0
191	79	0
192	80	0
193	81	0
194	82	0
195	83	0
196	84	0
197	85	0
198	86	0
199	87	0
200	88	0
201	89	0
202	90	0
203	91	0
204	92	0
205	93	0
206	94	0
207	95	0
208	96	0
209	97	0
210	98	0
211	99	0
212	100	0
213	101	0
214	102	0
215	103	0
216	104	0
217	105	0
218	106	0
219	107	0
220	108	0
221	109	0
222	110	0
223	111	0
224	112	0
225	113	0
226	114	0
227	115	0
228	116	0
229	117	0
230	118	0
231	119	0
232	120	0
233	121	0
234	122	0
235	123	0
236	124	0
237	125	0
238	126	0
239	127	0
240	0	8
241	0	9
242	1	6
243	2	5
244	3	5
245	4	4
246	5	4
247	6	4
248	7	4
249	8	3
250	9	3
251	10	3
252	11	3
253	12	3
254	13	3
255	14	3
256	15	3
257	16	3
258	17	3
259	18	3
260	19	3
261	20	3
262	21	3
263	22	3
264	23	3
265	24	3
266	25	3
267	26	3
268	27	3
269	28	3
270	29	3
271	30	3
272	31	3
273	0	10
274	16	4
275	17	4
276	18	4
277	19	4
278	20	4
279	21	4
280	22	4
281	23	4
282	24	4
283	25	4
284	26	4
285	27	4
286	28	4
287	29	4
288	30	4
289	31	4
290	32	2
291	33	2
292	34	2
293	35	2
294	36	2
295	37	2
296	38	2
297	39	2
298	40	2
299	41	2
300	42	2
301	43	2
302	44	2
303	45	2
304	46	2
305	47	2
306	0	11
307	1	7
308	2	6
309	3	6
310	4	5
311	5	5
312	6	5
313	7	5
314	8	4
315	9	4
316	10	4
317	11	4
318	12	4
319	13	4
320	14	4
321	15	4
322	48	2
323	49	2
324	50	2
325	51	2
326	52	2
327	53	2
328	54	2
329	55	2
330	56	2
331	57	2
332	58	2
333	59	2
334	60	2
335	61	2
336	62	2
337	63	2
338	2	7
339	3	7
340	4	6
341	5	6
342	0	12
343	1	8
344	0	13
345	1	9
346	6	6
347	7	6
348	0	14
349	1	10
350	2	8
351	3	8
352	0	15
353	1	11
354	2	9
355	3	9
356	4	7
357	5	7
358	6	7
359	7	7
360	8	5
361	9	5
362	10	5
363	11	5
364	12	5
365	13	5
366	14	5
367	15	5
368	16	5
369	17	5
370	18	5
371	19	5
372	20	5
373	21	5
374	22	5
375	23	5
376	24	5
377	25	5
378	26	5
379	27	5
380	28	5
381	29	5
382	30	5
383	31	5
384	0	16
385	0	17
386	1	12
387	2	10
388	3	10
389	4	8
390	5	8
391	6	8
392	7	8
393	8	6
394	9	6
395	10	6
396	11	6
397	12	6
398	13	6
399	14	6
400	15	6
401	16	6
402	17	6
403	18	6
404	19	6
405	20	6
406	21	6
407	22	6
408	23	6
409	24	6
410	25	6
411	26	6
412	27	6
413	28	6
414	29	6
415	30	6
416	31	6
417	32	3
418	33	3
419	34	3
420	35	3
421	36	3
422	37	3
423	38	3
424	39	3
425	40	3
426	41	3
427	42	3
428	43	3
429	44	3
430	45	3
431	46	3
432	47	3
433	48	3
434	49	3
435	50	3
436	51	3
437	52	3
438	53	3
439	54	3
440	55	3
441	56	3
442	57	3
443	58	3
444	59	3
445	60	3
446	61	3
447	62	3
448	63	3
449	64	1
450	65	1
451	66	1
452	67	1
453	68	1
454	69	1
455	70	1
456	71	1
457	72	1
458	73	1
459	74	1
460	75	1
461	76	1
462	77	1
463	78	1
464	79	1
465	80	1
466	81	1
467	82	1
468	83	1
469	84	1
470	85	1
471	86	1
472	87	1
473	88	1
474	89	1
475	90	1
476	91	1
477	92	1
478	93	1
479	94	1
480	95	1
481	96	1
482	97	1
483	98	1
484	99	1
485	100	1
486	101	1
487	102	1
488	103	1
489	104	1
490	105	1
491	106	1
492	107	1
493	108	1
494	109	1
495	110	1
496	111	1
497	112	1
498	113	1
499	114	1
500	115	1
501	116	1
502	117	1
503	118	1
504	119	1
505	120	1
506	121	1
507	122	1
508	123	1
509	124	1
510	125	1
511	126	1
512	127	1
513	0	18
514	0	19
515	1	13
516	2	11
517	3	11
518	4	9
519	5	9
520	6	9
521	7	9
522	8	7
523	9	7
524	10	7
525	11	7
526	12	7
527	13	7
528	14	7
529	15	7
530	16	7
531	17	7
532	18	7
533	19	7
534	20	7
535	21	7
536	22	7
537	23	7
538	24	7
539	25	7
540	26	7
541	27	7
542	28	7
543	29	7
544	30	7
545	31	7
