model	seq	variant	metric	rounds	median	ci_low	ci_high
gqa2	128	occ2	wait_ms	25	0.026463999999999932	0.024832000000000076	0.03071999999999997
gqa2	128	occ2	barrier_ms	25	0.03913599999999995	0.038272000000000084	0.04003200000000001
gqa2	128	occ2	loop_ms	25	-0.012288000000000077	-0.013312000000000102	-0.010239999999999971
gqa2	128	occ2	gap_ms	25	0.04278399999999993	0.04182399999999997	0.04403200000000007
gqa2	128	occ2	closure_us	25	0.0	0.0	0.0
mha4	4	occ1	l1_ms	25	0.804032	0.803008	0.804864
mha4	4	occ1	l2_ms	25	0.869376	0.868352	0.8704
mha4	4	occ1	ratio	25	1.0812703971981215	1.0802547770700637	1.0829015544041452
mha4	4	occ1	l05_ms	25	0.793504	0.792576	0.7936
mha4	4	occ1	notify_ms	25	0.11231999999999998	0.10985600000000006	0.11273600000000006
mha4	4	occ1	wait_ms	25	0.04403199999999996	0.04198400000000002	0.045055999999999985
mha4	4	occ1	barrier_ms	25	0.07596800000000004	0.07494400000000001	0.07702399999999998
mha4	4	occ1	loop_ms	25	-0.01331199999999999	-0.016383999999999954	-0.01126399999999994
mha4	4	occ1	gap_ms	25	0.06534400000000007	0.06451200000000001	0.06656000000000006
mha4	4	occ1	closure_us	25	0.0	0.0	0.0
mha4	4	occ2	l1_ms	25	0.805888	0.804928	0.806912
mha4	4	occ2	l2_ms	25	0.8704	0.869376	0.871424
mha4	4	occ2	ratio	25	1.0800508259212196	1.0786231019953891	1.081210001192511
mha4	4	occ2	l05_ms	25	0.793568	0.792576	0.7936
mha4	4	occ2	notify_ms	25	0.10963200000000006	0.10854399999999997	0.11148800000000003
mha4	4	occ2	wait_ms	25	0.04892799999999997	0.04812799999999995	0.050176
mha4	4	occ2	barrier_ms	25	0.07779199999999997	0.07686399999999993	0.07904
mha4	4	occ2	loop_ms	25	-0.016191999999999984	-0.018432000000000004	-0.014336000000000015
mha4	4	occ2	gap_ms	25	0.06451200000000001	0.06348799999999999	0.06537599999999999
mha4	4	occ2	closure_us	25	0.0	0.0	0.0
mha4	128	occ1	l1_ms	25	1.12352	1.108128	1.13376
mha4	128	occ1	l2_ms	25	1.21728	1.199136	1.238016
mha4	128	occ1	ratio	25	1.0910013817997237	1.0882882882882883	1.0932998791933835
mha4	128	occ1	l05_ms	25	1.108992	1.091584	1.1264
mha4	128	occ1	notify_ms	25	0.16076800000000002	0.15161599999999997	0.1708479999999999
mha4	128	occ1	wait_ms	25	0.04422400000000004	0.04198400000000002	0.04608000000000012
mha4	128	occ1	barrier_ms	25	0.0759040000000002	0.0583680000000002	0.10051199999999993
mha4	128	occ1	loop_ms	25	-0.025792000000000037	-0.02662399999999998	-0.02547199999999994
mha4	128	occ1	gap_ms	25	0.10019200000000006	0.09641599999999984	0.10326400000000002
mha4	128	occ1	closure_us	25	0.0	0.0	0.0
mha4	128	occ2	l1_ms	25	1.113088	1.082368	1.129472
mha4	128	occ2	l2_ms	25	1.204064	1.184544	1.226752
mha4	128	occ2	ratio	25	1.0881294964028776	1.0846994535519126	1.0912298387096773
mha4	128	occ2	l05_ms	25	1.09056	1.076224	1.115136
mha4	128	occ2	notify_ms	25	0.16057600000000005	0.15267200000000014	0.164064
mha4	128	occ2	wait_ms	25	0.04403199999999985	0.04172799999999999	0.0460799999999999
mha4	128	occ2	barrier_ms	25	0.08323199999999997	0.0645119999999999	0.10182399999999991
mha4	128	occ2	loop_ms	25	-0.02662399999999998	-0.02793599999999996	-0.025599999999999956
mha4	128	occ2	gap_ms	25	0.0962559999999999	0.09395200000000004	0.100352
mha4	128	occ2	closure_us	25	0.0	0.0	0.0
