rank	key	flow_ns	residency	kappa	error
33	16x32x64s13k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8814254.9618638195	1	1	
34	16x32x128s7k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8814254.9618638195	1	1	
35	16x32x64s16k1;16x32x64s3k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8814819.5228146166	1	1	
36	16x32x64s16k1;16x32x128s2k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8814819.5228146166	1	1	
37	16x32x64s16k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=2;residency=1;Ec=1088;Rq=2	8815234.1721583549	1	2	
38	16x32x64s16k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=4;residency=1;Ec=1088;Rq=2	8815234.1721583549	1	4	
39	16x32x64s16k1;16x64x64s5k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8815475.1306781638	1	1	
40	16x32x64s16k1;16x64x64s6k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8815475.1306781638	1	1	
41	16x32x64s16k1;16x64x64s7k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8815475.1306781638	1	1	
42	16x32x64s16k1;16x64x64s8k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8815475.1306781638	1	1	
43	16x32x64s16k1;16x64x64s9k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8815475.1306781638	1	1	
44	16x32x64s12k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8815944.2625713516	1	1	
45	16x32x64s16k1;16x64x64s3k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8816023.4260369018	1	1	
46	16x32x64s16k1;16x64x64s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8816023.4260369018	1	1	
47	16x32x64s16k1;16x64x128s2k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8816023.4260369018	1	1	
48	16x32x64s16k1;16x32x64s16k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817120.5051187277	1	1	
49	16x32x64s16k1;16x32x64s15k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817131.6304696929	1	1	
50	16x32x64s16k1;16x32x128s8k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817131.6304696929	1	1	
51	16x32x64s16k1;16x32x64s14k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817143.6110951845	1	1	
52	16x32x64s16k1;16x32x64s13k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817156.5867208261	1	1	
53	16x32x64s16k1;16x32x128s7k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817156.5867208261	1	1	
54	16x32x64s16k1;16x32x64s12k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817186.7528048884	1	1	
55	16x32x64s16k1;16x32x64s11k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817220.0262344349	1	1	
56	16x32x64s16k1;16x32x128s6k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817220.0262344349	1	1	
57	16x32x64s16k1;16x32x64s10k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817257.0915093068	1	1	
58	16x32x64s16k1;16x32x64s4k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817298.883333927	1	1	
59	16x32x64s16k1;16x32x64s5k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817298.883333927	1	1	
60	16x32x64s16k1;16x32x64s6k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817298.883333927	1	1	
61	16x32x64s16k1;16x32x64s7k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817298.883333927	1	1	
62	16x32x64s16k1;16x32x64s8k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817298.883333927	1	1	
63	16x32x64s16k1;16x32x64s9k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817298.883333927	1	1	
64	16x32x64s16k1;16x32x128s3k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817298.883333927	1	1	
65	16x32x64s16k1;16x32x128s4k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817298.883333927	1	1	
66	16x32x64s16k1;16x32x128s5k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817298.883333927	1	1	
67	16x32x64s16k1;16x64x64s4k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817452.7294890974	1	1	
68	16x32x64s16k1;16x64x64s5k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817452.7294890974	1	1	
69	16x32x64s16k1;16x64x64s6k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817452.7294890974	1	1	
70	16x32x64s16k1;16x64x64s7k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817452.7294890974	1	1	
71	16x32x64s16k1;16x64x64s8k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817452.7294890974	1	1	
72	16x32x64s16k1;16x64x64s9k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817452.7294890974	1	1	
73	16x32x64s16k1;16x64x128s3k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817452.7294890974	1	1	
74	16x32x64s16k1;16x64x128s4k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817452.7294890974	1	1	
75	16x32x64s16k1;16x64x64s8k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817490.604831757	1	1	
76	16x32x64s16k1;16x64x64s7k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817515.5610828903	1	1	
77	16x32x64s16k1;16x64x128s4k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817515.5610828903	1	1	
78	16x32x64s16k1;16x64x64s6k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817579.0005965009	1	1	
79	16x32x64s16k1;16x64x64s3k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817657.8576959912	1	1	
80	16x32x64s16k1;16x64x64s4k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817657.8576959912	1	1	
81	16x32x64s16k1;16x64x64s5k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817657.8576959912	1	1	
82	16x32x64s16k1;16x64x128s2k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817657.8576959912	1	1	
83	16x32x64s16k1;16x64x128s3k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817657.8576959912	1	1	
84	16x32x64s16k1;16x32x64s3k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817680.2870064769	1	1	
85	16x32x64s16k1;16x32x128s2k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817680.2870064769	1	1	
86	16x32x64s11k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817807.5746260379	1	1	
87	16x32x128s6k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817807.5746260379	1	1	
88	16x32x64s16k1;16x64x64s3k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817834.1331616491	1	1	
89	16x32x64s16k1;16x64x128s2k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8817834.1331616491	1	1	
90	16x32x64s16k1;16x64x64s2k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8818039.2613685429	1	1	
91	16x32x64s16k1;16x128x64s3k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8818170.6782132257	1	1	
92	16x32x64s16k1;16x128x64s4k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8818170.6782132257	1	1	
93	16x32x64s16k1;16x128x64s5k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8818170.6782132257	1	1	
94	16x32x64s16k1;16x128x128s2k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8818170.6782132257	1	1	
95	16x32x64s16k1;16x128x64s2k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8818552.0818857774	1	1	
96	16x32x64s16k1;16x128x64s4k8;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8818848.8944277	1	1	
97	16x32x64s16k1;16x128x64s2k8;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8818991.1910408009	1	1	
98	16x32x64s16k1;16x128x64s3k8;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8818991.1910408009	1	1	
99	16x32x64s16k1;16x128x128s2k8;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8818991.1910408009	1	1	
100	16x32x64s16k1;16x128x64s3k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8819003.8361863326	1	1	
101	16x32x64s16k1;16x128x64s4k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8819003.8361863326	1	1	
102	16x32x64s16k1;16x128x64s5k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8819003.8361863326	1	1	
103	16x32x64s16k1;16x128x128s2k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8819003.8361863326	1	1	
104	16x32x64s10k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8819883.2300187182	1	1	
105	16x32x64s16k1;16x32x64s2k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8819884.0140021872	1	1	
106	16x32x64s16k1;16x64x64s2k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8820037.8601573575	1	1	
107	16x32x64s16k1;16x256x64s2k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8820796.3063142896	1	1	
108	16x32x64s16k1;16x256x64s2k8;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8820837.3449028451	1	1	
109	16x32x64s16k1;16x128x64s2k2;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8821549.4556899834	1	1	
110	16x32x64s16k1;16x32x64s4k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8821566.5293363724	1	1	
111	16x32x64s16k1;16x32x64s5k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8821566.5293363724	1	1	
112	16x32x64s16k1;16x32x64s6k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8821566.5293363724	1	1	
113	16x32x64s16k1;16x32x64s7k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8821566.5293363724	1	1	
114	16x32x64s16k1;16x32x64s8k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8821566.5293363724	1	1	
115	16x32x64s16k1;16x32x128s3k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8821566.5293363724	1	1	
116	16x32x64s16k1;16x32x128s4k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8821566.5293363724	1	1	
117	16x32x64s16k1;16x128x64s3k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8821591.6439738665	1	1	
118	16x32x64s16k1;16x128x64s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8821591.6439738665	1	1	
119	16x32x64s16k1;16x128x64s5k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8821591.6439738665	1	1	
120	16x32x64s16k1;16x128x128s2k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8821591.6439738665	1	1	
121	16x32x64s16k1;16x32x64s3k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8821947.933008926	1	1	
122	16x32x64s16k1;16x32x128s2k4;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8821947.933008926	1	1	
123	16x32x64s4k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
124	16x32x64s5k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
125	16x32x64s6k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
126	16x32x64s7k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
127	16x32x64s8k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
128	16x32x64s9k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
129	16x32x128s3k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
130	16x32x128s4k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
131	16x32x128s5k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
132	16x64x64s4k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
133	16x64x64s5k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
134	16x64x64s6k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
135	16x64x64s7k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
136	16x64x64s8k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
137	16x64x64s9k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
138	16x64x128s3k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
139	16x64x128s4k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=2	8822223.5721974969	1	1	
