space	tasks	nominal_read_bytes	nominal_write_bytes	physical_read_bytes	physical_write_bytes	no_producer_read_bytes	produced_read_bytes	external_write_bytes
l0.s61.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s62.proj	64	16777216	131072	9437184	16384	8388608	1048576	0
l0.s63.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s64.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s65.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s66.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s67.append	32	4096	4096	4096	4096	0	4096	4096
l0.s68.append	32	4096	4096	4096	4096	0	4096	4096
l0.s69.attn	128	221184	16384	221184	16384	98304	122880	0
l0.s70.proj	128	25165824	131072	10485760	16384	8388608	2097152	0
l0.s71.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s72.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s73.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s74.act	4	131072	65536	131072	65536	0	131072	0
l0.s75.proj	128	100663296	131072	41943040	16384	33554432	8388608	0
l0.s76.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s77.proj	64	16777216	131072	9437184	16384	8388608	1048576	0
l0.s78.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s79.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s80.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s81.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s82.append	32	4096	4096	4096	4096	0	4096	4096
l0.s83.append	32	4096	4096	4096	4096	0	4096	4096
l0.s84.attn	128	221184	16384	221184	16384	98304	122880	0
l0.s85.proj	128	25165824	131072	10485760	16384	8388608	2097152	0
l0.s86.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s87.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s88.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s89.act	4	131072	65536	131072	65536	0	131072	0
l0.s90.proj	128	100663296	131072	41943040	16384	33554432	8388608	0
l0.s91.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s92.proj	64	16777216	131072	9437184	16384	8388608	1048576	0
l0.s93.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s94.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s95.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s96.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s97.append	32	4096	4096	4096	4096	0	4096	4096
l0.s98.append	32	4096	4096	4096	4096	0	4096	4096
l0.s99.attn	128	221184	16384	221184	16384	98304	122880	0
l0.s100.proj	128	25165824	131072	10485760	16384	8388608	2097152	0
l0.s101.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s102.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s103.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s104.act	4	131072	65536	131072	65536	0	131072	0
l0.s105.proj	128	100663296	131072	41943040	16384	33554432	8388608	0
l0.s106.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s107.proj	64	16777216	131072	9437184	16384	8388608	1048576	0
l0.s108.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s109.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s110.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s111.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s112.append	32	4096	4096	4096	4096	0	4096	4096
l0.s113.append	32	4096	4096	4096	4096	0	4096	4096
l0.s114.attn	128	221184	16384	221184	16384	98304	122880	0
l0.s115.proj	128	25165824	131072	10485760	16384	8388608	2097152	0
l0.s116.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s117.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s118.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s119.act	4	131072	65536	131072	65536	0	131072	0
l0.s120.proj	128	100663296	131072	41943040	16384	33554432	8388608	0
l0.s121.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s122.proj	64	16777216	131072	9437184	16384	8388608	1048576	0
l0.s123.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s124.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s125.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s126.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s127.append	32	4096	4096	4096	4096	0	4096	4096
l0.s128.append	32	4096	4096	4096	4096	0	4096	4096
l0.s129.attn	128	221184	16384	221184	16384	98304	122880	0
l0.s130.proj	128	25165824	131072	10485760	16384	8388608	2097152	0
l0.s131.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s132.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s133.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s134.act	4	131072	65536	131072	65536	0	131072	0
l0.s135.proj	128	100663296	131072	41943040	16384	33554432	8388608	0
l0.s136.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s137.proj	64	16777216	131072	9437184	16384	8388608	1048576	0
l0.s138.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s139.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s140.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s141.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s142.append	32	4096	4096	4096	4096	0	4096	4096
l0.s143.append	32	4096	4096	4096	4096	0	4096	4096
l0.s144.attn	128	221184	16384	221184	16384	98304	122880	0
l0.s145.proj	128	25165824	131072	10485760	16384	8388608	2097152	0
l0.s146.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s147.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s148.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s149.act	4	131072	65536	131072	65536	0	131072	0
l0.s150.proj	128	100663296	131072	41943040	16384	33554432	8388608	0
l0.s151.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s152.proj	64	16777216	131072	9437184	16384	8388608	1048576	0
l0.s153.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s154.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s155.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s156.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s157.append	32	4096	4096	4096	4096	0	4096	4096
l0.s158.append	32	4096	4096	4096	4096	0	4096	4096
l0.s159.attn	128	221184	16384	221184	16384	98304	122880	0
l0.s160.proj	128	25165824	131072	10485760	16384	8388608	2097152	0
l0.s161.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s162.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s163.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s164.act	4	131072	65536	131072	65536	0	131072	0
l0.s165.proj	128	100663296	131072	41943040	16384	33554432	8388608	0
l0.s166.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s167.proj	64	16777216	131072	9437184	16384	8388608	1048576	0
l0.s168.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s169.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s170.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s171.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s172.append	32	4096	4096	4096	4096	0	4096	4096
l0.s173.append	32	4096	4096	4096	4096	0	4096	4096
l0.s174.attn	128	221184	16384	221184	16384	98304	122880	0
l0.s175.proj	128	25165824	131072	10485760	16384	8388608	2097152	0
l0.s176.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s177.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s178.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s179.act	4	131072	65536	131072	65536	0	131072	0
l0.s180.proj	128	100663296	131072	41943040	16384	33554432	8388608	0
l0.s181.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s182.proj	64	16777216	131072	9437184	16384	8388608	1048576	0
l0.s183.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s184.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s185.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s186.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s187.append	32	4096	4096	4096	4096	0	4096	4096
l0.s188.append	32	4096	4096	4096	4096	0	4096	4096
l0.s189.attn	128	221184	16384	221184	16384	98304	122880	0
l0.s190.proj	128	25165824	131072	10485760	16384	8388608	2097152	0
l0.s191.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s192.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s193.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s194.act	4	131072	65536	131072	65536	0	131072	0
l0.s195.proj	128	100663296	131072	41943040	16384	33554432	8388608	0
l0.s196.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s197.proj	64	16777216	131072	9437184	16384	8388608	1048576	0
l0.s198.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s199.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s200.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s201.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s202.append	32	4096	4096	4096	4096	0	4096	4096
l0.s203.append	32	4096	4096	4096	4096	0	4096	4096
l0.s204.attn	128	221184	16384	221184	16384	98304	122880	0
l0.s205.proj	128	25165824	131072	10485760	16384	8388608	2097152	0
l0.s206.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s207.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s208.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s209.act	4	131072	65536	131072	65536	0	131072	0
l0.s210.proj	128	100663296	131072	41943040	16384	33554432	8388608	0
l0.s211.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s212.proj	64	16777216	131072	9437184	16384	8388608	1048576	0
l0.s213.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s214.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s215.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s216.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s217.append	32	4096	4096	4096	4096	0	4096	4096
l0.s218.append	32	4096	4096	4096	4096	0	4096	4096
l0.s219.attn	128	221184	16384	221184	16384	98304	122880	0
l0.s220.proj	128	25165824	131072	10485760	16384	8388608	2097152	0
l0.s221.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s222.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s223.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s224.act	4	131072	65536	131072	65536	0	131072	0
l0.s225.proj	128	100663296	131072	41943040	16384	33554432	8388608	0
l0.s226.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s227.proj	64	16777216	131072	9437184	16384	8388608	1048576	0
l0.s228.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s229.proj	32	6291456	32768	2621440	4096	2097152	524288	0
l0.s230.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s231.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s232.append	32	4096	4096	4096	4096	0	4096	4096
l0.s233.append	32	4096	4096	4096	4096	0	4096	4096
l0.s234.attn	128	221184	16384	221184	16384	98304	122880	0
l0.s235.proj	128	25165824	131072	10485760	16384	8388608	2097152	0
l0.s236.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s237.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s238.proj	64	41943040	524288	34603008	65536	33554432	1048576	0
l0.s239.act	4	131072	65536	131072	65536	0	131072	0
l0.s240.proj	128	100663296	131072	41943040	16384	33554432	8388608	0
l0.s241.norm	4	32768	16384	32768	16384	16384	16384	0
l0.s242.proj	501	591003648	8208384	533544960	1026048	525336576	8208384	1026048
