model	seq	k	index	candidate	simulated	predicted_ns	batch_us
mha4	4	3	0	rotate	1	760067.36072	161.493
mha4	4	3	1	wavefront	1	760067.36072	161.493
mha4	4	3	2	legacy_grid_stride	1	1155795.29803	161.493
mha4	4	3	3	band	1	1155795.29803	161.493
mha4	4	3	4	balanced	0	1202387.90351	161.493
mha4	4	4	0	rotate	1	760067.36072	156.831
mha4	4	4	1	wavefront	1	760067.36072	156.831
mha4	4	4	2	legacy_grid_stride	1	1155795.29803	156.831
mha4	4	4	3	band	1	1155795.29803	156.831
mha4	4	4	4	balanced	0	1202387.90351	156.831
mha4	4	5	0	rotate	1	760067.36072	183.379
mha4	4	5	1	wavefront	1	760067.36072	183.379
mha4	4	5	2	legacy_grid_stride	1	1155795.29803	183.379
mha4	4	5	3	band	1	1155795.29803	183.379
mha4	4	5	4	balanced	1	1532895.74579	183.379
mha4	128	1	0	rotate	1	836000.156937	2057.132
mha4	128	1	1	wavefront	1	836000.156937	2057.132
mha4	128	1	2	legacy_grid_stride	0	991359.864666	2057.132
mha4	128	1	3	band	0	991359.864666	2057.132
mha4	128	1	4	balanced	0	1942241.90832	2057.132
mha4	128	2	0	rotate	1	836000.156937	2026.68
mha4	128	2	1	wavefront	1	836000.156937	2026.68
mha4	128	2	2	legacy_grid_stride	0	991359.864666	2026.68
mha4	128	2	3	band	0	991359.864666	2026.68
mha4	128	2	4	balanced	0	1942241.90832	2026.68
mha4	128	3	0	rotate	1	836000.156937	3088.836
mha4	128	3	1	wavefront	1	836000.156937	3088.836
mha4	128	3	2	legacy_grid_stride	1	1222597.86284	3088.836
mha4	128	3	3	band	1	1222597.86284	3088.836
mha4	128	3	4	balanced	0	1942241.90832	3088.836
mha4	128	4	0	rotate	1	836000.156937	3078.115
mha4	128	4	1	wavefront	1	836000.156937	3078.115
mha4	128	4	2	legacy_grid_stride	1	1222597.86284	3078.115
mha4	128	4	3	band	1	1222597.86284	3078.115
mha4	128	4	4	balanced	0	1942241.90832	3078.115
mha4	128	5	0	rotate	1	836000.156937	3658.186
mha4	128	5	1	wavefront	1	836000.156937	3658.186
mha4	128	5	2	legacy_grid_stride	1	1222597.86284	3658.186
mha4	128	5	3	band	1	1222597.86284	3658.186
mha4	128	5	4	balanced	1	3553260.51267	3658.186
mha4	512	1	0	rotate	1	1336318.68365	9360.659
mha4	512	1	1	wavefront	1	1336318.68365	9360.659
mha4	512	1	2	legacy_grid_stride	0	1226253.73679	9360.659
mha4	512	1	3	band	0	1226253.73679	9360.659
mha4	512	1	4	balanced	0	3894916.88076	9360.659
mha4	512	2	0	rotate	1	1336318.68365	9327.488
mha4	512	2	1	wavefront	1	1336318.68365	9327.488
mha4	512	2	2	legacy_grid_stride	0	1226253.73679	9327.488
mha4	512	2	3	band	0	1226253.73679	9327.488
mha4	512	2	4	balanced	0	3894916.88076	9327.488
mha4	512	3	0	rotate	1	1336318.68365	13969.728
mha4	512	3	1	wavefront	1	1336318.68365	13969.728
mha4	512	3	2	legacy_grid_stride	1	1722916.38956	13969.728
mha4	512	3	3	band	1	1736505.91937	13969.728
mha4	512	3	4	balanced	0	3894916.88076	13969.728
mha4	512	4	0	rotate	1	1336318.68365	13960.292
mha4	512	4	1	wavefront	1	1336318.68365	13960.292
mha4	512	4	2	legacy_grid_stride	1	1722916.38956	13960.292
mha4	512	4	3	band	1	1736505.91937	13960.292
mha4	512	4	4	balanced	0	3894916.88076	13960.292
mha4	512	5	0	rotate	1	1336318.68365	16165.597
mha4	512	5	1	wavefront	1	1336318.68365	16165.597
mha4	512	5	2	legacy_grid_stride	1	1722916.38956	16165.597
mha4	512	5	3	band	1	1736505.91937	16165.597
mha4	512	5	4	balanced	1	7321170.414	16165.597
real	4	1	0	rotate	1	5058116.4614	473.858
real	4	1	1	wavefront	1	5058116.4614	473.858
real	4	1	2	legacy_grid_stride	0	7177929.61842	473.858
real	4	1	3	band	0	7177929.61842	473.858
real	4	1	4	balanced	0	63188605.8139	473.858
real	4	2	0	rotate	1	5058116.4614	465.747
real	4	2	1	wavefront	1	5058116.4614	465.747
real	4	2	2	legacy_grid_stride	0	7177929.61842	465.747
real	4	2	3	band	0	7177929.61842	465.747
real	4	2	4	balanced	0	63188605.8139	465.747
real	4	3	0	rotate	1	5058116.4614	733.848
real	4	3	1	wavefront	1	5058116.4614	733.848
real	4	3	2	legacy_grid_stride	1	7368048.18439	733.848
real	4	3	3	band	1	7368048.18439	733.848
real	4	3	4	balanced	0	63188605.8139	733.848
real	4	4	0	rotate	1	5058116.4614	735.769
real	4	4	1	wavefront	1	5058116.4614	735.769
real	4	4	2	legacy_grid_stride	1	7368048.18439	735.769
real	4	4	3	band	1	7368048.18439	735.769
real	4	4	4	balanced	0	63188605.8139	735.769
real	4	5	0	rotate	1	5058116.4614	884.807
real	4	5	1	wavefront	1	5058116.4614	884.807
real	4	5	2	legacy_grid_stride	1	7368048.18439	884.807
real	4	5	3	band	1	7368048.18439	884.807
real	4	5	4	balanced	1	64580098.6872	884.807
real	128	1	0	rotate	1	5720534.86746	10240.317
real	128	1	1	wavefront	1	5720534.86746	10240.317
real	128	1	2	legacy_grid_stride	0	7486571.823	10240.317
real	128	1	3	band	0	7486571.823	10240.317
real	128	1	4	balanced	0	15852768.6348	10240.317
real	128	2	0	rotate	1	5720534.86746	10310.103
real	128	2	1	wavefront	1	5720534.86746	10310.103
real	128	2	2	legacy_grid_stride	0	7486571.823	10310.103
real	128	2	3	band	0	7486571.823	10310.103
real	128	2	4	balanced	0	15852768.6348	10310.103
real	128	3	0	rotate	1	5720534.86746	15590.443
real	128	3	1	wavefront	1	5720534.86746	15590.443
real	128	3	2	legacy_grid_stride	1	8020986.19717	15590.443
real	128	3	3	band	1	8020986.19717	15590.443
real	128	3	4	balanced	0	15852768.6348	15590.443
real	128	4	0	rotate	1	5720534.86746	15710.867
real	128	4	1	wavefront	1	5720534.86746	15710.867
real	128	4	2	legacy_grid_stride	1	8020986.19717	15710.867
real	128	4	3	band	1	8020986.19717	15710.867
real	128	4	4	balanced	0	15852768.6348	15710.867
real	128	5	0	rotate	1	5720534.86746	18098.825
real	128	5	1	wavefront	1	5720534.86746	18098.825
real	128	5	2	legacy_grid_stride	1	8020986.19717	18098.825
real	128	5	3	band	1	8020986.19717	18098.825
real	128	5	4	balanced	1	18754451.6751	18098.825
