stage	tasks	first_ready_ns	first_start_ns	last_end_ns	run_total_ns	wait_total_ns	name	category	external_bytes	streaming_ns	wall_span_ns	space_excess_ns
67	768	1790328532687224832	1790328532687224832	1790328532687306752	3133440	1256448	l0.s48.proj.combine	combine	0.0	0.0	81920	81920.0
68	1536	1790328532687170560	1790328532687171584	1790328532687299584	23149568	248832	l0.s49.proj	proj	25165824.0	25638.001039266244	129024	103385.99896073376
69	768	1790328532687234048	1790328532687235072	1790328532687318016	2492416	2546688	l0.s49.proj.combine	combine	0.0	0.0	83968	83968.0
70	64	1790328532687312896	1790328532687312896	1790328532687338496	990208	2340864	l0.s50.act	act	0.0	0.0	25600	25600.0
71	512	1790328532687333376	1790328532687333376	1790328532687424512	32125952	20994048	l0.s51.proj	proj	25165824.0	25638.001039266244	91136	65497.998960733756
72	256	1790328532687390720	1790328532687390720	1790328532687432704	1400832	3778560	l0.s51.proj.combine	combine	0.0	0.0	41984	41984.0
73	64	1790328532687425536	1790328532687425536	1790328532687443968	463872	914432	l0.s52.norm	norm	4096.0	4.172851731651407	18432	18427.82714826835
74	512	1790328532687443968	1790328532687443968	1790328532687497216	12688384	8358912	l0.s53.proj	proj	8388608.0	8546.00034642208	53248	44701.99965357792
75	256	1790328532687481856	1790328532687481856	1790328532687513600	873472	576512	l0.s53.proj.combine	combine	0.0	0.0	31744	31744.0
76	256	1790328532687435776	1790328532687436800	1790328532687481856	4882432	4802560	l0.s54.proj	proj	4194304.0	4273.00017321104	46080	41806.99982678896
77	128	1790328532687474688	1790328532687474688	1790328532687503360	531456	175104	l0.s54.proj.combine	combine	0.0	0.0	28672	28672.0
78	1024	1790328532687503360	1790328532687503360	1790328532687527936	924672	1318912	l0.s55.qknorm	norm	256.0	0.2608032332282129	24576	24575.73919676677
79	512	1790328532687499264	1790328532687500288	1790328532687509504	557056	3440640	l0.s56.qknorm	norm	256.0	0.2608032332282129	10240	10239.739196766772
80	256	1790328532687464448	1790328532687464448	1790328532687505408	3321856	270336	l0.s57.proj	proj	4194304.0	4273.00017321104	40960	36686.99982678896
81	128	1790328532687503360	1790328532687503360	1790328532687519744	366592	124928	l0.s57.proj.combine	combine	0.0	0.0	16384	16384.0
82	1024	1790328532687518720	1790328532687518720	1790328532687544320	847872	593920	l0.s58.rope	rope	128.0	0.13040161661410646	25600	25599.869598383386
83	512	1790328532687507456	1790328532687508480	1790328532687523840	451584	415744	l0.s59.rope	rope	128.0	0.13040161661410646	16384	16383.869598383386
84	512	1790328532687518720	1790328532687518720	1790328532687531008	396288	521216	l0.s60.append	append	131072.0	133.531255412845	12288	12154.468744587155
85	512	1790328532687519744	1790328532687520768	1790328532687535104	370688	437248	l0.s61.append	append	131072.0	133.531255412845	15360	15226.468744587155
86	1024	1790328532687535104	1790328532687535104	1790328532687564800	9675776	1502208	l0.s62.attn	attn	12288.0	12.51855519495422	29696	29683.481444805046
87	512	1790328532687565824	1790328532687565824	1790328532687597568	11872256	3136512	l0.s63.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
88	256	1790328532687587328	1790328532687588352	1790328532687604736	1000448	1186816	l0.s63.proj.combine	combine	0.0	0.0	17408	17408.0
89	64	1790328532687601664	1790328532687602688	1790328532687614976	474112	299008	l0.s64.norm	norm	4096.0	4.172851731651407	13312	13307.827148268349
90	1536	1790328532687612928	1790328532687613952	1790328532687755264	38863872	9035776	l0.s65.proj	proj	25165824.0	25638.001039266244	142336	116697.99896073376
91	768	1790328532687724544	1790328532687724544	1790328532687808512	3066880	1319936	l0.s65.proj.combine	combine	0.0	0.0	83968	83968.0
92	1536	1790328532687670272	1790328532687670272	1790328532687802368	23184384	235520	l0.s66.proj	proj	25165824.0	25638.001039266244	132096	106457.99896073376
93	768	1790328532687734784	1790328532687734784	1790328532687820800	2680832	2646016	l0.s66.proj.combine	combine	0.0	0.0	86016	86016.0
94	64	1790328532687814656	1790328532687814656	1790328532687842304	1011712	2465792	l0.s67.act	act	0.0	0.0	27648	27648.0
95	512	1790328532687835136	1790328532687835136	1790328532687928320	31623168	21708800	l0.s68.proj	proj	25165824.0	25638.001039266244	93184	67545.99896073376
96	256	1790328532687890432	1790328532687891456	1790328532687937536	1434624	4007936	l0.s68.proj.combine	combine	0.0	0.0	47104	47104.0
97	64	1790328532687930368	1790328532687930368	1790328532687948800	423936	1089536	l0.s69.norm	norm	4096.0	4.172851731651407	18432	18427.82714826835
98	512	1790328532687948800	1790328532687948800	1790328532688003072	12693504	9289728	l0.s70.proj	proj	8388608.0	8546.00034642208	54272	45725.99965357792
99	256	1790328532687987712	1790328532687988736	1790328532688020480	881664	526336	l0.s70.proj.combine	combine	0.0	0.0	32768	32768.0
100	256	1790328532687942656	1790328532687942656	1790328532687987712	4993024	5520384	l0.s71.proj	proj	4194304.0	4273.00017321104	45056	40782.99982678896
101	128	1790328532687980544	1790328532687981568	1790328532688010240	527360	174080	l0.s71.proj.combine	combine	0.0	0.0	29696	29696.0
102	1024	1790328532688010240	1790328532688010240	1790328532688034816	987136	1315840	l0.s72.qknorm	norm	256.0	0.2608032332282129	24576	24575.73919676677
103	512	1790328532688006144	1790328532688006144	1790328532688015360	529408	3546112	l0.s73.qknorm	norm	256.0	0.2608032332282129	9216	9215.739196766772
104	256	1790328532687969280	1790328532687969280	1790328532688011264	3338240	265216	l0.s74.proj	proj	4194304.0	4273.00017321104	41984	37710.99982678896
105	128	1790328532688011264	1790328532688011264	1790328532688026624	398336	118784	l0.s74.proj.combine	combine	0.0	0.0	15360	15360.0
106	1024	1790328532688024576	1790328532688024576	1790328532688050176	844800	596992	l0.s75.rope	rope	128.0	0.13040161661410646	25600	25599.869598383386
107	512	1790328532688014336	1790328532688014336	1790328532688029696	454656	411648	l0.s76.rope	rope	128.0	0.13040161661410646	15360	15359.869598383386
108	512	1790328532688024576	1790328532688024576	1790328532688037888	360448	501760	l0.s77.append	append	131072.0	133.531255412845	13312	13178.468744587155
109	512	1790328532688027648	1790328532688027648	1790328532688040960	372736	484352	l0.s78.append	append	131072.0	133.531255412845	13312	13178.468744587155
110	1024	1790328532688041984	1790328532688041984	1790328532688072704	9706496	1590272	l0.s79.attn	attn	12288.0	12.51855519495422	30720	30707.481444805046
111	512	1790328532688072704	1790328532688072704	1790328532688105472	11932672	3353600	l0.s80.proj	proj	8388608.0	8546.00034642208	32768	24221.99965357792
112	256	1790328532688095232	1790328532688095232	1790328532688111616	1000448	1243136	l0.s80.proj.combine	combine	0.0	0.0	16384	16384.0
113	64	1790328532688109568	1790328532688109568	1790328532688122880	384000	331776	l0.s81.norm	norm	4096.0	4.172851731651407	13312	13307.827148268349
114	1536	1790328532688121856	1790328532688121856	1790328532688264192	39441408	9345024	l0.s82.proj	proj	25165824.0	25638.001039266244	142336	116697.99896073376
115	768	1790328532688233472	1790328532688234496	1790328532688318464	3207168	1254400	l0.s82.proj.combine	combine	0.0	0.0	84992	84992.0
116	1536	1790328532688180224	1790328532688180224	1790328532688311296	23272448	281600	l0.s83.proj	proj	25165824.0	25638.001039266244	131072	105433.99896073376
117	768	1790328532688244736	1790328532688244736	1790328532688334848	2430976	2651136	l0.s83.proj.combine	combine	0.0	0.0	90112	90112.0
118	64	1790328532688325632	1790328532688326656	1790328532688357376	1013760	2727936	l0.s84.act	act	0.0	0.0	31744	31744.0
119	512	1790328532688349184	1790328532688349184	1790328532688442368	31705088	24576000	l0.s85.proj	proj	25165824.0	25638.001039266244	93184	67545.99896073376
120	256	1790328532688406528	1790328532688406528	1790328532688450560	1438720	4015104	l0.s85.proj.combine	combine	0.0	0.0	44032	44032.0
121	64	1790328532688443392	1790328532688443392	1790328532688461824	454656	1000448	l0.s86.norm	norm	4096.0	4.172851731651407	18432	18427.82714826835
122	512	1790328532688461824	1790328532688461824	1790328532688515072	12700672	8893440	l0.s87.proj	proj	8388608.0	8546.00034642208	53248	44701.99965357792
123	256	1790328532688500736	1790328532688501760	1790328532688532480	888832	509952	l0.s87.proj.combine	combine	0.0	0.0	31744	31744.0
124	256	1790328532688454656	1790328532688454656	1790328532688498688	5024768	5184512	l0.s88.proj	proj	4194304.0	4273.00017321104	44032	39758.99982678896
125	128	1790328532688493568	1790328532688493568	1790328532688522240	528384	179200	l0.s88.proj.combine	combine	0.0	0.0	28672	28672.0
126	1024	1790328532688522240	1790328532688522240	1790328532688546816	988160	1254400	l0.s89.qknorm	norm	256.0	0.2608032332282129	24576	24575.73919676677
127	512	1790328532688517120	1790328532688517120	1790328532688528384	581632	3221504	l0.s90.qknorm	norm	256.0	0.2608032332282129	11264	11263.739196766772
128	256	1790328532688483328	1790328532688483328	1790328532688524288	3351552	263168	l0.s91.proj	proj	4194304.0	4273.00017321104	40960	36686.99982678896
129	128	1790328532688522240	1790328532688522240	1790328532688538624	390144	115712	l0.s91.proj.combine	combine	0.0	0.0	16384	16384.0
130	1024	1790328532688536576	1790328532688536576	1790328532688563200	842752	615424	l0.s92.rope	rope	128.0	0.13040161661410646	26624	26623.869598383386
131	512	1790328532688526336	1790328532688526336	1790328532688542720	468992	440320	l0.s93.rope	rope	128.0	0.13040161661410646	16384	16383.869598383386
132	512	1790328532688536576	1790328532688536576	1790328532688549888	376832	513024	l0.s94.append	append	131072.0	133.531255412845	13312	13178.468744587155
133	512	1790328532688538624	1790328532688538624	1790328532688552960	362496	425984	l0.s95.append	append	131072.0	133.531255412845	14336	14202.468744587155
134	1024	1790328532688552960	1790328532688552960	1790328532688582656	9631744	1534976	l0.s96.attn	attn	12288.0	12.51855519495422	29696	29683.481444805046
135	512	1790328532688582656	1790328532688582656	1790328532688614400	11895808	2411520	l0.s97.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
136	256	1790328532688604160	1790328532688604160	1790328532688621568	999424	1227776	l0.s97.proj.combine	combine	0.0	0.0	17408	17408.0
137	64	1790328532688619520	1790328532688619520	1790328532688633856	427008	304128	l0.s98.norm	norm	4096.0	4.172851731651407	14336	14331.827148268349
138	1536	1790328532688632832	1790328532688632832	1790328532688774144	38913024	9911296	l0.s99.proj	proj	25165824.0	25638.001039266244	141312	115673.99896073376
139	768	1790328532688743424	1790328532688743424	1790328532688826368	3048448	1307648	l0.s99.proj.combine	combine	0.0	0.0	82944	82944.0
140	1536	1790328532688690176	1790328532688690176	1790328532688819200	23270400	282624	l0.s100.proj	proj	25165824.0	25638.001039266244	129024	103385.99896073376
141	768	1790328532688752640	1790328532688752640	1790328532688838656	2534400	2622464	l0.s100.proj.combine	combine	0.0	0.0	86016	86016.0
142	64	1790328532688832512	1790328532688832512	1790328532688863232	1029120	2438144	l0.s101.act	act	0.0	0.0	30720	30720.0
143	512	1790328532688852992	1790328532688852992	1790328532688949248	31064064	22016000	l0.s102.proj	proj	25165824.0	25638.001039266244	96256	70617.99896073376
144	256	1790328532688909312	1790328532688910336	1790328532688957440	1423360	4173824	l0.s102.proj.combine	combine	0.0	0.0	48128	48128.0
145	64	1790328532688946176	1790328532688946176	1790328532688973824	440320	1077248	l0.s103.norm	norm	4096.0	4.172851731651407	27648	27643.82714826835
146	512	1790328532688974848	1790328532688974848	1790328532689021952	12503040	10799104	l0.s104.proj	proj	8388608.0	8546.00034642208	47104	38557.99965357792
147	256	1790328532689012736	1790328532689012736	1790328532689039360	874496	470016	l0.s104.proj.combine	combine	0.0	0.0	26624	26624.0
148	256	1790328532688956416	1790328532688956416	1790328532689007616	4864000	6077440	l0.s105.proj	proj	4194304.0	4273.00017321104	51200	46926.99982678896
149	128	1790328532688995328	1790328532688995328	1790328532689029120	531456	215040	l0.s105.proj.combine	combine	0.0	0.0	33792	33792.0
150	1024	1790328532689031168	1790328532689031168	1790328532689055744	965632	1501184	l0.s106.qknorm	norm	256.0	0.2608032332282129	24576	24575.73919676677
151	512	1790328532689018880	1790328532689018880	1790328532689040384	667648	2749440	l0.s107.qknorm	norm	256.0	0.2608032332282129	21504	21503.73919676677
152	256	1790328532688994304	1790328532688995328	1790328532689036288	3381248	285696	l0.s108.proj	proj	4194304.0	4273.00017321104	41984	37710.99982678896
153	128	1790328532689025024	1790328532689025024	1790328532689047552	404480	111616	l0.s108.proj.combine	combine	0.0	0.0	22528	22528.0
154	1024	1790328532689043456	1790328532689043456	1790328532689076224	903168	645120	l0.s109.rope	rope	128.0	0.13040161661410646	32768	32767.869598383386
155	512	1790328532689035264	1790328532689035264	1790328532689052672	462848	419840	l0.s110.rope	rope	128.0	0.13040161661410646	17408	17407.869598383386
156	512	1790328532689042432	1790328532689043456	1790328532689058816	346112	523264	l0.s111.append	append	131072.0	133.531255412845	16384	16250.468744587155
157	512	1790328532689047552	1790328532689047552	1790328532689061888	357376	444416	l0.s112.append	append	131072.0	133.531255412845	14336	14202.468744587155
158	1024	1790328532689061888	1790328532689061888	1790328532689092608	8716288	1735680	l0.s113.attn	attn	12288.0	12.51855519495422	30720	30707.481444805046
159	512	1790328532689093632	1790328532689093632	1790328532689125376	11819008	3743744	l0.s114.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
160	256	1790328532689115136	1790328532689115136	1790328532689132544	1003520	1267712	l0.s114.proj.combine	combine	0.0	0.0	17408	17408.0
161	64	1790328532689130496	1790328532689130496	1790328532689143808	444416	338944	l0.s115.norm	norm	4096.0	4.172851731651407	13312	13307.827148268349
162	1536	1790328532689142784	1790328532689142784	1790328532689285120	39009280	10058752	l0.s116.proj	proj	25165824.0	25638.001039266244	142336	116697.99896073376
163	768	1790328532689255424	1790328532689255424	1790328532689337344	3136512	1271808	l0.s116.proj.combine	combine	0.0	0.0	81920	81920.0
164	1536	1790328532689201152	1790328532689202176	1790328532689331200	23259136	257024	l0.s117.proj	proj	25165824.0	25638.001039266244	130048	104409.99896073376
165	768	1790328532689264640	1790328532689265664	1790328532689349632	2511872	2538496	l0.s117.proj.combine	combine	0.0	0.0	84992	84992.0
166	64	1790328532689343488	1790328532689344512	1790328532689371136	1011712	2397184	l0.s118.act	act	0.0	0.0	27648	27648.0
167	512	1790328532689362944	1790328532689362944	1790328532689455104	31313920	21293056	l0.s119.proj	proj	25165824.0	25638.001039266244	92160	66521.99896073376
168	256	1790328532689420288	1790328532689420288	1790328532689464320	1424384	4074496	l0.s119.proj.combine	combine	0.0	0.0	44032	44032.0
169	64	1790328532689457152	1790328532689457152	1790328532689476608	400384	990208	l0.s120.norm	norm	4096.0	4.172851731651407	19456	19451.82714826835
170	512	1790328532689476608	1790328532689476608	1790328532689526784	12672000	9025536	l0.s121.proj	proj	8388608.0	8546.00034642208	50176	41629.99965357792
171	256	1790328532689514496	1790328532689515520	1790328532689544192	859136	572416	l0.s121.proj.combine	combine	0.0	0.0	29696	29696.0
172	256	1790328532689468416	1790328532689468416	1790328532689511424	4922368	5281792	l0.s122.proj	proj	4194304.0	4273.00017321104	43008	38734.99982678896
173	128	1790328532689506304	1790328532689507328	1790328532689534976	563200	189440	l0.s122.proj.combine	combine	0.0	0.0	28672	28672.0
174	1024	1790328532689536000	1790328532689536000	1790328532689558528	977920	1251328	l0.s123.qknorm	norm	256.0	0.2608032332282129	22528	22527.73919676677
175	512	1790328532689530880	1790328532689531904	1790328532689543168	579584	2878464	l0.s124.qknorm	norm	256.0	0.2608032332282129	12288	12287.739196766772
176	256	1790328532689497088	1790328532689497088	1790328532689538048	3299328	270336	l0.s125.proj	proj	4194304.0	4273.00017321104	40960	36686.99982678896
177	128	1790328532689536000	1790328532689536000	1790328532689549312	376832	103424	l0.s125.proj.combine	combine	0.0	0.0	13312	13312.0
178	1024	1790328532689548288	1790328532689548288	1790328532689575936	864256	612352	l0.s126.rope	rope	128.0	0.13040161661410646	27648	27647.869598383386
179	512	1790328532689540096	1790328532689540096	1790328532689554432	496640	432128	l0.s127.rope	rope	128.0	0.13040161661410646	14336	14335.869598383386
180	512	1790328532689548288	1790328532689548288	1790328532689561600	388096	462848	l0.s128.append	append	131072.0	133.531255412845	13312	13178.468744587155
181	512	1790328532689549312	1790328532689549312	1790328532689565696	370688	435200	l0.s129.append	append	131072.0	133.531255412845	16384	16250.468744587155
182	1024	1790328532689565696	1790328532689565696	1790328532689594368	9315328	1426432	l0.s130.attn	attn	12288.0	12.51855519495422	28672	28659.481444805046
183	512	1790328532689594368	1790328532689595392	1790328532689627136	11785216	2611200	l0.s131.proj	proj	8388608.0	8546.00034642208	32768	24221.99965357792
184	256	1790328532689616896	1790328532689616896	1790328532689634304	1018880	1215488	l0.s131.proj.combine	combine	0.0	0.0	17408	17408.0
185	64	1790328532689632256	1790328532689632256	1790328532689646592	526336	301056	l0.s132.norm	norm	4096.0	4.172851731651407	14336	14331.827148268349
186	1536	1790328532689644544	1790328532689644544	1790328532689786880	38966272	9973760	l0.s133.proj	proj	25165824.0	25638.001039266244	142336	116697.99896073376
187	768	1790328532689755136	1790328532689755136	1790328532689839104	3073024	1243136	l0.s133.proj.combine	combine	0.0	0.0	83968	83968.0
188	1536	1790328532689701888	1790328532689701888	1790328532689832960	23284736	265216	l0.s134.proj	proj	25165824.0	25638.001039266244	131072	105433.99896073376
189	768	1790328532689764352	1790328532689764352	1790328532689853440	2593792	2576384	l0.s134.proj.combine	combine	0.0	0.0	89088	89088.0
190	64	1790328532689846272	1790328532689847296	1790328532689874944	1031168	2525184	l0.s135.act	act	0.0	0.0	28672	28672.0
191	512	1790328532689867776	1790328532689867776	1790328532689959936	32093184	22569984	l0.s136.proj	proj	25165824.0	25638.001039266244	92160	66521.99896073376
192	256	1790328532689927168	1790328532689928192	1790328532689968128	1380352	3641344	l0.s136.proj.combine	combine	0.0	0.0	40960	40960.0
193	64	1790328532689960960	1790328532689960960	1790328532689983488	370688	909312	l0.s137.norm	norm	4096.0	4.172851731651407	22528	22523.82714826835
194	512	1790328532689983488	1790328532689983488	1790328532690032640	12565504	9434112	l0.s138.proj	proj	8388608.0	8546.00034642208	49152	40605.99965357792
195	256	1790328532690022400	1790328532690022400	1790328532690050048	893952	525312	l0.s138.proj.combine	combine	0.0	0.0	27648	27648.0
196	256	1790328532689971200	1790328532689971200	1790328532690017280	4884480	5270528	l0.s139.proj	proj	4194304.0	4273.00017321104	46080	41806.99982678896
197	128	1790328532690009088	1790328532690009088	1790328532690039808	528384	184320	l0.s139.proj.combine	combine	0.0	0.0	30720	30720.0
