model	tile_m	tile_n	producer	consumer	producer_gemm	consumer_gemm	waits	consumers	volume	interface_ns
mha4	32	32	l1.s20.rope	l1.s21.append	-1	-1	65536	65536	1	0
mha4	32	32	l1.s18.proj	l1.s22.append	9	-1	65536	65536	1	0
mha4	32	32	l1.s19.rope	l1.s23.attn	-1	-1	65536	512	1	25.440705347186565
mha4	32	32	l1.s21.append	l1.s23.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	32	32	l1.s22.append	l1.s23.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	32	32	l1.s23.attn	l1.s24.proj	-1	10	8192	64	128	407.05128555498504
mha4	32	32	l1.s24.proj	l1.s24.add	10	10	64	64	1024	0
mha4	32	32	l0.s14.add	l1.s24.add	6	10	64	64	1024	0
mha4	32	32	l1.s24.add	l1.s25.norm	10	-1	2048	128	32	24.03846174537313
mha4	32	32	l1.s25.norm	l1.s26.proj	-1	11	4096	128	512	794.87180171367152
mha4	32	32	l1.s25.norm	l1.s27.proj	-1	12	4096	128	512	794.87180171367152
mha4	32	32	l1.s26.proj	l1.s28.act	11	-1	131072	131072	1	0
mha4	32	32	l1.s27.proj	l1.s28.act	12	-1	131072	131072	1	0
mha4	32	32	l1.s28.act	l1.s29.proj	-1	13	2097152	64	1	820.48778751108478
mha4	32	32	l1.s29.proj	l1.s29.add	13	13	64	64	1024	0
mha4	32	32	l1.s24.add	l1.s29.add	10	13	64	64	1024	0
mha4	32	32	l1.s29.add	l2.s30.norm	13	-1	2048	128	32	24.03846174537313
mha4	32	32	l2.s30.norm	l2.s31.proj	-1	14	2048	64	512	397.43590085683576
mha4	32	32	l2.s30.norm	l2.s32.proj	-1	15	2048	64	512	397.43590085683576
mha4	32	32	l2.s30.norm	l2.s33.proj	-1	16	2048	64	512	397.43590085683576
mha4	32	32	l2.s31.proj	l2.s34.rope	14	-1	65536	65536	1	0
mha4	32	32	l2.s32.proj	l2.s35.rope	15	-1	65536	65536	1	0
mha4	32	32	l2.s35.rope	l2.s36.append	-1	-1	65536	65536	1	0
mha4	32	32	l2.s33.proj	l2.s37.append	16	-1	65536	65536	1	0
mha4	32	32	l2.s34.rope	l2.s38.attn	-1	-1	65536	512	1	25.440705347186565
mha4	32	32	l2.s36.append	l2.s38.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	32	32	l2.s37.append	l2.s38.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	32	32	l2.s38.attn	l2.s39.proj	-1	17	8192	64	128	407.05128555498504
mha4	32	32	l2.s39.proj	l2.s39.add	17	17	64	64	1024	0
mha4	32	32	l1.s29.add	l2.s39.add	13	17	64	64	1024	0
mha4	32	32	l2.s39.add	l2.s40.norm	17	-1	2048	128	32	24.03846174537313
mha4	32	32	l2.s40.norm	l2.s41.proj	-1	18	4096	128	512	794.87180171367152
mha4	32	32	l2.s40.norm	l2.s42.proj	-1	19	4096	128	512	794.87180171367152
mha4	32	32	l2.s41.proj	l2.s43.act	18	-1	131072	131072	1	0
mha4	32	32	l2.s42.proj	l2.s43.act	19	-1	131072	131072	1	0
mha4	32	32	l2.s43.act	l2.s44.proj	-1	20	2097152	64	1	820.48778751108478
mha4	32	32	l2.s44.proj	l2.s44.add	20	20	64	64	1024	0
mha4	32	32	l2.s39.add	l2.s44.add	17	20	64	64	1024	0
mha4	32	32	l2.s44.add	l3.s45.norm	20	-1	2048	128	32	24.03846174537313
mha4	32	32	l3.s45.norm	l3.s46.proj	-1	21	2048	64	512	397.43590085683576
mha4	32	32	l3.s45.norm	l3.s47.proj	-1	22	2048	64	512	397.43590085683576
mha4	32	32	l3.s45.norm	l3.s48.proj	-1	23	2048	64	512	397.43590085683576
mha4	32	32	l3.s46.proj	l3.s49.rope	21	-1	65536	65536	1	0
mha4	32	32	l3.s47.proj	l3.s50.rope	22	-1	65536	65536	1	0
mha4	32	32	l3.s50.rope	l3.s51.append	-1	-1	65536	65536	1	0
mha4	32	32	l3.s48.proj	l3.s52.append	23	-1	65536	65536	1	0
mha4	32	32	l3.s49.rope	l3.s53.attn	-1	-1	65536	512	1	25.440705347186565
mha4	32	32	l3.s51.append	l3.s53.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	32	32	l3.s52.append	l3.s53.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	32	32	l3.s53.attn	l3.s54.proj	-1	24	8192	64	128	407.05128555498504
mha4	32	32	l3.s54.proj	l3.s54.add	24	24	64	64	1024	0
mha4	32	32	l2.s44.add	l3.s54.add	20	24	64	64	1024	0
mha4	32	32	l3.s54.add	l3.s55.norm	24	-1	2048	128	32	24.03846174537313
mha4	32	32	l3.s55.norm	l3.s56.proj	-1	25	4096	128	512	794.87180171367152
mha4	32	32	l3.s55.norm	l3.s57.proj	-1	26	4096	128	512	794.87180171367152
mha4	32	32	l3.s56.proj	l3.s58.act	25	-1	131072	131072	1	0
mha4	32	32	l3.s57.proj	l3.s58.act	26	-1	131072	131072	1	0
mha4	32	32	l3.s58.act	l3.s59.proj	-1	27	2097152	64	1	820.48778751108478
mha4	32	32	l3.s59.proj	l3.s59.add	27	27	64	64	1024	0
mha4	32	32	l3.s54.add	l3.s59.add	24	27	64	64	1024	0
mha4	32	128	l0.s00.norm	l0.s01.proj	-1	0	512	16	512	99.35897521420894
mha4	32	128	l0.s00.norm	l0.s02.proj	-1	1	512	16	512	99.35897521420894
mha4	32	128	l0.s00.norm	l0.s03.proj	-1	2	512	16	512	99.35897521420894
mha4	32	128	l0.s01.proj	l0.s04.rope	0	-1	65536	65536	1	0
mha4	32	128	l0.s02.proj	l0.s05.rope	1	-1	65536	65536	1	0
mha4	32	128	l0.s05.rope	l0.s06.append	-1	-1	65536	65536	1	0
mha4	32	128	l0.s03.proj	l0.s07.append	2	-1	65536	65536	1	0
mha4	32	128	l0.s04.rope	l0.s08.attn	-1	-1	65536	512	1	25.440705347186565
mha4	32	128	l0.s06.append	l0.s08.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	32	128	l0.s07.append	l0.s08.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	32	128	l0.s08.attn	l0.s09.proj	-1	3	2048	16	128	101.76282138874626
mha4	32	128	l0.s09.proj	l0.s09.add	3	3	16	16	4096	0
mha4	32	128	l0.s09.add	l0.s10.norm	3	-1	512	128	128	19.230769396298506
mha4	32	128	l0.s10.norm	l0.s11.proj	-1	4	1024	32	512	198.71795042841788
mha4	32	128	l0.s10.norm	l0.s12.proj	-1	5	1024	32	512	198.71795042841788
mha4	32	128	l0.s11.proj	l0.s13.act	4	-1	131072	131072	1	0
mha4	32	128	l0.s12.proj	l0.s13.act	5	-1	131072	131072	1	0
mha4	32	128	l0.s13.act	l0.s14.proj	-1	6	524288	16	1	205.12194687777119
mha4	32	128	l0.s14.proj	l0.s14.add	6	6	16	16	4096	0
mha4	32	128	l0.s09.add	l0.s14.add	3	6	16	16	4096	0
mha4	32	128	l0.s14.add	l1.s15.norm	6	-1	512	128	128	19.230769396298506
mha4	32	128	l1.s15.norm	l1.s16.proj	-1	7	512	16	512	99.35897521420894
mha4	32	128	l1.s15.norm	l1.s17.proj	-1	8	512	16	512	99.35897521420894
mha4	32	128	l1.s15.norm	l1.s18.proj	-1	9	512	16	512	99.35897521420894
mha4	32	128	l1.s16.proj	l1.s19.rope	7	-1	65536	65536	1	0
mha4	32	128	l1.s17.proj	l1.s20.rope	8	-1	65536	65536	1	0
mha4	32	128	l1.s20.rope	l1.s21.append	-1	-1	65536	65536	1	0
mha4	32	128	l1.s18.proj	l1.s22.append	9	-1	65536	65536	1	0
mha4	32	128	l1.s19.rope	l1.s23.attn	-1	-1	65536	512	1	25.440705347186565
mha4	32	128	l1.s21.append	l1.s23.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	32	128	l1.s22.append	l1.s23.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	32	128	l1.s23.attn	l1.s24.proj	-1	10	2048	16	128	101.76282138874626
mha4	32	128	l1.s24.proj	l1.s24.add	10	10	16	16	4096	0
mha4	32	128	l0.s14.add	l1.s24.add	6	10	16	16	4096	0
mha4	32	128	l1.s24.add	l1.s25.norm	10	-1	512	128	128	19.230769396298506
mha4	32	128	l1.s25.norm	l1.s26.proj	-1	11	1024	32	512	198.71795042841788
mha4	32	128	l1.s25.norm	l1.s27.proj	-1	12	1024	32	512	198.71795042841788
mha4	32	128	l1.s26.proj	l1.s28.act	11	-1	131072	131072	1	0
mha4	32	128	l1.s27.proj	l1.s28.act	12	-1	131072	131072	1	0
mha4	32	128	l1.s28.act	l1.s29.proj	-1	13	524288	16	1	205.12194687777119
mha4	32	128	l1.s29.proj	l1.s29.add	13	13	16	16	4096	0
mha4	32	128	l1.s24.add	l1.s29.add	10	13	16	16	4096	0
mha4	32	128	l1.s29.add	l2.s30.norm	13	-1	512	128	128	19.230769396298506
mha4	32	128	l2.s30.norm	l2.s31.proj	-1	14	512	16	512	99.35897521420894
mha4	32	128	l2.s30.norm	l2.s32.proj	-1	15	512	16	512	99.35897521420894
mha4	32	128	l2.s30.norm	l2.s33.proj	-1	16	512	16	512	99.35897521420894
mha4	32	128	l2.s31.proj	l2.s34.rope	14	-1	65536	65536	1	0
mha4	32	128	l2.s32.proj	l2.s35.rope	15	-1	65536	65536	1	0
mha4	32	128	l2.s35.rope	l2.s36.append	-1	-1	65536	65536	1	0
mha4	32	128	l2.s33.proj	l2.s37.append	16	-1	65536	65536	1	0
mha4	32	128	l2.s34.rope	l2.s38.attn	-1	-1	65536	512	1	25.440705347186565
mha4	32	128	l2.s36.append	l2.s38.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	32	128	l2.s37.append	l2.s38.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	32	128	l2.s38.attn	l2.s39.proj	-1	17	2048	16	128	101.76282138874626
mha4	32	128	l2.s39.proj	l2.s39.add	17	17	16	16	4096	0
mha4	32	128	l1.s29.add	l2.s39.add	13	17	16	16	4096	0
mha4	32	128	l2.s39.add	l2.s40.norm	17	-1	512	128	128	19.230769396298506
mha4	32	128	l2.s40.norm	l2.s41.proj	-1	18	1024	32	512	198.71795042841788
mha4	32	128	l2.s40.norm	l2.s42.proj	-1	19	1024	32	512	198.71795042841788
mha4	32	128	l2.s41.proj	l2.s43.act	18	-1	131072	131072	1	0
mha4	32	128	l2.s42.proj	l2.s43.act	19	-1	131072	131072	1	0
mha4	32	128	l2.s43.act	l2.s44.proj	-1	20	524288	16	1	205.12194687777119
mha4	32	128	l2.s44.proj	l2.s44.add	20	20	16	16	4096	0
mha4	32	128	l2.s39.add	l2.s44.add	17	20	16	16	4096	0
mha4	32	128	l2.s44.add	l3.s45.norm	20	-1	512	128	128	19.230769396298506
mha4	32	128	l3.s45.norm	l3.s46.proj	-1	21	512	16	512	99.35897521420894
mha4	32	128	l3.s45.norm	l3.s47.proj	-1	22	512	16	512	99.35897521420894
mha4	32	128	l3.s45.norm	l3.s48.proj	-1	23	512	16	512	99.35897521420894
mha4	32	128	l3.s46.proj	l3.s49.rope	21	-1	65536	65536	1	0
mha4	32	128	l3.s47.proj	l3.s50.rope	22	-1	65536	65536	1	0
mha4	32	128	l3.s50.rope	l3.s51.append	-1	-1	65536	65536	1	0
mha4	32	128	l3.s48.proj	l3.s52.append	23	-1	65536	65536	1	0
mha4	32	128	l3.s49.rope	l3.s53.attn	-1	-1	65536	512	1	25.440705347186565
mha4	32	128	l3.s51.append	l3.s53.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	32	128	l3.s52.append	l3.s53.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	32	128	l3.s53.attn	l3.s54.proj	-1	24	2048	16	128	101.76282138874626
mha4	32	128	l3.s54.proj	l3.s54.add	24	24	16	16	4096	0
mha4	32	128	l2.s44.add	l3.s54.add	20	24	16	16	4096	0
mha4	32	128	l3.s54.add	l3.s55.norm	24	-1	512	128	128	19.230769396298506
mha4	32	128	l3.s55.norm	l3.s56.proj	-1	25	1024	32	512	198.71795042841788
mha4	32	128	l3.s55.norm	l3.s57.proj	-1	26	1024	32	512	198.71795042841788
mha4	32	128	l3.s56.proj	l3.s58.act	25	-1	131072	131072	1	0
mha4	32	128	l3.s57.proj	l3.s58.act	26	-1	131072	131072	1	0
mha4	32	128	l3.s58.act	l3.s59.proj	-1	27	524288	16	1	205.12194687777119
mha4	32	128	l3.s59.proj	l3.s59.add	27	27	16	16	4096	0
mha4	32	128	l3.s54.add	l3.s59.add	24	27	16	16	4096	0
mha4	128	32	l0.s00.norm	l0.s01.proj	-1	0	2048	16	512	407.05128555498504
mha4	128	32	l0.s00.norm	l0.s02.proj	-1	1	2048	16	512	407.05128555498504
mha4	128	32	l0.s00.norm	l0.s03.proj	-1	2	2048	16	512	407.05128555498504
mha4	128	32	l0.s01.proj	l0.s04.rope	0	-1	65536	65536	1	0
mha4	128	32	l0.s02.proj	l0.s05.rope	1	-1	65536	65536	1	0
mha4	128	32	l0.s05.rope	l0.s06.append	-1	-1	65536	65536	1	0
mha4	128	32	l0.s03.proj	l0.s07.append	2	-1	65536	65536	1	0
mha4	128	32	l0.s04.rope	l0.s08.attn	-1	-1	65536	512	1	25.440705347186565
mha4	128	32	l0.s06.append	l0.s08.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	32	l0.s07.append	l0.s08.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	32	l0.s08.attn	l0.s09.proj	-1	3	8192	16	128	409.45513172952235
mha4	128	32	l0.s09.proj	l0.s09.add	3	3	16	16	4096	0
mha4	128	32	l0.s09.add	l0.s10.norm	3	-1	2048	128	32	24.03846174537313
mha4	128	32	l0.s10.norm	l0.s11.proj	-1	4	4096	32	512	814.10257110997009
mha4	128	32	l0.s10.norm	l0.s12.proj	-1	5	4096	32	512	814.10257110997009
mha4	128	32	l0.s11.proj	l0.s13.act	4	-1	131072	131072	1	0
mha4	128	32	l0.s12.proj	l0.s13.act	5	-1	131072	131072	1	0
mha4	128	32	l0.s13.act	l0.s14.proj	-1	6	2097152	16	1	820.50656755932334
mha4	128	32	l0.s14.proj	l0.s14.add	6	6	16	16	4096	0
mha4	128	32	l0.s09.add	l0.s14.add	3	6	16	16	4096	0
mha4	128	32	l0.s14.add	l1.s15.norm	6	-1	2048	128	32	24.03846174537313
mha4	128	32	l1.s15.norm	l1.s16.proj	-1	7	2048	16	512	407.05128555498504
mha4	128	32	l1.s15.norm	l1.s17.proj	-1	8	2048	16	512	407.05128555498504
mha4	128	32	l1.s15.norm	l1.s18.proj	-1	9	2048	16	512	407.05128555498504
mha4	128	32	l1.s16.proj	l1.s19.rope	7	-1	65536	65536	1	0
mha4	128	32	l1.s17.proj	l1.s20.rope	8	-1	65536	65536	1	0
mha4	128	32	l1.s20.rope	l1.s21.append	-1	-1	65536	65536	1	0
mha4	128	32	l1.s18.proj	l1.s22.append	9	-1	65536	65536	1	0
mha4	128	32	l1.s19.rope	l1.s23.attn	-1	-1	65536	512	1	25.440705347186565
mha4	128	32	l1.s21.append	l1.s23.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	32	l1.s22.append	l1.s23.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	32	l1.s23.attn	l1.s24.proj	-1	10	8192	16	128	409.45513172952235
mha4	128	32	l1.s24.proj	l1.s24.add	10	10	16	16	4096	0
mha4	128	32	l0.s14.add	l1.s24.add	6	10	16	16	4096	0
mha4	128	32	l1.s24.add	l1.s25.norm	10	-1	2048	128	32	24.03846174537313
mha4	128	32	l1.s25.norm	l1.s26.proj	-1	11	4096	32	512	814.10257110997009
mha4	128	32	l1.s25.norm	l1.s27.proj	-1	12	4096	32	512	814.10257110997009
mha4	128	32	l1.s26.proj	l1.s28.act	11	-1	131072	131072	1	0
mha4	128	32	l1.s27.proj	l1.s28.act	12	-1	131072	131072	1	0
mha4	128	32	l1.s28.act	l1.s29.proj	-1	13	2097152	16	1	820.50656755932334
mha4	128	32	l1.s29.proj	l1.s29.add	13	13	16	16	4096	0
mha4	128	32	l1.s24.add	l1.s29.add	10	13	16	16	4096	0
mha4	128	32	l1.s29.add	l2.s30.norm	13	-1	2048	128	32	24.03846174537313
mha4	128	32	l2.s30.norm	l2.s31.proj	-1	14	2048	16	512	407.05128555498504
mha4	128	32	l2.s30.norm	l2.s32.proj	-1	15	2048	16	512	407.05128555498504
mha4	128	32	l2.s30.norm	l2.s33.proj	-1	16	2048	16	512	407.05128555498504
mha4	128	32	l2.s31.proj	l2.s34.rope	14	-1	65536	65536	1	0
mha4	128	32	l2.s32.proj	l2.s35.rope	15	-1	65536	65536	1	0
mha4	128	32	l2.s35.rope	l2.s36.append	-1	-1	65536	65536	1	0
mha4	128	32	l2.s33.proj	l2.s37.append	16	-1	65536	65536	1	0
mha4	128	32	l2.s34.rope	l2.s38.attn	-1	-1	65536	512	1	25.440705347186565
mha4	128	32	l2.s36.append	l2.s38.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	32	l2.s37.append	l2.s38.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	32	l2.s38.attn	l2.s39.proj	-1	17	8192	16	128	409.45513172952235
mha4	128	32	l2.s39.proj	l2.s39.add	17	17	16	16	4096	0
mha4	128	32	l1.s29.add	l2.s39.add	13	17	16	16	4096	0
mha4	128	32	l2.s39.add	l2.s40.norm	17	-1	2048	128	32	24.03846174537313
mha4	128	32	l2.s40.norm	l2.s41.proj	-1	18	4096	32	512	814.10257110997009
mha4	128	32	l2.s40.norm	l2.s42.proj	-1	19	4096	32	512	814.10257110997009
mha4	128	32	l2.s41.proj	l2.s43.act	18	-1	131072	131072	1	0
mha4	128	32	l2.s42.proj	l2.s43.act	19	-1	131072	131072	1	0
mha4	128	32	l2.s43.act	l2.s44.proj	-1	20	2097152	16	1	820.50656755932334
mha4	128	32	l2.s44.proj	l2.s44.add	20	20	16	16	4096	0
mha4	128	32	l2.s39.add	l2.s44.add	17	20	16	16	4096	0
mha4	128	32	l2.s44.add	l3.s45.norm	20	-1	2048	128	32	24.03846174537313
mha4	128	32	l3.s45.norm	l3.s46.proj	-1	21	2048	16	512	407.05128555498504
mha4	128	32	l3.s45.norm	l3.s47.proj	-1	22	2048	16	512	407.05128555498504
mha4	128	32	l3.s45.norm	l3.s48.proj	-1	23	2048	16	512	407.05128555498504
mha4	128	32	l3.s46.proj	l3.s49.rope	21	-1	65536	65536	1	0
mha4	128	32	l3.s47.proj	l3.s50.rope	22	-1	65536	65536	1	0
mha4	128	32	l3.s50.rope	l3.s51.append	-1	-1	65536	65536	1	0
mha4	128	32	l3.s48.proj	l3.s52.append	23	-1	65536	65536	1	0
mha4	128	32	l3.s49.rope	l3.s53.attn	-1	-1	65536	512	1	25.440705347186565
mha4	128	32	l3.s51.append	l3.s53.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	32	l3.s52.append	l3.s53.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	32	l3.s53.attn	l3.s54.proj	-1	24	8192	16	128	409.45513172952235
mha4	128	32	l3.s54.proj	l3.s54.add	24	24	16	16	4096	0
mha4	128	32	l2.s44.add	l3.s54.add	20	24	16	16	4096	0
mha4	128	32	l3.s54.add	l3.s55.norm	24	-1	2048	128	32	24.03846174537313
mha4	128	32	l3.s55.norm	l3.s56.proj	-1	25	4096	32	512	814.10257110997009
mha4	128	32	l3.s55.norm	l3.s57.proj	-1	26	4096	32	512	814.10257110997009
mha4	128	32	l3.s56.proj	l3.s58.act	25	-1	131072	131072	1	0
mha4	128	32	l3.s57.proj	l3.s58.act	26	-1	131072	131072	1	0
mha4	128	32	l3.s58.act	l3.s59.proj	-1	27	2097152	16	1	820.50656755932334
mha4	128	32	l3.s59.proj	l3.s59.add	27	27	16	16	4096	0
mha4	128	32	l3.s54.add	l3.s59.add	24	27	16	16	4096	0
mha4	128	128	l0.s00.norm	l0.s01.proj	-1	0	512	4	512	101.76282138874626
mha4	128	128	l0.s00.norm	l0.s02.proj	-1	1	512	4	512	101.76282138874626
mha4	128	128	l0.s00.norm	l0.s03.proj	-1	2	512	4	512	101.76282138874626
mha4	128	128	l0.s01.proj	l0.s04.rope	0	-1	65536	65536	1	0
mha4	128	128	l0.s02.proj	l0.s05.rope	1	-1	65536	65536	1	0
mha4	128	128	l0.s05.rope	l0.s06.append	-1	-1	65536	65536	1	0
mha4	128	128	l0.s03.proj	l0.s07.append	2	-1	65536	65536	1	0
mha4	128	128	l0.s04.rope	l0.s08.attn	-1	-1	65536	512	1	25.440705347186565
mha4	128	128	l0.s06.append	l0.s08.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	128	l0.s07.append	l0.s08.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	128	l0.s08.attn	l0.s09.proj	-1	3	2048	4	128	102.36378293238059
mha4	128	128	l0.s09.proj	l0.s09.add	3	3	4	4	16384	0
mha4	128	128	l0.s09.add	l0.s10.norm	3	-1	512	128	128	19.230769396298506
mha4	128	128	l0.s10.norm	l0.s11.proj	-1	4	1024	8	512	203.52564277749252
mha4	128	128	l0.s10.norm	l0.s12.proj	-1	5	1024	8	512	203.52564277749252
mha4	128	128	l0.s11.proj	l0.s13.act	4	-1	131072	131072	1	0
mha4	128	128	l0.s12.proj	l0.s13.act	5	-1	131072	131072	1	0
mha4	128	128	l0.s13.act	l0.s14.proj	-1	6	524288	4	1	205.12664188983084
mha4	128	128	l0.s14.proj	l0.s14.add	6	6	4	4	16384	0
mha4	128	128	l0.s09.add	l0.s14.add	3	6	4	4	16384	0
mha4	128	128	l0.s14.add	l1.s15.norm	6	-1	512	128	128	19.230769396298506
mha4	128	128	l1.s15.norm	l1.s16.proj	-1	7	512	4	512	101.76282138874626
mha4	128	128	l1.s15.norm	l1.s17.proj	-1	8	512	4	512	101.76282138874626
mha4	128	128	l1.s15.norm	l1.s18.proj	-1	9	512	4	512	101.76282138874626
mha4	128	128	l1.s16.proj	l1.s19.rope	7	-1	65536	65536	1	0
mha4	128	128	l1.s17.proj	l1.s20.rope	8	-1	65536	65536	1	0
mha4	128	128	l1.s20.rope	l1.s21.append	-1	-1	65536	65536	1	0
mha4	128	128	l1.s18.proj	l1.s22.append	9	-1	65536	65536	1	0
mha4	128	128	l1.s19.rope	l1.s23.attn	-1	-1	65536	512	1	25.440705347186565
mha4	128	128	l1.s21.append	l1.s23.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	128	l1.s22.append	l1.s23.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	128	l1.s23.attn	l1.s24.proj	-1	10	2048	4	128	102.36378293238059
mha4	128	128	l1.s24.proj	l1.s24.add	10	10	4	4	16384	0
mha4	128	128	l0.s14.add	l1.s24.add	6	10	4	4	16384	0
mha4	128	128	l1.s24.add	l1.s25.norm	10	-1	512	128	128	19.230769396298506
mha4	128	128	l1.s25.norm	l1.s26.proj	-1	11	1024	8	512	203.52564277749252
mha4	128	128	l1.s25.norm	l1.s27.proj	-1	12	1024	8	512	203.52564277749252
mha4	128	128	l1.s26.proj	l1.s28.act	11	-1	131072	131072	1	0
mha4	128	128	l1.s27.proj	l1.s28.act	12	-1	131072	131072	1	0
mha4	128	128	l1.s28.act	l1.s29.proj	-1	13	524288	4	1	205.12664188983084
mha4	128	128	l1.s29.proj	l1.s29.add	13	13	4	4	16384	0
mha4	128	128	l1.s24.add	l1.s29.add	10	13	4	4	16384	0
mha4	128	128	l1.s29.add	l2.s30.norm	13	-1	512	128	128	19.230769396298506
mha4	128	128	l2.s30.norm	l2.s31.proj	-1	14	512	4	512	101.76282138874626
mha4	128	128	l2.s30.norm	l2.s32.proj	-1	15	512	4	512	101.76282138874626
mha4	128	128	l2.s30.norm	l2.s33.proj	-1	16	512	4	512	101.76282138874626
mha4	128	128	l2.s31.proj	l2.s34.rope	14	-1	65536	65536	1	0
mha4	128	128	l2.s32.proj	l2.s35.rope	15	-1	65536	65536	1	0
mha4	128	128	l2.s35.rope	l2.s36.append	-1	-1	65536	65536	1	0
mha4	128	128	l2.s33.proj	l2.s37.append	16	-1	65536	65536	1	0
mha4	128	128	l2.s34.rope	l2.s38.attn	-1	-1	65536	512	1	25.440705347186565
mha4	128	128	l2.s36.append	l2.s38.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	128	l2.s37.append	l2.s38.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	128	l2.s38.attn	l2.s39.proj	-1	17	2048	4	128	102.36378293238059
mha4	128	128	l2.s39.proj	l2.s39.add	17	17	4	4	16384	0
mha4	128	128	l1.s29.add	l2.s39.add	13	17	4	4	16384	0
mha4	128	128	l2.s39.add	l2.s40.norm	17	-1	512	128	128	19.230769396298506
mha4	128	128	l2.s40.norm	l2.s41.proj	-1	18	1024	8	512	203.52564277749252
mha4	128	128	l2.s40.norm	l2.s42.proj	-1	19	1024	8	512	203.52564277749252
mha4	128	128	l2.s41.proj	l2.s43.act	18	-1	131072	131072	1	0
mha4	128	128	l2.s42.proj	l2.s43.act	19	-1	131072	131072	1	0
mha4	128	128	l2.s43.act	l2.s44.proj	-1	20	524288	4	1	205.12664188983084
mha4	128	128	l2.s44.proj	l2.s44.add	20	20	4	4	16384	0
mha4	128	128	l2.s39.add	l2.s44.add	17	20	4	4	16384	0
mha4	128	128	l2.s44.add	l3.s45.norm	20	-1	512	128	128	19.230769396298506
