model	seq	variant	baseline	metric	rounds	delta_median	ci_low	ci_high	wilcoxon_p
mha4	128	fanin64	base	l1_ms	25	-0.0021759999999999557	-0.006144000000000149	0.0030719999999999636	0.258351986766433
mha4	128	fanin64	base	l2_ms	25	0.03583999999999987	0.03379199999999982	0.037791999999999826	1.2953246163592664e-05
mha4	128	fanin64	base	ratio	25	0.033163172623315695	0.02998508384587084	0.035650571890071925	1.3070605478013073e-05
mha4	128	load_lines	base	l1_ms	25	-0.0008319999999999439	-0.0022400000000000198	0.00015999999999993797	0.1658341642565157
mha4	128	load_lines	base	l2_ms	25	0.0	-0.0020480000000000498	0.0007999999999999119	0.1590669519526021
mha4	128	load_lines	base	ratio	25	0.0003390029256555849	-0.003137926596135987	0.0034529236605198577	0.9886020368185288
mha4	128	shard1	base	l1_ms	25	0.0020479999999998277	-0.0010879999999999779	0.0042880000000000695	0.16996552349680683
mha4	128	shard1	base	l2_ms	25	0.014336000000000126	0.011264000000000163	0.016383999999999954	1.3047065538460705e-05
mha4	128	shard1	base	ratio	25	0.009720837853211206	0.007403186339062007	0.013504739644202068	1.3070605478013073e-05
mha4	128	shard128	base	l1_ms	25	0.0011839999999998518	-0.0029120000000000257	0.0042240000000000055	0.35312722689325626
mha4	128	shard128	base	l2_ms	25	0.03276799999999991	0.031743999999999994	0.034975999999999896	1.3023559673087328e-05
mha4	128	shard128	base	ratio	25	0.027378171361427173	0.02611580280011916	0.029473876807305288	1.3070605478013073e-05
mha4	128	shard16	base	l1_ms	25	0.0020480000000000498	-0.0019199999999999218	0.006143999999999927	0.06924895454141772
mha4	128	shard16	base	l2_ms	25	0.034783999999999926	0.031743999999999994	0.03667200000000004	1.3035308348743118e-05
mha4	128	shard16	base	ratio	25	0.026681757286971974	0.02566640426473299	0.029068511317853263	1.3070605478013073e-05
mha4	128	shard4	base	l1_ms	25	0.0030719999999999636	-0.0008960000000000079	0.006143999999999927	0.016384104644418467
mha4	128	shard4	base	l2_ms	25	0.033792000000000044	0.031743999999999994	0.03481600000000018	1.3011819507012243e-05
mha4	128	shard4	base	ratio	25	0.026475793769254352	0.02575875003311956	0.02888746022131139	1.3070605478013073e-05
mha4	128	shard64	base	l1_ms	25	0.0010239999999999139	-0.0029120000000000257	0.0022720000000000518	0.6964124144990916
mha4	128	shard64	base	l2_ms	25	0.03276799999999991	0.029695999999999945	0.03465600000000002	1.3070605478013073e-05
mha4	128	shard64	base	ratio	25	0.027498484225653597	0.026807025258668737	0.028957350100632384	1.3070605478013073e-05
