tile_m	tile_n	tile_k	stages	l05_ms	l1_ms	l2_ms	status	l05_hash	smem	ctas_per_sm	grid
32	256	16	2	1.221792	1.214464	1.232896	PASS	5245714bc5d3ab4d	37120	2	256
32	256	16	3	1.208352	1.199104	1.222656	PASS	5245714bc5d3ab4d	55680	1	128
32	256	16	4	1.220704	1.212544	1.231712	PASS	5245714bc5d3ab4d	74240	1	128
32	256	16	5	1.227776	1.211552	1.228768	PASS	5245714bc5d3ab4d	92800	1	128
32	256	32	2	1.259520	1.233056	1.277952	PASS	5245714bc5d3ab4d	74240	1	128
64	16	16	2	0.428864	0.411648	0.433152	PASS	5245714bc5d3ab4d	10496	2	256
64	16	16	3	0.418816	0.406528	0.427008	PASS	5245714bc5d3ab4d	15744	2	256
64	16	16	4	0.423840	0.408576	0.424960	PASS	5245714bc5d3ab4d	20992	2	256
64	16	16	5	0.425984	0.408576	0.421888	PASS	5245714bc5d3ab4d	26240	2	256
64	16	32	2	0.415744	0.409600	0.424960	PASS	5245714bc5d3ab4d	20992	2	256
64	16	32	3	0.370816	0.372736	0.382208	PASS	5245714bc5d3ab4d	31488	2	256
64	16	32	4	0.377856	0.372736	0.386048	PASS	5245714bc5d3ab4d	41984	2	256
64	16	32	5	0.409600	0.404608	0.420864	PASS	5245714bc5d3ab4d	52480	1	128
64	32	8	2	0.904192	0.906240	0.905216	PASS	5245714bc5d3ab4d	6272	3	384
64	32	8	3	0.906144	0.882688	0.893728	PASS	5245714bc5d3ab4d	9408	3	384
64	32	8	4	0.893952	0.893888	0.895904	PASS	5245714bc5d3ab4d	12544	3	384
64	32	8	5	0.900928	0.892928	0.896032	PASS	5245714bc5d3ab4d	15680	3	384
64	32	16	2	0.858112	0.851968	0.857088	PASS	5245714bc5d3ab4d	12544	3	384
64	32	16	3	0.842752	0.844800	0.850944	PASS	5245714bc5d3ab4d	18816	3	384
64	32	16	4	0.847872	0.843712	0.854912	PASS	5245714bc5d3ab4d	25088	3	384
64	32	16	5	0.854016	0.845824	0.856224	PASS	5245714bc5d3ab4d	31360	3	384
64	32	32	2	0.477184	0.474016	0.485376	PASS	5245714bc5d3ab4d	25088	2	256
64	32	32	3	0.473216	0.472064	0.477472	PASS	5245714bc5d3ab4d	37632	2	256
64	32	32	4	0.475136	0.472160	0.482304	PASS	5245714bc5d3ab4d	50176	2	256
64	32	32	5	0.474176	0.471040	0.483328	PASS	5245714bc5d3ab4d	62720	1	128
64	64	8	2	0.657312	0.642048	0.665600	PASS	5245714bc5d3ab4d	8320	2	256
64	64	8	3	0.658432	0.638080	0.657408	PASS	5245714bc5d3ab4d	12480	2	256
64	64	8	4	0.599040	0.581728	0.599040	PASS	5245714bc5d3ab4d	16640	2	256
64	64	8	5	0.603136	0.589824	0.600064	PASS	5245714bc5d3ab4d	20800	2	256
64	64	16	2	0.563200	0.552096	0.561984	PASS	5245714bc5d3ab4d	16640	2	256
64	64	16	3	0.609280	0.591872	0.616448	PASS	5245714bc5d3ab4d	24960	2	256
64	64	16	4	0.618496	0.589824	0.610304	PASS	5245714bc5d3ab4d	33280	2	256
64	64	16	5	0.616448	0.592128	0.615424	PASS	5245714bc5d3ab4d	41600	2	256
64	64	32	2	0.603936	0.606208	0.609280	PASS	5245714bc5d3ab4d	33280	2	256
64	64	32	3	0.594944	0.603904	0.608608	PASS	5245714bc5d3ab4d	49920	2	256
64	64	32	4	0.601984	0.603136	0.604160	PASS	5245714bc5d3ab4d	66560	1	128
64	64	32	5	0.606112	0.609280	0.618496	PASS	5245714bc5d3ab4d	83200	1	128
64	128	8	2	0.923744	0.899360	0.922624	PASS	5245714bc5d3ab4d	12416	2	256
64	128	8	3	0.916160	0.905440	0.927744	PASS	5245714bc5d3ab4d	18624	2	256
64	128	8	4	0.918528	0.902144	0.923584	PASS	5245714bc5d3ab4d	24832	2	256
64	128	8	5	0.919552	0.903392	0.915296	PASS	5245714bc5d3ab4d	31040	2	256
64	128	16	2	0.863232	0.839488	0.874496	PASS	5245714bc5d3ab4d	24832	2	256
64	128	16	3	0.864096	0.851968	0.854784	PASS	5245714bc5d3ab4d	37248	2	256
64	128	16	4	0.868192	0.836544	0.863232	PASS	5245714bc5d3ab4d	49664	2	256
64	128	16	5	0.868352	0.837632	0.862176	PASS	5245714bc5d3ab4d	62080	1	128
64	128	32	2	0.850944	0.853120	0.883712	PASS	5245714bc5d3ab4d	49664	1	128
64	128	32	3	0.848896	0.866432	0.884608	PASS	5245714bc5d3ab4d	74496	1	128
64	128	32	4	0.859936	0.868192	0.890880	PASS	5245714bc5d3ab4d	99328	1	128
64	256	8	2	1.457152	1.414144	1.452192	PASS	5245714bc5d3ab4d	20608	1	128
64	256	8	3	1.469440	1.439744	1.442816	PASS	5245714bc5d3ab4d	30912	1	128
64	256	8	4	1.457152	1.428480	1.434624	PASS	5245714bc5d3ab4d	41216	1	128
64	256	8	5	1.456128	1.428480	1.436672	PASS	5245714bc5d3ab4d	51520	1	128
64	256	16	2	1.361920	1.343328	1.358592	PASS	5245714bc5d3ab4d	41216	1	128
64	256	16	3	1.363136	1.332992	1.352704	PASS	5245714bc5d3ab4d	61824	1	128
64	256	16	4	1.364992	1.342464	1.357824	PASS	5245714bc5d3ab4d	82432	1	128
64	256	32	2	72.857597	70.403069	70.399811	PASS	5245714bc5d3ab4d	82432	1	128
128	16	16	2	0.594944	0.585920	0.596992	PASS	5245714bc5d3ab4d	18688	2	256
128	16	16	3	0.589984	0.572576	0.589824	PASS	5245714bc5d3ab4d	28032	2	256
128	16	16	4	0.653312	0.630496	0.649216	PASS	5245714bc5d3ab4d	37376	2	256
128	16	16	5	0.652288	0.633856	0.652288	PASS	5245714bc5d3ab4d	46720	2	256
128	16	32	2	0.653088	0.638976	0.667648	PASS	5245714bc5d3ab4d	37376	2	256
128	16	32	3	0.648192	0.626688	0.661504	PASS	5245714bc5d3ab4d	56064	1	128
128	16	32	4	0.650240	0.633856	0.663776	PASS	5245714bc5d3ab4d	74752	1	128
128	16	32	5	0.652416	0.636928	0.666368	PASS	5245714bc5d3ab4d	93440	1	128
128	32	8	2	0.756736	0.737504	0.756672	PASS	5245714bc5d3ab4d	10368	2	256
128	32	8	3	0.741312	0.722944	0.746496	PASS	5245714bc5d3ab4d	15552	2	256
128	32	8	4	1.337248	1.336032	1.339232	PASS	5245714bc5d3ab4d	20736	3	384
128	32	8	5	1.344512	1.337344	1.344512	PASS	5245714bc5d3ab4d	25920	3	384
128	32	16	2	0.718848	0.703744	0.720896	PASS	5245714bc5d3ab4d	20736	2	256
128	32	16	3	0.713536	0.691200	0.715520	PASS	5245714bc5d3ab4d	31104	2	256
128	32	16	4	0.710656	0.700416	0.718848	PASS	5245714bc5d3ab4d	41472	2	256
128	32	16	5	0.715776	0.698368	0.717056	PASS	5245714bc5d3ab4d	51840	1	128
128	32	32	2	0.704512	0.721824	0.744448	PASS	5245714bc5d3ab4d	41472	1	128
128	32	32	3	0.707392	0.718848	0.741280	PASS	5245714bc5d3ab4d	62208	1	128
128	32	32	4	0.704512	0.732096	0.747520	PASS	5245714bc5d3ab4d	82944	1	128
128	64	8	2	0.906240	0.873472	0.893952	PASS	5245714bc5d3ab4d	12416	2	256
128	64	8	3	0.905216	0.869344	0.879616	PASS	5245714bc5d3ab4d	18624	2	256
128	64	8	4	0.893536	0.868608	0.887360	PASS	5245714bc5d3ab4d	24832	2	256
128	64	8	5	0.892928	0.867264	0.886528	PASS	5245714bc5d3ab4d	31040	2	256
128	64	16	2	0.837664	0.831424	0.851840	PASS	5245714bc5d3ab4d	24832	2	256
128	64	16	3	0.841344	0.819200	0.844416	PASS	5245714bc5d3ab4d	37248	2	256
128	64	16	4	0.843744	0.816960	0.840704	PASS	5245714bc5d3ab4d	49664	2	256
128	64	16	5	0.842752	0.815104	0.840416	PASS	5245714bc5d3ab4d	62080	1	128
128	64	32	2	0.818848	0.841728	0.861984	PASS	5245714bc5d3ab4d	49664	1	128
128	64	32	3	0.824320	0.834304	0.869024	PASS	5245714bc5d3ab4d	74496	1	128
128	64	32	4	0.831488	0.849056	0.878592	PASS	5245714bc5d3ab4d	99328	1	128
128	128	8	2	1.209344	1.178432	1.195712	PASS	5245714bc5d3ab4d	16512	1	128
128	128	8	3	1.199104	1.164224	1.197952	PASS	5245714bc5d3ab4d	24768	1	128
128	128	8	4	1.188864	1.177504	1.184768	PASS	5245714bc5d3ab4d	33024	1	128
128	128	8	5	1.192960	1.180672	1.192960	PASS	5245714bc5d3ab4d	41280	1	128
128	128	16	2	1.101504	1.082272	1.108992	PASS	5245714bc5d3ab4d	33024	1	128
128	128	16	3	1.102848	1.077376	1.099776	PASS	5245714bc5d3ab4d	49536	1	128
128	128	16	4	1.106208	1.081376	1.103872	PASS	5245714bc5d3ab4d	66048	1	128
128	128	16	5	1.113088	1.085568	1.116832	PASS	5245714bc5d3ab4d	82560	1	128
128	128	32	2	72.347427	69.734398	69.747711	PASS	5245714bc5d3ab4d	66048	1	128
128	128	32	3	72.545280	70.198273	70.200157	PASS	5245714bc5d3ab4d	99072	1	128
128	256	8	2	1.674240	1.685504	1.771520	PASS	5245714bc5d3ab4d	24704	1	128
128	256	8	3	1.682784	1.660736	1.755136	PASS	5245714bc5d3ab4d	37056	1	128
128	256	8	4	1.827840	1.820672	1.918976	PASS	5245714bc5d3ab4d	49408	1	128
128	256	8	5	1.840416	1.828992	1.919648	PASS	5245714bc5d3ab4d	61760	1	128
128	256	16	2	1.714176	1.679488	1.715200	PASS	5245714bc5d3ab4d	49408	1	128
128	256	16	3	1.626080	1.591104	1.552384	PASS	5245714bc5d3ab4d	74112	1	128
128	256	16	4	1.601536	1.593376	1.598464	PASS	5245714bc5d3ab4d	98816	1	128
128	256	32	2	133.169159	130.721786	130.695175	PASS	5245714bc5d3ab4d	98816	1	128
256	16	16	2	1.019904	0.995424	1.010464	PASS	5245714bc5d3ab4d	35072	2	256
256	16	16	3	1.000128	0.979968	0.999552	PASS	5245714bc5d3ab4d	52608	1	128
256	16	16	4	1.098528	1.077408	1.098976	PASS	5245714bc5d3ab4d	70144	1	128
256	16	16	5	1.102848	1.079296	1.101824	PASS	5245714bc5d3ab4d	87680	1	128
256	16	32	2	1.132384	1.126208	1.149952	PASS	5245714bc5d3ab4d	70144	1	128
256	32	8	2	1.199104	1.181696	1.202240	PASS	5245714bc5d3ab4d	18560	2	256
256	32	8	3	1.189888	1.164288	1.186784	PASS	5245714bc5d3ab4d	27840	2	256
256	32	8	4	1.192992	1.165312	1.189888	PASS	5245714bc5d3ab4d	37120	2	256
256	32	8	5	1.196032	1.178368	1.193984	PASS	5245714bc5d3ab4d	46400	2	256
256	32	16	2	1.165440	1.147904	1.169408	PASS	5245714bc5d3ab4d	37120	2	256
256	32	16	3	1.157120	1.143968	1.161184	PASS	5245714bc5d3ab4d	55680	1	128
256	32	16	4	1.164352	1.141728	1.163232	PASS	5245714bc5d3ab4d	74240	1	128
256	32	16	5	1.166336	1.145856	1.168384	PASS	5245714bc5d3ab4d	92800	1	128
256	32	32	2	1.192896	1.192960	1.209344	PASS	5245714bc5d3ab4d	74240	1	128
256	64	8	2	1.337344	1.329120	1.351680	PASS	5245714bc5d3ab4d	20608	1	128
256	64	8	3	1.336320	1.313792	1.341440	PASS	5245714bc5d3ab4d	30912	1	128
256	64	8	4	1.337344	1.326080	1.348576	PASS	5245714bc5d3ab4d	41216	1	128
256	64	8	5	1.340416	1.340416	1.353600	PASS	5245714bc5d3ab4d	51520	1	128
256	64	16	2	1.306624	1.276928	1.325024	PASS	5245714bc5d3ab4d	41216	1	128
256	64	16	3	1.302528	1.279104	1.312768	PASS	5245714bc5d3ab4d	61824	1	128
256	64	16	4	1.307648	1.293504	1.317792	PASS	5245714bc5d3ab4d	82432	1	128
256	64	32	2	72.665085	70.267906	70.243134	PASS	5245714bc5d3ab4d	82432	1	128
256	128	8	2	1.646592	1.592384	1.597184	PASS	5245714bc5d3ab4d	24704	1	128
256	128	8	3	1.632256	1.593344	1.599488	PASS	5245714bc5d3ab4d	37056	1	128
256	128	8	4	1.785856	1.726464	1.757184	PASS	5245714bc5d3ab4d	49408	1	128
256	128	8	5	1.789888	1.748992	1.736704	PASS	5245714bc5d3ab4d	61760	1	128
256	128	16	2	1.720320	1.675168	1.704832	PASS	5245714bc5d3ab4d	49408	1	128
256	128	16	3	1.708960	1.693696	1.716224	PASS	5245714bc5d3ab4d	74112	1	128
256	128	16	4	1.720320	1.705984	1.687776	PASS	5245714bc5d3ab4d	98816	1	128
256	128	32	2	132.921219	130.518112	130.492416	PASS	5245714bc5d3ab4d	98816	1	128
256	256	8	2	10.084256	10.173696	10.184704	PASS	5245714bc5d3ab4d	32896	1	128
256	256	8	3	10.227712	10.113024	10.113024	PASS	5245714bc5d3ab4d	49344	1	128
256	256	8	4	11.303936	11.219968	11.289344	PASS	5245714bc5d3ab4d	65792	1	128
256	256	8	5	10.996736	10.906368	10.970112	PASS	5245714bc5d3ab4d	82240	1	128
256	256	16	2	255.642624	253.184006	253.103104	PASS	5245714bc5d3ab4d	65792	1	128
256	256	16	3	255.805435	253.330521	253.360123	PASS	5245714bc5d3ab4d	98688	1	128
