tile_m	tile_n	tile_k	stages	l05_ms	l1_ms	l2_ms	status	l05_hash	smem	ctas_per_sm	grid
64	32	32	2	0.924672	0.935936	0.961568	PASS	fd15fa2e89cdb915	25088	2	256
64	32	32	3	0.920576	0.936960	0.952224	PASS	fd15fa2e89cdb915	37632	2	256
64	32	32	4	0.922624	0.935744	0.959424	PASS	fd15fa2e89cdb915	50176	2	256
64	32	32	5	0.923648	0.934048	0.965632	PASS	fd15fa2e89cdb915	62720	1	128
64	64	8	2	1.290240	1.273824	1.329152	PASS	fd15fa2e89cdb915	8320	2	256
64	64	8	3	1.270784	1.267712	1.312768	PASS	fd15fa2e89cdb915	12480	2	256
64	64	8	4	1.285120	1.263296	1.311744	PASS	fd15fa2e89cdb915	16640	2	256
64	64	8	5	1.295360	1.270784	1.314816	PASS	fd15fa2e89cdb915	20800	2	256
64	64	16	2	1.205248	1.193216	1.229824	PASS	fd15fa2e89cdb915	16640	2	256
64	64	16	3	1.183744	1.173216	1.226560	PASS	fd15fa2e89cdb915	24960	2	256
64	64	16	4	1.200128	1.170432	1.213216	PASS	fd15fa2e89cdb915	33280	2	256
64	64	16	5	1.210368	1.172480	1.222656	PASS	fd15fa2e89cdb915	41600	2	256
64	64	32	2	1.179584	1.199104	1.212416	PASS	fd15fa2e89cdb915	33280	2	256
64	64	32	3	1.164192	1.195776	1.209344	PASS	fd15fa2e89cdb915	49920	2	256
64	64	32	4	1.171456	1.197184	1.208544	PASS	fd15fa2e89cdb915	66560	1	128
64	64	32	5	1.184800	1.201152	1.231808	PASS	fd15fa2e89cdb915	83200	1	128
64	128	8	2	1.828864	1.792000	1.842176	PASS	fd15fa2e89cdb915	12416	2	256
64	128	8	3	1.806336	1.797120	1.846240	PASS	fd15fa2e89cdb915	18624	2	256
64	128	8	4	1.807360	1.792000	1.843200	PASS	fd15fa2e89cdb915	24832	2	256
64	128	8	5	1.812480	1.796928	1.825792	PASS	fd15fa2e89cdb915	31040	2	256
64	128	16	2	1.700864	1.665024	1.744640	PASS	fd15fa2e89cdb915	24832	2	256
64	128	16	3	1.688576	1.694720	1.708032	PASS	fd15fa2e89cdb915	37248	2	256
64	128	16	4	1.710048	1.666944	1.720320	PASS	fd15fa2e89cdb915	49664	2	256
64	128	16	5	1.701888	1.664128	1.719296	PASS	fd15fa2e89cdb915	62080	1	128
64	128	32	2	1.671008	1.696768	1.764352	PASS	fd15fa2e89cdb915	49664	1	128
64	128	32	3	1.671168	1.725376	1.764352	PASS	fd15fa2e89cdb915	74496	1	128
64	128	32	4	1.692672	1.728512	1.776640	PASS	fd15fa2e89cdb915	99328	1	128
64	256	8	2	2.876416	2.817184	2.902656	PASS	fd15fa2e89cdb915	20608	1	128
64	256	8	3	2.904896	2.870272	2.880512	PASS	fd15fa2e89cdb915	30912	1	128
64	256	8	4	2.872320	2.848736	2.866176	PASS	fd15fa2e89cdb915	41216	1	128
64	256	8	5	2.873344	2.849952	2.869248	PASS	fd15fa2e89cdb915	51520	1	128
64	256	16	2	2.679712	2.682048	2.712576	PASS	fd15fa2e89cdb915	41216	1	128
64	256	16	3	2.685952	2.655232	2.700288	PASS	fd15fa2e89cdb915	61824	1	128
64	256	16	4	2.693120	2.679968	2.712416	PASS	fd15fa2e89cdb915	82432	1	128
64	256	32	2	143.311874	140.997635	140.977158	PASS	fd15fa2e89cdb915	82432	1	128
128	16	16	2	1.162944	1.161216	1.187840	PASS	fd15fa2e89cdb915	18688	2	256
128	16	16	3	1.147936	1.134752	1.174240	PASS	fd15fa2e89cdb915	28032	2	256
128	16	16	4	1.268800	1.238400	1.290240	PASS	fd15fa2e89cdb915	37376	2	256
128	16	16	5	1.271744	1.251328	1.294432	PASS	fd15fa2e89cdb915	46720	2	256
128	16	32	2	1.266688	1.263616	1.324032	PASS	fd15fa2e89cdb915	37376	2	256
128	16	32	3	1.259520	1.241312	1.315840	PASS	fd15fa2e89cdb915	56064	1	128
128	16	32	4	1.264640	1.255584	1.321984	PASS	fd15fa2e89cdb915	74752	1	128
128	16	32	5	1.273856	1.261312	1.327104	PASS	fd15fa2e89cdb915	93440	1	128
128	32	8	2	1.475680	1.458176	1.503232	PASS	fd15fa2e89cdb915	10368	2	256
128	32	8	3	1.447904	1.431552	1.487872	PASS	fd15fa2e89cdb915	15552	2	256
128	32	8	4	2.645760	2.659328	2.670592	PASS	fd15fa2e89cdb915	20736	3	384
128	32	8	5	2.654208	2.661376	2.681856	PASS	fd15fa2e89cdb915	25920	3	384
128	32	16	2	1.396672	1.395424	1.434624	PASS	fd15fa2e89cdb915	20736	2	256
128	32	16	3	1.386496	1.370112	1.424384	PASS	fd15fa2e89cdb915	31104	2	256
128	32	16	4	1.390592	1.388896	1.428448	PASS	fd15fa2e89cdb915	41472	2	256
128	32	16	5	1.391616	1.384640	1.430528	PASS	fd15fa2e89cdb915	51840	1	128
128	32	32	2	1.370368	1.431712	1.479680	PASS	fd15fa2e89cdb915	41472	1	128
128	32	32	3	1.366784	1.425408	1.475584	PASS	fd15fa2e89cdb915	62208	1	128
128	32	32	4	1.375264	1.452704	1.488896	PASS	fd15fa2e89cdb915	82944	1	128
128	64	8	2	1.774464	1.730816	1.778688	PASS	fd15fa2e89cdb915	12416	2	256
128	64	8	3	1.760256	1.721696	1.754112	PASS	fd15fa2e89cdb915	18624	2	256
128	64	8	4	1.758208	1.725824	1.770496	PASS	fd15fa2e89cdb915	24832	2	256
128	64	8	5	1.762304	1.725376	1.773536	PASS	fd15fa2e89cdb915	31040	2	256
128	64	16	2	1.655808	1.654016	1.697600	PASS	fd15fa2e89cdb915	24832	2	256
128	64	16	3	1.659808	1.627136	1.683392	PASS	fd15fa2e89cdb915	37248	2	256
128	64	16	4	1.659904	1.627488	1.679648	PASS	fd15fa2e89cdb915	49664	2	256
128	64	16	5	1.658208	1.625088	1.679072	PASS	fd15fa2e89cdb915	62080	1	128
128	64	32	2	1.614848	1.674240	1.722176	PASS	fd15fa2e89cdb915	49664	1	128
128	64	32	3	1.623040	1.663072	1.735616	PASS	fd15fa2e89cdb915	74496	1	128
128	64	32	4	1.639424	1.689760	1.750016	PASS	fd15fa2e89cdb915	99328	1	128
128	128	8	2	2.188576	2.149376	2.168640	PASS	fd15fa2e89cdb915	16512	1	128
128	128	8	3	2.372544	2.319552	2.384896	PASS	fd15fa2e89cdb915	24768	1	128
128	128	8	4	2.355200	2.347744	2.360320	PASS	fd15fa2e89cdb915	33024	1	128
128	128	8	5	2.362208	2.352128	2.373632	PASS	fd15fa2e89cdb915	41280	1	128
128	128	16	2	2.179072	2.157728	2.213888	PASS	fd15fa2e89cdb915	33024	1	128
128	128	16	3	2.183168	2.150560	2.194432	PASS	fd15fa2e89cdb915	49536	1	128
128	128	16	4	2.188576	2.154528	2.202464	PASS	fd15fa2e89cdb915	66048	1	128
128	128	16	5	2.204672	2.160544	2.225152	PASS	fd15fa2e89cdb915	82560	1	128
128	128	32	2	142.682114	139.943970	139.785217	PASS	fd15fa2e89cdb915	66048	1	128
128	128	32	3	142.535675	140.397568	140.426971	PASS	fd15fa2e89cdb915	99072	1	128
128	256	8	2	3.315712	3.370048	3.537664	PASS	fd15fa2e89cdb915	24704	1	128
128	256	8	3	3.338112	3.312640	3.504128	PASS	fd15fa2e89cdb915	37056	1	128
128	256	8	4	3.639264	3.641120	3.840000	PASS	fd15fa2e89cdb915	49408	1	128
128	256	8	5	3.663808	3.652608	3.837952	PASS	fd15fa2e89cdb915	61760	1	128
128	256	16	2	3.408832	3.351552	3.430368	PASS	fd15fa2e89cdb915	49408	1	128
128	256	16	3	3.440736	3.457024	3.381248	PASS	fd15fa2e89cdb915	74112	1	128
128	256	16	4	3.469216	3.475456	3.490912	PASS	fd15fa2e89cdb915	98816	1	128
128	256	32	2	263.926788	261.270508	261.212158	PASS	fd15fa2e89cdb915	98816	1	128
256	16	16	2	2.004992	1.982432	2.002144	PASS	fd15fa2e89cdb915	35072	2	256
256	16	16	3	1.968032	1.952768	1.987584	PASS	fd15fa2e89cdb915	52608	1	128
256	16	16	4	2.160640	2.146304	2.185280	PASS	fd15fa2e89cdb915	70144	1	128
256	16	16	5	2.170880	2.146112	2.193280	PASS	fd15fa2e89cdb915	87680	1	128
256	16	32	2	2.226176	2.240512	2.291552	PASS	fd15fa2e89cdb915	70144	1	128
256	32	8	2	2.369728	2.353184	2.397408	PASS	fd15fa2e89cdb915	18560	2	256
256	32	8	3	2.356224	2.320384	2.369536	PASS	fd15fa2e89cdb915	27840	2	256
256	32	8	4	2.361344	2.320384	2.373632	PASS	fd15fa2e89cdb915	37120	2	256
256	32	8	5	2.369536	2.345152	2.380640	PASS	fd15fa2e89cdb915	46400	2	256
256	32	16	2	2.308064	2.284544	2.328672	PASS	fd15fa2e89cdb915	37120	2	256
256	32	16	3	2.279424	2.276256	2.311168	PASS	fd15fa2e89cdb915	55680	1	128
256	32	16	4	2.288640	2.275328	2.318336	PASS	fd15fa2e89cdb915	74240	1	128
256	32	16	5	2.298624	2.283520	2.327552	PASS	fd15fa2e89cdb915	92800	1	128
256	32	32	2	2.352928	2.375680	2.407424	PASS	fd15fa2e89cdb915	74240	1	128
256	64	8	2	2.651136	2.647232	2.696192	PASS	fd15fa2e89cdb915	20608	1	128
256	64	8	3	2.634464	2.616448	2.672640	PASS	fd15fa2e89cdb915	30912	1	128
256	64	8	4	2.640896	2.642080	2.688224	PASS	fd15fa2e89cdb915	41216	1	128
256	64	8	5	2.646848	2.672512	2.698464	PASS	fd15fa2e89cdb915	51520	1	128
256	64	16	2	2.582656	2.543488	2.638848	PASS	fd15fa2e89cdb915	41216	1	128
256	64	16	3	2.565088	2.548512	2.612224	PASS	fd15fa2e89cdb915	61824	1	128
256	64	16	4	2.579232	2.576384	2.626560	PASS	fd15fa2e89cdb915	82432	1	128
256	64	32	2	143.318008	141.084671	141.087585	PASS	fd15fa2e89cdb915	82432	1	128
256	128	8	2	3.252224	3.172352	3.183552	PASS	fd15fa2e89cdb915	24704	1	128
256	128	8	3	3.225280	3.172352	3.189536	PASS	fd15fa2e89cdb915	37056	1	128
256	128	8	4	3.543040	3.439744	3.503104	PASS	fd15fa2e89cdb915	49408	1	128
256	128	8	5	3.539840	3.489920	3.461920	PASS	fd15fa2e89cdb915	61760	1	128
256	128	16	2	3.402912	3.336192	3.394560	PASS	fd15fa2e89cdb915	49408	1	128
256	128	16	3	3.376032	3.375008	3.418976	PASS	fd15fa2e89cdb915	74112	1	128
256	128	16	4	3.405088	3.399840	3.359744	PASS	fd15fa2e89cdb915	98816	1	128
256	128	32	2	263.397064	261.609467	261.024780	PASS	fd15fa2e89cdb915	98816	1	128
256	256	8	2	20.127745	20.269247	20.296703	PASS	fd15fa2e89cdb915	32896	1	128
256	256	8	3	20.420609	20.129951	20.182016	PASS	fd15fa2e89cdb915	49344	1	128
256	256	8	4	21.319679	21.112831	21.283615	PASS	fd15fa2e89cdb915	65792	1	128
256	256	8	5	21.339008	21.121216	21.253056	PASS	fd15fa2e89cdb915	82240	1	128
256	256	16	2	508.498322	506.047485	505.959412	PASS	fd15fa2e89cdb915	65792	1	128
256	256	16	3	508.525574	506.242676	506.194946	PASS	fd15fa2e89cdb915	98688	1	128
