worker	slot	stage	logical_task	dependency_begin	dependency_count	wait_begin	wait_count
20	6	15	20	16	1	2666	4
20	7	15	148	16	1	2670	0
20	8	17	20	18	1	2670	0
20	9	17	148	18	1	2670	0
20	10	16	20	17	1	2670	4
20	11	20	20	22	2	2674	4
20	12	21	20	24	1	2678	4
20	13	25	20	28	1	2682	4
20	14	23	84	26	1	2686	0
20	15	24	4	27	1	2686	4
20	16	29	4	32	1	2690	1
20	17	34	20	39	2	2691	1
20	18	35	20	41	1	2692	4
20	19	37	20	43	1	2696	4
20	20	37	148	43	1	2700	0
20	21	39	20	45	1	2700	0
20	22	39	148	45	1	2700	0
20	23	38	20	44	1	2700	4
20	24	42	20	49	2	2704	4
20	25	43	20	51	1	2708	4
21	0	3	21	2	1	2712	4
21	1	1	85	0	1	2716	0
21	2	2	5	1	1	2716	4
21	3	7	5	6	1	2720	1
21	4	12	21	13	1	2721	1
21	5	13	21	14	1	2722	4
21	6	15	21	16	1	2726	4
21	7	15	149	16	1	2730	0
21	8	17	21	18	1	2730	0
21	9	17	149	18	1	2730	0
21	10	16	21	17	1	2730	4
21	11	20	21	22	2	2734	4
21	12	21	21	24	1	2738	4
21	13	25	21	28	1	2742	4
21	14	23	85	26	1	2746	0
21	15	24	5	27	1	2746	4
21	16	29	5	32	1	2750	1
21	17	34	21	39	2	2751	1
21	18	35	21	41	1	2752	4
21	19	37	21	43	1	2756	4
21	20	37	149	43	1	2760	0
21	21	39	21	45	1	2760	0
21	22	39	149	45	1	2760	0
21	23	38	21	44	1	2760	4
21	24	42	21	49	2	2764	4
21	25	43	21	51	1	2768	4
22	0	3	22	2	1	2772	4
22	1	1	86	0	1	2776	0
22	2	2	6	1	1	2776	4
22	3	7	6	6	1	2780	1
22	4	12	22	13	1	2781	1
22	5	13	22	14	1	2782	4
22	6	15	22	16	1	2786	4
22	7	15	150	16	1	2790	0
22	8	17	22	18	1	2790	0
22	9	17	150	18	1	2790	0
22	10	16	22	17	1	2790	4
22	11	20	22	22	2	2794	4
22	12	21	22	24	1	2798	4
22	13	25	22	28	1	2802	4
22	14	23	86	26	1	2806	0
22	15	24	6	27	1	2806	4
22	16	29	6	32	1	2810	1
22	17	34	22	39	2	2811	1
22	18	35	22	41	1	2812	4
22	19	37	22	43	1	2816	4
22	20	37	150	43	1	2820	0
22	21	39	22	45	1	2820	0
22	22	39	150	45	1	2820	0
22	23	38	22	44	1	2820	4
22	24	42	22	49	2	2824	4
22	25	43	22	51	1	2828	4
23	0	3	23	2	1	2832	4
23	1	1	87	0	1	2836	0
23	2	2	7	1	1	2836	4
23	3	7	7	6	1	2840	1
23	4	12	23	13	1	2841	1
23	5	13	23	14	1	2842	4
23	6	15	23	16	1	2846	4
23	7	15	151	16	1	2850	0
23	8	17	23	18	1	2850	0
23	9	17	151	18	1	2850	0
23	10	16	23	17	1	2850	4
23	11	20	23	22	2	2854	4
23	12	21	23	24	1	2858	4
23	13	25	23	28	1	2862	4
23	14	23	87	26	1	2866	0
23	15	24	7	27	1	2866	4
23	16	29	7	32	1	2870	1
23	17	34	23	39	2	2871	1
23	18	35	23	41	1	2872	4
23	19	37	23	43	1	2876	4
23	20	37	151	43	1	2880	0
23	21	39	23	45	1	2880	0
23	22	39	151	45	1	2880	0
23	23	38	23	44	1	2880	4
23	24	42	23	49	2	2884	4
23	25	43	23	51	1	2888	4
24	0	3	24	2	1	2892	4
24	1	1	88	0	1	2896	0
24	2	2	8	1	1	2896	4
24	3	7	0	6	1	2900	1
24	4	12	24	13	1	2901	1
24	5	13	24	14	1	2902	4
24	6	15	24	16	1	2906	4
24	7	15	152	16	1	2910	0
24	8	17	24	18	1	2910	0
24	9	17	152	18	1	2910	0
24	10	16	24	17	1	2910	4
24	11	20	24	22	2	2914	4
24	12	21	24	24	1	2918	4
24	13	25	24	28	1	2922	4
24	14	23	88	26	1	2926	0
24	15	24	8	27	1	2926	4
24	16	29	0	32	1	2930	1
24	17	34	24	39	2	2931	1
24	18	35	24	41	1	2932	4
24	19	37	24	43	1	2936	4
24	20	37	152	43	1	2940	0
24	21	39	24	45	1	2940	0
24	22	39	152	45	1	2940	0
24	23	38	24	44	1	2940	4
24	24	42	24	49	2	2944	4
24	25	43	24	51	1	2948	4
25	0	3	25	2	1	2952	4
25	1	1	89	0	1	2956	0
25	2	2	9	1	1	2956	4
25	3	7	1	6	1	2960	1
25	4	12	25	13	1	2961	1
25	5	13	25	14	1	2962	4
25	6	15	25	16	1	2966	4
25	7	15	153	16	1	2970	0
25	8	17	25	18	1	2970	0
25	9	17	153	18	1	2970	0
25	10	16	25	17	1	2970	4
25	11	20	25	22	2	2974	4
25	12	21	25	24	1	2978	4
25	13	25	25	28	1	2982	4
25	14	23	89	26	1	2986	0
25	15	24	9	27	1	2986	4
25	16	29	1	32	1	2990	1
25	17	34	25	39	2	2991	1
25	18	35	25	41	1	2992	4
25	19	37	25	43	1	2996	4
25	20	37	153	43	1	3000	0
25	21	39	25	45	1	3000	0
25	22	39	153	45	1	3000	0
25	23	38	25	44	1	3000	4
25	24	42	25	49	2	3004	4
25	25	43	25	51	1	3008	4
26	0	3	26	2	1	3012	4
26	1	1	90	0	1	3016	0
26	2	2	10	1	1	3016	4
26	3	7	2	6	1	3020	1
26	4	12	26	13	1	3021	1
26	5	13	26	14	1	3022	4
26	6	15	26	16	1	3026	4
26	7	15	154	16	1	3030	0
26	8	17	26	18	1	3030	0
26	9	17	154	18	1	3030	0
26	10	16	26	17	1	3030	4
26	11	20	26	22	2	3034	4
26	12	21	26	24	1	3038	4
26	13	25	26	28	1	3042	4
26	14	23	90	26	1	3046	0
26	15	24	10	27	1	3046	4
26	16	29	2	32	1	3050	1
26	17	34	26	39	2	3051	1
26	18	35	26	41	1	3052	4
26	19	37	26	43	1	3056	4
26	20	37	154	43	1	3060	0
26	21	39	26	45	1	3060	0
26	22	39	154	45	1	3060	0
26	23	38	26	44	1	3060	4
26	24	42	26	49	2	3064	4
26	25	43	26	51	1	3068	4
27	0	3	27	2	1	3072	4
27	1	1	91	0	1	3076	0
27	2	2	11	1	1	3076	4
27	3	7	3	6	1	3080	1
27	4	12	27	13	1	3081	1
27	5	13	27	14	1	3082	4
27	6	15	27	16	1	3086	4
27	7	15	155	16	1	3090	0
27	8	17	27	18	1	3090	0
27	9	17	155	18	1	3090	0
27	10	16	27	17	1	3090	4
27	11	20	27	22	2	3094	4
27	12	21	27	24	1	3098	4
27	13	25	27	28	1	3102	4
27	14	23	91	26	1	3106	0
27	15	24	11	27	1	3106	4
27	16	29	3	32	1	3110	1
27	17	34	27	39	2	3111	1
27	18	35	27	41	1	3112	4
27	19	37	27	43	1	3116	4
27	20	37	155	43	1	3120	0
27	21	39	27	45	1	3120	0
27	22	39	155	45	1	3120	0
27	23	38	27	44	1	3120	4
27	24	42	27	49	2	3124	4
27	25	43	27	51	1	3128	4
28	0	3	28	2	1	3132	4
28	1	1	92	0	1	3136	0
28	2	2	12	1	1	3136	4
28	3	12	28	13	1	3140	1
28	4	13	28	14	1	3141	4
28	5	15	28	16	1	3145	4
28	6	15	156	16	1	3149	0
28	7	17	28	18	1	3149	0
28	8	17	156	18	1	3149	0
28	9	16	28	17	1	3149	4
28	10	20	28	22	2	3153	4
28	11	21	28	24	1	3157	4
28	12	25	28	28	1	3161	4
28	13	23	92	26	1	3165	0
28	14	24	12	27	1	3165	4
28	15	34	28	39	2	3169	1
28	16	35	28	41	1	3170	4
28	17	37	28	43	1	3174	4
28	18	37	156	43	1	3178	0
28	19	39	28	45	1	3178	0
28	20	39	156	45	1	3178	0
28	21	38	28	44	1	3178	4
28	22	42	28	49	2	3182	4
28	23	43	28	51	1	3186	4
