tile_m	tile_n	tile_k	stages	split_k	l05_ms	l1_ms	l2_ms	status	l05_hash	smem	ctas_per_sm	grid
16	64	32	3	16	0.223072	0.172960	0.191488	PASS	8a737188b958a2ae	31488	2	256
16	64	32	4	1	0.436224	0.424960	0.443392	PASS	5245714bc5d3ab4d	41984	2	256
16	64	32	4	2	0.320512	0.294688	0.324608	PASS	784ee21438927111	41984	2	256
16	64	32	4	4	0.235936	0.202592	0.243008	PASS	84c6e7738cd9a7d7	41984	2	256
16	64	32	4	8	0.210944	0.175168	0.202752	PASS	b37a2e7f0ec44cb5	41984	2	256
16	64	32	4	16	0.229376	0.164864	0.190464	PASS	8a737188b958a2ae	41984	2	256
16	64	32	5	1	0.436224	0.422912	0.444416	PASS	5245714bc5d3ab4d	52480	1	128
16	64	32	5	2	0.332704	0.289920	0.327424	PASS	784ee21438927111	52480	1	128
16	64	32	5	4	0.236672	0.208896	0.240640	PASS	84c6e7738cd9a7d7	52480	1	128
16	64	32	5	8	0.228384	0.175104	0.204800	PASS	b37a2e7f0ec44cb5	52480	1	128
16	64	32	5	16	nan	nan	nan	RUNFAIL	-	-	-	-
16	128	16	2	1	0.705440	0.670624	0.691200	PASS	5245714bc5d3ab4d	18688	2	256
16	128	16	2	2	0.452416	0.413696	0.450560	PASS	784ee21438927111	18688	2	256
16	128	16	2	4	0.311104	0.275456	0.302080	PASS	84c6e7738cd9a7d7	18688	2	256
16	128	16	2	8	0.236544	0.209152	0.237568	PASS	b37a2e7f0ec44cb5	18688	2	256
16	128	16	2	16	0.226656	0.165472	0.202432	PASS	8a737188b958a2ae	18688	2	256
16	128	16	3	1	0.690688	0.659456	0.685984	PASS	5245714bc5d3ab4d	28032	2	256
16	128	16	3	2	0.435200	0.410624	0.445440	PASS	784ee21438927111	28032	2	256
16	128	16	3	4	0.295136	0.273408	0.300032	PASS	84c6e7738cd9a7d7	28032	2	256
16	128	16	3	8	0.231424	0.206688	0.233440	PASS	b37a2e7f0ec44cb5	28032	2	256
16	128	16	3	16	0.266240	0.184544	0.201664	PASS	8a737188b958a2ae	28032	2	256
16	128	16	4	1	0.692224	0.672736	0.685056	PASS	5245714bc5d3ab4d	37376	2	256
16	128	16	4	2	0.440320	0.419072	0.446464	PASS	784ee21438927111	37376	2	256
16	128	16	4	4	0.301056	0.276576	0.302080	PASS	84c6e7738cd9a7d7	37376	2	256
16	128	16	4	8	0.233728	0.208896	0.234496	PASS	b37a2e7f0ec44cb5	37376	2	256
16	128	16	4	16	0.289792	0.188416	0.201728	PASS	8a737188b958a2ae	37376	2	256
16	128	16	5	1	0.648192	0.620128	0.644192	PASS	5245714bc5d3ab4d	46720	2	256
16	128	16	5	2	0.441184	0.420864	0.447424	PASS	784ee21438927111	46720	2	256
16	128	16	5	4	0.301792	0.276480	0.304128	PASS	84c6e7738cd9a7d7	46720	2	256
16	128	16	5	8	0.230688	0.213856	0.237568	PASS	b37a2e7f0ec44cb5	46720	2	256
16	128	16	5	16	0.209920	0.174336	0.202752	PASS	8a737188b958a2ae	46720	2	256
16	128	32	2	1	0.685056	0.671008	0.690176	PASS	5245714bc5d3ab4d	37376	2	256
16	128	32	2	2	0.444416	0.422912	0.448352	PASS	784ee21438927111	37376	2	256
16	128	32	2	4	0.312288	0.278528	0.306848	PASS	84c6e7738cd9a7d7	37376	2	256
16	128	32	2	8	0.266240	0.199008	0.236256	PASS	b37a2e7f0ec44cb5	37376	2	256
16	128	32	2	16	0.255136	0.171264	0.205632	PASS	8a737188b958a2ae	37376	2	256
16	128	32	3	1	0.679104	0.663552	0.685056	PASS	5245714bc5d3ab4d	56064	1	128
16	128	32	3	2	0.438176	0.412672	0.447808	PASS	784ee21438927111	56064	1	128
16	128	32	3	4	0.295936	0.273184	0.303392	PASS	84c6e7738cd9a7d7	56064	1	128
16	128	32	3	8	0.257888	0.208896	0.237568	PASS	b37a2e7f0ec44cb5	56064	1	128
16	128	32	3	16	0.212992	0.169984	0.203776	PASS	8a737188b958a2ae	56064	1	128
16	128	32	4	1	0.695296	0.672768	0.694272	PASS	5245714bc5d3ab4d	74752	1	128
16	128	32	4	2	0.447520	0.423040	0.454496	PASS	784ee21438927111	74752	1	128
16	128	32	4	4	0.311072	0.275584	0.307200	PASS	84c6e7738cd9a7d7	74752	1	128
16	128	32	4	8	0.242336	0.198784	0.239648	PASS	b37a2e7f0ec44cb5	74752	1	128
16	128	32	4	16	0.206624	0.175200	0.205440	PASS	8a737188b958a2ae	74752	1	128
16	128	32	5	1	0.686976	0.671744	0.698464	PASS	5245714bc5d3ab4d	93440	1	128
16	128	32	5	2	0.443392	0.422784	0.456704	PASS	784ee21438927111	93440	1	128
16	128	32	5	4	0.304928	0.275616	0.309408	PASS	84c6e7738cd9a7d7	93440	1	128
16	128	32	5	8	0.240640	0.208032	0.243712	PASS	b37a2e7f0ec44cb5	93440	1	128
16	128	32	5	16	0.254848	0.177120	0.207968	PASS	8a737188b958a2ae	93440	1	128
16	256	16	2	1	1.202176	1.153024	1.170336	PASS	5245714bc5d3ab4d	35072	2	256
16	256	16	2	2	0.693248	0.657408	0.687104	PASS	784ee21438927111	35072	2	256
16	256	16	2	4	0.433152	0.398336	0.429056	PASS	84c6e7738cd9a7d7	35072	2	256
16	256	16	2	8	0.304128	0.265248	0.298816	PASS	b37a2e7f0ec44cb5	35072	2	256
16	256	16	2	16	0.237920	0.202816	0.239968	PASS	8a737188b958a2ae	35072	2	256
16	256	16	3	1	1.167232	1.136640	1.161216	PASS	5245714bc5d3ab4d	52608	1	128
16	256	16	3	2	0.698368	0.654336	0.683008	PASS	784ee21438927111	52608	1	128
16	256	16	3	4	0.436064	0.396448	0.427008	PASS	84c6e7738cd9a7d7	52608	1	128
16	256	16	3	8	0.306400	0.268288	0.297856	PASS	b37a2e7f0ec44cb5	52608	1	128
16	256	16	3	16	0.240640	0.201888	0.239328	PASS	8a737188b958a2ae	52608	1	128
16	256	16	4	1	1.169408	1.135392	1.169312	PASS	5245714bc5d3ab4d	70144	1	128
16	256	16	4	2	0.681984	0.653504	0.687104	PASS	784ee21438927111	70144	1	128
16	256	16	4	4	0.405728	0.376832	0.399360	PASS	84c6e7738cd9a7d7	70144	1	128
16	256	16	4	8	0.301888	0.264864	0.306080	PASS	b37a2e7f0ec44cb5	70144	1	128
16	256	16	4	16	0.243968	0.202208	0.244384	PASS	8a737188b958a2ae	70144	1	128
16	256	16	5	1	1.180704	1.143808	1.168160	PASS	5245714bc5d3ab4d	87680	1	128
16	256	16	5	2	0.691296	0.654336	0.690112	PASS	784ee21438927111	87680	1	128
16	256	16	5	4	0.432128	0.404480	0.433024	PASS	84c6e7738cd9a7d7	87680	1	128
16	256	16	5	8	0.305216	0.275616	0.303104	PASS	b37a2e7f0ec44cb5	87680	1	128
16	256	16	5	16	0.250880	0.213184	0.241728	PASS	8a737188b958a2ae	87680	1	128
16	256	32	2	1	1.187840	1.186816	1.209344	PASS	5245714bc5d3ab4d	70144	1	128
16	256	32	2	2	0.664576	0.652288	0.671648	PASS	784ee21438927111	70144	1	128
16	256	32	2	4	0.414912	0.393216	0.418816	PASS	84c6e7738cd9a7d7	70144	1	128
16	256	32	2	8	0.305248	0.279552	0.308224	PASS	b37a2e7f0ec44cb5	70144	1	128
16	256	32	2	16	0.267072	0.215040	0.242912	PASS	8a737188b958a2ae	70144	1	128
32	16	16	2	1	0.525856	0.505472	0.519360	PASS	5245714bc5d3ab4d	6400	3	384
32	16	16	2	2	0.357376	0.356352	0.365568	PASS	784ee21438927111	6400	3	384
32	16	16	2	4	0.252928	0.256000	0.263168	PASS	84c6e7738cd9a7d7	6400	3	384
32	16	16	2	8	nan	nan	nan	RUNFAIL	-	-	-	-
32	16	16	2	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	16	16	3	1	0.519168	0.505856	0.513024	PASS	5245714bc5d3ab4d	9600	3	384
32	16	16	3	2	0.353280	0.346112	0.353280	PASS	784ee21438927111	9600	3	384
32	16	16	3	4	0.252928	0.246784	0.258048	PASS	84c6e7738cd9a7d7	9600	3	384
32	16	16	3	8	nan	nan	nan	RUNFAIL	-	-	-	-
32	16	16	3	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	16	16	4	1	0.505856	0.507904	0.514048	PASS	5245714bc5d3ab4d	12800	3	384
32	16	16	4	2	0.355328	0.353280	0.357376	PASS	784ee21438927111	12800	3	384
32	16	16	4	4	0.254624	0.231424	0.256128	PASS	84c6e7738cd9a7d7	12800	3	384
32	16	16	4	8	nan	nan	nan	RUNFAIL	-	-	-	-
32	16	16	4	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	16	16	5	1	0.518272	0.512000	0.514048	PASS	5245714bc5d3ab4d	16000	3	384
32	16	16	5	2	0.359392	0.355104	0.355168	PASS	784ee21438927111	16000	3	384
32	16	16	5	4	0.252928	0.249632	0.257024	PASS	84c6e7738cd9a7d7	16000	3	384
32	16	16	5	8	nan	nan	nan	RUNFAIL	-	-	-	-
32	16	16	5	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	16	32	2	1	0.490496	0.488608	0.495488	PASS	5245714bc5d3ab4d	12800	3	384
32	16	32	2	2	0.350208	0.344064	0.345312	PASS	784ee21438927111	12800	3	384
32	16	32	2	4	0.287808	0.244672	0.254976	PASS	84c6e7738cd9a7d7	12800	3	384
32	16	32	2	8	nan	nan	nan	RUNFAIL	-	-	-	-
32	16	32	2	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	16	32	3	1	0.494592	0.487424	0.493504	PASS	5245714bc5d3ab4d	19200	3	384
32	16	32	3	2	0.343040	0.339968	0.346112	PASS	784ee21438927111	19200	3	384
32	16	32	3	4	0.254496	0.230048	0.258496	PASS	84c6e7738cd9a7d7	19200	3	384
32	16	32	3	8	nan	nan	nan	RUNFAIL	-	-	-	-
32	16	32	3	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	16	32	4	1	0.493568	0.485376	0.496640	PASS	5245714bc5d3ab4d	25600	3	384
32	16	32	4	2	0.355328	0.342016	0.350208	PASS	784ee21438927111	25600	3	384
32	16	32	4	4	0.253984	0.244736	0.258048	PASS	84c6e7738cd9a7d7	25600	3	384
32	16	32	4	8	nan	nan	nan	RUNFAIL	-	-	-	-
32	16	32	4	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	16	32	5	1	0.494336	0.487424	0.497664	PASS	5245714bc5d3ab4d	32000	3	384
32	16	32	5	2	0.345088	0.340992	0.349184	PASS	784ee21438927111	32000	3	384
32	16	32	5	4	0.254976	0.248832	0.257024	PASS	84c6e7738cd9a7d7	32000	3	384
32	16	32	5	8	nan	nan	nan	RUNFAIL	-	-	-	-
32	16	32	5	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	32	8	2	1	0.689152	0.681984	0.691200	PASS	5245714bc5d3ab4d	4224	3	384
32	32	8	2	2	0.442368	0.436224	0.448320	PASS	784ee21438927111	4224	3	384
32	32	8	2	4	0.307776	0.272544	0.301376	PASS	84c6e7738cd9a7d7	4224	3	384
32	32	8	2	8	0.231584	0.205152	0.236256	PASS	b37a2e7f0ec44cb5	4224	3	384
32	32	8	2	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	32	8	3	1	0.674816	0.655360	0.662528	PASS	5245714bc5d3ab4d	6336	3	384
32	32	8	3	2	0.434208	0.423936	0.436224	PASS	784ee21438927111	6336	3	384
32	32	8	3	4	0.299008	0.284672	0.297984	PASS	84c6e7738cd9a7d7	6336	3	384
32	32	8	3	8	0.235424	0.230400	0.229376	PASS	b37a2e7f0ec44cb5	6336	3	384
32	32	8	3	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	32	8	4	1	0.694272	0.662528	0.662688	PASS	5245714bc5d3ab4d	8448	3	384
32	32	8	4	2	0.434176	0.424960	0.436224	PASS	784ee21438927111	8448	3	384
32	32	8	4	4	0.296960	0.284672	0.296960	PASS	84c6e7738cd9a7d7	8448	3	384
32	32	8	4	8	0.245280	0.205376	0.229376	PASS	b37a2e7f0ec44cb5	8448	3	384
32	32	8	4	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	32	8	5	1	0.690464	0.651072	0.664032	PASS	5245714bc5d3ab4d	10560	3	384
32	32	8	5	2	0.436096	0.425984	0.438272	PASS	784ee21438927111	10560	3	384
32	32	8	5	4	0.294912	0.284672	0.299008	PASS	84c6e7738cd9a7d7	10560	3	384
32	32	8	5	8	0.231424	0.231296	0.229376	PASS	b37a2e7f0ec44cb5	10560	3	384
32	32	8	5	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	32	16	2	1	0.638368	0.620288	0.635872	PASS	5245714bc5d3ab4d	8448	3	384
32	32	16	2	2	0.411648	0.407648	0.421888	PASS	784ee21438927111	8448	3	384
32	32	16	2	4	0.292864	0.274432	0.292864	PASS	84c6e7738cd9a7d7	8448	3	384
32	32	16	2	8	0.242848	0.225280	0.227136	PASS	b37a2e7f0ec44cb5	8448	3	384
32	32	16	2	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	32	16	3	1	0.636672	0.617472	0.627712	PASS	5245714bc5d3ab4d	12672	3	384
32	32	16	3	2	0.409600	0.411648	0.408576	PASS	784ee21438927111	12672	3	384
32	32	16	3	4	0.283392	0.258336	0.280960	PASS	84c6e7738cd9a7d7	12672	3	384
32	32	16	3	8	0.223680	0.197792	0.224160	PASS	b37a2e7f0ec44cb5	12672	3	384
32	32	16	3	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	32	16	4	1	0.633856	0.618496	0.629760	PASS	5245714bc5d3ab4d	16896	3	384
32	32	16	4	2	0.406528	0.406272	0.414720	PASS	784ee21438927111	16896	3	384
32	32	16	4	4	0.284672	0.273408	0.290816	PASS	84c6e7738cd9a7d7	16896	3	384
32	32	16	4	8	0.273408	0.230400	0.224224	PASS	b37a2e7f0ec44cb5	16896	3	384
32	32	16	4	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	32	16	5	1	0.645120	0.619520	0.628640	PASS	5245714bc5d3ab4d	21120	3	384
32	32	16	5	2	0.412672	0.408576	0.414720	PASS	784ee21438927111	21120	3	384
32	32	16	5	4	0.330624	0.275456	0.289792	PASS	84c6e7738cd9a7d7	21120	3	384
32	32	16	5	8	0.273952	0.204608	0.227488	PASS	b37a2e7f0ec44cb5	21120	3	384
32	32	16	5	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	32	32	2	1	0.382848	0.346112	0.371520	PASS	5245714bc5d3ab4d	16896	2	256
32	32	32	2	2	0.279552	0.254176	0.279552	PASS	784ee21438927111	16896	2	256
32	32	32	2	4	0.223168	0.192512	0.220160	PASS	84c6e7738cd9a7d7	16896	2	256
32	32	32	2	8	0.208064	0.164864	0.195392	PASS	b37a2e7f0ec44cb5	16896	2	256
32	32	32	2	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	32	32	3	1	0.375776	0.342976	0.366592	PASS	5245714bc5d3ab4d	25344	2	256
32	32	32	3	2	0.284672	0.253952	0.277504	PASS	784ee21438927111	25344	2	256
32	32	32	3	4	0.230400	0.191744	0.218912	PASS	84c6e7738cd9a7d7	25344	2	256
32	32	32	3	8	0.208800	0.170976	0.196416	PASS	b37a2e7f0ec44cb5	25344	2	256
32	32	32	3	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	32	32	4	1	0.377856	0.345312	0.368640	PASS	5245714bc5d3ab4d	33792	2	256
32	32	32	4	2	0.303648	0.247680	0.287296	PASS	784ee21438927111	33792	2	256
32	32	32	4	4	0.232896	0.181920	0.218592	PASS	84c6e7738cd9a7d7	33792	2	256
32	32	32	4	8	0.239616	0.172032	0.199456	PASS	b37a2e7f0ec44cb5	33792	2	256
32	32	32	4	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	32	32	5	1	0.376832	0.348160	0.371712	PASS	5245714bc5d3ab4d	42240	2	256
32	32	32	5	2	0.279680	0.256000	0.281376	PASS	784ee21438927111	42240	2	256
32	32	32	5	4	0.248704	0.193376	0.225280	PASS	84c6e7738cd9a7d7	42240	2	256
32	32	32	5	8	0.219936	0.173056	0.202816	PASS	b37a2e7f0ec44cb5	42240	2	256
32	32	32	5	16	nan	nan	nan	RUNFAIL	-	-	-	-
32	64	8	2	1	0.938784	0.928736	0.942112	PASS	5245714bc5d3ab4d	6272	3	384
32	64	8	2	2	0.563200	0.553984	0.575456	PASS	784ee21438927111	6272	3	384
32	64	8	2	4	0.367776	0.353280	0.372736	PASS	84c6e7738cd9a7d7	6272	3	384
32	64	8	2	8	0.264192	0.265216	0.265216	PASS	b37a2e7f0ec44cb5	6272	3	384
32	64	8	2	16	0.227872	0.192064	0.219648	PASS	8a737188b958a2ae	6272	3	384
32	64	8	3	1	0.927744	0.913408	0.919552	PASS	5245714bc5d3ab4d	9408	3	384
32	64	8	3	2	0.566208	0.555008	0.561152	PASS	784ee21438927111	9408	3	384
32	64	8	3	4	0.365568	0.353280	0.362496	PASS	84c6e7738cd9a7d7	9408	3	384
32	64	8	3	8	0.260128	0.263168	0.259072	PASS	b37a2e7f0ec44cb5	9408	3	384
32	64	8	3	16	0.220064	0.215936	0.216992	PASS	8a737188b958a2ae	9408	3	384
32	64	8	4	1	0.926720	0.925696	0.928768	PASS	5245714bc5d3ab4d	12544	3	384
32	64	8	4	2	0.565248	0.553984	0.569184	PASS	784ee21438927111	12544	3	384
32	64	8	4	4	0.367616	0.351232	0.365472	PASS	84c6e7738cd9a7d7	12544	3	384
32	64	8	4	8	0.266080	0.242784	0.266176	PASS	b37a2e7f0ec44cb5	12544	3	384
32	64	8	4	16	0.240640	0.216064	0.220160	PASS	8a737188b958a2ae	12544	3	384
32	64	8	5	1	0.947104	0.915456	0.925696	PASS	5245714bc5d3ab4d	15680	3	384
32	64	8	5	2	0.570368	0.557056	0.564224	PASS	784ee21438927111	15680	3	384
32	64	8	5	4	0.365568	0.351104	0.365504	PASS	84c6e7738cd9a7d7	15680	3	384
32	64	8	5	8	0.270336	0.266240	0.263168	PASS	b37a2e7f0ec44cb5	15680	3	384
32	64	8	5	16	0.281088	0.216064	0.219136	PASS	8a737188b958a2ae	15680	3	384
32	64	16	2	1	0.876544	0.876544	0.872448	PASS	5245714bc5d3ab4d	12544	3	384
32	64	16	2	2	0.535744	0.533440	0.537408	PASS	784ee21438927111	12544	3	384
32	64	16	2	4	0.351072	0.337920	0.351136	PASS	84c6e7738cd9a7d7	12544	3	384
32	64	16	2	8	0.295936	0.254752	0.257024	PASS	b37a2e7f0ec44cb5	12544	3	384
32	64	16	2	16	0.238592	0.215936	0.213792	PASS	8a737188b958a2ae	12544	3	384
32	64	16	3	1	0.871552	0.847872	0.864928	PASS	5245714bc5d3ab4d	18816	3	384
32	64	16	3	2	0.539680	0.510688	0.541696	PASS	784ee21438927111	18816	3	384
32	64	16	3	4	0.345056	0.333824	0.351072	PASS	84c6e7738cd9a7d7	18816	3	384
32	64	16	3	8	0.264160	0.254176	0.264192	PASS	b37a2e7f0ec44cb5	18816	3	384
32	64	16	3	16	0.249856	0.214016	0.217088	PASS	8a737188b958a2ae	18816	3	384
32	64	16	4	1	0.884736	0.864256	0.870496	PASS	5245714bc5d3ab4d	25088	3	384
32	64	16	4	2	0.538400	0.524128	0.542720	PASS	784ee21438927111	25088	3	384
32	64	16	4	4	0.369504	0.337920	0.359424	PASS	84c6e7738cd9a7d7	25088	3	384
32	64	16	4	8	0.288768	0.264192	0.266016	PASS	b37a2e7f0ec44cb5	25088	3	384
32	64	16	4	16	0.224032	0.215040	0.220160	PASS	8a737188b958a2ae	25088	3	384
32	64	16	5	1	0.878752	0.866208	0.871424	PASS	5245714bc5d3ab4d	31360	3	384
32	64	16	5	2	0.552032	0.513632	0.539264	PASS	784ee21438927111	31360	3	384
32	64	16	5	4	0.347808	0.309248	0.331776	PASS	84c6e7738cd9a7d7	31360	3	384
32	64	16	5	8	0.265952	0.263168	0.266304	PASS	b37a2e7f0ec44cb5	31360	3	384
32	64	16	5	16	0.232448	0.215936	0.224256	PASS	8a737188b958a2ae	31360	3	384
32	64	32	2	1	0.498688	0.492352	0.505664	PASS	5245714bc5d3ab4d	25088	2	256
32	64	32	2	2	0.359424	0.324608	0.353312	PASS	784ee21438927111	25088	2	256
32	64	32	2	4	0.266400	0.227328	0.254848	PASS	84c6e7738cd9a7d7	25088	2	256
32	64	32	2	8	0.201728	0.178432	0.210944	PASS	b37a2e7f0ec44cb5	25088	2	256
32	64	32	2	16	0.224256	0.180224	0.195584	PASS	8a737188b958a2ae	25088	2	256
32	64	32	3	1	0.496640	0.482208	0.492576	PASS	5245714bc5d3ab4d	37632	2	256
32	64	32	3	2	0.339008	0.322560	0.347136	PASS	784ee21438927111	37632	2	256
32	64	32	3	4	0.250656	0.226272	0.251744	PASS	84c6e7738cd9a7d7	37632	2	256
32	64	32	3	8	0.238784	0.174208	0.206624	PASS	b37a2e7f0ec44cb5	37632	2	256
32	64	32	3	16	0.234976	0.163808	0.194848	PASS	8a737188b958a2ae	37632	2	256
32	64	32	4	1	0.467968	0.461984	0.467968	PASS	5245714bc5d3ab4d	50176	2	256
32	64	32	4	2	0.340992	0.322560	0.351200	PASS	784ee21438927111	50176	2	256
