cell	cohort	arm	stage	tile_m	tile_n	tile_k	stages	iterations	operand_elements	fixed_ns	loop_body_ns	loop_wait_ns	loop_fixed_ns	samples	dump	fixed_predicted_ns	loop_body_predicted_ns	loop_wait_predicted_ns	loop_fixed_predicted_ns	physical_writes	nominal_writes	physical_stage_bytes	occupancy	latency_ns	base_ns	old_loop_ns	observed_loop_ns	old_fixed_ns	new_loop_ns	new_fixed_ns
gqa2_s128	raw_kloop	selected	1	32	16	32	2	16.0	1536.0	2095.024814754609	316.39143861155566	148.48905606917197	106.3585455334031	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/selected/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	464.8804946807276	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	selected	18	32	16	32	2	16.0	1536.0	2141.1766018047583	278.1253914313308	157.27425215537886	105.29520091430471	64	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/selected/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	435.39964358670966	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	selected	12	32	16	32	2	16.0	1536.0	2649.250089529727	343.6009656152303	163.8344180062295	271.0509601057935	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/selected/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	507.4353836214598	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	selected	27	32	16	32	2	16.0	1536.0	2756.917893270069	304.78433450522544	174.63249460393214	204.33461119665014	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/selected/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	479.41682910915756	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	k16	11	32	16	16	2	32.0	768.0	2825.5185170654977	208.41413725848668	260.0633759072855	160.2404739249988	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	468.47751316577217	2083.0222333623688	305.2214006267797	1968.2553427045493
gqa2_s128	raw_kloop	k16	26	32	16	16	2	32.0	768.0	2887.708098188324	168.6862085541669	200.77884260526622	112.12096700997364	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	369.46505115943313	2083.0222333623688	305.2214006267797	1968.2553427045493
gqa2_s128	raw_kloop	k16	2	32	16	16	2	32.0	768.0	2182.2318083011714	159.5027926711956	133.80721518154746	60.88462099653955	64	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	293.31000785274307	2083.0222333623688	305.2214006267797	1968.2553427045493
gqa2_s128	raw_kloop	k16	12	32	16	16	2	32.0	768.0	2561.4571907839027	212.54869060516225	251.97789055525885	161.6438559957552	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	464.5265811604211	2083.0222333623688	305.2214006267797	1968.2553427045493
gqa2_s128	raw_kloop	k16	17	32	16	16	2	32.0	768.0	2105.3969929287973	126.89667141330858	123.23752700706194	57.05883194323377	64	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	250.13419842037052	2083.0222333623688	305.2214006267797	1968.2553427045493
gqa2_s128	raw_kloop	k16	27	32	16	16	2	32.0	768.0	2654.2795313432525	176.4907357430149	211.52398424948558	105.97945234915767	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	388.0147199925005	2083.0222333623688	305.2214006267797	1968.2553427045493
gqa2_s128	raw_kloop	k16	1	32	16	16	2	32.0	768.0	2097.652859442434	172.3538541999385	122.83709326162976	77.36043112872241	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	295.19094746156827	2083.0222333623688	305.2214006267797	1968.2553427045493
gqa2_s128	raw_kloop	k16	16	32	16	16	2	32.0	768.0	2177.5858245185	123.12027906897028	126.19757993825749	61.70430259596054	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	249.31785900722775	2083.0222333623688	305.2214006267797	1968.2553427045493
gqa2_s128	raw_kloop	k16	9	32	16	16	2	32.0	768.0	2792.8980678798366	293.03886300009066	289.77621990141495	108.73540488113376	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	582.8150829015055	2083.0222333623688	305.2214006267797	1968.2553427045493
gqa2_s128	raw_kloop	k16	24	32	16	16	2	32.0	768.0	2699.3260040179716	222.91009861888682	240.83470226348697	90.40299857298479	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	463.7448008823738	2083.0222333623688	305.2214006267797	1968.2553427045493
gqa2_s128	raw_kloop	k16	3	32	16	16	2	32.0	768.0	2309.0613205094915	195.26624697524812	120.78867277911947	73.40597236372878	64	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	316.0549197543676	2083.0222333623688	305.2214006267797	1968.2553427045493
gqa2_s128	raw_kloop	k16	18	32	16	16	2	32.0	768.0	2020.874195538831	150.77387091785062	121.12192150916638	68.0019414350643	64	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	271.895792427017	2083.0222333623688	305.2214006267797	1968.2553427045493
gqa2_s128	raw_kloop	k16	14	32	16	16	2	64.0	768.0	2368.4076761062015	106.84490270805102	175.77131814015056	73.00448522878436	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	282.6162208482016	2083.0222333623688	305.2214006267797	1968.2553427045493
gqa2_s128	raw_kloop	k16	29	32	16	16	2	64.0	768.0	1914.6400410579722	81.52849231389334	115.2696559167144	42.30925008518399	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	512	512	1536	5.0	107.3564485	197.8677205551168	296.4191331725238	196.79814823060775	2083.0222333623688	305.2214006267797	1968.2553427045493
gqa2_s128	raw_kloop	k32	2	32	16	32	2	16.0	1536.0	2234.694141474588	305.5110572835542	159.11149060950305	122.9691464150226	64	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	464.62254789305723	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	k32	9	32	16	32	2	16.0	1536.0	3055.4354549889777	344.8655636972725	269.01860906375293	104.1959891838796	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	613.8841727610254	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	k32	11	32	16	32	2	16.0	1536.0	2298.1634856516876	334.0869520786944	163.84825901790384	147.49794475575982	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	497.93521109659827	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	k32	14	32	16	32	2	32.0	1536.0	2565.8179291414276	280.25366462578904	169.13799919827449	108.2866391075087	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	449.3916638240635	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	k32	17	32	16	32	2	16.0	1536.0	2152.5817751003015	281.77189117455384	155.97855580263027	101.50842937450248	64	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	437.7504469771841	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	k32	24	32	16	32	2	16.0	1536.0	2687.9878470479007	302.99533863690084	242.25590650710754	147.00827988398314	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	545.2512451440084	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	k32	26	32	16	32	2	16.0	1536.0	2407.089450538607	321.6430106719622	176.44049947240052	139.36181705247054	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	498.0835101443627	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	k32	29	32	16	32	2	32.0	1536.0	2341.1220398434994	278.41982984443587	154.83369693336746	113.28982701597552	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	433.25352677780336	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	k32	3	32	16	32	2	16.0	1536.0	2186.321137808359	309.40011518927236	153.36424237072748	107.66749509742422	64	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	462.76435755999984	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	k32	16	32	16	32	2	16.0	1536.0	2205.5186338036838	273.44800574084627	158.99355197218748	97.42778641988755	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	432.4415577130337	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	k32	1	32	16	32	2	16.0	1536.0	2057.9441718375883	311.76600745900055	144.39338936851652	104.61294434104477	128	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	456.15939682751707	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	k32	18	32	16	32	2	16.0	1536.0	2117.699294586962	288.3052722931941	152.87781983259492	101.31607428839663	64	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	441.183092125789	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	k32	12	32	16	32	2	16.0	1536.0	2616.7983797027314	341.3671472794158	166.34857886097114	252.84191787387942	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	507.71572614038695	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s128	raw_kloop	k32	27	32	16	32	2	16.0	1536.0	2672.3198339996125	315.655343924713	171.04382191091113	204.23634914113944	256	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s128/phase/k32/dump	2083.0222333623688	211.27352645273243	98.551412617407	70.57440662893963	512	512	3072	5.0	107.3564485	384.6153879259701	483.16680054337706	486.69916583562417	2083.0222333623688	485.97480190483515	2196.6624387692245
gqa2_s4	raw_kloop	selected	2	32	16	64	2	8.0	3072.0	1874.984930582885	432.02369965053276	70.13120662922455	73.30578781719794	16	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	502.1549062797573	2083.0222333623688	238.08513824796376	2481.095468682705
gqa2_s4	raw_kloop	selected	9	32	16	64	2	8.0	3072.0	1754.596605643361	356.89301839576603	62.99511247750975	43.91085013603413	32	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	419.88813087327577	2083.0222333623688	238.08513824796376	2481.095468682705
gqa2_s4	raw_kloop	selected	11	32	16	64	2	8.0	3072.0	1693.7027206475027	361.870323363358	81.12577611009536	46.03804468177141	64	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	442.99609947345334	2083.0222333623688	238.08513824796376	2481.095468682705
gqa2_s4	raw_kloop	selected	14	32	16	64	2	16.0	3072.0	2078.737705571293	374.37102222548344	69.8204536580171	47.7090722245737	32	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	444.1914758835005	2083.0222333623688	238.08513824796376	2481.095468682705
gqa2_s4	raw_kloop	selected	17	32	16	64	2	8.0	3072.0	1607.6819190174383	363.3649033074532	70.89306662387906	46.36347317423031	16	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	434.25796993133224	2083.0222333623688	238.08513824796376	2481.095468682705
gqa2_s4	raw_kloop	selected	24	32	16	64	2	8.0	3072.0	1792.710324077537	348.41780218539736	63.27064382596408	43.85439530731787	32	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	411.68844601136146	2083.0222333623688	238.08513824796376	2481.095468682705
gqa2_s4	raw_kloop	selected	26	32	16	64	2	8.0	3072.0	2112.490668937983	415.0259158517096	78.12181162879128	52.610343602115634	64	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	493.14772748050086	2083.0222333623688	238.08513824796376	2481.095468682705
gqa2_s4	raw_kloop	selected	29	32	16	64	2	16.0	3072.0	2019.1174078099466	377.61878366762653	69.36406016317923	48.01980365573791	32	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	446.9828438308058	2083.0222333623688	238.08513824796376	2481.095468682705
gqa2_s4	raw_kloop	selected	1	32	16	64	2	8.0	3072.0	1949.4558458160413	426.83977422871055	71.66973289057309	52.734429608026815	32	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	498.5095071192836	2083.0222333623688	238.08513824796376	2481.095468682705
gqa2_s4	raw_kloop	selected	16	32	16	64	2	8.0	3072.0	1707.9509301681314	362.23719940063563	62.91671790504577	44.791136040059506	32	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	425.1539173056814	2083.0222333623688	238.08513824796376	2481.095468682705
gqa2_s4	raw_kloop	selected	3	32	16	64	2	8.0	3072.0	1592.4146429865893	379.1191943932548	65.24555276750222	46.452233354980734	16	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	444.364747160757	2083.0222333623688	238.08513824796376	2481.095468682705
gqa2_s4	raw_kloop	selected	18	32	16	64	2	8.0	3072.0	1604.1964553727184	372.3522882770018	61.95001644793557	45.4690326503394	16	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	434.30230472493736	2083.0222333623688	238.08513824796376	2481.095468682705
gqa2_s4	raw_kloop	selected	12	32	16	64	2	8.0	3072.0	1589.8680084874288	362.63826610937156	73.27435840619975	53.00092708844009	64	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	435.91262451557134	2083.0222333623688	238.08513824796376	2481.095468682705
gqa2_s4	raw_kloop	selected	27	32	16	64	2	8.0	3072.0	2085.7356984682838	395.8027423500722	72.52875962708832	52.141452103996784	64	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/selected/dump	2083.0222333623688	238.08513824796376	98.551412617407	70.57440662893963	64	512	2560	1.0	107.3564485	238.08513824796376	336.63655086537074	468.33150197716054	2083.0222333623688	238.08513824796376	2481.095468682705
gqa2_s4	raw_kloop	k16	2	32	16	16	2	32.0	768.0	1432.7975528705429	71.62920732156823	107.14434124157967	40.72114252032246	16	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	64	512	640	1.0	107.3564485	197.8677205551168	296.4191331725238	178.7735485631479	2083.0222333623688	197.8677205551168	1795.8741804886793
gqa2_s4	raw_kloop	k16	9	32	16	16	2	32.0	768.0	1633.5882598608569	72.28352116407811	103.08546694016925	41.32622353904567	32	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	64	512	640	1.0	107.3564485	197.8677205551168	296.4191331725238	175.36898810424736	2083.0222333623688	197.8677205551168	1795.8741804886793
gqa2_s4	raw_kloop	k16	11	32	16	16	2	32.0	768.0	1421.2163705866178	73.97003349030302	105.85698094888929	41.42573483820463	64	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	64	512	640	1.0	107.3564485	197.8677205551168	296.4191331725238	179.8270144391923	2083.0222333623688	197.8677205551168	1795.8741804886793
gqa2_s4	raw_kloop	k16	14	32	16	16	2	64.0	768.0	1887.6222881870947	76.52908334125871	115.875516716876	43.258178995801806	32	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	64	512	640	1.0	107.3564485	197.8677205551168	296.4191331725238	192.40460005813472	2083.0222333623688	197.8677205551168	1795.8741804886793
gqa2_s4	raw_kloop	k16	17	32	16	16	2	32.0	768.0	1432.8700472360188	73.07950007962249	106.92098891056472	40.84314973134795	16	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	64	512	640	1.0	107.3564485	197.8677205551168	296.4191331725238	180.0004889901872	2083.0222333623688	197.8677205551168	1795.8741804886793
gqa2_s4	raw_kloop	k16	24	32	16	16	2	32.0	768.0	1626.768103475239	74.1677277416996	106.9404969296337	42.13376828891946	32	/root/TileMega/docs/experiments/COSTMODEL/raw_kloop/gqa2_s4/phase/k16/dump	2083.0222333623688	197.8677205551168	98.551412617407	70.57440662893963	64	512	640	1.0	107.3564485	197.8677205551168	296.4191331725238	181.1082246713333	2083.0222333623688	197.8677205551168	1795.8741804886793
