worker	slot	stage	logical_task	dependency_begin	dependency_count	wait_begin	wait_count
13	8	26	13	32	1	1130	2
13	9	29	13	36	2	1132	2
14	0	2	14	1	1	1134	2
14	1	4	2	3	1	1136	1
14	2	9	14	10	1	1137	8
14	3	11	14	12	1	1145	2
14	4	14	14	16	2	1147	2
14	5	17	14	20	1	1149	2
14	6	19	2	22	1	1151	1
14	7	24	14	29	2	1152	8
14	8	26	14	32	1	1160	2
14	9	29	14	36	2	1162	2
15	0	2	15	1	1	1164	2
15	1	4	3	3	1	1166	1
15	2	9	15	10	1	1167	8
15	3	11	15	12	1	1175	2
15	4	14	15	16	2	1177	2
15	5	17	15	20	1	1179	2
15	6	19	3	22	1	1181	1
15	7	24	15	29	2	1182	8
15	8	26	15	32	1	1190	2
15	9	29	15	36	2	1192	2
16	0	1	0	0	1	1194	2
16	1	9	16	10	1	1196	8
16	2	11	16	12	1	1204	2
16	3	14	16	16	2	1206	2
16	4	16	0	19	1	1208	2
16	5	24	16	29	2	1210	8
16	6	26	16	32	1	1218	2
16	7	29	16	36	2	1220	2
17	0	1	1	0	1	1222	2
17	1	9	17	10	1	1224	8
17	2	11	17	12	1	1232	2
17	3	14	17	16	2	1234	2
17	4	16	1	19	1	1236	2
17	5	24	17	29	2	1238	8
17	6	26	17	32	1	1246	2
17	7	29	17	36	2	1248	2
18	0	1	2	0	1	1250	2
18	1	9	18	10	1	1252	8
18	2	11	18	12	1	1260	2
18	3	14	18	16	2	1262	2
18	4	16	2	19	1	1264	2
18	5	24	18	29	2	1266	8
18	6	26	18	32	1	1274	2
18	7	29	18	36	2	1276	2
19	0	1	3	0	1	1278	2
19	1	9	19	10	1	1280	8
19	2	11	19	12	1	1288	2
19	3	14	19	16	2	1290	2
19	4	16	3	19	1	1292	2
19	5	24	19	29	2	1294	8
19	6	26	19	32	1	1302	2
19	7	29	19	36	2	1304	2
20	0	1	4	0	1	1306	2
20	1	9	20	10	1	1308	8
20	2	11	20	12	1	1316	2
20	3	14	20	16	2	1318	2
20	4	16	4	19	1	1320	2
20	5	24	20	29	2	1322	8
20	6	26	20	32	1	1330	2
20	7	29	20	36	2	1332	2
21	0	1	5	0	1	1334	2
21	1	9	21	10	1	1336	8
21	2	11	21	12	1	1344	2
21	3	14	21	16	2	1346	2
21	4	16	5	19	1	1348	2
21	5	24	21	29	2	1350	8
21	6	26	21	32	1	1358	2
21	7	29	21	36	2	1360	2
22	0	1	6	0	1	1362	2
22	1	9	22	10	1	1364	8
22	2	11	22	12	1	1372	2
22	3	14	22	16	2	1374	2
22	4	16	6	19	1	1376	2
22	5	24	22	29	2	1378	8
22	6	26	22	32	1	1386	2
22	7	29	22	36	2	1388	2
23	0	1	7	0	1	1390	2
23	1	9	23	10	1	1392	8
23	2	11	23	12	1	1400	2
23	3	14	23	16	2	1402	2
23	4	16	7	19	1	1404	2
23	5	24	23	29	2	1406	8
23	6	26	23	32	1	1414	2
23	7	29	23	36	2	1416	2
24	0	1	8	0	1	1418	2
24	1	9	24	10	1	1420	8
24	2	11	24	12	1	1428	2
24	3	14	24	16	2	1430	2
24	4	16	8	19	1	1432	2
24	5	24	24	29	2	1434	8
24	6	26	24	32	1	1442	2
24	7	29	24	36	2	1444	2
25	0	1	9	0	1	1446	2
25	1	9	25	10	1	1448	8
25	2	11	25	12	1	1456	2
25	3	14	25	16	2	1458	2
25	4	16	9	19	1	1460	2
25	5	24	25	29	2	1462	8
25	6	26	25	32	1	1470	2
25	7	29	25	36	2	1472	2
26	0	1	10	0	1	1474	2
26	1	9	26	10	1	1476	8
26	2	11	26	12	1	1484	2
26	3	14	26	16	2	1486	2
26	4	16	10	19	1	1488	2
26	5	24	26	29	2	1490	8
26	6	26	26	32	1	1498	2
26	7	29	26	36	2	1500	2
27	0	1	11	0	1	1502	2
27	1	9	27	10	1	1504	8
27	2	11	27	12	1	1512	2
27	3	14	27	16	2	1514	2
27	4	16	11	19	1	1516	2
27	5	24	27	29	2	1518	8
27	6	26	27	32	1	1526	2
27	7	29	27	36	2	1528	2
28	0	1	12	0	1	1530	2
28	1	9	28	10	1	1532	8
28	2	11	28	12	1	1540	2
28	3	14	28	16	2	1542	2
28	4	16	12	19	1	1544	2
28	5	24	28	29	2	1546	8
28	6	26	28	32	1	1554	2
28	7	29	28	36	2	1556	2
29	0	1	13	0	1	1558	2
29	1	9	29	10	1	1560	8
29	2	11	29	12	1	1568	2
29	3	14	29	16	2	1570	2
29	4	16	13	19	1	1572	2
29	5	24	29	29	2	1574	8
29	6	26	29	32	1	1582	2
29	7	29	29	36	2	1584	2
30	0	1	14	0	1	1586	2
30	1	9	30	10	1	1588	8
30	2	11	30	12	1	1596	2
30	3	14	30	16	2	1598	2
30	4	16	14	19	1	1600	2
30	5	24	30	29	2	1602	8
30	6	26	30	32	1	1610	2
30	7	29	30	36	2	1612	2
31	0	1	15	0	1	1614	2
31	1	9	31	10	1	1616	8
31	2	11	31	12	1	1624	2
31	3	14	31	16	2	1626	2
31	4	16	15	19	1	1628	2
31	5	24	31	29	2	1630	8
31	6	26	31	32	1	1638	2
31	7	29	31	36	2	1640	2
32	0	1	16	0	1	1642	2
32	1	11	32	12	1	1644	2
32	2	16	16	19	1	1646	2
32	3	26	32	32	1	1648	2
33	0	1	17	0	1	1650	2
33	1	11	33	12	1	1652	2
33	2	16	17	19	1	1654	2
33	3	26	33	32	1	1656	2
34	0	1	18	0	1	1658	2
34	1	11	34	12	1	1660	2
34	2	16	18	19	1	1662	2
34	3	26	34	32	1	1664	2
35	0	1	19	0	1	1666	2
35	1	11	35	12	1	1668	2
35	2	16	19	19	1	1670	2
35	3	26	35	32	1	1672	2
36	0	1	20	0	1	1674	2
36	1	11	36	12	1	1676	2
36	2	16	20	19	1	1678	2
36	3	26	36	32	1	1680	2
37	0	1	21	0	1	1682	2
37	1	11	37	12	1	1684	2
37	2	16	21	19	1	1686	2
37	3	26	37	32	1	1688	2
38	0	1	22	0	1	1690	2
38	1	11	38	12	1	1692	2
38	2	16	22	19	1	1694	2
38	3	26	38	32	1	1696	2
39	0	1	23	0	1	1698	2
39	1	11	39	12	1	1700	2
39	2	16	23	19	1	1702	2
39	3	26	39	32	1	1704	2
40	0	1	24	0	1	1706	2
40	1	11	40	12	1	1708	2
40	2	16	24	19	1	1710	2
40	3	26	40	32	1	1712	2
41	0	1	25	0	1	1714	2
41	1	11	41	12	1	1716	2
41	2	16	25	19	1	1718	2
41	3	26	41	32	1	1720	2
42	0	1	26	0	1	1722	2
42	1	11	42	12	1	1724	2
42	2	16	26	19	1	1726	2
42	3	26	42	32	1	1728	2
43	0	1	27	0	1	1730	2
43	1	11	43	12	1	1732	2
43	2	16	27	19	1	1734	2
43	3	26	43	32	1	1736	2
44	0	1	28	0	1	1738	2
44	1	11	44	12	1	1740	2
44	2	16	28	19	1	1742	2
44	3	26	44	32	1	1744	2
45	0	1	29	0	1	1746	2
45	1	11	45	12	1	1748	2
45	2	16	29	19	1	1750	2
45	3	26	45	32	1	1752	2
46	0	1	30	0	1	1754	2
46	1	11	46	12	1	1756	2
46	2	16	30	19	1	1758	2
46	3	26	46	32	1	1760	2
47	0	1	31	0	1	1762	2
47	1	11	47	12	1	1764	2
47	2	16	31	19	1	1766	2
47	3	26	47	32	1	1768	2
48	0	3	0	2	1	1770	2
48	1	11	48	12	1	1772	2
48	2	18	0	21	1	1774	2
48	3	26	48	32	1	1776	2
49	0	3	1	2	1	1778	2
49	1	11	49	12	1	1780	2
49	2	18	1	21	1	1782	2
49	3	26	49	32	1	1784	2
50	0	3	2	2	1	1786	2
50	1	11	50	12	1	1788	2
50	2	18	2	21	1	1790	2
50	3	26	50	32	1	1792	2
51	0	3	3	2	1	1794	2
51	1	11	51	12	1	1796	2
51	2	18	3	21	1	1798	2
51	3	26	51	32	1	1800	2
52	0	3	4	2	1	1802	2
52	1	11	52	12	1	1804	2
52	2	18	4	21	1	1806	2
52	3	26	52	32	1	1808	2
53	0	3	5	2	1	1810	2
53	1	11	53	12	1	1812	2
53	2	18	5	21	1	1814	2
53	3	26	53	32	1	1816	2
54	0	3	6	2	1	1818	2
54	1	11	54	12	1	1820	2
54	2	18	6	21	1	1822	2
54	3	26	54	32	1	1824	2
55	0	3	7	2	1	1826	2
55	1	11	55	12	1	1828	2
55	2	18	7	21	1	1830	2
55	3	26	55	32	1	1832	2
56	0	3	8	2	1	1834	2
56	1	11	56	12	1	1836	2
56	2	18	8	21	1	1838	2
56	3	26	56	32	1	1840	2
57	0	3	9	2	1	1842	2
57	1	11	57	12	1	1844	2
57	2	18	9	21	1	1846	2
57	3	26	57	32	1	1848	2
58	0	3	10	2	1	1850	2
58	1	11	58	12	1	1852	2
58	2	18	10	21	1	1854	2
58	3	26	58	32	1	1856	2
59	0	3	11	2	1	1858	2
59	1	11	59	12	1	1860	2
59	2	18	11	21	1	1862	2
59	3	26	59	32	1	1864	2
60	0	3	12	2	1	1866	2
60	1	11	60	12	1	1868	2
60	2	18	12	21	1	1870	2
60	3	26	60	32	1	1872	2
61	0	3	13	2	1	1874	2
61	1	11	61	12	1	1876	2
61	2	18	13	21	1	1878	2
61	3	26	61	32	1	1880	2
62	0	3	14	2	1	1882	2
62	1	11	62	12	1	1884	2
62	2	18	14	21	1	1886	2
62	3	26	62	32	1	1888	2
63	0	3	15	2	1	1890	2
63	1	11	63	12	1	1892	2
63	2	18	15	21	1	1894	2
63	3	26	63	32	1	1896	2
64	0	12	0	13	1	1898	2
64	1	27	0	33	1	1900	2
65	0	12	1	13	1	1902	2
65	1	27	1	33	1	1904	2
66	0	12	2	13	1	1906	2
66	1	27	2	33	1	1908	2
67	0	12	3	13	1	1910	2
67	1	27	3	33	1	1912	2
68	0	12	4	13	1	1914	2
68	1	27	4	33	1	1916	2
69	0	12	5	13	1	1918	2
69	1	27	5	33	1	1920	2
70	0	12	6	13	1	1922	2
70	1	27	6	33	1	1924	2
71	0	12	7	13	1	1926	2
71	1	27	7	33	1	1928	2
72	0	12	8	13	1	1930	2
72	1	27	8	33	1	1932	2
73	0	12	9	13	1	1934	2
73	1	27	9	33	1	1936	2
74	0	12	10	13	1	1938	2
74	1	27	10	33	1	1940	2
75	0	12	11	13	1	1942	2
75	1	27	11	33	1	1944	2
76	0	12	12	13	1	1946	2
76	1	27	12	33	1	1948	2
77	0	12	13	13	1	1950	2
77	1	27	13	33	1	1952	2
78	0	12	14	13	1	1954	2
78	1	27	14	33	1	1956	2
79	0	12	15	13	1	1958	2
79	1	27	15	33	1	1960	2
80	0	12	16	13	1	1962	2
80	1	27	16	33	1	1964	2
81	0	12	17	13	1	1966	2
81	1	27	17	33	1	1968	2
82	0	12	18	13	1	1970	2
82	1	27	18	33	1	1972	2
83	0	12	19	13	1	1974	2
83	1	27	19	33	1	1976	2
84	0	12	20	13	1	1978	2
84	1	27	20	33	1	1980	2
85	0	12	21	13	1	1982	2
85	1	27	21	33	1	1984	2
86	0	12	22	13	1	1986	2
86	1	27	22	33	1	1988	2
87	0	12	23	13	1	1990	2
87	1	27	23	33	1	1992	2
88	0	12	24	13	1	1994	2
88	1	27	24	33	1	1996	2
89	0	12	25	13	1	1998	2
89	1	27	25	33	1	2000	2
90	0	12	26	13	1	2002	2
90	1	27	26	33	1	2004	2
91	0	12	27	13	1	2006	2
91	1	27	27	33	1	2008	2
92	0	12	28	13	1	2010	2
92	1	27	28	33	1	2012	2
93	0	12	29	13	1	2014	2
93	1	27	29	33	1	2016	2
94	0	12	30	13	1	2018	2
94	1	27	30	33	1	2020	2
95	0	12	31	13	1	2022	2
95	1	27	31	33	1	2024	2
96	0	12	32	13	1	2026	2
96	1	27	32	33	1	2028	2
97	0	12	33	13	1	2030	2
97	1	27	33	33	1	2032	2
98	0	12	34	13	1	2034	2
98	1	27	34	33	1	2036	2
99	0	12	35	13	1	2038	2
99	1	27	35	33	1	2040	2
100	0	12	36	13	1	2042	2
100	1	27	36	33	1	2044	2
101	0	12	37	13	1	2046	2
101	1	27	37	33	1	2048	2
102	0	12	38	13	1	2050	2
102	1	27	38	33	1	2052	2
103	0	12	39	13	1	2054	2
103	1	27	39	33	1	2056	2
104	0	12	40	13	1	2058	2
104	1	27	40	33	1	2060	2
105	0	12	41	13	1	2062	2
105	1	27	41	33	1	2064	2
106	0	12	42	13	1	2066	2
106	1	27	42	33	1	2068	2
107	0	12	43	13	1	2070	2
107	1	27	43	33	1	2072	2
108	0	12	44	13	1	2074	2
108	1	27	44	33	1	2076	2
109	0	12	45	13	1	2078	2
109	1	27	45	33	1	2080	2
110	0	12	46	13	1	2082	2
110	1	27	46	33	1	2084	2
111	0	12	47	13	1	2086	2
111	1	27	47	33	1	2088	2
112	0	12	48	13	1	2090	2
112	1	27	48	33	1	2092	2
113	0	12	49	13	1	2094	2
113	1	27	49	33	1	2096	2
114	0	12	50	13	1	2098	2
114	1	27	50	33	1	2100	2
115	0	12	51	13	1	2102	2
115	1	27	51	33	1	2104	2
116	0	12	52	13	1	2106	2
116	1	27	52	33	1	2108	2
117	0	12	53	13	1	2110	2
117	1	27	53	33	1	2112	2
118	0	12	54	13	1	2114	2
118	1	27	54	33	1	2116	2
119	0	12	55	13	1	2118	2
119	1	27	55	33	1	2120	2
120	0	12	56	13	1	2122	2
120	1	27	56	33	1	2124	2
121	0	12	57	13	1	2126	2
121	1	27	57	33	1	2128	2
122	0	12	58	13	1	2130	2
122	1	27	58	33	1	2132	2
123	0	12	59	13	1	2134	2
123	1	27	59	33	1	2136	2
124	0	12	60	13	1	2138	2
124	1	27	60	33	1	2140	2
125	0	12	61	13	1	2142	2
125	1	27	61	33	1	2144	2
126	0	12	62	13	1	2146	2
126	1	27	62	33	1	2148	2
127	0	12	63	13	1	2150	2
127	1	27	63	33	1	2152	2
